"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","FC","FD","FF","FS","PE","RB","DD","DP","GS","SG","CA","FT","G","I","A","CV","PP","GC"
"265","Rodrigo Fernandes Nóbrega","rodrigo-fernandes","Rodrigo Fernandes","https://s.glbimg.com/es/sde/f/2018/09/27/5ff6d5126f3366e505e6caa6897ccff3_FORMATO.png",102771,5,267,"mei","Nulo",0,2,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","Wescley Gomes dos Santos","wescley","Wescley","https://s.glbimg.com/es/sde/f/2019/03/28/0323fda54c2149f1f78b04bb3c9dcb1f_FORMATO.png",70925,5,354,"mei","Nulo",0,5,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","Pedro Julião Azevedo Junior","juninho-quixada","Juninho Quixadá","https://s.glbimg.com/es/sde/f/2019/03/28/290762becedf23c80b831f923f4b7b33_FORMATO.png",71787,5,354,"mei","Nulo",0,5,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","Heitor Rodrigues da Fonseca","heitor","Heitor","https://s.glbimg.com/es/sde/f/2019/03/29/72b7f78855a5ecee46897bb061452400_FORMATO.png",104649,5,285,"lat","Nulo",0,1,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","Ney Franco da Silveira Júnior","ney-franco","Ney Franco","https://s.glbimg.com/es/sde/f/2019/05/03/968903adfa225595add765307d2d9be3_FORMATO.png",37246,5,315,"tec","Provável",3.12,8.62,-0.13,4.12,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","Diego Souza de Andrade","diego-souza","Diego Souza","https://s.glbimg.com/es/sde/f/2019/03/22/497e02b51450608fc7b5e819938167c1_FORMATO.png",68911,5,263,"ata","Provável",-0.3,3.7,-0.41,-0.47,"Botafogo",4,NA,2,5,10,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
"271","Paulo Roberto Valoura Júnior","juninho","Juninho","https://s.glbimg.com/es/sde/f/2019/04/30/199fd043d747c68f3eb9ac7a9e21216f_FORMATO.png",71937,5,356,"mei","Provável",6.6,5.85,1.19,2.93,"Fortaleza",5,2,1,3,8,4,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA
"272","Diogo José Gonçalves da Silva","diogo-silva","Diogo Silva","https://s.glbimg.com/es/sde/f/2019/03/28/124aa9812703927dd6cfd2001e5b1299_FORMATO.png",71882,5,354,"gol","Provável",3,8.57,0.06,3.28,"Ceará",NA,NA,NA,NA,2,NA,8,NA,5,1,1,NA,NA,NA,NA,NA,NA,NA
"273","João Ricardo Riedi","joao-ricardo","João Ricardo","https://s.glbimg.com/es/sde/f/2019/03/28/1dadcc46ba4eb0738815ddfca0b51a71_FORMATO.png",81881,5,315,"gol","Suspenso",0,6,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274"," Eduardo Feitoza Sampaio","dudu","Dudu","https://s.glbimg.com/es/sde/f/2019/02/04/5f0cba5bf1f2c598d7825638281a5e22_FORMATO.jpeg",102852,5,267,"mei","Nulo",0,3,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","Samuel Xavier Brito","samuel-xavier","Samuel Xavier","https://s.glbimg.com/es/sde/f/2019/03/28/a19b59f7d716d5610181d660801756b6_FORMATO.png",73384,5,354,"lat","Provável",2.1,12.66,-0.72,5.02,"Ceará",2,NA,1,9,14,5,NA,NA,NA,1,NA,1,NA,1,2,NA,NA,NA
"276","Auremir Evangelista dos Santos","auremir","Auremir","https://s.glbimg.com/es/sde/f/2019/03/28/6abb09758933bfcad8f3734cd8fbe484_FORMATO.png",77570,5,354,"mei","Nulo",0,4.23,0,1.8,"Ceará",6,NA,NA,3,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","Luiz Otávio Anacleto Leandro","luiz-otavio","Luiz Otávio","https://s.glbimg.com/es/sde/f/2019/03/28/731bd0c1760d7e08394c9726255ba348_FORMATO.png",72359,5,354,"zag","Provável",2.6,11.15,-0.33,3.88,"Ceará",5,1,1,3,7,7,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA
"278","Romário Marques Rodrigues","romario-rodrigues","Romário Rodrigues","https://s.glbimg.com/es/sde/f/2019/03/28/8a5fe5aa3179c4ff1643804412e0050b_FORMATO.png",79336,5,354,"ata","Nulo",0,2,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","Richard de Oliveira da Costa","richard","Richard","https://s.glbimg.com/es/sde/f/2019/03/28/27b9b114a61039b0185e25a34be02245_FORMATO.png",78851,5,354,"gol","Nulo",1.2,4.73,-1.27,1.2,"Ceará",NA,NA,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","Alex Broch Amado","alex-amado","Alex Amado","https://s.glbimg.com/es/sde/f/2019/03/28/baad423e3d4f7d7ca9067444675bd599_FORMATO.png",78475,5,354,"ata","Nulo",0,2,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","Ricardo Dias Acosta","ricardinho","Ricardinho","https://s.glbimg.com/es/sde/f/2019/03/28/893813a02cea9d96daf288036733d24e_FORMATO.png",78577,5,354,"mei","Provável",12.5,6.7,2.38,3.74,"Ceará",4,2,3,1,7,3,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA
"282","Francisco Hyun Sol Kim","chico","Chico","https://s.glbimg.com/es/sde/f/2019/03/28/591cde68116bac7ca7031a2f73847987_FORMATO.png",82407,5,354,"mei","Nulo",0,4.27,0,0.75,"Ceará",11,NA,NA,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","Fábio Gonçalves","fabinho","Fabinho","https://s.glbimg.com/es/sde/f/2019/03/28/8130912c9c6386df9e0982c031fd0299_FORMATO.png",80393,5,354,"mei","Provável",1,5.68,-0.24,1.86,"Ceará",5,NA,1,2,5,9,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"284","Cristovam Roberto Ribeiro da Silva","cristovam","Cristovam","https://s.glbimg.com/es/sde/f/2019/03/28/65f57e09b155b5b3a44d895928edeeca_FORMATO.png",82930,5,354,"lat","Nulo",0,3,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","Eduardo Schroeder Brock","eduardo-brock","Eduardo Brock","https://s.glbimg.com/es/sde/f/2019/03/28/27579304db4774273de16432633427c2_FORMATO.png",78654,5,354,"zag","Nulo",0,4,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","Thiago Neves Augusto","thiago-neves","Thiago Neves","https://s.glbimg.com/es/sde/f/2018/05/07/d1d468f88a9bce01adaf6cdad34d20ae_FORMATO.png",38277,5,283,"mei","Nulo",0,6.66,0,3.6,"Cruzeiro",2,2,3,1,8,1,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA
"287","Charles Luis Reiter","charles","Charles","https://s.glbimg.com/es/sde/f/2019/03/28/8a9cbcec424be180e39b85d96fb5ec47_FORMATO.png",84187,5,354,"zag","Nulo",0,4,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","Júnior Nazareno Sornoza Moreira","sornoza","Sornoza","https://s.glbimg.com/es/sde/f/2019/02/06/11cc7ae2177e3218feaa9ae6a8a0ddf7_FORMATO.png",87877,5,264,"mei","Provável",0,4.86,0,2,"Corinthians",4,NA,2,5,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","Leandro Carvalho da Silva","leandro-carvalho","Leandro Carvalho","https://s.glbimg.com/es/sde/f/2019/03/28/fc4419cd04d9eea90b1c482c0437bbca_FORMATO.jpeg",88669,5,354,"ata","Provável",2.4,10.82,-0.21,4.05,"Ceará",3,1,5,7,10,3,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
"290","João Lucas Cardoso","joao-lucas","João Lucas","https://s.glbimg.com/es/sde/f/2019/03/28/eb379c8f9ca40adb24afd4216819a3c1_FORMATO.png",86740,5,354,"lat","Provável",-2.8,9.63,-1.28,3.23,"Ceará",4,NA,NA,2,1,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA
"291","Andrevaldo de Jesus Santos","valdo","Valdo","https://s.glbimg.com/es/sde/f/2019/03/28/45578b3cbd48709822cd22573ff790b6_FORMATO.png",84509,5,354,"zag","Provável",1.2,2.52,-0.48,1.2,"Ceará",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","Fernando Pereira do Nascimento","fernando-sobral","Fernando Sobral","https://s.glbimg.com/es/sde/f/2019/03/28/2036fe932766e953f14ef5fc5ed37a53_FORMATO.png",84428,5,354,"mei","Provável",6.9,5.71,1.31,2.7,"Ceará",6,NA,2,4,12,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","Thiago Heleno Henrique Ferreira","thiago-heleno","Thiago Heleno","https://s.glbimg.com/es/sde/f/2019/03/30/d941b7a4bb640424918c02ce3d930666_FORMATO.png",38394,5,293,"zag","Nulo",0,1.27,0,-2.1,"Athlético-PR",2,1,NA,1,3,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"294","Gustavo Leonardo Cuellar Gallego","cuellar","Cuéllar","https://s.glbimg.com/es/sde/f/2018/05/04/f29c0031ffc2adccbe51088049c2dea0_FORMATO.png",71709,5,262,"mei","Dúvida",8.7,13.71,0.15,7.43,"Flamengo",4,NA,1,2,5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","Hiago Corrêa Silveira Cena","hiago","Hiago","https://s.glbimg.com/es/sde/f/2018/05/24/290a6f9eadad6684596a861f850734aa_FORMATO.png",97535,5,315,"zag","Nulo",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","Luiz Diallison de Souza Alves","apodi","Apodi","https://s.glbimg.com/es/sde/f/2019/03/30/b18585f6b8ae91f70811643eb4487638_FORMATO.png",51042,5,341,"lat","Provável",1.4,5,-0.84,2.47,"CSA",3,1,1,4,12,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"297","Vitor Correia da Silva","vitor-feijao","Vitor Feijão","https://s.glbimg.com/es/sde/f/2019/03/28/64f2765bef70bf7e6c6f09bd2d8e9a30_FORMATO.png",93005,5,354,"ata","Nulo",0,3,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","Rafael Vaz dos Santos","rafael-vaz","Rafael Vaz","https://s.glbimg.com/es/sde/f/2019/03/26/2893d827588a8a8150dbe4d07ec4e480_FORMATO.png",73421,5,290,"zag","Nulo",0,13.18,0,13,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA
"299","Matheus Matias Ferreira","matheus-matias","Matheus Matias","https://s.glbimg.com/es/sde/f/2019/05/03/4950f0f0b7885ba14d08911b25c080c1_FORMATO.png",100430,5,314,"ata","Nulo",0,2.18,0,0,"Avaí",1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","João Paulo Queiroz Moraes","joao-paulo","João Paulo","https://s.glbimg.com/es/sde/f/2019/03/28/0ef42614e95104aee3bc3ab5b2567018_FORMATO.png",91972,5,354,"ata","Nulo",0,3,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","William Oliveira dos Santos","william-oliveira","William Oliveira","https://s.glbimg.com/es/sde/f/2019/03/28/a3452277d99839a5fd7add732b5aa132_FORMATO.png",94297,5,354,"mei","Contundido",0,3,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","Leonardo da Silva Vieira","leo","Leo","https://s.glbimg.com/es/sde/f/2018/03/01/5f4bc547ea7572a6909432c0c03d529b_FORMATO.png",71043,5,293,"gol","Nulo",0,3,0,0,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","Leonardo Cittadini","leo-cittadini","Léo Cittadini","https://s.glbimg.com/es/sde/f/2019/03/30/475167cdad7e826c64f4a0a999f8aef9_FORMATO.png",70986,5,293,"mei","Provável",2.9,5.87,0.05,4.23,"Athlético-PR",6,2,5,6,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","Rogério Ceni","rogerio-ceni","Rogério Ceni","https://s.glbimg.com/es/sde/f/2019/03/22/7e7ec9b7db2e43595a54d0cbab7f653b_FORMATO.png",97341,5,356,"tec","Provável",5.42,7.24,0.94,3.25,"Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","Luis Oscar González","lucho-gonzalez","Lucho González","https://s.glbimg.com/es/sde/f/2019/03/30/53d81b4d0fe0473120e74c998cbcd3bc_FORMATO.png",71479,5,293,"mei","Nulo",0,6.05,0,2.45,"Athlético-PR",2,2,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","Patrick Bezerra do Nascimento","patrick","Patrick","https://s.glbimg.com/es/sde/f/2018/04/08/ecdf20e0263f65cb7a63bf0e68ebd3b6_FORMATO.png",83433,5,285,"mei","Contundido",0,9.85,0,6.15,"Internacional",2,NA,NA,5,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","Bruno Cortês Barbosa","bruno-cortez","Bruno Cortez","https://s.glbimg.com/es/sde/f/2018/05/18/0ba3c7d69167c8dcfafe511fc043e800_FORMATO.png",72079,5,284,"lat","Contundido",0,5.59,0,2.25,"Grêmio",1,NA,NA,1,5,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
"308","Marco Gastón Rubén Rodríguez","marco-ruben","Marco Ruben","https://s.glbimg.com/es/sde/f/2019/03/31/f20966ed6b70c83b4d440ca5028a8ee4_FORMATO.png",73741,5,293,"ata","Dúvida",0,16.84,0,6.9,"Athlético-PR",3,3,1,1,4,2,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA
"309","Alexandre Rodrigues da Silva","alexandre-pato","Alexandre Pato","https://s.glbimg.com/es/sde/f/2019/03/29/eeca6b8bc1af0980d000db756e4c61ec_FORMATO.png",49675,5,276,"ata","Provável",2.5,6.96,-0.06,3.3,"São Paulo",3,NA,3,5,4,3,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA
"310","Lucas Kal Schenfeld Progioli","lucas-kal","Lucas Kal","https://s.glbimg.com/es/sde/f/2019/04/01/3550f7f824481d5d0345448e8ad226d0_FORMATO.png",95662,5,276,"zag","Nulo",0,1,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","Wanderson Ferreira de Oliveira","valdivia","Valdívia","https://s.glbimg.com/es/sde/f/2019/04/30/6b113d194ccf4eb4bfb71f180f460c44_FORMATO.png",85423,5,267,"mei","Nulo",0.4,3.81,-0.47,0.75,"Vasco",3,1,1,2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","Madson Ferreira dos Santos","madson","Madson","https://s.glbimg.com/es/sde/f/2019/03/30/53ad5d19d960420d8a169d449092cfdf_FORMATO.png",78077,5,293,"lat","Provável",1.8,3.42,-0.58,1.8,"Athlético-PR",NA,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","Getúlio Wandelly Silva Timoteo","getulio","Getúlio","https://s.glbimg.com/es/sde/f/2019/02/18/3eda93423ebb9e3f661c0360363ef5e5_FORMATO.png",90573,5,314,"ata","Nulo",1.5,6.46,0.2,2.34,"Avaí",4,2,1,6,5,5,NA,NA,NA,NA,NA,1,NA,3,NA,NA,NA,NA
"314","Igor Vinícius de Souza","igor-vinicius","Igor Vinícius","https://s.glbimg.com/es/sde/f/2019/04/01/882d97a0ed3a028f3c489768c79b7268_FORMATO.png",95466,5,276,"lat","Nulo",0,8.33,0,4.13,"São Paulo",6,NA,2,1,4,3,NA,NA,NA,2,NA,NA,NA,NA,1,1,NA,NA
"315","Eduardo Kunde","kunde","Kunde","https://s.glbimg.com/es/sde/f/2019/03/25/c4c9c869583e3c80724d1cea7d6dbbc9_FORMATO.png",95476,5,314,"zag","Nulo",0,0.73,0,-1,"Avaí",3,NA,NA,NA,5,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"316","Maurício Tomazi Pinheiro","mauricio","Maurício","https://s.glbimg.com/es/sde/f/2019/03/26/1f39cc62496e44034c3eeebbdf31abf6_FORMATO.png",96464,5,314,"zag","Nulo",0,3,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","João Paulo da Silva Alves","joao-paulo","João Paulo","https://s.glbimg.com/es/sde/f/2019/02/18/e6b56502fd1ec5cd75f853c47b7df942_FORMATO.png",86770,5,314,"mei","Provável",3.5,4.88,0.62,1.78,"Avaí",8,2,3,12,18,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","Igor Silveira Gomes","igor-gomes","Igor Gomes","https://s.glbimg.com/es/sde/f/2019/04/01/7a6c90034396325f6cc570ef06e1040c_FORMATO.png",100084,5,276,"mei","Dúvida",0,1.23,0,0.55,"São Paulo",1,NA,NA,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","Brenner Souza da Silva","brenner","Brenner","https://s.glbimg.com/es/sde/f/2019/04/01/61b86f863a9504fc1c5deb42f9b808f4_FORMATO.png",99789,5,276,"ata","Nulo",0,2.17,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","Igor Matheus Liziero Pereira ","liziero","Liziero","https://s.glbimg.com/es/sde/f/2019/04/01/8423e58431d29d7700ba477367f59b3f_FORMATO.png",100761,5,276,"mei","Contundido",3.2,4.74,0.76,2.13,"São Paulo",4,1,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","Leonardo Thomas Lopes","leo-lopes","Léo Lopes","https://s.glbimg.com/es/sde/f/2019/03/25/75373f3be71d114621aba37a7d05db97_FORMATO.png",96965,5,314,"gol","Nulo",0,1,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","Gabriel Farias de Lima","gabriel-lima","Gabriel Lima","https://s.glbimg.com/es/sde/f/2019/02/18/a93bba8cbc0b3d63a2713d51b3e80af1_FORMATO.png",98400,5,314,"ata","Nulo",0,3,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","Gonzalo Rodrigo Carneiro Méndez","gonzalo-carneiro","Gonzalo Carneiro","https://s.glbimg.com/es/sde/f/2019/04/01/504b1e2a808ffe49b9679b8e86de83b8_FORMATO.png",101796,5,276,"ata","Suspenso",0,5,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","Cláudio Vitor Morais de Lima Cruz","claudio-vitor","Cláudio Vitor","https://s.glbimg.com/es/sde/f/2019/02/18/798d0ead220702bf3c3f671330c609e5_FORMATO.png",98888,5,314,"gol","Nulo",0,1,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","Lucas Paes Souza","lucas-paes","Lucas Paes","https://s.glbimg.com/es/sde/f/2019/04/01/93c12b1437d9ab16eb93c3f7fc8c4f9b_FORMATO.png",101837,5,276,"gol","Nulo",0,2,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","Renan Augusto Lodi dos Santos","renan-lodi","Renan Lodi","https://s.glbimg.com/es/sde/f/2019/03/30/a69ce7a8dc1b05284bf5a5c9e7341f26_FORMATO.png",96591,5,293,"lat","Provável",0,7.57,0,2.07,"Athlético-PR",8,4,NA,5,7,2,NA,NA,NA,1,1,NA,NA,2,NA,NA,NA,NA
"327","Pedro Rocha Neves","pedro-rocha","Pedro Rocha","https://s.glbimg.com/es/sde/f/2019/04/30/f119889a4c40913f4b21088f371f6333_FORMATO.png",90302,5,283,"ata","Provável",3.3,11.79,0.23,4.65,"Cruzeiro",3,1,1,7,13,5,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA
"328","Eugênio Machado Souto","geninho","Geninho","https://s.glbimg.com/es/sde/f/2019/03/31/0f7029892255153d5c0261c6523eef36_FORMATO.png",36886,5,314,"tec","Provável",3.38,5.56,0.36,2.64,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","Luan Vinicius da Silva Santos ","luan","Luan","https://s.glbimg.com/es/sde/f/2019/04/01/d66903d72e2d84e1b6c05a8579691862_FORMATO.png",102909,5,276,"mei","Provável",-1.4,3.31,-1.69,-1.4,"São Paulo",NA,NA,NA,NA,3,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"330","Erick Luis Conrado de Carvalho","erick","Erick","https://s.glbimg.com/es/sde/f/2019/04/01/9717a07ef27fdd10d8ac6c25914a376e_FORMATO.png",98022,5,293,"mei","Nulo",0,0.98,0,0.8,"Athlético-PR",6,2,NA,NA,1,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"331","Tadeu Antonio Ferreira","tadeu","Tadeu","https://s.glbimg.com/es/sde/f/2019/04/04/2c3f9d22de0dfd11ee1e9331d5fd85d9_FORMATO.png",82453,5,290,"gol","Provável",8,13.13,1.14,5.5,"Goiás",NA,NA,NA,2,5,NA,7,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA
"332","Vitor Frezarin Bueno","vitor-bueno","Vitor Bueno","https://s.glbimg.com/es/sde/f/2019/04/04/095c0e9c914b5540c22f639788f6324f_FORMATO.png",87552,5,276,"mei","Nulo",0,4.98,0,1.5,"São Paulo",NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","Kayke Moreno de Andrade Rodrigues","kayke","Kayke","https://s.glbimg.com/es/sde/f/2019/04/10/21bd813c25a65fc141baa5756eda6a41_FORMATO.png",50402,5,290,"ata","Provável",9.5,6.19,1.71,3.36,"Goiás",6,3,5,3,6,1,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA
"334","Abner Felipe Souza de Almeida","abner","Abner","https://s.glbimg.com/es/sde/f/2019/04/01/18e6ddda5e7dd97a6c3c7e7a4ee0011d_FORMATO.png",84860,5,293,"lat","Nulo",0,4,0,0,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","Tomás Gustavo Andrade","tomas-andrade","Tomás Andrade","https://s.glbimg.com/es/sde/f/2019/03/30/a39638dfbd68303f98264fc322855b6c_FORMATO.png",97619,5,293,"mei","Nulo",-2.7,3.59,-1.65,-0.07,"Athlético-PR",3,1,2,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","Tiago Retzlaff Nunes","tiago-nunes","Tiago Nunes","https://s.glbimg.com/es/sde/f/2019/03/30/f24c484018a5a11e2b67e34f6aa5f99f_FORMATO.png",98057,5,293,"tec","Provável",1.76,8.91,-0.62,3.59,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","Bruno Guimarães Rodriguez Moura","bruno-guimaraes","Bruno Guimarães","https://s.glbimg.com/es/sde/f/2019/03/30/eb38985677869fa7ca820f8ae7cfcfa1_FORMATO.png",98352,5,293,"mei","Dúvida",0,14.12,0,7.2,"Athlético-PR",7,2,2,10,3,4,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA
"338","Jaderson Flores dos Reis","jaderson","Jaderson","https://s.glbimg.com/es/sde/f/2019/03/30/832c92b15aa34fdde7be9738ca86c863_FORMATO.png",98224,5,293,"mei","Nulo",0,1,0,0,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","Rodrigo Marques de Santana","rodrigo-santana","Rodrigo Santana","https://s.glbimg.com/es/sde/f/2019/04/11/5607c63c174a35d72ef59210e61712a6_FORMATO.png",97922,5,282,"tec","Provável",3.46,9.87,0.24,4.03,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","Eduardo de Souza Barroca","eduardo-barroca","Eduardo Barroca","https://s.glbimg.com/es/sde/f/2019/04/16/d952f67089f2842da5bc84d3029f1a73_FORMATO.png",77774,5,263,"tec","Provável",0.05,7.29,-0.87,3.22,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","Ánderson Daniel Plata Guillén","plata","Plata","https://s.glbimg.com/es/sde/f/2018/08/15/e5c84107ae73d82ddbf8e716b4feacc7_FORMATO.png",98841,5,293,"ata","Nulo",0,3,0,0,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","Bryan Borges Mascarenhas","bryan","Bryan","https://s.glbimg.com/es/sde/f/2017/06/07/423798cbfcbd349a861fc146b3a5c1e9_FORMATO.png",97536,5,315,"lat","Nulo",0.8,1.74,0.01,0.85,"Chapecoense",1,1,1,2,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"343","Alex Teixeira dos Santos","alex-nagib","Alex Nagib","https://s.glbimg.com/es/sde/f/2019/04/01/2addc090f42dd1d5f895c46251867bce_FORMATO.png",98933,5,293,"mei","Nulo",0,1,0,0,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","Weverton Almeida Silva","weverton-almeida","Weverton Almeida","https://s.glbimg.com/es/sde/f/2018/05/08/4c72622d78b8cfdc737c1eb48ea75370_FORMATO.png",100459,5,293,"zag","Contundido",0,2,0,0,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
