,atletas.apelido,atletas.posicao_id,atletas.variacao_num,atletas.minimo_para_valorizar,atletas.entrou_em_campo,atletas.media_num,atletas.clube.id.full.name,atletas.pontos_num,atletas.slug,atletas.apelido_abreviado,atletas.atleta_id,atletas.foto,atletas.clube_id,atletas.jogos_num,atletas.nome,atletas.rodada_id,atletas.preco_num,atletas.status_id,A,CA,DS,FC,FD,FF,FS,G,I,PP,PC,SG,PS,CV,DE,DP,GC,GS,FT,V,PI
473,Kawan,4,0.0,,False,0.0,Athlético-PR,0.0,kawan,Kawan,106219,https://s.sde.globo.com/media/person_role/2022/02/21/f32be788b285e944b21d286da2e5b28d_FORMATO.png,293,0,Kawan Gabriel da Silva,27,2.0,5,,,,,,,,,,,,,,,,,,,,,
474,Realpe,3,0.0,,False,2.6,Bragantino,0.0,realpe,Realpe,106299,https://s.sde.globo.com/media/person_role/2022/05/05/593eafb7ce8c7aa2051ccde762f1d731_FORMATO.png,280,10,Leonardo Javier Realpe Montaño,27,2.24,7,,2.0,6.0,10.0,,1.0,,,,,,4.0,,,,,,,1.0,,
475,Caio Alexandre,4,-0.37,,True,3.34,Fortaleza,1.2,caio-alexandre,C. Alexandre,106323,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_mYQOurq.png,356,25,Caio Alexandre Souza e Silva,27,8.35,7,2.0,4.0,40.0,37.0,4.0,6.0,31.0,2.0,3.0,,,,,,,,,,,,
476,Wesley Gasolina,2,0.0,,False,0.0,Cruzeiro,0.0,wesley-gasolina,W. Gasolina,106327,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_IHO297R.png,283,0,Wesley David de Oliveira Andrade,27,3.0,7,,,,,,,,,,,,,,,,,,,,,
477,Jhonata Robert,4,0.0,,False,0.0,Grêmio,0.0,jhonata-robert,J. Robert,106371,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_Yc1vcMc.png,284,0,Jhonata Robert Alves da Silva,27,4.0,6,,,,,,,,,,,,,,,,,,,,,
478,Eduardo Santos,3,0.0,,False,3.85,Bragantino,0.0,eduardo-santos,E. Santos,106434,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_0B5pVnO.png,280,13,Eduardo Gonzaga Mendes Santos,27,5.87,5,1.0,2.0,6.0,14.0,2.0,2.0,8.0,1.0,,,,5.0,,,,,,,1.0,,
479,Halls,1,0.0,,False,0.0,Vasco,0.0,halls,Halls,106682,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_oXORlmg.png,267,0,Hedhe Halls Rocha da Silva,27,2.0,6,,,,,,,,,,,,,,,,,,,,,
480,Carlos Alberto,5,0.0,,False,2.91,Botafogo,0.0,carlos-alberto,C. Alberto,106704,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_DgukYrK.png,263,8,Carlos Alberto Gomes da Silva Filho,27,3.36,6,,,3.0,1.0,1.0,1.0,4.0,2.0,,,,,,,,,,,,,
481,Rodrigo Nestor,4,-0.16,,True,2.97,São Paulo,0.5,rodrigo-nestor,R. Nestor,106822,https://s.sde.globo.com/media/person_role/2022/03/01/70f9ba85a01525e2d77c787e7efb42f7_FORMATO.png,276,20,Rodrigo Nestor Bertalia,27,7.72,7,2.0,3.0,17.0,25.0,10.0,12.0,15.0,1.0,5.0,,,,,1.0,,,,,2.0,,
482,Welington,2,0.0,,False,2.64,São Paulo,0.0,welington,Welington,106824,https://s.sde.globo.com/media/person_role/2022/03/01/81ffdaa86a436b3f695649fc411cf06b_FORMATO.png,276,8,Welington Damascena Santos,27,5.88,7,,2.0,3.0,7.0,,4.0,7.0,,1.0,,,3.0,,,,,,,,,
483,Patryck,2,0.0,,False,5.92,São Paulo,0.0,patryck,Patryck,106829,https://s.sde.globo.com/media/person_role/2022/03/01/73a6760a1b2c4cc7fc70ee0323e11b73_FORMATO.png,276,5,Patryck Lanza dos Reis,27,4.38,6,,2.0,7.0,2.0,,1.0,6.0,,,,,4.0,,,,,,,,,
484,Talles Costa,4,0.0,,False,1.7,São Paulo,0.0,talles-costa,T. Costa,106830,https://s.sde.globo.com/media/person_role/2022/03/01/46c4e9fd9a32a9e894bd6edc746e403d_FORMATO.png,276,2,Talles Macedo Toledo Costa,27,2.27,6,,,2.0,,,,2.0,,,,,,,,,,,,,,
485,Juan,5,-0.04,,True,2.6,São Paulo,2.4,juan,Juan,106831,https://s.sde.globo.com/media/person_role/2022/03/01/b64f8d56aad317fef852cca695190f34_FORMATO.png,276,18,Juan Santos da Silva,27,3.24,6,1.0,1.0,18.0,13.0,4.0,4.0,20.0,1.0,10.0,,,,,,,,,,,,
486,Pedro Vilhena,4,0.0,,False,0.0,São Paulo,0.0,pedro-vilhena,P. Vilhena,106832,https://s.sde.globo.com/media/person_role/2022/03/01/e8c6023cceab5eaf7953916841a0923b_FORMATO.png,276,1,Pedro Veronez Vilhena,27,0.74,6,,,,,,,,,,,,,,,,,,,,,
487,Luan Patrick,3,-1.01,,True,4.11,Bragantino,-1.3,luan-patrick,L. Patrick,106835,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_qBlP0vG.png,280,14,Luan Patrick Wiedthauper,27,4.55,3,1.0,3.0,8.0,11.0,1.0,2.0,3.0,,,,,9.0,,,,,,,,,
488,Fernando,2,0.0,,False,5.27,Athlético-PR,0.0,fernando,Fernando,106950,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_DOiaQDY.png,293,6,Fernando Augusto Pereira Bueno Júnior,27,4.73,5,2.0,1.0,10.0,4.0,,1.0,2.0,,,,,2.0,,,,,,,,,
489,Bernardo Schappo,3,0.0,,False,0.0,Fortaleza,0.0,bernardo-schappo,B. Schappo,106977,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_rs77zVD.png,356,0,Bernardo Schappo,27,4.0,6,,,,,,,,,,,,,,,,,,,,,
490,Ricardo Cerqueira,4,0.0,,False,0.5,Cuiabá,0.0,ricardo-cerqueira,R. Cerqueira,107039,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_lmtWu1C.png,1371,1,José Ricardo Batista Cerqueira,27,1.51,6,,,,,,,1.0,,,,,,,,,,,,,,
491,Stênio,5,0.0,,False,0.89,Cruzeiro,0.0,stenio,Stênio,107052,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_9qm9tuE.png,283,13,Stenio Zanetti Toledo,27,2.09,6,,,5.0,8.0,4.0,3.0,2.0,,1.0,,,,,,,,,,,,
492,Luciano Juba,5,-0.6,,True,0.47,Bahia,0.0,luciano-juba,L. Juba,107093,https://s.sde.globo.com/media/person_role/2023/09/01/photo_FORMATO_cccrqnA.png,265,3,Luciano Batista da Silva Júnior,27,4.49,6,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,
493,Richard Ríos,4,0.0,,False,2.42,Palmeiras,0.0,richard-rios,R. Ríos,107111,https://s.sde.globo.com/media/person_role/2023/03/29/photo_FORMATO_RowK2Zx.png,275,26,Richard Ríos Montoya,27,4.99,6,,3.0,30.0,27.0,4.0,8.0,24.0,2.0,1.0,,1.0,,,,,,,,,,
494,Patrick de Paula,4,0.0,,False,0.0,Botafogo,0.0,patrick-de-paula,P. Paula,107172,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_YTg7jfi.png,263,0,Patrick de Paula Carreiro,27,7.0,5,,,,,,,,,,,,,,,,,,,,,
495,Michel Araújo,4,-0.31,,True,2.39,São Paulo,0.2,michel-araujo,M. Araújo,107173,https://s.sde.globo.com/media/person_role/2023/03/30/photo_FORMATO_Z1W5SRZ.png,276,22,Michel Daryl Araújo Villar,27,5.95,6,1.0,2.0,18.0,20.0,4.0,6.0,31.0,1.0,2.0,,3.0,,1.0,,,,,,1.0,,
496,Matheus Donelli,1,0.0,,False,0.0,Corinthians,0.0,matheus-donelli,M. Donelli,107179,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_34QaZln.png,264,0,Matheus Planelles Donelli,27,2.0,6,,,,,,,,,,,,,,,,,,,,,
497,Léo Linck,1,0.0,,False,5.6,Athlético-PR,0.0,leo-linck,L. Linck,107183,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_2aZU9Nq.png,293,5,Léo Matias Baiersdorf Linck,27,2.17,6,,2.0,,,,,,,,,,1.0,,,22.0,1.0,,6.0,,,
498,Vinicius Kauê,2,0.0,,False,-0.47,Athlético-PR,0.0,vinicius-kaue,V. Kauê,107186,https://s.sde.globo.com/media/person_role/2021/04/16/0367fa0859b4ea67ba8191afd67f560e_FORMATO.png,293,4,Vinicius Kauê Ribeiro Ferreira,27,0.73,6,,1.0,3.0,5.0,,,,,,,,,,1.0,,,,,,,
499,Leonardo Ataíde,2,0.0,,False,0.0,Athlético-PR,0.0,leonardo-ataide,L. Ataíde,107191,https://s.sde.globo.com/media/person_role/2021/12/08/9440c054d747c490573927d3d0cb770c_FORMATO.png,293,0,Leonardo Ataíde de Oliveira Siqueira,27,1.0,6,,,,,,,,,,,,,,,,,,,,,
500,Rômulo,5,-0.13,,True,0.79,Athlético-PR,0.5,romulo,Rômulo,107197,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_A5prVgV.png,293,10,Rômulo José Cardoso da Cruz,27,1.54,2,,,1.0,6.0,2.0,4.0,4.0,,1.0,,,,1.0,,,,,,,,
501,Gustavo Garcia,2,0.0,,False,1.46,Palmeiras,0.0,gustavo-garcia,G. Garcia,107225,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_9hMRqkt.png,275,5,Gustavo Garcia dos Santos,27,2.7,6,,,4.0,5.0,,2.0,3.0,,1.0,,1.0,1.0,,1.0,,,,,,,
502,Miqueias,4,0.0,,False,0.0,Bahia,0.0,miqueias,Miqueias,107232,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_JqZAXdV.png,265,0,Miqueias Cabral Evaristo,27,3.0,6,,,,,,,,,,,,,,,,,,,,,
503,Vanderlan,2,0.0,,False,4.24,Palmeiras,0.0,vanderlan,Vanderlan,107236,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_F0bHOxR.png,275,9,Vanderlan Barbosa da Silva,27,6.46,6,1.0,4.0,22.0,15.0,1.0,2.0,5.0,,1.0,,,2.0,,,,,,,,,
504,Dodô,4,0.0,,False,1.48,Goiás,0.0,dodo,Dodô,107375,https://s.sde.globo.com/media/person_role/2023/05/07/photo_220x220_0PEd4FH.png,290,9,Vinícius Rodrigues Adelino dos Santos,27,1.58,6,,1.0,3.0,3.0,,2.0,4.0,1.0,,,,,,,,,,,,,
505,Luan Dias,4,0.0,,False,0.61,Santos,0.0,luan-dias,L. Dias,107416,https://s.sde.globo.com/media/person_role/2023/04/12/photo_220x220_MHA8oKV.png,277,8,Luan Dias da Silva,27,2.02,6,,3.0,7.0,10.0,,,5.0,,,,,,,,,,,,,,
506,André,4,0.02,,True,2.67,Fluminense,2.7,andre,André,107498,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_VrJSWeV.png,266,21,André Trindade da Costa Neto,27,8.63,7,,9.0,42.0,29.0,1.0,6.0,41.0,,,,,,,1.0,,,,,,,
507,David Sousa,3,0.0,,False,0.0,Botafogo,0.0,david-sousa,D. Sousa,107509,https://s.sde.globo.com/media/person_role/2020/07/20/89a6c2853815cf3c62e0743e90ba3ee3_220x220.png,263,0,David Sousa Albino,27,1.0,6,,,,,,,,,,,,,,,,,,,,,
508,Natanael,2,-0.14,,True,4.56,Coritiba,3.8,natanael,Natanael,107554,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_t78oWnD.png,294,22,Natanael Moreira Milouski,27,9.84,7,,4.0,59.0,32.0,7.0,4.0,20.0,,5.0,,1.0,4.0,,,,,,,1.0,,
509,Fabián Bustos,6,0.29,,True,4.51,América-MG,4.74,fabian-bustos,F. Bustos,107645,https://s.sde.globo.com/media/person_role/2023/08/08/photo_FORMATO_W6FrqMf.png,327,8,Fabián Daniel Bustos,27,8.66,7,,,,,,,,,,,,,,,,,,,,2.0,
510,Emerson Júnior,1,0.0,,False,0.0,Internacional,0.0,emerson-junior,E. Júnior,107740,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_O9bfirr.png,285,0,Emerson Fabiano Kerber Júnior,27,1.0,6,,,,,,,,,,,,,,,,,,,,,
511,Praxedes,4,1.51,,True,3.27,Vasco,11.0,praxedes,Praxedes,107744,https://s.sde.globo.com/media/person_role/2023/07/26/photo_FORMATO_kPHzPIn.png,267,11,Bruno Conceição Praxedes,27,5.55,7,1.0,2.0,13.0,7.0,3.0,2.0,13.0,1.0,2.0,,,,,,,,,,,,
512,Adriel,1,0.0,,False,5.25,Bahia,0.0,adriel,Adriel,107748,https://s.sde.globo.com/media/person_role/2023/07/27/photo_FORMATO_FM5y32Z.png,265,2,Adriel Vasconcelos Ramos,27,7.74,6,,1.0,,,,,1.0,,,,,1.0,,,7.0,,,1.0,,,
513,Diego Rosa,4,0.0,,False,1.09,Bahia,0.0,diego-rosa,D. Rosa,107796,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_Z8v7YI8.png,265,7,Diego Gabriel Silva Rosa,27,2.12,6,,,4.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,
514,Fernando Henrique,4,0.0,,False,-1.05,Cruzeiro,0.0,fernando-henrique,F. Henrique,107800,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_7OiYeRo.png,283,2,Fernando Henrique do Nascimento Pereira,27,1.52,6,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,
515,Natã,3,0.0,,False,0.2,Grêmio,0.0,nata,Natã,107801,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_nMfgjlm.png,284,1,Natã Felipe de Amorim Santos,27,0.75,6,,,,1.0,,,1.0,,,,,,,,,,,,,,
516,Matheus Dias,4,0.0,,False,0.7,Internacional,0.0,matheus-dias,M. Dias,107809,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_f09xlRk.png,285,13,Matheus dos Santos Dias,27,2.35,6,,5.0,14.0,14.0,,,3.0,,,,,,,,,,,,,,
517,Hugo,2,1.22,,True,5.8,Goiás,15.1,hugo,Hugo,107908,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_4XBJGTX.png,290,13,Hugo Ferreira de Farias,27,6.17,2,1.0,1.0,23.0,17.0,4.0,5.0,5.0,1.0,3.0,,,6.0,,,,,,,,,
518,Fausto Vera,4,-0.11,,True,2.38,Corinthians,2.3,fausto-vera,F. Vera,107950,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_w7tZlR4.png,264,15,Fausto Mariano Vera,27,6.69,7,2.0,5.0,21.0,19.0,2.0,5.0,10.0,,1.0,,,,,,,,,,,,
519,Garcez,5,0.44,,True,2.06,Coritiba,3.9,garcez,Garcez,108131,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_BtxMdJP.png,294,5,Maurício Garcez de Jesus,27,3.56,6,,,4.0,3.0,,3.0,8.0,,,,,,,,,,,,,,
520,Isidro Pitta,5,1.2,,True,1.29,Cuiabá,7.7,isidro-pitta,I. Pitta,108133,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_LlMyePJ.png,1371,18,Isidro Miguel Pitta Saldívar,27,3.96,6,,,,9.0,1.0,4.0,12.0,2.0,3.0,,,,,,,,,,,,
521,Javier Méndez,4,0.0,,False,1.64,América-MG,0.0,javier-mendez,J. Méndez,108163,https://s.sde.globo.com/media/person_role/2023/10/18/photo_FORMATO_WfF8P5B.png,327,5,Óscar Javier Méndez Albornoz,27,3.45,6,,1.0,7.0,5.0,,1.0,3.0,,,,,,,,,,,,,,
522,Gustavinho,4,0.0,,False,1.4,Grêmio,0.0,gustavinho,Gustavinho,108201,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_hopiRUY.png,284,2,Gustavo César Mendonça Gravino,27,2.54,6,,,,,,1.0,4.0,,,,,,,,,,,,,,
523,Breno,5,0.0,,False,0.0,Goiás,0.0,breno,Breno,108211,https://s.sde.globo.com/media/person_role/2022/09/18/photo_FORMATO_aTUZBiS.png,290,0,Breno Herculano Almeida,27,1.0,6,,,,,,,,,,,,,,,,,,,,,
524,Gabriel Barros,5,-0.28,,True,0.1,Internacional,0.0,gabriel-barros,G. Barros,108352,https://s.sde.globo.com/media/person_role/2023/04/11/photo_220x220.png,285,4,Gabriel de Sousa Barros,27,1.83,6,,1.0,1.0,2.0,,1.0,,,,,,,,,,,,,,,
525,Erison,5,-0.01,,True,2.48,São Paulo,2.5,erison,Erison,108422,https://s.sde.globo.com/media/person_role/2023/02/01/photo_FORMATO_0I7WXAm.png,276,4,Erison Danilo de Souza,27,4.54,6,1.0,1.0,,2.0,1.0,1.0,3.0,,,,,,,,,,,,1.0,,
526,Arriagada,5,-0.13,,True,0.7,Athlético-PR,-0.6,arriagada,Arriagada,108624,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_VPNWNb6.png,293,6,Luciano Daniel Arriagada García,27,2.5,2,,,2.0,10.0,1.0,2.0,4.0,,,,,,,,,,,,,,
527,João Magno,5,-1.67,,True,3.7,Goiás,2.2,joao-magno,J. Magno,108715,https://s.sde.globo.com/media/person_role/2023/07/06/photo_FORMATO_QhpyCZL.png,290,13,João Victo Magno de Souza Machado,27,6.12,7,1.0,2.0,4.0,18.0,6.0,8.0,16.0,3.0,9.0,,,,1.0,,,,,,,,
528,Victor Sá,5,-0.3,,True,4.91,Botafogo,1.1,victor-sa,V. Sá,108946,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_t9xgUxE.png,263,23,João Victor Santos Sá,27,8.39,7,3.0,2.0,34.0,24.0,12.0,15.0,30.0,3.0,3.0,,,,1.0,,,,,,,,
529,Daniel Martins,4,0.0,,False,0.0,Athlético-PR,0.0,daniel-martins,D. Martins,109102,https://s.sde.globo.com/media/person_role/2022/08/25/photo_FORMATO_VUIS7Pm.png,293,0,Daniel Sergio Martins,27,1.0,6,,,,,,,,,,,,,,,,,,,,,
530,Matheus Nascimento,5,0.0,,False,2.58,Botafogo,0.0,matheus-nascimento,M. Nascimento,109114,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_xScuqcn.png,263,4,Matheus Nascimento de Paula,27,3.72,6,,1.0,2.0,6.0,1.0,,3.0,1.0,,,,,,,,,,,,,
531,DG,2,0.0,,False,0.0,Botafogo,0.0,dg,DG,109199,https://s.sde.globo.com/media/person_role/2022/07/15/4de72f5f4587ade71270417865e896e9_FORMATO.png,263,0,Douglas da Silva Teixeira,27,2.0,6,,,,,,,,,,,,,,,,,,,,,
532,Kawê,5,0.0,,False,0.0,Bragantino,0.0,kawe,Kawê,109246,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_2gnQr2r.png,280,0,Kawê Ferreira Godoy Viana,27,1.0,6,,,,,,,,,,,,,,,,,,,,,
533,Kennedy,1,0.0,,False,0.0,Fortaleza,0.0,kennedy,Kennedy,109347,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_jTL4V8M.png,356,0,Antonio Kennedy Sousa de Almeida,27,2.0,6,,,,,,,,,,,,,,,,,,,,,
534,Raul Gustavo,3,0.74,,True,4.75,Bahia,5.5,raul-gustavo,R. Gustavo,109389,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_o1bIdBe.png,265,4,Raul Gustavo Pereira Bicalho,27,7.48,6,,,4.0,2.0,,1.0,2.0,,,,,2.0,,,,,,,1.0,,
535,Thiago Andrade,5,0.0,,False,0.65,Athlético-PR,0.0,thiago-andrade,T. Andrade,109404,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_83YGYl5.png,293,9,Thiago Eduardo de Andrade,27,2.26,6,,1.0,2.0,2.0,1.0,3.0,3.0,,,,,,,,,,,,,,
536,Ian Luccas,4,0.14,,True,0.58,Cruzeiro,1.4,ian-luccas,I. Luccas,109412,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_HM5lJ1D.png,283,4,Ian Luccas Baroni Boetto,27,2.75,6,,,1.0,2.0,1.0,,1.0,,,,,,,,,,,,,,
537,Calebe,4,-0.02,,True,2.64,Fortaleza,1.7,calebe,Calebe,109461,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_AhzCnT2.png,356,20,Calebe Gonçalves Ferreira da Silva,27,6.17,6,1.0,2.0,10.0,10.0,10.0,9.0,38.0,,3.0,,,,,,,,,,1.0,,
538,Marcos Leonardo,5,-1.3,,True,7.56,Santos,2.8,marcos-leonardo,M. Leonardo,109497,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_eb1ett7.png,277,20,Marcos Leonardo Santos Almeida,27,12.45,7,2.0,2.0,3.0,29.0,12.0,28.0,48.0,11.0,14.0,,,,1.0,,,,,,,,
539,Joaquim,3,0.37,,True,3.72,Santos,8.4,joaquim,Joaquim,109563,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_KiHaTyd.png,277,20,Joaquim Henrique Pereira Silva,27,9.04,7,1.0,3.0,35.0,15.0,5.0,5.0,9.0,,,,1.0,4.0,1.0,,,,,,,,
540,Martinelli,4,1.07,,True,1.94,Fluminense,3.9,martinelli,Martinelli,109573,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_eSiqEBR.png,266,19,Matheus Martinelli Lima,27,5.06,6,1.0,2.0,17.0,25.0,3.0,5.0,17.0,1.0,1.0,,,,,1.0,,,,,,,
541,Gabriel Novaes,5,0.0,,False,0.23,Goiás,0.0,gabriel-novaes,G. Novaes,109639,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_Kdrpiw9.png,290,3,Gabriel Novaes Fernandes,27,2.57,6,,,,3.0,1.0,,1.0,,1.0,,,,,,,,,,,,
542,Hugo,2,-0.26,,True,6.37,Botafogo,2.3,hugo,Hugo,109668,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_8tyq2bR.png,263,14,Hugo Gonçalves Ferreira Neto,27,6.77,7,1.0,1.0,33.0,25.0,1.0,3.0,9.0,,,,,9.0,,,,,,,,,
543,Segovinha,4,0.0,,False,2.11,Botafogo,0.0,segovinha,Segovinha,110055,https://s.sde.globo.com/media/person_role/2023/04/04/photo_FORMATO.png,263,18,Matías Emanuel Segovia Torales,27,4.52,6,1.0,2.0,20.0,3.0,4.0,1.0,13.0,,,,,,,,,,,,,,
544,Gabriel Pereira,1,0.0,,False,0.0,Athlético-PR,0.0,gabriel-pereira,G. Pereira,110251,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_yvoo9wb.png,293,0,Gabriel Roberto Pereira,27,1.0,6,,,,,,,,,,,,,,,,,,,,,
545,Abel Ferreira,6,-0.42,,True,5.79,Palmeiras,2.2,abel-ferreira,A. Ferreira,110506,https://s.sde.globo.com/media/person_role/2021/04/27/574e87d52be9d06fd03fa69fefb60255_FORMATO.png,275,27,Abel Fernando Moreira Ferreira,27,13.82,7,,,,,,,,,,,,,,,,,,,,12.0,
546,Lucas Besozzi,5,1.34,,True,2.88,Grêmio,8.0,lucas-besozzi,L. Besozzi,110512,https://s.sde.globo.com/media/person_role/2023/10/18/photo_FORMATO_XvOUlVF.png,284,5,Lucas Agustín Besozzi,27,5.47,6,,1.0,4.0,1.0,2.0,,1.0,1.0,,,,,,,,,,,,,
547,Caetano,4,0.0,,False,0.0,Bragantino,0.0,caetano,Caetano,110587,https://s.sde.globo.com/media/person_role/2022/11/02/photo_FORMATO.png,280,0,Gabriel Caetano Godoy de Andrade,27,1.0,6,,,,,,,,,,,,,,,,,,,,,
548,Paulo Mazoti,1,0.0,,False,0.0,Santos,0.0,paulo-mazoti,P. Mazoti,110602,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_rM1hgKg.png,277,0,Paulo Mazoti Azevedo,27,1.0,6,,,,,,,,,,,,,,,,,,,,,
549,Mateus,1,0.0,,False,0.0,Palmeiras,0.0,mateus,Mateus,110624,https://s.sde.globo.com/media/person_role/2020/11/17/cad91db445a56f21c99b495b2b88f8c9_FORMATO.jpeg,275,0,Mateus Oliveira Mendes,27,1.0,6,,,,,,,,,,,,,,,,,,,,,
550,Luiz Filipe,5,0.0,,False,0.0,Goiás,0.0,luiz-filipe,L. Filipe,110632,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_xcsqOAQ.png,290,0,Luiz Filipe dos Reis Silva,27,2.0,6,,,,,,,,,,,,,,,,,,,,,
551,Machuca,5,-0.65,,True,3.14,Fortaleza,1.9,machuca,Machuca,110667,https://s.sde.globo.com/media/person_role/2023/08/01/photo_FORMATO_LFqKqA7.png,356,9,Imanol Machuca,27,4.95,7,,2.0,9.0,5.0,2.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,
552,Esquivel,2,1.35,,True,4.4,Athlético-PR,8.9,esquivel,Esquivel,110668,https://s.sde.globo.com/media/person_role/2023/05/31/photo_FORMATO_DlnAHYU.png,293,11,Lucas Ángel Esquivel,27,5.31,7,1.0,2.0,18.0,13.0,3.0,2.0,15.0,,,,,3.0,,,,,,,,,
553,Mycael,1,0.0,,False,0.0,Athlético-PR,0.0,mycael,Mycael,110698,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_4TEihe1.png,293,0,Mycael Pontes Moreira,27,3.0,6,,,,,,,,,,,,,,,,,,,,,
554,Pedro Rangel,1,0.0,,False,0.0,Fluminense,0.0,pedro-rangel,P. Rangel,110708,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_6zge4A7.png,266,2,Pedro Felipe de Faria Rangel,27,1.87,6,,1.0,,,,,,,,,,,,,5.0,,,5.0,,,
555,Andrés Hurtado,2,0.0,,False,3.5,Bragantino,0.0,andres-hurtado,A. Hurtado,110715,https://s.sde.globo.com/media/person_role/2022/05/05/495e0cd517eacede744f14fefa06d6d5_FORMATO.png,280,14,José Andrés Hurtado Cheme,27,4.87,6,,3.0,18.0,11.0,,3.0,3.0,,2.0,,,6.0,,,,,,,,,
556,Rubens,2,-0.36,,True,5.89,Atlético-MG,4.6,rubens,Rubens,110727,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_JV4BtfR.png,282,14,Rubens Antônio Dias,27,11.09,3,,3.0,44.0,23.0,3.0,3.0,8.0,,3.0,,,6.0,,,,,,,,,
557,John Kennedy,5,0.0,,False,3.67,Fluminense,0.0,john-kennedy,J. Kennedy,110759,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_ZAgi9kx.png,266,19,John Kennedy Batista de Souza,27,10.44,7,,8.0,11.0,19.0,10.0,9.0,18.0,4.0,7.0,,,,2.0,,,,,,3.0,,
558,Biel,5,0.43,,True,5.71,Bahia,9.5,biel,Biel,110760,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_iT5hY8V.png,265,13,Gabriel Teixeira Aragão,27,8.57,6,,4.0,10.0,16.0,5.0,10.0,28.0,5.0,1.0,,,,,,,,,,1.0,,
559,Marcão,1,0.0,,False,0.0,Coritiba,0.0,marcao,Marcão,110775,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_WKiGPtW.png,294,0,Marco Antônio Amorim de Oliveira Montes,27,2.0,6,,,,,,,,,,,,,,,,,,,,,
560,Orellano,4,0.0,,False,2.22,Vasco,0.0,orellano,Orellano,110776,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_QTGO9rI.png,267,16,Luca Nicolás Orellano,27,3.51,6,1.0,3.0,12.0,9.0,4.0,9.0,20.0,,,,,,,,,,,,,,
