,atletas.apelido_abreviado,atletas.status_id,atletas.posicao_id,atletas.rodada_id,atletas.minimo_para_valorizar,atletas.nome,atletas.pontos_num,atletas.clube.id.full.name,atletas.media_num,atletas.slug,atletas.jogos_num,atletas.foto,atletas.apelido,atletas.preco_num,atletas.entrou_em_campo,atletas.atleta_id,atletas.variacao_num,atletas.clube_id,CV,FC,FD,FF,FS,G,I,PP,CA,DS,PC,SG,A,DE,GS,FT,GC,V,PS,DP,PI
465,Figueiredo,6,4,22,,Lucas Figueiredo dos Santos,0.0,Vasco,2.12,figueiredo,15,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_YrswGSn.png,Figueiredo,3.2,False,106201,0.0,267,,17.0,8.0,11.0,15.0,,6.0,,2.0,8.0,,,,,,1.0,,,1.0,,
466,B. Gomes,6,4,22,,Bruno Gomes da Silva Clevelário,0.0,Coritiba,4.58,bruno-gomes,19,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_wvinlkF.png,Bruno Gomes,9.69,False,106202,0.0,294,1.0,28.0,7.0,13.0,34.0,2.0,1.0,,3.0,39.0,,,,,,1.0,,,,,
467,Kawan,5,4,22,,Kawan Gabriel da Silva,0.0,Athlético-PR,0.0,kawan,0,https://s.sde.globo.com/media/person_role/2022/02/21/f32be788b285e944b21d286da2e5b28d_FORMATO.png,Kawan,2.0,False,106219,0.0,293,,,,,,,,,,,,,,,,,,,,,
468,Realpe,7,3,22,,Leonardo Javier Realpe Montaño,5.8,Bragantino,2.99,realpe,8,https://s.sde.globo.com/media/person_role/2022/05/05/593eafb7ce8c7aa2051ccde762f1d731_FORMATO.png,Realpe,2.87,True,106299,0.11,280,,9.0,,1.0,,,,,2.0,4.0,,4.0,,,,1.0,,,,,
469,C. Alexandre,7,4,22,,Caio Alexandre Souza e Silva,1.2,Fortaleza,3.4,caio-alexandre,21,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_mYQOurq.png,Caio Alexandre,8.41,True,106323,-0.11,356,,34.0,3.0,4.0,25.0,2.0,3.0,,4.0,34.0,,,2.0,,,,,,,,
470,W. Gasolina,6,2,22,,Wesley David de Oliveira Andrade,0.0,Cruzeiro,0.0,wesley-gasolina,0,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_IHO297R.png,Wesley Gasolina,3.0,False,106327,0.0,283,,,,,,,,,,,,,,,,,,,,,
471,J. Robert,5,4,22,,Jhonata Robert Alves da Silva,0.0,Grêmio,0.0,jhonata-robert,0,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_Yc1vcMc.png,Jhonata Robert,4.0,False,106371,0.0,284,,,,,,,,,,,,,,,,,,,,,
472,E. Santos,5,3,22,,Eduardo Gonzaga Mendes Santos,0.0,Bragantino,3.85,eduardo-santos,13,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_0B5pVnO.png,Eduardo Santos,5.87,False,106434,0.0,280,,14.0,2.0,2.0,8.0,1.0,,,2.0,6.0,,5.0,1.0,,,1.0,,,,,
473,Halls,6,1,22,,Hedhe Halls Rocha da Silva,0.0,Vasco,0.0,halls,0,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_oXORlmg.png,Halls,2.0,False,106682,0.0,267,,,,,,,,,,,,,,,,,,,,,
474,C. Alberto,6,5,22,,Carlos Alberto Gomes da Silva Filho,0.0,Botafogo,3.38,carlos-alberto,6,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_DgukYrK.png,Carlos Alberto,3.28,False,106704,0.0,263,,1.0,1.0,,2.0,2.0,,,,2.0,,,,,,,,,,,
475,R. Nestor,6,4,22,,Rodrigo Nestor Bertalia,0.0,São Paulo,3.23,rodrigo-nestor,16,https://s.sde.globo.com/media/person_role/2022/03/01/70f9ba85a01525e2d77c787e7efb42f7_FORMATO.png,Rodrigo Nestor,7.93,False,106822,0.0,276,1.0,23.0,10.0,11.0,12.0,1.0,4.0,,3.0,16.0,,,1.0,,,2.0,,,,,
476,Welington,6,2,22,,Welington Damascena Santos,0.0,São Paulo,2.78,welington,5,https://s.sde.globo.com/media/person_role/2022/03/01/81ffdaa86a436b3f695649fc411cf06b_FORMATO.png,Welington,5.26,False,106824,0.0,276,,6.0,,3.0,6.0,,1.0,,2.0,2.0,,2.0,,,,,,,,,
477,Patryck,5,2,22,,Patryck Lanza dos Reis,0.0,São Paulo,6.98,patryck,4,https://s.sde.globo.com/media/person_role/2022/03/01/73a6760a1b2c4cc7fc70ee0323e11b73_FORMATO.png,Patryck,5.24,False,106829,0.0,276,,2.0,,1.0,5.0,,,,2.0,6.0,,4.0,,,,,,,,,
478,T. Costa,6,4,22,,Talles Macedo Toledo Costa,0.0,São Paulo,3.4,talles-costa,1,https://s.sde.globo.com/media/person_role/2022/03/01/46c4e9fd9a32a9e894bd6edc746e403d_FORMATO.png,Talles Costa,2.78,False,106830,0.0,276,,,,,2.0,,,,,2.0,,,,,,,,,,,
479,Juan,6,5,22,,Juan Santos da Silva,0.0,São Paulo,2.31,juan,14,https://s.sde.globo.com/media/person_role/2022/03/01/b64f8d56aad317fef852cca695190f34_FORMATO.png,Juan,2.86,False,106831,0.0,276,,10.0,2.0,4.0,14.0,1.0,10.0,,1.0,14.0,,,,,,,,,,,
480,P. Vilhena,6,4,22,,Pedro Veronez Vilhena,0.0,São Paulo,0.0,pedro-vilhena,0,https://s.sde.globo.com/media/person_role/2022/03/01/e8c6023cceab5eaf7953916841a0923b_FORMATO.png,Pedro Vilhena,1.0,False,106832,0.0,276,,,,,,,,,,,,,,,,,,,,,
481,L. Patrick,6,3,22,,Luan Patrick Wiedthauper,0.0,Bragantino,4.52,luan-patrick,12,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_qBlP0vG.png,Luan Patrick,4.59,False,106835,0.0,280,,9.0,1.0,2.0,3.0,,,,2.0,8.0,,8.0,1.0,,,,,,,,
482,Fernando,5,2,22,,Fernando Augusto Pereira Bueno Júnior,0.0,Athlético-PR,5.27,fernando,6,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_DOiaQDY.png,Fernando,4.73,False,106950,0.0,293,,4.0,,1.0,2.0,,,,1.0,10.0,,2.0,2.0,,,,,,,,
483,B. Schappo,6,3,22,,Bernardo Schappo,0.0,Fortaleza,0.0,bernardo-schappo,0,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_rs77zVD.png,Bernardo Schappo,4.0,False,106977,0.0,356,,,,,,,,,,,,,,,,,,,,,
484,R. Cerqueira,6,4,22,,José Ricardo Batista Cerqueira,0.0,Cuiabá,0.5,ricardo-cerqueira,1,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_lmtWu1C.png,Ricardo Cerqueira,1.51,False,107039,0.0,1371,,,,,1.0,,,,,,,,,,,,,,,,
485,Stênio,6,5,22,,Stenio Zanetti Toledo,0.0,Cruzeiro,1.05,stenio,11,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_9qm9tuE.png,Stênio,2.43,False,107052,0.0,283,,8.0,4.0,3.0,2.0,,1.0,,,5.0,,,,,,,,,,,
486,L. Juba,6,5,22,,Luciano Batista da Silva Júnior,-0.3,Bahia,-0.3,luciano-juba,1,https://s.sde.globo.com/media/person_role/2023/09/01/photo_FORMATO_cccrqnA.png,Luciano Juba,5.77,True,107093,-2.23,265,,1.0,,,,,,,,,,,,,,,,,,,
487,R. Ríos,6,4,22,,Richard Ríos Montoya,-0.3,Palmeiras,2.57,richard-rios,22,https://s.sde.globo.com/media/person_role/2023/03/29/photo_FORMATO_RowK2Zx.png,Richard Ríos,5.01,True,107111,-0.31,275,,22.0,3.0,6.0,22.0,2.0,1.0,,2.0,25.0,,,,,,,,,,,
488,P. Paula,5,4,22,,Patrick de Paula Carreiro,0.0,Botafogo,0.0,patrick-de-paula,0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_YTg7jfi.png,Patrick de Paula,7.0,False,107172,0.0,263,,,,,,,,,,,,,,,,,,,,,
489,M. Araújo,6,4,22,,Michel Daryl Araújo Villar,0.0,São Paulo,2.7,michel-araujo,17,https://s.sde.globo.com/media/person_role/2023/03/30/photo_FORMATO_Z1W5SRZ.png,Michel Araújo,6.3,False,107173,0.0,276,,14.0,2.0,5.0,28.0,1.0,2.0,,2.0,15.0,2.0,,1.0,,,1.0,,,,,
490,M. Donelli,6,1,22,,Matheus Planelles Donelli,0.0,Corinthians,0.0,matheus-donelli,0,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_34QaZln.png,Matheus Donelli,2.0,False,107179,0.0,264,,,,,,,,,,,,,,,,,,,,,
491,L. Linck,7,1,22,,Léo Matias Baiersdorf Linck,5.0,Athlético-PR,5.67,leo-linck,3,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_2aZU9Nq.png,Léo Linck,2.29,True,107183,0.17,293,,,,,,,,,2.0,,,,,15.0,5.0,,,,,1.0,
492,V. Kauê,3,2,22,,Vinicius Kauê Ribeiro Ferreira,0.0,Athlético-PR,-0.47,vinicius-kaue,4,https://s.sde.globo.com/media/person_role/2021/04/16/0367fa0859b4ea67ba8191afd67f560e_FORMATO.png,Vinicius Kauê,0.73,False,107186,0.0,293,1.0,5.0,,,,,,,1.0,3.0,,,,,,,,,,,
493,L. Ataíde,6,2,22,,Leonardo Ataíde de Oliveira Siqueira,0.0,Athlético-PR,0.0,leonardo-ataide,0,https://s.sde.globo.com/media/person_role/2021/12/08/9440c054d747c490573927d3d0cb770c_FORMATO.png,Leonardo Ataíde,1.0,False,107191,0.0,293,,,,,,,,,,,,,,,,,,,,,
494,Rômulo,7,5,22,,Rômulo José Cardoso da Cruz,1.0,Athlético-PR,0.52,romulo,6,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_A5prVgV.png,Rômulo,1.55,True,107197,-0.03,293,,5.0,,3.0,2.0,,,,,1.0,,,,,,,,,,,
495,G. Garcia,6,2,22,,Gustavo Garcia dos Santos,0.0,Palmeiras,1.55,gustavo-garcia,4,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_9hMRqkt.png,Gustavo Garcia,2.59,False,107225,0.0,275,1.0,1.0,,2.0,3.0,,,,,2.0,1.0,1.0,,,,,,,,,
496,Miqueias,6,4,22,,Miqueias Cabral Evaristo,0.0,Bahia,0.0,miqueias,0,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_JqZAXdV.png,Miqueias,3.0,False,107232,0.0,265,,,,,,,,,,,,,,,,,,,,,
497,Vanderlan,6,2,22,,Vanderlan Barbosa da Silva,6.2,Palmeiras,4.33,vanderlan,8,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_F0bHOxR.png,Vanderlan,6.88,True,107236,0.24,275,,14.0,1.0,2.0,5.0,,1.0,,3.0,18.0,,2.0,1.0,,,,,,,,
498,Dodô,6,4,22,,Vinícius Rodrigues Adelino dos Santos,0.0,Goiás,1.34,dodo,8,https://s.sde.globo.com/media/person_role/2023/05/07/photo_220x220_0PEd4FH.png,Dodô,1.23,False,107375,0.0,290,,3.0,,,2.0,1.0,,,1.0,3.0,,,,,,,,,,,
499,L. Dias,6,4,22,,Luan Dias da Silva,0.0,Santos,0.61,luan-dias,8,https://s.sde.globo.com/media/person_role/2023/04/12/photo_220x220_MHA8oKV.png,Luan Dias,2.02,False,107416,0.0,277,,10.0,,,5.0,,,,3.0,7.0,,,,,,,,,,,
500,André,7,4,22,,André Trindade da Costa Neto,-0.2,Fluminense,2.97,andre,17,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_VrJSWeV.png,André,8.52,True,107498,-0.86,266,1.0,27.0,1.0,6.0,34.0,,,,8.0,39.0,,,,,,,,,,,
501,D. Sousa,6,3,22,,David Sousa Albino,0.0,Botafogo,0.0,david-sousa,0,https://s.sde.globo.com/media/person_role/2020/07/20/89a6c2853815cf3c62e0743e90ba3ee3_220x220.png,David Sousa,1.0,False,107509,0.0,263,,,,,,,,,,,,,,,,,,,,,
502,Natanael,6,2,22,,Natanael Moreira Milouski,0.0,Coritiba,4.78,natanael,17,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_0XMnyZN.png,Natanael,9.68,False,107554,0.0,294,,28.0,6.0,3.0,17.0,,3.0,,4.0,49.0,1.0,3.0,,,,1.0,,,,,
503,F. Bustos,7,6,22,,Fabián Daniel Bustos,9.33,América-MG,5.09,fabian-bustos,4,https://s.sde.globo.com/media/person_role/2023/08/08/photo_FORMATO_W6FrqMf.png,Fabián Bustos,9.06,True,107645,1.58,327,,,,,,,,,,,,,,,,,,2.0,,,
504,E. Júnior,6,1,22,,Emerson Fabiano Kerber Júnior,0.0,Internacional,0.0,emerson-junior,0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_O9bfirr.png,Emerson Júnior,1.0,False,107740,0.0,285,,,,,,,,,,,,,,,,,,,,,
505,Praxedes,7,4,22,,Bruno Conceição Praxedes,0.2,Vasco,1.67,praxedes,6,https://s.sde.globo.com/media/person_role/2023/07/26/photo_FORMATO_kPHzPIn.png,Praxedes,3.46,True,107744,-0.35,267,,5.0,,1.0,9.0,,2.0,,2.0,7.0,,,,,,,,,,,
506,Adriel,6,1,22,,Adriel Vasconcelos Ramos,0.0,Bahia,5.25,adriel,2,https://s.sde.globo.com/media/person_role/2023/07/27/photo_FORMATO_FM5y32Z.png,Adriel,7.74,False,107748,0.0,265,,,,,1.0,,,,1.0,,,1.0,,7.0,1.0,,,,,,
507,D. Rosa,6,4,22,,Diego Gabriel Silva Rosa,0.0,Bahia,1.09,diego-rosa,7,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_Z8v7YI8.png,Diego Rosa,2.12,False,107796,0.0,265,,3.0,2.0,1.0,1.0,,,,,4.0,,,,,,,,,,,
508,F. Henrique,6,4,22,,Fernando Henrique do Nascimento Pereira,0.0,Cruzeiro,1.2,fernando-henrique,1,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_7OiYeRo.png,Fernando Henrique,2.37,False,107800,0.0,283,,,,,,,,,,1.0,,,,,,,,,,,
509,Natã,6,3,22,,Natã Felipe de Amorim Santos,0.0,Grêmio,0.2,nata,1,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_nMfgjlm.png,Natã,0.75,False,107801,0.0,284,,1.0,,,1.0,,,,,,,,,,,,,,,,
510,M. Dias,3,4,22,,Matheus dos Santos Dias,0.0,Internacional,0.59,matheus-dias,11,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_f09xlRk.png,Matheus Dias,1.87,False,107809,0.0,285,,12.0,,,2.0,,,,3.0,10.0,,,,,,,,,,,
511,Hugo,7,2,22,,Hugo Ferreira de Farias,6.2,Goiás,4.74,hugo,8,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_4XBJGTX.png,Hugo,4.03,True,107908,0.42,290,,12.0,2.0,3.0,2.0,,1.0,,1.0,14.0,,4.0,,,,,,,,,
512,F. Vera,6,4,22,,Fausto Mariano Vera,1.4,Corinthians,2.39,fausto-vera,14,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_w7tZlR4.png,Fausto Vera,6.8,True,107950,-0.05,264,,17.0,2.0,5.0,9.0,,1.0,,5.0,19.0,,,2.0,,,,,,,,
513,Garcez,6,5,22,,Maurício Garcez de Jesus,0.0,Coritiba,1.57,garcez,3,https://s.sde.globo.com/media/person_role/2023/07/11/photo_220x220_lXzHXcx.png,Garcez,3.19,False,108131,0.0,294,,2.0,,2.0,5.0,,,,,1.0,,,,,,,,,,,
514,I. Pitta,6,5,22,,Isidro Miguel Pitta Saldívar,0.0,Cuiabá,0.97,isidro-pitta,16,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_LlMyePJ.png,Isidro Pitta,2.87,False,108133,0.0,1371,,8.0,1.0,4.0,12.0,1.0,3.0,,,,,,,,,,,,,,
515,J. Méndez,6,4,22,,Óscar Javier Méndez Albornoz,2.1,América-MG,2.27,javier-mendez,3,https://s.sde.globo.com/media/person_role/2023/07/25/photo_FORMATO_k6Nutl7.png,Javier Méndez,3.83,True,108163,0.17,327,,4.0,,1.0,2.0,,,,1.0,6.0,,,,,,,,,,,
516,Gustavinho,6,4,22,,Gustavo César Mendonça Gravino,0.0,Grêmio,1.4,gustavinho,2,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_hopiRUY.png,Gustavinho,2.54,False,108201,0.0,284,,,,1.0,4.0,,,,,,,,,,,,,,,,
517,Breno,6,5,22,,Breno Herculano Almeida,0.0,Goiás,0.0,breno,0,https://s.sde.globo.com/media/person_role/2022/09/18/photo_FORMATO_aTUZBiS.png,Breno,1.0,False,108211,0.0,290,,,,,,,,,,,,,,,,,,,,,
518,G. Barros,6,5,22,,Gabriel de Sousa Barros,0.0,Internacional,-0.65,gabriel-barros,2,https://s.sde.globo.com/media/person_role/2023/04/11/photo_220x220.png,Gabriel Barros,2.08,False,108352,0.0,285,,1.0,,,,,,,1.0,,,,,,,,,,,,
519,Erison,6,5,22,,Erison Danilo de Souza,0.0,São Paulo,2.47,erison,3,https://s.sde.globo.com/media/person_role/2023/02/01/photo_FORMATO_0I7WXAm.png,Erison,4.55,False,108422,0.0,276,,2.0,,,2.0,,,,1.0,,,,1.0,,,1.0,,,,,
520,Arriagada,6,5,22,,Luciano Daniel Arriagada García,0.0,Athlético-PR,1.03,arriagada,3,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_VPNWNb6.png,Arriagada,2.91,False,108624,0.0,293,,8.0,1.0,2.0,3.0,,,,,1.0,,,,,,,,,,,
521,J. Magno,7,5,22,,João Victo Magno de Souza Machado,2.3,Goiás,2.98,joao-magno,9,https://s.sde.globo.com/media/person_role/2023/07/06/photo_FORMATO_QhpyCZL.png,João Magno,5.54,True,108715,-0.16,290,,16.0,3.0,5.0,12.0,2.0,6.0,,2.0,3.0,,,,,,,,,1.0,,
522,V. Sá,7,5,22,,João Victor Santos Sá,12.1,Botafogo,5.67,victor-sa,18,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_t9xgUxE.png,Victor Sá,10.09,True,108946,0.64,263,,17.0,12.0,13.0,20.0,3.0,3.0,,1.0,28.0,,,3.0,,,,,,1.0,,
523,D. Martins,6,4,22,,Daniel Sergio Martins,0.0,Athlético-PR,0.0,daniel-martins,0,https://s.sde.globo.com/media/person_role/2022/08/25/photo_FORMATO_VUIS7Pm.png,Daniel Martins,1.0,False,109102,0.0,293,,,,,,,,,,,,,,,,,,,,,
524,M. Nascimento,6,5,22,,Matheus Nascimento de Paula,0.0,Botafogo,2.58,matheus-nascimento,4,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_xScuqcn.png,Matheus Nascimento,3.72,False,109114,0.0,263,,6.0,1.0,,3.0,1.0,,,1.0,2.0,,,,,,,,,,,
525,DG,6,2,22,,Douglas da Silva Teixeira,0.0,Botafogo,0.0,dg,0,https://s.sde.globo.com/media/person_role/2022/07/15/4de72f5f4587ade71270417865e896e9_FORMATO.png,DG,2.0,False,109199,0.0,263,,,,,,,,,,,,,,,,,,,,,
526,Kawê,6,5,22,,Kawê Ferreira Godoy Viana,0.0,Bragantino,0.0,kawe,0,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_2gnQr2r.png,Kawê,1.0,False,109246,0.0,280,,,,,,,,,,,,,,,,,,,,,
527,Kennedy,6,1,22,,Antonio Kennedy Sousa de Almeida,0.0,Fortaleza,0.0,kennedy,0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_jTL4V8M.png,Kennedy,2.0,False,109347,0.0,356,,,,,,,,,,,,,,,,,,,,,
528,R. Gustavo,6,3,22,,Raul Gustavo Pereira Bicalho,0.0,Bahia,7.5,raul-gustavo,1,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_o1bIdBe.png,Raul Gustavo,7.82,False,109389,0.0,265,,,,1.0,1.0,,,,,1.0,,1.0,,,,,,,,,
529,T. Andrade,6,5,22,,Thiago Eduardo de Andrade,0.0,Athlético-PR,0.73,thiago-andrade,8,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_83YGYl5.png,Thiago Andrade,2.65,False,109404,0.0,293,,2.0,1.0,3.0,3.0,,,,1.0,2.0,,,,,,,,,,,
530,I. Luccas,6,4,22,,Ian Luccas Baroni Boetto,-0.3,Cruzeiro,0.45,ian-luccas,2,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_HM5lJ1D.png,Ian Luccas,2.61,True,109412,-0.48,283,,1.0,,,,,,,,1.0,,,,,,,,,,,
531,Calebe,5,4,22,,Calebe Gonçalves Ferreira da Silva,0.0,Fortaleza,2.86,calebe,17,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_AhzCnT2.png,Calebe,6.87,False,109461,0.0,356,,10.0,8.0,8.0,36.0,,3.0,,2.0,10.0,,,1.0,,,1.0,,,,,
532,M. Leonardo,7,5,22,,Marcos Leonardo Santos Almeida,3.3,Santos,7.16,marcos-leonardo,16,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_eb1ett7.png,Marcos Leonardo,12.1,True,109497,-0.04,277,,26.0,8.0,23.0,42.0,8.0,9.0,,2.0,2.0,,,2.0,,,,,,,,
533,Joaquim,7,3,22,,Joaquim Henrique Pereira Silva,3.1,Santos,3.33,joaquim,17,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_KiHaTyd.png,Joaquim,8.18,True,109563,-0.18,277,,13.0,4.0,5.0,9.0,,,,3.0,25.0,1.0,4.0,,,,,,,1.0,,
534,Martinelli,6,4,22,,Matheus Martinelli Lima,3.2,Fluminense,2.22,martinelli,15,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_eSiqEBR.png,Martinelli,5.11,True,109573,-0.22,266,,22.0,1.0,5.0,14.0,1.0,1.0,,2.0,14.0,,,1.0,,,,,,,,
535,G. Novaes,6,5,22,,Gabriel Novaes Fernandes,0.0,Goiás,0.23,gabriel-novaes,3,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_Kdrpiw9.png,Gabriel Novaes,2.57,False,109639,0.0,290,,3.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,
536,Hugo,6,2,22,,Hugo Gonçalves Ferreira Neto,0.0,Botafogo,7.81,hugo,10,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_8tyq2bR.png,Hugo,8.16,False,109668,0.0,263,,17.0,,2.0,8.0,,,,1.0,28.0,,8.0,1.0,,,,,,,,
537,Segovinha,7,4,22,,Matías Emanuel Segovia Torales,1.2,Botafogo,2.22,segovinha,16,https://s.sde.globo.com/media/person_role/2023/04/04/photo_FORMATO.png,Segovinha,4.58,True,110055,-0.1,263,,3.0,3.0,1.0,13.0,,,,2.0,19.0,,,1.0,,,,,,,,
538,G. Pereira,6,1,22,,Gabriel Roberto Pereira,0.0,Athlético-PR,0.0,gabriel-pereira,0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_yvoo9wb.png,Gabriel Pereira,1.0,False,110251,0.0,293,,,,,,,,,,,,,,,,,,,,,
539,A. Ferreira,7,6,22,,Abel Fernando Moreira Ferreira,6.05,Palmeiras,6.15,abel-ferreira,22,https://s.sde.globo.com/media/person_role/2021/04/27/574e87d52be9d06fd03fa69fefb60255_FORMATO.png,Abel Ferreira,14.47,True,110506,-0.01,275,,,,,,,,,,,,,,,,,,11.0,,,
540,L. Besozzi,6,5,22,,Lucas Agustín Besozzi,0.0,Grêmio,1.45,lucas-besozzi,2,https://s.sde.globo.com/media/person_role/2023/08/02/photo_FORMATO_SazpwqH.png,Lucas Besozzi,4.77,False,110512,0.0,284,,,,,1.0,,,,,2.0,,,,,,,,,,,
541,Caetano,6,4,22,,Gabriel Caetano Godoy de Andrade,0.0,Bragantino,0.0,caetano,0,https://s.sde.globo.com/media/person_role/2022/11/02/photo_FORMATO.png,Caetano,1.0,False,110587,0.0,280,,,,,,,,,,,,,,,,,,,,,
542,P. Mazoti,6,1,22,,Paulo Mazoti Azevedo,0.0,Santos,0.0,paulo-mazoti,0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_rM1hgKg.png,Paulo Mazoti,1.0,False,110602,0.0,277,,,,,,,,,,,,,,,,,,,,,
543,Mateus,6,1,22,,Mateus Oliveira Mendes,0.0,Palmeiras,0.0,mateus,0,https://s.sde.globo.com/media/person_role/2020/11/17/cad91db445a56f21c99b495b2b88f8c9_FORMATO.jpeg,Mateus,1.0,False,110624,0.0,275,,,,,,,,,,,,,,,,,,,,,
544,L. Filipe,6,5,22,,Luiz Filipe dos Reis Silva,0.0,Goiás,0.0,luiz-filipe,0,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_xcsqOAQ.png,Luiz Filipe,2.0,False,110632,0.0,290,,,,,,,,,,,,,,,,,,,,,
545,Machuca,6,5,22,,Imanol Machuca,2.4,Fortaleza,3.28,machuca,5,https://s.sde.globo.com/media/person_role/2023/08/01/photo_FORMATO_LFqKqA7.png,Machuca,4.78,True,110667,0.05,356,,4.0,2.0,,2.0,1.0,,,1.0,6.0,,,,,,,,,,,
546,Esquivel,7,2,22,,Lucas Ángel Esquivel,3.2,Athlético-PR,3.53,esquivel,6,https://s.sde.globo.com/media/person_role/2023/05/31/photo_FORMATO_DlnAHYU.png,Esquivel,3.69,True,110668,0.16,293,,9.0,,2.0,5.0,,,,1.0,9.0,,2.0,,,,,,,,,
547,Mycael,6,1,22,,Mycael Pontes Moreira,0.0,Athlético-PR,0.0,mycael,0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_4TEihe1.png,Mycael,3.0,False,110698,0.0,293,,,,,,,,,,,,,,,,,,,,,
548,P. Rangel,6,1,22,,Pedro Felipe de Faria Rangel,0.0,Fluminense,0.0,pedro-rangel,1,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_6zge4A7.png,Pedro Rangel,1.93,False,110708,0.0,266,,,,,,,,,1.0,,,,,2.0,2.0,,,,,,
549,A. Hurtado,6,2,22,,José Andrés Hurtado Cheme,0.0,Bragantino,3.5,andres-hurtado,14,https://s.sde.globo.com/media/person_role/2022/05/05/495e0cd517eacede744f14fefa06d6d5_FORMATO.png,Andrés Hurtado,4.87,False,110715,0.0,280,,11.0,,3.0,3.0,,2.0,,3.0,18.0,,6.0,,,,,,,,,
550,Rubens,6,2,22,,Rubens Antônio Dias,0.0,Atlético-MG,5.99,rubens,13,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_JV4BtfR.png,Rubens,11.45,False,110727,0.0,282,,21.0,3.0,3.0,8.0,,3.0,,2.0,43.0,,5.0,,,,,,,,,
551,J. Kennedy,7,5,22,,John Kennedy Batista de Souza,-0.9,Fluminense,3.07,john-kennedy,16,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_ZAgi9kx.png,John Kennedy,8.96,True,110759,-1.47,266,,17.0,6.0,6.0,9.0,4.0,5.0,,7.0,7.0,,,,,,1.0,,,2.0,,
552,Biel,6,5,22,,Gabriel Teixeira Aragão,1.4,Bahia,5.25,biel,9,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_iT5hY8V.png,Biel,6.99,True,110760,-0.05,265,,10.0,5.0,9.0,23.0,2.0,1.0,,3.0,8.0,,,,,,1.0,,,,,
