,atletas.slug,atletas.clube_id,atletas.atleta_id,atletas.pontos_num,atletas.minimo_para_valorizar,atletas.variacao_num,atletas.entrou_em_campo,atletas.posicao_id,atletas.foto,atletas.jogos_num,atletas.status_id,atletas.clube.id.full.name,atletas.rodada_id,atletas.apelido,atletas.nome,atletas.apelido_abreviado,atletas.preco_num,atletas.media_num,A,CA,DS,FC,FD,FF,FS,FT,GC,PC,SG,G,I,PP,CV,V,DE,GS,PS,DP,PI
277,lucas-verissimo,264,93368,0.9,,-0.53,True,3,https://s.sde.globo.com/media/person_role/2023/08/18/photo_FORMATO_LvuX4b4.png,6,7,Corinthians,28,Lucas Veríssimo,Lucas Veríssimo da Silva,L. Veríssimo,8.07,3.2,,3.0,9.0,11.0,2.0,2.0,2.0,,,,2.0,,3.0,,,,,,,,
278,joao-basso,277,93372,2.3,,0.07,True,3,https://s.sde.globo.com/media/person_role/2023/07/31/photo_FORMATO_tUHU2kX.png,10,7,Santos,28,João Basso,João Othávio Basso,J. Basso,3.62,1.66,,1.0,15.0,12.0,,4.0,6.0,,1.0,,,,,,,,,,,,
279,wanderson,285,93478,7.9,,1.05,True,5,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_TAoUoam.png,24,7,Internacional,28,Wanderson,Wanderson Maciel Sousa Campos,Wanderson,11.82,4.01,2.0,2.0,21.0,16.0,8.0,10.0,21.0,,,,,5.0,1.0,,,,,,,,
280,benitez,327,93550,11.1,,-0.1,True,4,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_AwXLo9s.png,12,7,América-MG,28,Benítez,Martín Nicolás Benítez,Benítez,8.56,5.85,2.0,3.0,9.0,9.0,2.0,10.0,30.0,2.0,,,,3.0,3.0,,,,,,,,
281,gabriel-inocencio,277,93702,0.0,,0.0,False,2,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_FQGuEEf.png,17,6,Santos,28,Gabriel Inocêncio,Gabriel de Souza Inocêncio,G. Inocêncio,6.51,3.79,,2.0,33.0,27.0,2.0,3.0,11.0,,,,5.0,,1.0,,,,,,,,
282,paulo-henrique,267,93716,2.3,,-1.2,True,2,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_65yTkUA.png,7,7,Vasco,28,Paulo Henrique,Paulo Henrique de Oliveira Alves,P. Henrique,3.33,3.89,,1.0,10.0,4.0,2.0,,,,,,3.0,,,,,,,,,,
283,andrey,294,93787,0.7,,-0.17,True,4,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_19c678V.png,18,6,Coritiba,28,Andrey,Andrey Ramos do Nascimento,Andrey,3.42,1.67,,4.0,15.0,16.0,4.0,5.0,11.0,,,1.0,,1.0,1.0,,,,,,,,
284,marlon-freitas,263,93790,-0.3,,-0.03,True,4,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_vbqyTPv.png,27,6,Botafogo,28,Marlon Freitas,Marlon Rodrigues Freitas,M. Freitas,4.96,2.17,1.0,2.0,36.0,19.0,4.0,14.0,5.0,1.0,1.0,,,,,,,,,,,,
285,daniel,266,93791,3.1,,0.44,True,4,https://s.sde.globo.com/media/person_role/2023/07/05/photo_FORMATO_VrP7OOs.png,13,7,Fluminense,28,Daniel,Daniel Sampaio Simões,Daniel,2.91,1.17,,1.0,7.0,4.0,2.0,2.0,10.0,,,,,,,,,,,,,,
286,marcinho,327,93797,0.0,,0.0,False,2,https://s.sde.globo.com/media/person_role/2023/10/18/photo_FORMATO_yHYf7Ec.png,11,5,América-MG,28,Marcinho,Márcio Almeida de Oliveira,Marcinho,3.08,1.51,,4.0,17.0,14.0,2.0,2.0,1.0,,,,,,,,,,,,,,
287,keiller,285,93834,0.0,,0.0,False,1,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_3ZKNMQH.png,10,6,Internacional,28,Keiller,Keiller da Silva Nunes,Keiller,4.59,2.35,,1.0,,,,,1.0,,,1.0,1.0,,,,,,28.0,15.0,,1.0,
288,cleiton,280,93882,9.0,,0.78,True,1,https://s.sde.globo.com/media/person_role/2022/05/05/ec4a7cb649121dc08c2869bdcf6ef984_FORMATO.png,22,7,Bragantino,28,Cleiton,Cleiton Schwengber,Cleiton,7.81,4.89,,4.0,,1.0,,,5.0,,,,12.0,,,,1.0,,65.0,16.0,,,
289,matheusinho,327,93886,0.0,,0.0,False,4,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_XPWRxHa.png,7,5,América-MG,28,Matheusinho,Matheus Leonardo Sales Cardoso,Matheusinho,3.69,1.95,,,4.0,3.0,4.0,2.0,7.0,,,,,,1.0,,,,,,,,
290,breno-lopes,275,93988,5.9,,0.64,True,5,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_r2x2UOS.png,21,7,Palmeiras,28,Breno Lopes,Breno Henrique Vasconcelos Lopes,B. Lopes,5.07,3.27,3.0,1.0,5.0,8.0,11.0,5.0,25.0,2.0,,,,2.0,5.0,,,,,,,,
291,matias-rojas,264,94007,2.2,,-0.05,True,4,https://s.sde.globo.com/media/person_role/2023/07/15/photo_FORMATO_mjtT9lV.png,8,6,Corinthians,28,Matías Rojas,Matías Nicolás Rojas Romero,M. Rojas,4.95,1.44,,,3.0,4.0,3.0,5.0,3.0,,,,,,,,,,,,,,
292,matheus-fernandes,280,94067,3.0,,0.54,True,4,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_ozKQngu.png,25,3,Bragantino,28,Matheus Fernandes,Matheus Fernandes Siqueira,M. Fernandes,12.28,5.09,3.0,5.0,81.0,40.0,6.0,6.0,24.0,,,,,1.0,,,,,,,,,
293,maycon,264,94154,0.0,,0.0,False,4,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_R7Bbn2S.png,22,6,Corinthians,28,Maycon,Maycon de Andrade Barberan,Maycon,6.19,2.87,2.0,3.0,29.0,20.0,6.0,7.0,4.0,,,,,2.0,2.0,,1.0,,,,,,
294,guilherme,356,94207,1.2,,0.18,True,5,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_DlyxisL.png,22,6,Fortaleza,28,Guilherme,Guilherme Augusto Vieira dos Santos,Guilherme,6.0,2.49,1.0,3.0,20.0,12.0,9.0,6.0,22.0,2.0,,,,,3.0,,,,,,,,
295,matheus-babi,290,94444,0.0,,0.0,False,5,https://s.sde.globo.com/media/person_role/2023/07/30/photo_FORMATO_a5PwXy3.png,9,6,Goiás,28,Matheus Babi,Matheus Barcelos da Silva,M. Babi,4.63,2.42,,3.0,3.0,9.0,,4.0,10.0,,,,,2.0,3.0,,,,,,,,
296,raphael-veiga,275,94509,6.9,,0.32,True,4,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_l1kSIXt.png,21,7,Palmeiras,28,Raphael Veiga,Raphael Cavalcante Veiga,R. Veiga,18.01,6.93,5.0,4.0,16.0,26.0,12.0,25.0,42.0,2.0,,,,7.0,4.0,1.0,,,,,,,
297,oliveira,283,94514,0.0,,0.0,False,3,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_wQCfXVb.png,14,6,Cruzeiro,28,Oliveira,Lucas da Cruz Oliveira,Oliveira,7.91,3.66,,2.0,17.0,8.0,,2.0,13.0,,,,5.0,1.0,,,2.0,,,,,,
298,pedro,262,94583,0.9,,-1.63,True,5,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_BmbzG97.png,24,7,Flamengo,28,Pedro,Pedro Guilherme Abreu dos Santos,Pedro,11.65,4.03,,,10.0,9.0,9.0,16.0,14.0,,,,,7.0,2.0,,,,,,1.0,,
299,jhegson-mendez,276,94786,0.0,,0.0,False,4,https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO_PUzvx3f.png,6,6,São Paulo,28,Jhegson Méndez,Jhegson Sebastián Méndez Carabalí,J. Méndez,4.01,1.8,,1.0,11.0,8.0,,,2.0,,,,,,,,,,,,,,
300,burgos,327,94836,-1.0,,-0.12,False,3,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_gq3lBQk.png,3,6,América-MG,28,Burgos,Esteban Rodrigo Burgos,Burgos,0.93,-1.26,,2.0,2.0,4.0,,,,,,,,,,,1.0,,,,,,
301,battaglia,282,94845,-0.3,,-0.5,True,4,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_XVs5pqz.png,22,7,Atlético-MG,28,Battaglia,Rodrigo Andrés Battaglia,Battaglia,4.21,1.41,,6.0,22.0,40.0,3.0,10.0,22.0,,,,,,1.0,,,,,,,,
302,eduardo-coudet,285,94853,8.3,,1.04,True,6,https://s.sde.globo.com/media/person_role/2023/07/19/photo_FORMATO.png,23,7,Internacional,28,Eduardo Coudet,Eduardo Germán Coudet,E. Coudet,11.73,4.89,,,,,,,,,,,,,,,,8.0,,,,,
303,lucas-fernandes,263,94931,0.0,,0.0,False,4,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_qLLBtiS.png,12,6,Botafogo,28,Lucas Fernandes,Lucas Fernandes da Silva,L. Fernandes,3.68,1.32,,1.0,2.0,16.0,5.0,7.0,9.0,1.0,,,,,,,,,,,,,
304,juninho-capixaba,280,94968,9.6,,1.42,True,2,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_VYzv5cy.png,24,7,Bragantino,28,Juninho Capixaba,Luis Antônio da Rocha Júnior,J. Capixaba,12.58,7.1,1.0,9.0,59.0,45.0,10.0,9.0,38.0,1.0,,,12.0,2.0,3.0,,,,,,,,
305,nicolas,327,95127,0.0,,0.0,False,2,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_KYFS4lB.png,8,6,América-MG,28,Nicolas,Nicolas Vichiatto da Silva,Nicolas,3.13,2.77,1.0,,6.0,7.0,2.0,1.0,2.0,,,,,1.0,1.0,,,,,,,,
306,jefferson,267,95220,0.0,,0.0,False,2,https://s.sde.globo.com/media/person_role/2023/07/28/photo_FORMATO_D7r1d1E.png,0,6,Vasco,28,Jefferson,Jefferson Junio Antônio da Silva,Jefferson,4.0,0.0,,,,,,,,,,,,,,,,,,,,,
307,igor-vinicius,276,95466,0.0,,0.0,False,2,https://s.sde.globo.com/media/person_role/2022/03/01/1896fe9a90e6307ac1586be9aafcb04e_FORMATO.png,0,5,São Paulo,28,Igor Vinícius,Igor Vinícius de Souza,I. Vinícius,6.0,0.0,,,,,,,,,,,,,,,,,,,,,
308,raniele,1371,95556,6.2,,-1.0,True,4,https://s.sde.globo.com/media/person_role/2023/03/31/photo_220x220_j6biYTV.png,24,7,Cuiabá,28,Raniele,Raniele Almeida Melo,Raniele,12.83,5.51,1.0,7.0,56.0,25.0,10.0,17.0,46.0,1.0,,1.0,,3.0,1.0,,,,,,,,
309,marcelo-benevenuto,356,95638,0.0,,0.0,False,3,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_kkUky0K.png,10,6,Fortaleza,28,Marcelo Benevenuto,Marcelo da Conceição Benevenuto Malaquias,M. Benevenuto,4.91,1.75,,3.0,8.0,13.0,,3.0,7.0,,,1.0,2.0,,1.0,,,,,,,,
310,lucas-kal,327,95662,0.0,,0.0,False,4,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_mautx9E.png,14,6,América-MG,28,Lucas Kal,Lucas Kal Schenfeld Progioli,L. Kal,2.06,0.35,,3.0,8.0,14.0,1.0,1.0,1.0,,,,,,,,,,,,,,
311,ze-ricardo,283,95780,5.81,,0.72,True,6,https://s.sde.globo.com/media/person_role/2023/09/05/photo_220x220_ToHlnNY.png,5,7,Cruzeiro,28,Zé Ricardo,José Ricardo Mannarino,Z. Ricardo,11.11,4.66,,,,,,,,,,,,,,,,2.0,,,,,
312,artur,275,95799,0.0,,-0.38,True,5,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_G1nE6cb.png,24,6,Palmeiras,28,Artur,Artur Victor Guimarães,Artur,10.63,4.76,2.0,1.0,16.0,10.0,11.0,15.0,31.0,3.0,,,,5.0,7.0,,,,,,,,
313,tobias-figueiredo,356,95878,0.7,,-0.29,True,3,https://s.sde.globo.com/media/person_role/2023/07/11/photo_FORMATO_kRGPxC0.png,3,6,Fortaleza,28,Tobias Figueiredo,Tobias Pereira Figueiredo,T. Figueiredo,3.21,1.0,,,4.0,2.0,,1.0,2.0,,1.0,,,,,,,,,,,,
314,machado,283,96089,2.6,,0.31,True,4,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_a0C7bdd.png,26,7,Cruzeiro,28,Machado,Luiz Filipe da Rosa Machado - Felipe,Machado,6.49,2.8,3.0,2.0,26.0,21.0,7.0,9.0,17.0,1.0,,,,1.0,1.0,,,,,,,,
315,lima,266,96340,0.0,,0.0,False,4,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_bCG6s7k.png,26,7,Fluminense,28,Lima,Vinicius Moreira de Lima,Lima,13.31,4.65,1.0,6.0,25.0,26.0,8.0,13.0,58.0,1.0,,,,6.0,4.0,,,,,,,,
316,matheus-pereira,283,96610,1.4,,0.17,True,4,https://s.sde.globo.com/media/person_role/2023/07/24/photo_FORMATO_MgA1agq.png,4,7,Cruzeiro,28,Matheus Pereira,Matheus Fellipe Costa Pereira,M. Pereira,4.84,1.5,,,3.0,5.0,1.0,1.0,4.0,,,,,,1.0,,,,,,,,
317,allan,262,96652,0.0,,0.0,False,4,https://s.sde.globo.com/media/person_role/2023/07/04/photo_FORMATO.png,8,6,Flamengo,28,Allan,Allan Rodrigues de Souza,Allan,6.59,2.1,,,11.0,8.0,1.0,1.0,8.0,,,,,,,,,,,,,,
318,bustos,285,96678,9.2,,0.94,True,2,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_8fg8wbo.png,19,7,Internacional,28,Bustos,Fabricio Tomás Bustos Sein,Bustos,9.08,5.4,,3.0,37.0,25.0,2.0,5.0,16.0,,,,6.0,3.0,,,,,,,,,
319,saravia,282,96725,2.7,,-1.58,True,2,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_HmHq0Tu.png,18,7,Atlético-MG,28,Saravia,Renzo Saravia,Saravia,6.95,3.84,2.0,7.0,23.0,31.0,2.0,3.0,32.0,,,,6.0,,1.0,,1.0,,,,,,
320,atuesta,275,96754,0.0,,0.0,False,4,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_haNtwOK.png,0,6,Palmeiras,28,Atuesta,Eduard Andrés Atuesta Velasco,Atuesta,5.0,0.0,,,,,,,,,,,,,,,,,,,,,
321,arthur-gomes,283,96966,3.5,,-0.15,True,5,https://s.sde.globo.com/media/person_role/2023/07/15/photo_FORMATO_4DHfVWg.png,10,7,Cruzeiro,28,Arthur Gomes,Arthur Gomes Lourenço,A. Gomes,6.85,3.8,,1.0,11.0,15.0,4.0,4.0,13.0,,,,,2.0,2.0,,,,,,,,
322,yony-gonzalez,266,97080,0.0,,-0.04,True,5,https://s.sde.globo.com/media/person_role/2023/07/06/photo_FORMATO_YMuPeb5.png,10,6,Fluminense,28,Yony González,Jony Alexander González Copete,Y. González,3.42,1.19,1.0,1.0,6.0,6.0,1.0,2.0,,,,,,,3.0,,,,,,,,
323,dudu,356,97133,4.4,,0.2,True,2,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_G2DFY9I.png,6,6,Fortaleza,28,Dudu,Luís Eduardo Marques dos Santos,Dudu,4.92,3.0,,1.0,11.0,4.0,1.0,1.0,,,,,1.0,,,,,,,,,,
324,villasanti,284,97145,3.4,,0.33,True,4,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_K2Ovl0l.png,20,7,Grêmio,28,Villasanti,Mathías Adalberto Villasanti Rolón,Villasanti,7.4,4.97,1.0,5.0,56.0,35.0,5.0,3.0,21.0,1.0,,,,3.0,1.0,,1.0,,,,,,
325,dalbert,285,97173,0.0,,0.0,False,2,https://s.sde.globo.com/media/person_role/2023/09/06/photo_FORMATO_uXyVm0t.png,4,6,Internacional,28,Dalbert,Dalbert Henrique Chagas Estevão,Dalbert,5.88,1.47,,,4.0,4.0,,1.0,3.0,,,,,,,,,,,,,,
326,alesson,290,97321,-0.8,,-0.57,True,5,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_onOMJJv.png,18,6,Goiás,28,Alesson,Alesson dos Santos Batista,Alesson,2.85,1.74,,2.0,10.0,10.0,1.0,5.0,8.0,,,,,2.0,10.0,,,,,,,,
327,rogerio-ceni,265,97341,8.47,,0.35,True,6,https://s.sde.globo.com/media/person_role/2022/03/01/e6fac1f227854170a80b2cf3234bfa1d_FORMATO.png,6,7,Bahia,28,Rogério Ceni,Rogério Ceni,R. Ceni,8.86,6.25,,,,,,,,,,,,,,,,4.0,,,,,
328,gustavo-mosquito,264,97450,0.0,,0.0,False,5,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_odfm6XT.png,7,6,Corinthians,28,Gustavo Mosquito,Gustavo Henric da Silva,G. Mosquito,3.98,2.03,,1.0,3.0,2.0,1.0,,6.0,,,,,1.0,,,,,,,,,
329,jori,327,97453,3.5,,-0.18,True,1,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_ftqlpIg.png,1,7,América-MG,28,Jori,Joriwinnyson Santos dos Anjos Rodrigues,Jori,2.82,3.5,,,,,,,1.0,,,,,,,,,,4.0,1.0,,,
330,marcal,263,97468,5.9,,0.11,True,2,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_lpafgKV.png,16,6,Botafogo,28,Marçal,Fernando Marçal de Oliveira,Marçal,10.18,4.62,2.0,6.0,24.0,29.0,1.0,5.0,15.0,,,,8.0,,,,1.0,,,,,,
331,murilo,275,97653,6.1,,0.35,True,3,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_gy90S45.png,16,7,Palmeiras,28,Murilo,Murilo Cerqueira Paim,Murilo,9.83,4.21,,2.0,21.0,20.0,2.0,1.0,8.0,,,,6.0,2.0,1.0,,1.0,,,,,,
332,reynaldo,294,97768,0.0,,0.0,False,3,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_va9qDnW.png,3,6,Coritiba,28,Reynaldo,Reynaldo César Moraes,Reynaldo,3.15,2.77,,1.0,,4.0,,,1.0,,,,2.0,,,,,,,,,,
333,leo-ortiz,280,97867,7.9,,1.39,True,3,https://s.sde.globo.com/media/person_role/2022/05/05/460445523b5ae74d45009ede8f2a5e89_FORMATO.png,11,7,Bragantino,28,Léo Ortiz,Leonardo Rech Ortiz,L. Ortiz,8.44,4.37,,1.0,12.0,6.0,3.0,1.0,4.0,1.0,1.0,,6.0,,,,,,,,,,
334,matheus-bahia,265,97899,5.6,,0.89,True,2,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_qXFqFQp.png,10,6,Bahia,28,Matheus Bahia,Matheus Bahia Santos,M. Bahia,4.91,3.85,,2.0,10.0,10.0,1.0,3.0,6.0,,,,5.0,,1.0,,,,,,,,
335,vitao,285,97900,-0.3,,0.11,True,3,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_SngcHBI.png,20,7,Internacional,28,Vitão,Vitor Eduardo da Silva Matos,Vitão,5.13,2.58,,5.0,20.0,11.0,3.0,2.0,5.0,1.0,,,5.0,,,,,,,,,,
336,luis-oyama,290,97908,0.0,,0.0,False,4,https://s.sde.globo.com/media/person_role/2023/07/15/photo_FORMATO_GSUk6aP.png,5,6,Goiás,28,Luís Oyama,Luís Felipe Oyama,L. Oyama,4.22,1.92,,1.0,7.0,2.0,,1.0,4.0,,,,,,,,,,,,,,
337,jhonata-varela,284,97993,0.0,,0.0,False,4,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_v7Qo23i.png,0,5,Grêmio,28,Jhonata Varela,Jhonata Varela da Silva,J. Varela,3.0,0.0,,,,,,,,,,,,,,,,,,,,,
338,erick,293,98022,0.9,,-1.34,True,4,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_dIxm87A.png,23,7,Athlético-PR,28,Erick,Erick Luis Conrado de Carvalho,Erick,7.36,4.64,2.0,4.0,34.0,31.0,10.0,22.0,19.0,2.0,,,,3.0,1.0,,,,,,,,
339,bastos,263,98280,0.0,,0.0,False,3,https://s.sde.globo.com/media/person_role/2023/08/29/photo_220x220.png,1,6,Botafogo,28,Bastos,Bartolomeu Jacinto Quissanga,Bastos,2.54,1.4,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,
340,sebastian-ferreira,267,98433,0.0,,-0.84,True,5,https://s.sde.globo.com/media/person_role/2023/07/27/photo_FORMATO_FJlmVCp.png,8,6,Vasco,28,Sebastián Ferreira,Carlos Sebastián Ferreira Vidal,S. Ferreira,4.41,1.23,,2.0,4.0,7.0,1.0,2.0,13.0,,,,,,1.0,,,,,,,,
341,kanu,265,98484,13.0,,1.23,True,3,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_BiEGphf.png,23,7,Bahia,28,Kanu,Victor Hugo Soares dos Santos,Kanu,7.45,3.4,,4.0,27.0,26.0,1.0,5.0,31.0,,,,7.0,1.0,2.0,,2.0,,,,,,
342,vinicius-barreta,1371,98496,0.0,,0.0,False,1,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_MHv5nkR.png,0,6,Cuiabá,28,Vinícius Barreta,Vinícius Teodoro Barreta Melo,V. Barreta,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
343,jean-lucas,277,98517,0.0,,0.0,False,4,https://s.sde.globo.com/media/person_role/2023/07/16/photo_FORMATO_l9ELyne.png,11,6,Santos,28,Jean Lucas,Jean Lucas de Souza Oliveira,J. Lucas,7.48,3.68,2.0,3.0,11.0,20.0,3.0,9.0,25.0,1.0,,,,,,,,,,,,,
344,di-placido,263,98605,5.0,,0.51,True,2,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_5kmPtuv.png,25,7,Botafogo,28,Di Placido,Leonel Di Placido,D. Placido,11.32,6.3,3.0,4.0,65.0,23.0,1.0,4.0,9.0,,,1.0,12.0,1.0,1.0,,,,,,,,
345,kuscevic,294,98619,0.0,,0.0,False,3,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_8oUGttY.png,20,6,Coritiba,28,Kuscevic,Benjamín Kuščević Jaramillo,Kuscevic,4.37,3.08,,6.0,28.0,24.0,,7.0,9.0,,,,3.0,2.0,,,,,,,,,
346,pedrinho,282,98706,0.0,,-0.15,True,4,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_QTjI0Vv.png,11,6,Atlético-MG,28,Pedrinho,Pedro Victor Delmino da Silva,Pedrinho,3.87,2.0,2.0,1.0,5.0,11.0,2.0,3.0,11.0,,,,,,,,,,,,,,
347,cuello,293,98909,7.1,,-0.4,True,5,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_xAXl7On.png,22,7,Athlético-PR,28,Cuello,Tomás Esteban Cuello,Cuello,5.64,3.32,2.0,2.0,29.0,23.0,8.0,13.0,34.0,,,,,,3.0,,,,,,,,
348,gabriel,276,98976,0.0,,0.0,False,4,https://s.sde.globo.com/media/person_role/2022/03/01/adf4c737eb27b74c772b8985d18c9044_FORMATO.png,16,6,São Paulo,28,Gabriel,Gabriel Neves Perdomo,Gabriel,3.53,1.89,,5.0,25.0,10.0,,,1.0,,,,,1.0,,,,,,,,,
349,lucas-braga,277,99119,1.0,,-0.36,True,5,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_jbahd9z.png,17,7,Santos,28,Lucas Braga,Lucas Braga Ribeiro,L. Braga,3.5,1.66,,3.0,14.0,12.0,,4.0,24.0,1.0,,,,,3.0,,,,,,,,
350,vegetti,267,99198,3.0,,-0.49,True,5,https://s.sde.globo.com/media/person_role/2023/08/18/photo_FORMATO_IaVP7Hz.png,11,7,Vasco,28,Vegetti,Pablo Vegetti,Vegetti,14.57,8.91,1.0,1.0,7.0,13.0,9.0,13.0,18.0,1.0,,,,7.0,8.0,,,,,,1.0,,
351,puma-rodriguez,267,99213,0.0,,-0.75,True,2,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_I6z9QfY.png,24,6,Vasco,28,Puma Rodríguez,José Luis Rodríguez Bebanz,P. Rodríguez,6.81,3.52,,2.0,42.0,16.0,11.0,12.0,9.0,,,1.0,3.0,,3.0,,,,,,,,
352,rodrigo-fernandez,277,99214,-0.1,,0.29,True,4,https://s.sde.globo.com/media/person_role/2022/03/29/6fdde8730fb97a5d12a85b4ebd9d4e93_FORMATO.png,22,6,Santos,28,Rodrigo Fernández,Rodrigo Fernández Cedrés,R. Fernández,4.18,1.63,,9.0,32.0,46.0,2.0,7.0,14.0,,,,,1.0,,,1.0,,,,,,
353,pochettino,356,99267,0.0,,0.0,False,4,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_zjxThmw.png,27,6,Fortaleza,28,Pochettino,Tomás Pochettino,Pochettino,7.61,3.53,2.0,1.0,25.0,14.0,16.0,14.0,16.0,2.0,,,,2.0,1.0,,,,,,,,
354,morelli,290,99412,0.6,,-1.54,True,4,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_fZnSxrr.png,23,7,Goiás,28,Morelli,Everton Morelli Casimiro,Morelli,6.13,3.55,,4.0,40.0,46.0,2.0,12.0,47.0,,,,,2.0,3.0,,,,,,,,
355,rossi,262,99552,12.0,,1.01,True,1,https://s.sde.globo.com/media/person_role/2023/07/07/photo_FORMATO_OdhLvyM.png,5,7,Flamengo,28,Rossi,Agustín Daniel Rossi,Rossi,8.28,7.7,,1.0,,,,,1.0,,,,4.0,,,,,,20.0,1.0,,,
356,paulo-vitor,283,99588,0.0,,0.0,False,5,https://s.sde.globo.com/media/person_role/2023/07/04/photo_FORMATO_7vqcMIx.png,7,6,Cruzeiro,28,Paulo Vitor,Paulo Vitor Fernandes Pereira,P. Vitor,2.22,0.69,,,2.0,1.0,1.0,,3.0,,,,,,,,,,,,,,
357,arias,266,99815,4.0,,-0.64,True,4,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_8Xam8ML.png,22,7,Fluminense,28,Arias,Jhon Adolfo Arias Andrade,Arias,10.39,5.14,3.0,4.0,34.0,29.0,13.0,7.0,54.0,,,,,3.0,6.0,,1.0,,,,1.0,,
358,paulinho,282,99818,1.7,,-1.84,True,5,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_6AtAEsy.png,26,7,Atlético-MG,28,Paulinho,Paulo Henrique Sampaio Filho,Paulinho,12.64,7.3,1.0,1.0,42.0,16.0,23.0,17.0,17.0,1.0,,,,11.0,6.0,,,,,,,,
359,alan-franco,276,99889,0.0,,0.0,False,3,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_Nls7aQV.png,10,6,São Paulo,28,Alan Franco,Alan Javier Franco,A. Franco,5.2,3.07,1.0,3.0,11.0,8.0,,3.0,3.0,,,1.0,3.0,,,,,,,,,,
360,mauricio-antonio,294,100034,0.0,,0.0,False,3,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_3KcuNY0.png,0,6,Coritiba,28,Maurício Antônio,Maurício de Carvalho Antônio,M. Antônio,3.0,0.0,,,,,,,,,,,,,,,,,,,,,
361,zaracho,282,100079,4.5,,0.71,True,4,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_wjGLEpf.png,19,3,Atlético-MG,28,Zaracho,Federico Matías Javier Zaracho,Zaracho,6.96,2.94,,6.0,37.0,34.0,2.0,5.0,21.0,1.0,,,,1.0,1.0,,,,,,,,
