"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","A","CA","FC","FD","FF","FS","FT","PE","RB","SG","G","CV","I","PP","DD","GS","DP","GC"
"502","Hernane Vidal Souza","Hernane","https://s.glbimg.com/es/sde/f/2017/07/28/10783cbce0071ae8567021c6e9290249_FORMATO.png",72386,30,"BAH","ata","Nulo",0,7.71,0,0.5,2,"Bahia",NA,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503","Gerferson Cerqueira Teles","Geferson","https://s.glbimg.com/es/sde/f/2017/02/18/1797455db8d122f09c954f551c9c8350_FORMATO.png",89976,30,"VIT","lat","Nulo",0,10.22,0,2.88,14,"Vitória",NA,5,21,1,1,10,NA,31,29,3,NA,NA,2,NA,NA,NA,NA,NA
"504","Mauricio Kozlinski","Mauricio Kozlinski","https://s.glbimg.com/es/sde/f/2017/04/28/9ab574fbf640f6bd28542bd1d9305d6f_FORMATO.png",72595,30,"AVA","gol","Nulo",0,7.87,0,3.09,10,"Avaí",NA,1,NA,NA,NA,NA,NA,4,NA,2,NA,NA,NA,NA,15,13,NA,NA
"505","Luiz Eduardo Fleuri Pacheco","Dudu",NA,89919,30,"GRE","mei","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506","Matheus Simonete Bressanelli","Bressan","https://s.glbimg.com/es/sde/f/2017/04/23/06d46a41c53307f20ca424fbe4e9bf64_FORMATO.png",72491,30,"GRE","zag","Provável",0,1.87,0,1.52,9,"Grêmio",NA,3,10,NA,1,6,NA,22,8,3,NA,NA,2,NA,NA,NA,NA,NA
"507","John Stiven Mendoza Valencia","Mendoza","https://s.glbimg.com/es/sde/f/2017/07/28/3526a1e303bf419c36b347c3684a027f_FORMATO.png",90031,30,"BAH","ata","Suspenso",10.5,7.16,0.09,5.08,24,"Bahia",2,3,24,12,22,31,1,61,32,NA,6,NA,1,NA,NA,NA,NA,NA
"508","Toshiya Tojo","Toshi","https://s.glbimg.com/es/sde/f/2017/04/28/5e3d92955c32b6c74898e471661e6390_FORMATO.png",82791,30,"AVA","ata","Nulo",0,3,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509","Tomas Almino Bastos Silva","Tomas Bastos","https://s.glbimg.com/es/sde/f/2017/05/12/49edceaecc771a87995470ae4d955ddc_FORMATO.png",82817,30,"COR","mei","Nulo",0,11.25,0,2.45,12,"Coritiba",1,2,16,6,8,8,NA,28,8,NA,2,NA,1,NA,NA,NA,NA,NA
"510","Jaílson Marques Siqueira","Jailson","https://s.glbimg.com/es/sde/f/2017/04/23/bbc1e20f5a841fe3d2fc8cbf1553e368_FORMATO.png",90290,30,"GRE","mei","Nulo",0.8,3.75,-0.95,1.17,15,"Grêmio",1,1,14,NA,2,8,NA,18,13,NA,NA,NA,1,NA,NA,NA,NA,NA
"511","Matheus Antunes Ribeiro","Matheus Ribeiro","https://s.glbimg.com/es/sde/f/2017/05/02/3592f0162c6d3041f5e47fca40d7d1a3_FORMATO.png",82943,30,"SAN","lat","Contundido",0,5.76,0,5.2,4,"Santos",NA,1,2,1,1,1,NA,6,2,4,NA,NA,NA,NA,NA,NA,NA,NA
"512","Bruno Henrique Pinto","Bruno Henrique","https://s.glbimg.com/es/sde/f/2017/02/19/6fc23a37c23198ad6b9da39da99ad82b_FORMATO.png",90285,30,"SAN","ata","Provável",0,14.8,0,5.86,21,"Santos",9,4,49,13,13,59,1,64,21,NA,6,1,8,NA,NA,NA,NA,NA
"513","Rómulo Otero Vásquez","Otero","https://s.glbimg.com/es/sde/f/2017/04/03/9fe40eece7847c6e2d8feca1248f43a9_FORMATO.png",83004,30,"ATL","mei","Dúvida",9.1,8.55,1.45,3.28,21,"Atlético-MG",1,5,20,8,18,38,1,18,13,NA,3,NA,NA,NA,NA,NA,NA,NA
"514","David Correa da Fonseca","David","https://s.glbimg.com/es/sde/f/2017/04/24/9a0112f0276ff9f2806956277d2eb848_FORMATO.png",90309,30,"VIT","ata","Provável",7.2,6.26,0.53,2.82,28,"Vitória",5,5,34,9,19,15,3,73,22,NA,4,NA,14,NA,NA,NA,NA,NA
"515","Teodoro Junio Barbosa de Araújo","Araújo","https://s.glbimg.com/es/sde/f/2016/04/30/8da3cdd181e04b0c114f91c721ad89b1_FORMATO.png",90334,30,"GRE","mei","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516","Bruno de Jesus Pacheco","Bruno Pacheco","https://s.glbimg.com/es/sde/f/2017/04/27/fcbcf7704c49830f8c99c33ecbadb435_FORMATO.png",90061,30,"ATL","lat","Provável",1,8.42,-0.06,3.29,28,"Atlético-GO",5,5,35,2,3,59,NA,67,36,4,NA,NA,NA,NA,NA,NA,NA,NA
"517","Marcos Guilherme de Almeida Santos Matos","Marcos Guilherme ","https://s.glbimg.com/es/sde/f/2017/07/26/d3484768bc48ad214ba1ea35149b30ba_FORMATO.png",83266,30,"SAO","mei","Provável",0,9.95,-0.43,3.62,14,"São Paulo",NA,NA,11,6,3,6,1,30,11,NA,4,NA,NA,NA,NA,NA,NA,NA
"518","Hueglo Neris dos Santos","Neris","https://s.glbimg.com/es/sde/f/2017/05/19/d5efc40b12f0c9d9a37828480a468f75_FORMATO.png",83786,30,"SPO","zag","Contundido",0,3,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519","Yuri Lima Lara","Yuri","https://s.glbimg.com/es/sde/f/2017/07/28/9faecc1eba5c2827c12fafed4ec43a87_FORMATO.png",83263,30,"BAH","mei","Nulo",0,2,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520","Clayson Henrique da Silva Vieira","Clayson","https://s.glbimg.com/es/sde/f/2017/05/18/5ec8e0ccfc4a2b49432bdbb44001e999_FORMATO.png",83817,30,"COR","ata","Nulo",1,14.7,0.1,3.61,23,"Corinthians",3,3,17,5,8,19,NA,46,18,NA,6,NA,4,NA,NA,NA,NA,NA
"521","Patrick Bezerra do Nascimento","Patrick","https://s.glbimg.com/es/sde/f/2017/06/07/0219a437ca7aaad582008a68c498172f_FORMATO.png",83433,30,"SPO","mei","Provável",2.9,10.79,-0.02,5.17,23,"Sport",NA,3,38,4,8,35,NA,65,69,NA,3,1,NA,NA,NA,NA,NA,NA
"522","Rafael Thyere Albuquerque Marques","Rafael Thyere","https://s.glbimg.com/es/sde/f/2017/04/23/e94d073bb6cefa100cd1ed8d0f8a6291_FORMATO.png",83048,30,"GRE","zag","Provável",1.1,5.21,-0.09,2.28,11,"Grêmio",NA,1,8,1,1,8,NA,17,8,3,1,NA,NA,NA,NA,NA,NA,1
"523","Neilton Meira Mestzk","Neilton","https://s.glbimg.com/es/sde/f/2017/06/22/68ef88732dd29a754b0a2fb92136a10c_FORMATO.png",83772,30,"VIT","ata","Provável",-0.9,7.61,-2.32,5.07,24,"Vitória",6,2,30,11,12,37,1,63,22,NA,7,NA,3,1,NA,NA,NA,NA
"524","Fagner Ironi Daponte","Fagner Alemão","https://s.glbimg.com/es/sde/f/2017/04/28/d93e226df0beb6346213a1a809c8f7fc_FORMATO.png",83522,30,"AVA","lat","Provável",1.9,9.74,-0.1,3.95,26,"Avaí",1,4,17,2,6,24,NA,66,44,9,NA,NA,8,NA,NA,NA,NA,NA
"525","Danilo Carvalho Barcelos","Danilo Barcelos","https://s.glbimg.com/es/sde/f/2017/07/27/d723ec6d814e9da06bc634113e22711d_FORMATO.png",84382,30,"PON","mei","Provável",9.4,6.58,1.6,2.47,14,"Ponte Preta",2,2,23,7,7,13,1,57,12,NA,2,NA,2,NA,NA,NA,NA,NA
"526","Júlio César Czarnerski","Júlio César ","https://s.glbimg.com/es/sde/f/2017/08/01/7fd52e821c863a2418597f0e308c8c5d_FORMATO.png",83813,30,"CHA","ata","Nulo",-0.3,2.44,-0.47,0.93,6,"Chapecoense",NA,NA,4,1,2,4,NA,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"527","Diego Barbosa Tavares","Diego Tavares","https://s.glbimg.com/es/sde/f/2017/05/17/c261da9d51b45bfbc208b291429eb1f8_FORMATO.png",83869,30,"AVA","lat","Nulo",0,5.65,0,2.71,12,"Avaí",NA,1,10,NA,4,13,NA,15,6,5,NA,NA,1,NA,NA,NA,NA,NA
"528","Thiago Martins Bueno","Thiago Martins","https://s.glbimg.com/es/sde/f/2017/09/07/d55c81f15aa3706081ec50077f850588_FORMATO.png",83615,30,"BAH","zag","Nulo",0,3.74,-0.02,-0.3,3,"Bahia",NA,NA,1,NA,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"529","Lucas Daniel Romero","Lucas Romero","https://s.glbimg.com/es/sde/f/2017/04/22/b6fe7636fd7cb1575efdcbdfbd2dbd54_FORMATO.png",84558,30,"CRU","mei","Nulo",0,7.66,0,3.5,21,"Cruzeiro",2,2,25,1,5,22,NA,55,43,NA,1,NA,NA,NA,NA,NA,NA,NA
"530","Denilson Pereira Junior","Denilson","https://s.glbimg.com/es/sde/f/2017/06/09/1733878d67ca979f4e3dabc8e12db8a0_FORMATO.png",84718,30,"SAO","ata","Nulo",0,2.78,-0.14,1.64,14,"São Paulo",1,NA,6,4,5,10,NA,25,5,NA,1,NA,1,NA,NA,NA,NA,NA
"531","José Romário Silva de Souza","Romarinho","https://s.glbimg.com/es/sde/f/2017/08/26/fb26a91beb9aabe50f87d6ada73eff58_FORMATO.png",84523,30,"FLU","ata","Nulo",3,1.58,0.46,1.53,3,"Fluminense",NA,NA,NA,2,2,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"532","Judson Silva Tavares","Judson","https://s.glbimg.com/es/sde/f/2017/04/28/5423c8443b5f4d0ce027e1d31b9aa3ff_FORMATO.png",84691,30,"AVA","mei","Provável",2.3,4.47,-0.45,1.43,26,"Avaí",1,9,57,3,9,20,NA,58,45,NA,NA,NA,NA,NA,NA,NA,NA,NA
"533","Luiz Fernando Ferreira Maximiliano","Luiz Fernando ","https://s.glbimg.com/es/sde/f/2017/07/25/b1dafe35e50cc680c9452d9dafbc9522_FORMATO.png",90366,30,"FLU","mei","Contundido",0,1.94,0,1.1,2,"Fluminense",NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534","Agustín Lionel Allione","Allione","https://s.glbimg.com/es/sde/f/2017/07/28/6812735b40cc133a5014b3d5b57d96c0_FORMATO.png",84585,30,"BAH","mei","Provável",3.1,9.76,0.51,2.37,18,"Bahia",5,3,16,4,1,21,1,57,19,NA,NA,NA,4,NA,NA,NA,NA,NA
"535","Luan Peres Petroni","Luan Peres ","https://s.glbimg.com/es/sde/f/2017/06/01/3543e150d67d69e4fd1bd3112e7533b6_FORMATO.png",84847,30,"PON","zag","Nulo",0,2.23,0,2.49,10,"Ponte Preta",NA,3,4,1,NA,6,NA,16,11,3,NA,NA,NA,NA,NA,NA,NA,NA
"536","Erik Nascimento Lima","Erik","https://s.glbimg.com/es/sde/f/2017/04/18/88bed79a8233a59ca86c67f41db42e85_FORMATO.png",84848,30,"PAL","ata","Nulo",0,3.72,0,2.01,8,"Palmeiras",1,NA,7,1,2,7,NA,9,7,NA,NA,NA,1,NA,NA,NA,NA,NA
"537","Nilton Soares Rodrigues","Niltinho","https://s.glbimg.com/es/sde/f/2017/07/05/f10b19ee0f7e394c770fa6f2348452e4_FORMATO.png",84703,30,"ATL","ata","Suspenso",0,3.37,0,1.53,19,"Atlético-GO",1,1,20,3,8,34,NA,27,10,NA,1,1,3,NA,NA,NA,NA,NA
"538","Lucas Henrique Frigeri","Lucas Frigeri","https://s.glbimg.com/es/sde/f/2017/08/31/69342a674d05e1477ff2f22b57ea61ac_FORMATO.png",84854,30,"ATL","gol","Nulo",0,1,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539","Lucas Cândido Silva","Lucas Cândido","https://s.glbimg.com/es/sde/f/2017/04/03/3ce5d2322ae49cd21e272911d9992c4a_FORMATO.png",84851,30,"ATL","mei","Contundido",0,4,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"540","Jonathan da Silveira Fernandes Reis","Fernandes","https://s.glbimg.com/es/sde/f/2016/05/20/02861c5449623b3038673b374f31d53e_FORMATO.png",90399,30,"BOT","mei","Nulo",0,2.8,0,-0.4,6,"Botafogo",NA,1,1,NA,1,3,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"541","Raul Prata","Raul Prata","https://s.glbimg.com/es/sde/f/2017/05/01/bc801f0b347f5e9b99972901cf4ecefd_FORMATO.png",84855,30,"SPO","lat","Nulo",0,5.18,0,4.94,11,"Sport",1,1,11,1,5,8,NA,42,27,3,NA,NA,NA,NA,NA,NA,NA,NA
"542","Marciel Silva da Silva","Marciel","https://s.glbimg.com/es/sde/f/2017/04/23/cf2fd75fe95a351dd06a29fbc12519b7_FORMATO.png",91714,30,"COR","mei","Nulo",0,2.72,0,1.9,1,"Corinthians",NA,1,1,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"543","Colin Kazim-Richards","Kazim","https://s.glbimg.com/es/sde/f/2017/04/23/ad1f8add949fbe2020567092e6cb1ac9_FORMATO.png",91519,30,"COR","ata","Nulo",0,1.77,-0.06,0.03,11,"Corinthians",NA,NA,10,3,4,4,NA,5,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"544","William Amorim Martins de Menezes","William Menezes","https://s.glbimg.com/es/sde/f/2017/04/24/edb424e5188bff2f84c0a261b041b848_FORMATO.png",72603,30,"COR","gol","Nulo",0,2,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545","Eduardo Alves da Silva","Eduardo da Silva","https://s.glbimg.com/es/sde/f/2017/04/23/c47c6340a7d40ff5085ba517e5dc117d_FORMATO.png",72893,30,"ATL","ata","Nulo",0,5.87,0,1.4,5,"Atlético-PR",NA,NA,6,4,1,1,NA,5,4,NA,NA,NA,1,NA,NA,NA,NA,NA
"546","Robert Abel Arboleda Escobar","Arboleda","https://s.glbimg.com/es/sde/f/2017/06/27/feb4b502524252fc410bb11eeffc69b7_FORMATO.png",91573,30,"SAO","zag","Provável",5.7,8.95,0.55,2.97,17,"São Paulo",1,4,21,1,8,15,NA,45,20,3,2,NA,3,NA,NA,NA,NA,NA
"547","Moisés Roberto Barbosa","Moisés","https://s.glbimg.com/es/sde/f/2017/04/20/341682456801d7e2449a82062f6ef9be_FORMATO.png",90444,30,"COR","lat","Nulo",0,3.02,0,3.57,3,"Corinthians",1,NA,4,NA,1,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548","Damián Ariel Escudero","Escudero","https://s.glbimg.com/es/sde/f/2017/04/17/1351c50b833e0374eb58e4fde52d7646_FORMATO.png",72745,30,"VAS","mei","Contundido",0,3.5,0,0.39,7,"Vasco",1,2,6,NA,1,4,NA,16,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549","Claudinei dos Santos Oliveira","Claudinei Oliveira","https://s.glbimg.com/es/sde/f/2017/04/28/1e4e67f7f6051b298a7679a0b9d1d0c8_FORMATO.png",84761,30,"AVA","tec","Provável",2.7,7.91,-0.11,3.14,30,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550","Caíque França Godoy","Caíque França","https://s.glbimg.com/es/sde/f/2017/04/19/02fc5dc63c312d6868d30a24d373ba30_FORMATO.png",91808,30,"COR","gol","Nulo",0,2,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551","Rafael Vinicius Carvalho Longuine","Rafael Longuine","https://s.glbimg.com/es/sde/f/2017/08/22/5218f0e7d3620fdf31c4115509777d95_FORMATO.png",90566,30,"COR","mei","Dúvida",-1.2,0.97,-0.53,-0.08,10,"Coritiba",1,1,5,3,3,5,NA,32,3,NA,NA,NA,2,1,NA,NA,NA,NA
"552","Ygor Nogueira de Paula","Nogueira","https://s.glbimg.com/es/sde/f/2017/07/25/2a4e33bf350856d717b1e30a45f433b7_FORMATO.png",91815,30,"FLU","zag","Nulo",0,2.72,0,1.3,10,"Fluminense",NA,3,7,3,NA,7,1,9,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"553","Jorge Darío Mendoza Torres","Jorge Mendoza","https://s.glbimg.com/es/sde/f/2017/08/30/0eea5fbc530ed19bf79af8d5ae46c723_FORMATO.png",73144,30,"PON","mei","Nulo",0,2.69,0,1.4,1,"Ponte Preta",NA,1,2,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554","Renê dos Santos Júnior","Renê Júnior","https://s.glbimg.com/es/sde/f/2017/07/28/d023203cea9f86b7e0c359ac86f97d9e_FORMATO.png",73281,30,"BAH","mei","Provável",7.2,12.33,0.54,5.99,23,"Bahia",NA,5,41,8,22,47,NA,54,66,NA,4,1,3,NA,NA,NA,NA,NA
"555","Rafael Martins Claro","Rafael Martins","https://s.glbimg.com/es/sde/f/2017/04/24/0e99993b292bb541251f236f7827aeec_FORMATO.png",73336,30,"COR","gol","Nulo",0,2,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556","Yuri Oliveira Lima","Yuri","https://s.glbimg.com/es/sde/f/2016/07/05/6918c687f15258af809e99a14e04318e_FORMATO.png",90569,30,"SAN","mei","Nulo",-0.5,0.79,0,-0.65,11,"Santos",NA,4,17,1,NA,6,NA,22,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557","Arthur Henrique Ramos de Oliveira Melo","Arthur","https://s.glbimg.com/es/sde/f/2017/04/23/ad145ff7dd594174acc3863cb2569b83_FORMATO.png",90532,30,"GRE","mei","Nulo",0,10.54,0,4.14,23,"Grêmio",NA,3,19,2,2,49,NA,62,55,NA,1,NA,NA,NA,NA,NA,NA,NA
"558","Raul José Cardoso","Raul","https://s.glbimg.com/es/sde/f/2016/04/30/20baeb0768cee2ef5e7e760abad4ddfa_FORMATO.png",90531,30,"GRE","lat","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559","Jefferson Vasconcelos Braz da Silva ","Jefferson Nem","https://s.glbimg.com/es/sde/f/2017/07/05/e19ea6817dece25a3dba36acabd4ea9f_FORMATO.png",90455,30,"ATL","ata","Nulo",0,1,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"560","Raianderson da Costa Morais","Careca","https://s.glbimg.com/es/sde/f/2017/08/31/2e4b69da4eddc15bda1f67645090e038_FORMATO.jpeg",91634,30,"CRU","mei","Nulo",0,2,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561","Marlon Rodrigues Xavier","Marlon","https://s.glbimg.com/es/sde/f/2017/07/25/ee065470bf0b5a13c2bd5b1ee638967a_FORMATO.png",91706,30,"FLU","lat","Provável",2,4.77,-0.52,2.85,8,"Fluminense",1,2,7,2,3,1,NA,27,14,1,NA,NA,NA,NA,NA,NA,NA,NA
"562","Vladimir Javier Hernández Rivero","Vladimir Hernández","https://s.glbimg.com/es/sde/f/2017/02/19/f61c5d8d4580566cb1fa08020d2709ca_FORMATO.png",72879,30,"SAN","ata","Nulo",0,7.65,0,1.46,13,"Santos",NA,1,7,3,4,18,NA,25,6,NA,1,NA,2,NA,NA,NA,NA,NA
"563","Adryelson Shawann Lima Silva","Adryelson","https://s.glbimg.com/es/sde/f/2016/05/01/486323894355978b9458b0d2217d92bf_FORMATO.png",91664,30,"SPO","zag","Nulo",0,2,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"564","Getterson Alves dos Santos","Getterson","https://s.glbimg.com/es/sde/f/2017/05/12/c2b9040eda92184c6453ef41ede377fd_FORMATO.png",73340,30,"COR","ata","Contundido",0,0.79,0,0.52,5,"Coritiba",NA,1,6,NA,NA,4,NA,8,5,NA,NA,NA,1,NA,NA,NA,NA,NA
"565","Rodrigo Gomes dos Santos","Rodrigão","https://s.glbimg.com/es/sde/f/2017/07/07/cb596c22b44400d38cf56cab0476618c_FORMATO.png",90651,30,"BAH","ata","Nulo",0,5.13,0,3.28,16,"Bahia",2,1,19,11,12,12,NA,35,3,NA,5,NA,12,NA,NA,NA,NA,NA
"566","Alex Sandro dos Santos Apolinario","Alex","https://s.glbimg.com/es/sde/f/2017/04/05/144a762b27b789eee8fd1c1a682c0512_FORMATO.png",90535,30,"CRU","mei","Nulo",0,3.3,0,4.2,1,"Cruzeiro",NA,NA,NA,NA,1,2,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567","Lucas da Silva Izidoro","Lucas Mineiro","https://s.glbimg.com/es/sde/f/2017/04/24/a585ecd4b08d42c62414a32c9103edc3_FORMATO.png",90634,30,"CHA","mei","Nulo",-1,2.32,-0.27,1.23,16,"Chapecoense",NA,4,37,1,4,11,NA,19,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568","Luiz Fernando Moraes dos Santos","Luiz Fernando ","https://s.glbimg.com/es/sde/f/2017/04/27/50e52c4a6961abbf9a5a1232332cdfd3_FORMATO.png",90715,30,"ATL","mei","Provável",3.8,4.43,0.06,2.55,26,"Atlético-GO",1,5,30,8,5,28,1,48,16,NA,6,NA,7,NA,NA,NA,NA,NA
"569","Wallace Ribeiro Barato","Wallace","https://s.glbimg.com/es/sde/f/2017/02/20/aa36264462b556b6c72220d5db2ba3f1_FORMATO.png",90892,30,"VIT","gol","Nulo",0,1,0,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570","Gustavo Cascardo de Assis","Cascardo","https://s.glbimg.com/es/sde/f/2017/04/23/772a99574fe81da3c28fa586c83c7c91_FORMATO.png",90587,30,"ATL","lat","Nulo",0,3.17,0,2.65,9,"Atlético-PR",NA,NA,7,1,NA,13,NA,22,7,3,NA,NA,1,NA,NA,NA,NA,NA
"571","Eduardo Jacinto de Biasi","Eduardo","https://s.glbimg.com/es/sde/f/2015/04/08/2ebaa66ec9d9d1de9a011dac27436a6d_FORMATO.jpeg",91688,30,"CRU","mei","Nulo",0,1,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572","Wellington Silva Sanches Aguiar","Wellington Nem","https://s.glbimg.com/es/sde/f/2017/02/18/a23f9ff565dd24baa68eeca4461e1b86_FORMATO.png",73619,30,"SAO","ata","Contundido",0,7.13,0,1.52,10,"São Paulo",NA,2,10,1,2,20,NA,9,5,NA,1,NA,4,NA,NA,NA,NA,NA
"573","Jefferson de Sousa Ferreira","Jefferson","https://s.glbimg.com/es/sde/f/2017/09/10/890a3dbeb4400e8e9910aca9b225fc13_FORMATO.jpeg",90586,30,"SPO","zag","Nulo",0,1,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574","Elias Martello Curzel","Elias","https://s.glbimg.com/es/sde/f/2017/04/24/d39a7668ae872daf6e04f923e0d16a54_FORMATO.png",90843,30,"CHA","gol","Nulo",0,4,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575","Fabrício Bruno Soares de Faria","Fabrício Bruno","https://s.glbimg.com/es/sde/f/2017/04/24/c4a8873e3ad989db3e40b7149ed51789_FORMATO.png",90768,30,"CHA","zag","Provável",9.6,5.38,1.29,2.89,17,"Chapecoense",NA,5,19,1,NA,14,NA,21,20,5,1,NA,NA,NA,NA,NA,NA,NA
"576","Eduardo Gabriel Aquino Cossa","Pepê","https://s.glbimg.com/es/sde/f/2017/06/07/bd6f96fc4d6fbe29bd108c344db1e415_FORMATO.jpeg",91201,30,"GRE","ata","Nulo",0,0.97,0,0.5,1,"Grêmio",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"577","Lucas Fernandes","Lucas Fernandes","https://s.glbimg.com/es/sde/f/2017/07/26/1701b04d674659c12ac0715a0b58adbd_FORMATO.png",90899,30,"ATL","ata","Nulo",0,3.99,0,1.49,12,"Atlético-PR",NA,NA,12,3,4,18,NA,23,10,NA,NA,NA,2,NA,NA,NA,NA,NA
"578","Héctor Canteros","Canteros","https://s.glbimg.com/es/sde/f/2017/08/26/8b500e8c0826bd7c342137f3449ddb7d_FORMATO.png",73918,30,"CHA","mei","Provável",3.2,5.97,-1.29,4.25,7,"Chapecoense",1,2,17,1,1,2,NA,25,20,NA,1,NA,NA,NA,NA,NA,NA,NA
"579","Jean Paulo Fernandes Filho","Jean","https://s.glbimg.com/es/sde/f/2017/07/28/d36fdad47b0813c57a2b46c71ec4af32_FORMATO.png",90933,30,"BAH","gol","Provável",-1.5,11.25,-0.02,3.92,30,"Bahia",NA,2,1,NA,NA,3,NA,25,NA,9,NA,NA,NA,NA,52,40,1,NA
"580","Bruno Fabiano Alves","Bruno Alves","https://s.glbimg.com/es/sde/f/2017/08/23/21ca677e7d6a57d1dfb2b66e74d782f4_FORMATO.png",73620,30,"SAO","zag","Nulo",0,4.22,0,2.17,3,"São Paulo",NA,1,5,NA,NA,1,NA,3,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"581","Felipe Araruna Hoffman","Araruna","https://s.glbimg.com/es/sde/f/2017/02/09/565624d090495af948a09ef2a6efa7c7_FORMATO.png",95660,30,"SAO","mei","Nulo",0,1.89,0,1.3,4,"São Paulo",NA,NA,3,NA,NA,3,NA,11,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582","Esteban Andrés Pavez Suazo","Pavez","https://s.glbimg.com/es/sde/f/2017/07/25/36e2606ea7c16d592e3d39df8f817fae_FORMATO.png",90959,30,"ATL","mei","Provável",0.6,5.03,0.07,2.55,14,"Atlético-PR",NA,1,14,3,5,3,NA,36,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"583","Samuel Xavier Brito","Samuel Xavier","https://s.glbimg.com/es/sde/f/2017/08/30/12b3e91f20258ba99fe8f4ed727b0460_FORMATO.png",73384,30,"SPO","lat","Provável",-4.9,3.09,-0.99,2.68,20,"Sport",NA,4,22,4,2,28,NA,73,24,7,NA,NA,1,NA,NA,NA,NA,NA
"584","Rafael Vaz dos Santos","Rafael Vaz","https://s.glbimg.com/es/sde/f/2017/08/22/3523b9a002ea6c053d1937f2066c6f33_FORMATO.jpeg",73421,30,"FLA","zag","Dúvida",0,8.72,0,3.93,14,"Flamengo",NA,NA,8,6,4,6,NA,39,17,6,NA,NA,NA,NA,NA,NA,NA,NA
