"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","A","CA","FC","FD","FF","FS","FT","PE","RB","SG","I","CV","DD","GS","G","PP","DP","GC"
"82","Vanderlei Luxemburgo da Silva","Vanderlei Luxemburgo","https://s.glbimg.com/es/sde/f/2017/05/31/d059e86ab694b638ba5a43c3b0b0444f_FORMATO.png",41327,27,"SPO","tec","Provável",4.55,9.25,0.5,4.32,23,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","Osvaldo Lourenço Filho","Osvaldo","https://s.glbimg.com/es/sde/f/2017/08/30/ca1ccec3b2b10a0ecede58b69bb07f1a_FORMATO.png",42222,27,"SPO","ata","Provável",1.6,5.07,-0.31,2.27,20,"Sport",1,2,10,5,5,23,NA,52,13,NA,2,NA,NA,NA,3,NA,NA,NA
"84","Cássio Ramos","Cássio","https://s.glbimg.com/es/sde/f/2017/04/19/aaa96b0be41ff91da112273cc059467e_FORMATO.png",42234,27,"COR","gol","Provável",7,14.12,1.01,5.6,26,"Corinthians",NA,2,NA,NA,NA,7,NA,8,NA,14,NA,NA,32,16,NA,NA,2,NA
"85","Fernando Paixão da Silva","Fernando Bob","https://s.glbimg.com/es/sde/f/2017/05/02/c182483a84aebf5ed52ddb9d82da6407_FORMATO.png",42213,27,"PON","mei","Nulo",-3.2,7.1,-0.47,1.86,13,"Ponte Preta",NA,3,35,NA,1,15,NA,37,33,NA,1,1,NA,NA,NA,NA,NA,NA
"86","Egídio de Araújo Pereira Júnior","Egídio","https://s.glbimg.com/es/sde/f/2017/04/18/594aacef190963b0476d2c76f4f48f57_FORMATO.png",42145,27,"PAL","lat","Provável",5,8.67,-0.88,5.83,15,"Palmeiras",1,3,15,3,2,19,NA,65,35,7,2,NA,NA,NA,1,NA,NA,NA
"87","Renato Portaluppi","Renato Gaúcho","https://s.glbimg.com/es/sde/f/2016/10/20/11389b106c935a0e20c5b557a4161683_FORMATO.png",41929,27,"GRE","tec","Provável",2.07,15.29,-0.5,4.22,26,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","Luiz Rhodolfo Dini Gaioto","Rhodolfo","https://s.glbimg.com/es/sde/f/2017/06/20/fa889cb0da25023565bc57fe3fa29fde_FORMATO.png",42501,27,"FLA","zag","Nulo",0,8.37,0,4.05,12,"Flamengo",NA,1,15,1,5,5,NA,10,15,6,3,NA,NA,NA,NA,NA,NA,NA
"89","Bruno Vieira do Nascimento","Bruno","https://s.glbimg.com/es/sde/f/2016/05/01/d2edee13739b924fb1847c5369f28455_FORMATO.png",42499,27,"SAO","lat","Contundido",0,4.28,0,0.31,9,"São Paulo",NA,2,16,NA,1,10,NA,37,6,2,NA,NA,NA,NA,NA,NA,NA,NA
"90","Guilherme Milhomem Gusmão","Guilherme","https://s.glbimg.com/es/sde/f/2017/04/28/0dde0e778cab6579a9bf8d745efc2bf0_FORMATO.png",50294,27,"ATL","mei","Provável",8.6,10.55,1.53,3.72,13,"Atlético-PR",3,3,23,5,7,15,NA,60,12,NA,2,NA,NA,NA,4,NA,NA,NA
"91","Fabricio dos Santos Silva","Fabrício","https://s.glbimg.com/es/sde/f/2017/08/04/af2a8afc274774bf29c72ad4817f021e_FORMATO.png",49674,27,"ATL","lat","Suspenso",-2.7,4.32,-0.54,2.96,10,"Atlético-PR",NA,3,16,1,3,7,1,37,18,3,2,NA,NA,NA,NA,NA,NA,NA
"92","Everton Cardoso da Silva","Everton","https://s.glbimg.com/es/sde/f/2017/08/16/eea748e91cc2c7fcc14df5b06906b1e1_FORMATO.jpeg",50301,27,"FLA","mei","Provável",8.1,14.45,1.22,3.82,19,"Flamengo",3,6,32,10,9,32,1,58,28,NA,9,NA,NA,NA,3,NA,NA,NA
"93","Wilson Rodrigues de Moura Júnior","Wilson","https://s.glbimg.com/es/sde/f/2017/09/05/a1edec3abed61e3df5ec4b21d324e499_FORMATO.png",50284,27,"COR","gol","Provável",0,13.49,-0.2,4.79,27,"Coritiba",NA,2,NA,NA,NA,5,NA,14,NA,7,NA,NA,55,36,NA,NA,1,NA
"94","Júlio César Jacobi","Júlio César","https://s.glbimg.com/es/sde/f/2017/07/25/ff1d090ecbc688a4eaf1cd1f5e07cb34_FORMATO.png",49673,27,"FLU","gol","Nulo",0,5.15,0,1.7,20,"Fluminense",NA,NA,NA,NA,NA,11,NA,12,NA,2,NA,NA,26,28,NA,NA,NA,NA
"95","Fagner Conserva Lemos","Fagner","https://s.glbimg.com/es/sde/f/2017/04/19/e126b3b0182f6b12d3cc13d20f515810_FORMATO.png",42500,27,"COR","lat","Provável",0,12.63,0,5.08,21,"Corinthians",2,6,23,1,3,35,2,102,38,12,3,NA,NA,NA,NA,NA,NA,NA
"96","Adilson Warken","Adilson","https://s.glbimg.com/es/sde/f/2017/04/03/8a5b4672974501d33850ca575e0f117c_FORMATO.png",50307,27,"ATL","mei","Provável",2.4,4.65,0.26,1.11,17,"Atlético-MG",NA,4,33,NA,2,15,NA,31,26,NA,1,NA,NA,NA,NA,NA,NA,NA
"97","Elicarlos Souza Santos","Elicarlos","https://s.glbimg.com/es/sde/f/2017/09/26/84f2413b25e7d3769e7678f63ccdc322_FORMATO.png",50313,27,"CHA","mei","Nulo",0,4.3,-0.08,-0.33,3,"Chapecoense",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","David Braz de Oliveira Filho","David Braz","https://s.glbimg.com/es/sde/f/2017/05/02/7e17e0feab3ee583c5049f63df2c2771_FORMATO.png",50317,27,"SAN","zag","Provável",2.5,11.47,-0.59,4.18,21,"Santos",1,7,19,1,6,11,NA,51,21,13,2,1,NA,NA,2,NA,NA,NA
"99","Darío Leonardo Conca","Conca","https://s.glbimg.com/es/sde/f/2017/08/22/78ca498fcf5cadcc0cd8ae43c4e186b8_FORMATO.jpeg",50348,27,"FLA","mei","Nulo",0,8.35,0,-0.95,2,"Flamengo",NA,1,1,1,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","José Renato da Silva Júnior","Renato","https://s.glbimg.com/es/sde/f/2017/07/25/51728a46f746d0ab5fe9985a3f913559_FORMATO.png",39572,27,"FLU","lat","Provável",0,2.89,0,0.82,8,"Fluminense",NA,2,11,1,6,7,NA,15,4,1,NA,NA,NA,NA,NA,NA,NA,NA
"101","Marcelo Oliveira Ferreira","Marcelo Oliveira","https://s.glbimg.com/es/sde/f/2016/04/30/401897dab69a776fef1185ec3ba1b85f_FORMATO.png",50328,27,"GRE","lat","Provável",0.6,7.62,-1.4,2.45,8,"Grêmio",NA,1,10,NA,NA,6,NA,9,9,3,1,NA,NA,NA,NA,1,NA,NA
"102","Hudson Rodrigues dos Santos","Hudson","https://s.glbimg.com/es/sde/f/2017/02/05/3d3e3081a494b80799d348813e420860_FORMATO.png",50324,27,"CRU","mei","Nulo",3.1,7.11,0.63,3.49,14,"Cruzeiro",NA,1,20,1,8,15,NA,24,27,NA,NA,NA,NA,NA,1,NA,NA,NA
"103","Lucas Rios Marques","Lucas","https://s.glbimg.com/es/sde/f/2017/07/25/ac2070c9ec995dd5cc0efc710891a97a_FORMATO.png",50362,27,"FLU","lat","Suspenso",0.5,2.14,0,0.4,21,"Fluminense",1,8,41,4,4,18,NA,73,26,1,6,NA,NA,NA,NA,NA,NA,NA
"104","Carlos Eduardo Marques","Carlos Eduardo","https://s.glbimg.com/es/sde/f/2017/08/30/1d0425c1f6b3c4bb5041fa1cb9ee960e_FORMATO.png",50369,27,"VIT","mei","Nulo",0,2.2,0,0.44,8,"Vitória",NA,1,8,3,2,11,NA,36,7,NA,3,NA,NA,NA,NA,NA,NA,NA
"105","Marco Antonio de Mattos Filho","Marquinho","https://s.glbimg.com/es/sde/f/2017/07/25/49f339ad5e5c362acf8628d9d617d724_FORMATO.png",50407,27,"FLU","mei","Contundido",0,2.98,0,-0.4,4,"Fluminense",NA,1,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","Breno Vinicius Rodrigues Borges","Breno","https://s.glbimg.com/es/sde/f/2017/07/11/e970a2c4345e6e515eef8ee166c54f05_FORMATO.png",50408,27,"VAS","zag","Provável",0,3.97,0,1.81,19,"Vasco",NA,6,17,2,4,14,NA,36,14,6,NA,NA,NA,NA,NA,NA,NA,NA
"107","Kayke Moreno de Andrade Rodrigues","Kayke","https://s.glbimg.com/es/sde/f/2017/05/02/175b6e25643dfdf97032cd564bc4e5c4_FORMATO.png",50402,27,"SAN","ata","Nulo",0,4.35,0,1.44,21,"Santos",1,NA,17,7,18,9,NA,50,5,NA,9,NA,NA,NA,3,1,NA,NA
"108","Leonardo Renan Simões de Lacerda","Léo","https://s.glbimg.com/es/sde/f/2016/04/29/442f1e513bf554cc4cbcce5ae7ace03b_FORMATO.png",50459,27,"CRU","zag","Nulo",0,8.89,0,3.04,23,"Cruzeiro",1,7,15,5,3,12,1,51,16,10,NA,NA,NA,NA,1,NA,NA,NA
"109","Henrique Adriano Buss","Henrique","https://s.glbimg.com/es/sde/f/2017/07/25/3877f66bdd821cbbcd81de82eeebcb3c_FORMATO.png",50856,27,"FLU","zag","Contundido",0,9.14,0,2.28,20,"Fluminense",NA,3,19,1,1,23,2,33,24,2,NA,NA,NA,NA,NA,NA,NA,NA
"110","William José de Souza","Amaral","https://s.glbimg.com/es/sde/f/2017/05/08/d967be031145a156a67e168aaeecb1fa_FORMATO.png",42232,27,"CHA","mei","Provável",0,5,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","Carlos Eduardo Santos Oliveira","Eduardo","https://s.glbimg.com/es/sde/f/2017/07/28/eaa5d401b5faf55be5cb064b19e97744_FORMATO.png",50645,27,"BAH","lat","Provável",10.8,8.08,1.63,2.95,25,"Bahia",1,6,35,1,4,26,NA,126,47,8,2,NA,NA,NA,NA,NA,NA,NA
"112","Leandro Donizete Gonçalves da Silva","Leandro Donizete","https://s.glbimg.com/es/sde/f/2017/05/02/7c58801a7248a49556b48b3d0b29ca4d_FORMATO.png",51318,27,"SAN","mei","Nulo",0,3.32,0,-0.26,9,"Santos",NA,3,10,NA,2,8,NA,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","Vilson Xavier de Meneses Junior","Vilson","https://s.glbimg.com/es/sde/f/2017/04/20/8318615325e46161f7739d05c53abb81_FORMATO.png",50439,27,"COR","zag","Contundido",0,4,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","Luiz Diallison de Souza Alves","Apodi","https://s.glbimg.com/es/sde/f/2017/04/24/287a66acd6363a7d660701c832982d75_FORMATO.png",51042,27,"CHA","lat","Provável",6.8,8.61,1.08,3.08,24,"Chapecoense",NA,8,49,7,12,46,NA,56,30,7,2,NA,NA,NA,1,NA,NA,NA
"115","Emerson dos Santos Silva","Emerson Silva","https://s.glbimg.com/es/sde/f/2016/05/20/32eec64b3753a7d9b1192df90028abc9_FORMATO.png",51299,27,"BOT","zag","Nulo",0,5.9,0,4.78,5,"Botafogo",NA,1,3,NA,2,6,NA,13,7,3,NA,NA,NA,NA,NA,NA,NA,NA
"116","Keirrison de Souza Carneiro","Keirrison","https://s.glbimg.com/es/sde/f/2017/07/27/e66b2c78e9f0ae24320e10cc36d11f56_FORMATO.png",50880,27,"COR","ata","Nulo",0,2.4,0,0.35,2,"Coritiba",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","Renato Adriano Jacó de Morais","Renato Cajá","https://s.glbimg.com/es/sde/f/2017/05/02/c6dd544b90a2c4194626f51e05b53b4e_FORMATO.png",51319,27,"PON","mei","Nulo",0,7.2,0,1.75,14,"Ponte Preta",2,1,16,1,9,14,NA,53,14,NA,1,1,NA,NA,1,NA,NA,NA
"118","Roger de Carvalho","Roger Carvalho","https://s.glbimg.com/es/sde/f/2017/04/28/050f2523a89b53c80e67a8b25d407fea_FORMATO.png",51415,27,"ATL","zag","Contundido",0,7.51,0,2.63,19,"Atlético-GO",1,NA,29,NA,10,31,1,41,24,1,NA,NA,NA,NA,NA,NA,NA,NA
"119","Denis Cesar de Matos","Denis","https://s.glbimg.com/es/sde/f/2016/05/01/9e4d589b32947151072c21d1d5b71747_FORMATO.png",51175,27,"SAO","gol","Nulo",0,5,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","Thiago Carleto Alves","Thiago Carleto","https://s.glbimg.com/es/sde/f/2017/05/15/e78cf3d6b6820ad71b0335abf0a64a0b_FORMATO.png",51700,27,"COR","lat","Dúvida",2.5,5.63,0.61,5.18,11,"Coritiba",3,2,9,8,4,10,NA,44,12,3,NA,NA,NA,NA,2,1,NA,NA
"121","Réver Humberto Alves Araújo","Réver","https://s.glbimg.com/es/sde/f/2017/08/16/85d20e5a1ac2e527a5eca70e709f7b10_FORMATO.jpeg",52253,27,"FLA","zag","Provável",14.9,13.36,2.69,4.87,21,"Flamengo",NA,2,14,5,5,20,NA,25,29,6,2,NA,NA,NA,3,NA,NA,NA
"122","Wesley Lopes Beltrame","Wesley","https://s.glbimg.com/es/sde/f/2017/08/30/be14f1dad39de4605e99b4889d96758f_FORMATO.png",50421,27,"SPO","mei","Provável",0.9,3.41,0.23,0.06,8,"Sport",NA,1,7,1,1,10,NA,25,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","Bruno Rodrigo Fenelon Palomo","Bruno Rodrigo","https://s.glbimg.com/es/sde/f/2017/04/23/d52f6bea6aa2f1491f7bd22855a3e821_FORMATO.png",51705,27,"GRE","zag","Nulo",0,5.81,0,4.22,5,"Grêmio",NA,1,5,1,1,1,NA,6,6,3,NA,NA,NA,NA,NA,NA,NA,NA
"124","Antonio Eduardo Pereira dos Santos","Kanu","https://s.glbimg.com/es/sde/f/2017/02/20/2a67dc4c7c97236fb27abf4dbe5a39fc_FORMATO.png",51792,27,"VIT","zag","Contundido",0,9.01,0,4.51,19,"Vitória",1,4,15,3,10,10,1,44,22,6,5,NA,NA,NA,4,NA,NA,1
"125","Éverton Augusto de Barros Ribeiro","Éverton Ribeiro","https://s.glbimg.com/es/sde/f/2017/06/24/7deee286983361a4845652b6c39be834_FORMATO.png",51772,27,"FLA","mei","Provável",1.5,12.93,-0.24,3.86,18,"Flamengo",4,1,19,8,9,37,NA,94,19,NA,NA,NA,NA,NA,3,NA,NA,NA
"126","Anderson Vieira Martins","Anderson Martins","https://s.glbimg.com/es/sde/f/2017/07/24/b1c36aceb7c5d5fb95b9079cf23fe5fe_FORMATO.png",52618,27,"VAS","zag","Provável",4.4,9.79,1.04,2.83,7,"Vasco",NA,1,10,NA,4,2,NA,19,11,2,NA,NA,NA,NA,NA,NA,NA,NA
"127","Paulo Henrique Carneiro Filho","Paulo Henrique","https://s.glbimg.com/es/sde/f/2017/02/14/f3e039a98588fd2760ea1b06034d2567_FORMATO.png",50398,27,"SPO","ata","Nulo",0,3,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","Lucca Borges Brito","Lucca","https://s.glbimg.com/es/sde/f/2017/05/02/bd59d7bbf1fff0ce2e2dd4b489c5c99a_FORMATO.png",61149,27,"PON","ata","Nulo",0.5,20.39,0.32,6.25,25,"Ponte Preta",1,3,29,24,24,85,NA,68,23,NA,7,NA,NA,NA,10,2,NA,NA
"129","Leandro Salino do Carmo","Leandro Salino","https://s.glbimg.com/es/sde/f/2017/02/20/88732a4309dfb2ee375054e5e944d3cf_FORMATO.png",51905,27,"VIT","lat","Nulo",0,5.87,0,3.4,7,"Vitória",NA,1,15,NA,2,16,NA,22,15,1,NA,NA,NA,NA,NA,NA,NA,NA
"130","Gilson Gomes do Nascimento","Gilson","https://s.glbimg.com/es/sde/f/2017/04/17/41717887cc5c81bcd28ad1df6829c7e6_FORMATO.png",52674,27,"BOT","lat","Nulo",0,9.17,0,3.5,18,"Botafogo",1,4,18,NA,3,25,2,23,15,7,1,NA,NA,NA,NA,NA,NA,NA
"131","Víctor Leandro Bagy","Victor","https://s.glbimg.com/es/sde/f/2017/04/03/444816970098790387faf6c2c5c0444f_FORMATO.png",52950,27,"ATL","gol","Provável",10.9,13,0.45,4.36,25,"Atlético-MG",NA,4,2,NA,NA,5,NA,15,NA,6,NA,NA,40,29,NA,NA,4,NA
"132","Willians dos Santos Santana","Willians","https://s.glbimg.com/es/sde/f/2017/06/07/e24d137ff5aa2e79299e85cf581744a1_FORMATO.png",60787,27,"AVA","ata","Suspenso",-5,2.94,-1.16,1.35,20,"Avaí",2,1,28,2,4,9,NA,16,20,NA,1,1,NA,NA,NA,NA,NA,NA
"133","Elias Mendes Trindade","Elias","https://s.glbimg.com/es/sde/f/2017/04/03/9fbc7e32d0d9db7b948212b98c23212a_FORMATO.png",54395,27,"ATL","mei","Provável",0,11.65,0,2.7,21,"Atlético-MG",NA,3,25,6,6,17,NA,70,35,NA,2,1,NA,NA,3,NA,NA,NA
"134","Marcos Antônio da Silva Gonçalves","Marquinhos","https://s.glbimg.com/es/sde/f/2017/05/03/cc800ad5ce3aeb287358e50e4352911b_FORMATO.png",60788,27,"SPO","ata","Nulo",0,5.05,0,3.03,3,"Sport",2,NA,2,NA,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","Leonardo Gamalho de Souza","Léo Gamalho","https://s.glbimg.com/es/sde/f/2017/08/24/cb79c4aff8a8ded85c29f01203f775d8_FORMATO.png",53865,27,"PON","ata","Nulo",-0.3,7.2,-0.64,3.6,6,"Ponte Preta",NA,NA,9,2,3,6,NA,7,3,NA,NA,NA,NA,NA,2,NA,NA,NA
"136","João Paulo da Silva","João Paulo","https://s.glbimg.com/es/sde/f/2017/04/24/bd4f8a7faf06636fd48dc601b16ea0af_FORMATO.png",56102,27,"COR","mei","Nulo",0,5.14,0,0.28,4,"Coritiba",NA,NA,5,NA,NA,3,NA,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","Luis Ricardo Silva Umbelino","Luis Ricardo","https://s.glbimg.com/es/sde/f/2016/05/20/f1f631c4c995df1548717967d445801f_FORMATO.png",55348,27,"BOT","lat","Contundido",0,6.8,0,3.25,6,"Botafogo",2,NA,4,NA,NA,1,NA,14,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"138","Jonas Jessué da Silva Júnior","Jonas","https://s.glbimg.com/es/sde/f/2017/04/17/da28ba844b13dd322862abfcda7e77b7_FORMATO.png",39152,27,"BOT","lat","Nulo",0,6,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","Túlio Vinícius Fróes de Melo","Túlio de Melo","https://s.glbimg.com/es/sde/f/2017/04/25/19e52a7282097054fc255711621c8e29_FORMATO.png",54797,27,"CHA","ata","Provável",6.3,5.33,1.12,2.3,18,"Chapecoense",1,1,20,5,9,7,NA,18,4,NA,NA,NA,NA,NA,4,NA,NA,NA
"140","Anderson Vital da Silva","Dedé","https://s.glbimg.com/es/sde/f/2017/04/05/526dd85f05139f739aca91b753b00ec9_FORMATO.png",60819,27,"CRU","zag","Contundido",0,8.86,0,3.43,3,"Cruzeiro",NA,NA,1,NA,NA,2,NA,12,2,2,NA,NA,NA,NA,NA,NA,NA,NA
"141","Carlos Cesar Neves","Carlos Cesar","https://s.glbimg.com/es/sde/f/2017/04/03/ed8cd5220fe7c5ba0069143fad70f518_FORMATO.png",61211,27,"ATL","lat","Contundido",0,4.46,0,-0.7,1,"Atlético-MG",NA,NA,NA,NA,NA,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","Patric Cabral Lalau","Patric","https://s.glbimg.com/es/sde/f/2017/04/24/89077bf2beda96cfae171fad51c21cd1_FORMATO.png",60969,27,"VIT","lat","Nulo",3.4,7.7,0.67,2.65,23,"Vitória",3,3,35,6,11,13,NA,84,28,6,6,NA,NA,NA,NA,NA,NA,NA
"143","Airton Ribeiro Santos","Airton","https://s.glbimg.com/es/sde/f/2016/05/19/53e1bd0759a8f98439752def04457e15_FORMATO.png",61985,27,"BOT","mei","Contundido",0,5.63,0,1.17,3,"Botafogo",NA,NA,3,NA,NA,4,NA,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","Gilberto Oliveira Souza Júnior","Gilberto","https://s.glbimg.com/es/sde/f/2016/08/18/6af48de27fa231f0a84e3301c9451cb9_FORMATO.png",61188,27,"SAO","ata","Contundido",0,3.71,0,1.21,12,"São Paulo",NA,1,7,5,4,8,NA,8,3,NA,5,NA,NA,NA,1,NA,NA,NA
"145","Edimar Curitiba Fraga","Edimar","https://s.glbimg.com/es/sde/f/2017/04/25/0991c88dd099660fdb7cfc88a4bedab1_FORMATO.png",62024,27,"SAO","lat","Nulo",0,5.47,0,2.58,10,"São Paulo",NA,3,12,3,1,13,NA,32,16,2,NA,NA,NA,NA,NA,NA,NA,NA
"146","Jean Raphael Vanderlei Moreira","Jean","https://s.glbimg.com/es/sde/f/2017/04/18/84289863d6f3328bec523c3cfeadb268_FORMATO.png",62047,27,"PAL","lat","Nulo",0,14.48,0,4.73,16,"Palmeiras",1,1,12,4,19,14,NA,40,15,6,3,NA,NA,NA,2,1,NA,NA
"147","Romercio Pereira da Conceição","Romercio","https://s.glbimg.com/es/sde/f/2017/05/02/f6d968415133af30b7f7594ff3946c27_FORMATO.png",97443,27,"COR","zag","Nulo",0,1.63,0,0.2,1,"Coritiba",NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","Walter Leandro Capeloza Artune","Walter","https://s.glbimg.com/es/sde/f/2017/04/20/196790f232d428bcd861ad55c55dd8cc_FORMATO.png",51413,27,"COR","gol","Nulo",0,6,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","Leonardo Rodrigues dos Santos","Léo Santos","https://s.glbimg.com/es/sde/f/2017/04/23/1d114129100c1552c9d2fac173daf8ea_FORMATO.jpeg",95820,27,"COR","zag","Contundido",0,4.38,0,5,1,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"150","Ferdinando Pereira Leda","Ferdinando","https://s.glbimg.com/es/sde/f/2017/04/28/451b8463a985e60f7a6e4d877e47d26e_FORMATO.png",53731,27,"AVA","mei","Nulo",0,5,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","Jael Ferreira Vieira","Jael","https://s.glbimg.com/es/sde/f/2017/04/23/585f69babcaf14c7eaf22537e3c5338c_FORMATO.png",60859,27,"GRE","ata","Nulo",0,4.24,0,-0.47,3,"Grêmio",NA,1,4,1,3,5,NA,5,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
"152","Émerson Cris Hartkopp","Emerson Cris","https://s.glbimg.com/es/sde/f/2017/09/19/5a8b5f6e674e12816893895424d8fbef_FORMATO.png",95830,27,"CHA","tec","Provável",2.05,7.82,0.01,3.69,4,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","Fabián Ariel Noguera","Fabián Noguera","https://s.glbimg.com/es/sde/f/2017/05/02/90ea91f7ba7a3941f90047a0aca02c82_FORMATO.png",95837,27,"SAN","zag","Nulo",0,4.08,0,4.87,6,"Santos",1,NA,4,NA,3,2,NA,7,6,3,NA,NA,NA,NA,NA,NA,NA,NA
"154","Thalisson Kelven da Silva","Thalisson Kelven","https://s.glbimg.com/es/sde/f/2017/07/26/312052227f7941f0d73d82bbd771691b_FORMATO.png",97448,27,"COR","zag","Nulo",0,0.99,0,-0.4,2,"Coritiba",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"155","Marcos Vinícius Silva Rocha Calazans","Marcos Calazans","https://s.glbimg.com/es/sde/f/2017/07/25/54939a99bf411f3ea45f4906ef2d269d_FORMATO.png",97452,27,"FLU","ata","Contundido",0,5.76,0,3.87,11,"Fluminense",2,4,20,2,3,14,NA,22,28,NA,3,NA,NA,NA,NA,NA,NA,NA
"156","Julio Cezar Rusch","Julio Rusch","https://s.glbimg.com/es/sde/f/2017/04/24/77d4f9edf4076b00161ea3393eb6f3bd_FORMATO.png",97444,27,"COR","mei","Nulo",0,3,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","Sander Henrique Bortolotto","Sander","https://s.glbimg.com/es/sde/f/2017/08/30/201f5b3a9c114f0f04655f7ebab2b54e_FORMATO.png",95843,27,"SPO","lat","Nulo",0,6.9,0,5.15,14,"Sport",1,2,30,1,1,14,NA,46,36,6,NA,NA,NA,NA,NA,NA,NA,NA
"158","Yilmar Alexis Filigrana Possu","Filigrana","https://s.glbimg.com/es/sde/f/2017/04/24/d66e3a470b0bbecb49de52697e75cb7b_FORMATO.png",97502,27,"COR","ata","Nulo",0,1.67,0,1.17,8,"Coritiba",NA,2,7,1,2,1,NA,3,4,NA,NA,NA,NA,NA,1,NA,NA,NA
"159","Shaylon Kallyson Cardoso","Shaylon","https://s.glbimg.com/es/sde/f/2017/02/09/81337ea0dca634d71b1201853010e1dd_FORMATO.png",97520,27,"SAO","mei","Nulo",0,1.59,-0.12,1.97,4,"São Paulo",NA,NA,1,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"160","Caique da Silva Maria","Caíque","https://s.glbimg.com/es/sde/f/2017/06/16/4d8ec695b7a6792f35e8eb992f9c59ad_FORMATO.png",95831,27,"SAO","lat","Nulo",0,1,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","Murillo Magno de Carvalho","Murillo","https://s.glbimg.com/es/sde/f/2017/01/20/1ac0bd987facdb6f4ac949db15538370_FORMATO.png",97880,27,"ATL","ata","Nulo",0,1,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","Matheus Alessandro dos Santos Pereira","Matheus Alessandro","https://s.glbimg.com/es/sde/f/2017/07/25/feb918cb9fca075fc2d542c88aeff29e_FORMATO.png",97527,27,"FLU","ata","Nulo",0,1.38,0,1.94,7,"Fluminense",1,NA,3,1,NA,4,1,9,4,NA,1,NA,NA,NA,NA,NA,NA,NA
"163","Matheus Oliveira Santos","Matheus Oliveira","https://s.glbimg.com/es/sde/f/2017/05/02/07446f453b7f268fbac590fadba6a201_FORMATO.png",96328,27,"SAN","mei","Nulo",0,1.43,0,-0.8,1,"Santos",NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","Luiz Filipe da Rosa Machado","Machado","https://s.glbimg.com/es/sde/f/2017/04/23/067af9a9fbef9be7febed7aa5e13f102_FORMATO.png",96089,27,"GRE","mei","Nulo",0,2.04,0,1.95,2,"Grêmio",NA,NA,2,NA,NA,1,NA,5,7,NA,NA,NA,NA,NA,NA,NA,NA,1
