"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","A","CA","FC","FD","FF","FS","G","PE","RB","SG","FT","I","PP","DD","GS","CV","DP","GC"
"285","José Rafael Vivian","Zé Rafael ","https://s.glbimg.com/es/sde/f/2017/07/28/ec8b41ce26f473fab0f1e1de432cc88f_FORMATO.png",82455,37,"BAH","mei","Suspenso",2.4,19.93,-0.19,6.13,36,"Bahia",5,5,72,27,17,122,3,87,91,NA,NA,11,NA,NA,NA,1,NA,NA
"286","Joao Victor Inacio Araujo","João Victor","https://s.glbimg.com/es/sde/f/2017/05/01/b47bd0865c30b6854b673c7e94778083_FORMATO.png",99033,37,"SPO","mei","Nulo",0,2,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","Johnath Marlone Azevedo da Silva","Marlone","https://s.glbimg.com/es/sde/f/2017/04/25/744a27f04385f2906d5982a7dad3445b_FORMATO.png",80944,37,"ATL","mei","Nulo",0,5.13,0,0.83,13,"Atlético-MG",NA,2,9,3,4,8,2,38,4,NA,NA,4,NA,NA,NA,NA,NA,NA
"288","Pedro Vitor Ferreira Da Silva ","Pedro Vitor","https://s.glbimg.com/es/sde/f/2017/05/01/3b883aa630ed340edfef1e032cfb61b2_FORMATO.png",99035,37,"SPO","ata","Nulo",0,1,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","Elias Lira Nogueira Junior ","Elias","https://s.glbimg.com/es/sde/f/2017/05/01/3d6d8284db8a576d760fba42eb79eac4_FORMATO.png",99034,37,"SPO","lat","Nulo",0,2,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","Vitor Prada Macaneiro","Vitor Prada","https://s.glbimg.com/es/sde/f/2015/07/22/038dbc80052b6760a2b49d76733db416_FORMATO.jpeg",81094,37,"AVA","gol","Nulo",0,1,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","Pedro Gomes Bortoluzo","Pedro Bortoluzo",NA,99041,37,"SAO","ata","Nulo",0,3,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","Mayke Rocha de Oliveira","Mayke","https://s.glbimg.com/es/sde/f/2017/05/19/0c4040195eb2210f37198e62876f4dc1_FORMATO.png",81150,37,"PAL","lat","Dúvida",7.7,8.58,-0.25,3.7,26,"Palmeiras",1,4,40,1,2,18,1,62,41,10,NA,3,NA,NA,NA,NA,NA,NA
"293","Caio Alan Tem Catem Gonçalves","Caio","https://s.glbimg.com/es/sde/f/2017/04/23/49dd974b3c6794d393b7475413060b63_FORMATO.png",99460,37,"ATL","gol","Nulo",0,1,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","Felipe Souza Moreno Sampaio","Felipe","https://s.glbimg.com/es/sde/f/2017/07/25/3f49904e0abb1cdf2c877cbe1c085db1_FORMATO.png",99425,37,"FLU","ata","Nulo",0,1,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","Thallyson Augusto Tavares Dias","Thallyson","https://s.glbimg.com/es/sde/f/2017/06/07/cd71ce4201f13139db63ac6e182e85a7_FORMATO.png",81219,37,"VIT","lat","Nulo",0,0.96,0,0.87,6,"Vitória",NA,1,5,NA,1,3,NA,20,5,1,NA,NA,NA,NA,NA,NA,NA,NA
"296","Diego Terra Loureiro","Diego","https://s.glbimg.com/es/sde/f/2017/04/23/78aa93572e5a8b0ddac649e2e57ce456_FORMATO.png",99430,37,"BOT","gol","Nulo",0,1,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","Reginaldo Manoel da Silva Júnior","Reginaldo","https://s.glbimg.com/es/sde/f/2017/07/25/4caba62b4f978cd6db2e589843899fbd_FORMATO.png",82515,37,"FLU","zag","Nulo",0,4.73,0,3.44,18,"Fluminense",NA,5,28,1,3,13,NA,51,48,2,NA,NA,NA,NA,NA,NA,NA,NA
"298","Matheus Aleksander dos Anjos","Matheus Anjos","https://s.glbimg.com/es/sde/f/2017/04/23/ca02d2a758b721d663027e8f482babc2_FORMATO.png",97879,37,"ATL","mei","Dúvida",0,0.93,0,-0.39,7,"Atlético-PR",NA,1,7,2,3,5,NA,24,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","Dayvid Alexsander da Silva","Dayvid",NA,99254,37,"SPO","lat","Nulo",0,1,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","Pedro Henryque Pereira dos Santos","Pedro Henryque",NA,99255,37,"SPO","zag","Nulo",0,2,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","Igor Ribeiro de Jesus","Igor","https://s.glbimg.com/es/sde/f/2017/08/30/e792b551e6a9ca62b2bb2b2d25533d6b_FORMATO.png",88667,37,"SPO","zag","Nulo",0,4.67,0,3.1,2,"Sport",NA,NA,2,NA,NA,2,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","Moisés Wolschick","Moisés","https://s.glbimg.com/es/sde/f/2017/04/25/59ac946a38de5a26b19ffc56c68885dc_FORMATO.png",82567,37,"CHA","mei","Nulo",0,1.8,0,1.4,2,"Chapecoense",NA,NA,1,NA,NA,1,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","Mauro Job Pontes Junior","Maurinho","https://s.glbimg.com/es/sde/f/2017/07/18/2663f3e84140665568c8164f03afc235_FORMATO.png",82625,37,"AVA","ata","Provável",6.3,3.82,-0.5,2.79,11,"Avaí",1,1,7,1,1,12,NA,11,14,NA,1,1,NA,NA,NA,NA,NA,NA
"304","Wenderson Da Silva Costa Ferreira","Wenderson","https://s.glbimg.com/es/sde/f/2017/05/16/153f0473b0a7b9d9e2bef29d8aceb3ad_FORMATO.png",99474,37,"BOT","mei","Nulo",0,0.78,0,-1.05,2,"Botafogo",NA,1,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","Juan Ramón Cazares Sevillano","Cazares","https://s.glbimg.com/es/sde/f/2017/04/03/6ccb564ce56c9f6aad79040ab5f8f570_FORMATO.png",81682,37,"ATL","mei","Nulo",1.2,8.31,-0.06,2.66,30,"Atlético-MG",8,1,23,17,27,15,3,91,10,NA,NA,1,1,NA,NA,NA,NA,NA
"306","Alesandro dos Santos Pereira","Alesandro",NA,99256,37,"SPO","zag","Nulo",0,1,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","Vinicius José Paixão de Oliveira Junior","Vinicius Junior","https://s.glbimg.com/es/sde/f/2017/08/22/0d561ddc8dda735fc3ab96a8866e90d0_FORMATO.jpeg",99535,37,"FLA","ata","Nulo",2.4,3.16,0.74,1.59,24,"Flamengo",1,3,12,8,9,22,3,31,3,NA,1,7,NA,NA,NA,NA,NA,NA
"308","Matheus Galdezani","Matheus Galdezani","https://s.glbimg.com/es/sde/f/2017/04/24/d7ff115c90d6778d22e113333700259c_FORMATO.png",82634,37,"COR","mei","Dúvida",-6.6,5.51,-1.08,1.74,31,"Coritiba",1,8,53,13,17,49,1,112,47,NA,NA,1,NA,NA,NA,NA,NA,2
"309","João Erick Marques da Silva","João Erick",NA,99257,37,"SPO","mei","Nulo",0,2,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","Andrés Lorenzo Ríos","Andrés Ríos","https://s.glbimg.com/es/sde/f/2017/07/11/a3b10554f6896bd025dfd3eaf5f9ce80_FORMATO.png",81684,37,"VAS","ata","Dúvida",-0.2,4.11,-0.14,2.8,16,"Vasco",1,2,39,7,9,22,3,29,16,NA,1,4,NA,NA,NA,1,NA,NA
"311","Clayton Silveira da Silva","Clayton","https://s.glbimg.com/es/sde/f/2017/08/25/b1bd13510c1d64d8d7f7058a48c1acdb_FORMATO.png",81770,37,"ATL","ata","Contundido",0,5.89,0,1.47,10,"Atlético-MG",NA,NA,8,NA,1,2,2,12,3,NA,NA,1,NA,NA,NA,NA,NA,NA
"312","Oswaldo José Henríquez Bocanegra","Oswaldo Henríquez","https://s.glbimg.com/es/sde/f/2016/05/01/49c33afe8104b8c052fd2c593fca02e5_FORMATO.png",81241,37,"SPO","zag","Provável",0.4,5.05,-0.88,3.01,21,"Sport",NA,7,28,3,6,9,NA,28,37,5,NA,NA,NA,NA,NA,NA,NA,NA
"313","Leonardo Artur de Melo","Léo Artur","https://s.glbimg.com/es/sde/f/2017/06/22/815076c3546beb2abb2496060f51deeb_FORMATO.png",82644,37,"PON","mei","Provável",0.5,2.17,-0.37,0.73,20,"Ponte Preta",1,1,18,4,12,10,1,38,5,NA,NA,4,NA,NA,NA,NA,NA,NA
"314","Matheus Bezerra Santos","Matheus Bezerra",NA,99258,37,"SPO","mei","Nulo",0,1,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","Robson Azevedo da Silva","Robinho","https://s.glbimg.com/es/sde/f/2017/08/19/7f63b88129afd972ded68803058d40bb_FORMATO.png",99574,37,"FLU","ata","Contundido",0,2.43,0,1.14,5,"Fluminense",NA,NA,3,NA,NA,3,1,8,3,NA,NA,NA,NA,NA,NA,1,NA,NA
"316","Douglas Coutinho Gomes de Souza","Douglas Coutinho ","https://s.glbimg.com/es/sde/f/2017/04/23/21b6dbe5807688ac8d5a82327a8cc1a4_FORMATO.png",82469,37,"ATL","ata","Provável",-0.3,2.86,-1.36,2.08,24,"Atlético-PR",2,NA,20,11,11,14,3,35,7,NA,NA,3,NA,NA,NA,NA,NA,NA
"317","Alisson Euler de Freitas Castro","Alisson","https://s.glbimg.com/es/sde/f/2017/04/22/b5d1b28ec393ae2be2fba2b5dffe9ce9_FORMATO.png",81845,37,"CRU","mei","Nulo",1.7,12.82,-1.12,4.26,25,"Cruzeiro",5,2,29,13,13,47,2,59,28,NA,3,4,NA,NA,NA,NA,NA,NA
"318","Cleberson Martins de Souza","Cleberson","https://s.glbimg.com/es/sde/f/2017/04/23/91e18bf15401259ce1466dbccb56d6ae_FORMATO.png",80281,37,"ATL","zag","Dúvida",0,2.69,0,-1.2,1,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","Lucas de Oliveira Antunes","Lucas Índio","https://s.glbimg.com/es/sde/f/2017/05/04/075e8103fcbe7ba581efc1402208e108_FORMATO.png",99353,37,"ATL","ata","Nulo",0,1,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","Frickson Rafael  Erazo Vivero","Erazo","https://s.glbimg.com/es/sde/f/2017/04/03/a0b75e2777a8e1b1844e5f2ff9caa182_FORMATO.png",81223,37,"ATL","zag","Nulo",0,3.98,0,0.15,2,"Atlético-MG",NA,1,3,NA,NA,NA,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"321","Bruno Cosendey Lobo Pinto","Bruno Cosendey","https://s.glbimg.com/es/sde/f/2017/07/11/f9e52eaee9fb26079589543635af6cff_FORMATO.png",99615,37,"VAS","mei","Nulo",0,2.21,0,1.7,1,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","Raphael Guimarães de Paula","Dodô","https://s.glbimg.com/es/sde/f/2017/04/24/d75b985086acd9eb03422fe01ce0693f_FORMATO.png",84927,37,"CHA","mei","Nulo",0,4.26,0,1.9,2,"Chapecoense",1,NA,2,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","Régis Augusto Salmazzo","Régis","https://s.glbimg.com/es/sde/f/2017/07/28/be592601ede31cf42b7b958372472345_FORMATO.png",82647,37,"BAH","mei","Provável",0,13.67,-0.33,2.4,28,"Bahia",5,2,14,3,3,20,4,50,13,NA,NA,2,NA,NA,NA,NA,NA,NA
"324","André Andrade de Castro","André Castro","https://s.glbimg.com/es/sde/f/2017/05/11/9b573723fd4d39c5179b8dfc70e31b3f_FORMATO.png",82754,37,"ATL","mei","Provável",6.8,3.51,1.2,1.66,31,"Atlético-GO",NA,7,40,2,4,14,NA,63,55,NA,NA,1,NA,NA,NA,NA,NA,NA
"325","José Vinícius Almeida Soares","Vinícius",NA,99356,37,"SPO","mei","Nulo",0,2,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","Paulo Vitor Fernandes Pereira","Paulo Vitor","https://s.glbimg.com/es/sde/f/2017/07/11/e81eab0834b731a19ad2d9eb76551b1e_FORMATO.png",99588,37,"VAS","ata","Nulo",0,1.86,0,1.25,13,"Vasco",NA,2,12,3,4,12,1,17,5,NA,1,1,NA,NA,NA,NA,NA,NA
"327","Osman de Menezes Venâncio Junior","Osman","https://s.glbimg.com/es/sde/f/2017/04/25/f608122b61891f2ab13ba0015367cfb5_FORMATO.png",81898,37,"CHA","ata","Nulo",0,2.99,0,1.23,7,"Chapecoense",1,2,5,NA,4,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","Daniel dos Santos Oliveira","Daniel","https://s.glbimg.com/es/sde/f/2017/04/23/fa258606c3c0cb8010a0e233ab7e3837_FORMATO.png",99461,37,"ATL","zag","Nulo",0,1,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","Gilvan Souza Correa","Gilvan","https://s.glbimg.com/es/sde/f/2017/07/15/ebd13d8be899ba33a4d355f813dae956_FORMATO.png",82773,37,"ATL","zag","Suspenso",1.4,4.4,-0.68,2.44,24,"Atlético-GO",NA,6,28,2,6,16,2,38,28,3,1,1,NA,NA,NA,NA,NA,NA
"330","Lucas Vinícius Santos Bernardino","Lucas Vinícius","https://s.glbimg.com/es/sde/f/2017/04/28/2c4070d9c0adf40eb3afffcdd20d640e_FORMATO.png",99388,37,"ATL","ata","Nulo",0,1,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","Wellington Simião","Wellington Simião","https://s.glbimg.com/es/sde/f/2017/05/17/952fdde5f058594fa74d531f91c1abf3_FORMATO.png",81903,37,"AVA","mei","Provável",0.2,2.69,0.3,1.22,31,"Avaí",NA,4,27,5,10,35,2,49,16,NA,1,3,NA,NA,NA,NA,NA,NA
"332","Felipe Saraiva","Felipe Saraiva","https://s.glbimg.com/es/sde/f/2017/08/30/7afe41117d03c4c04cbea893549c5cb7_FORMATO.png",99616,37,"PON","mei","Nulo",-0.3,1.45,-0.25,1.35,19,"Ponte Preta",NA,NA,11,9,3,22,NA,14,8,NA,NA,1,NA,NA,NA,NA,NA,NA
"333","Tagueu Tadjo Diederrick Joel","Joel","https://s.glbimg.com/es/sde/f/2017/10/14/1611b8e187b0c2fb2db3a9fee2b2ab14_FORMATO.png",82787,37,"AVA","ata","Contundido",0,3.57,0,1.94,24,"Avaí",NA,2,39,9,13,24,3,25,18,NA,1,11,NA,NA,NA,1,NA,NA
"334","Christian Alberto Cueva Bravo","Cueva","https://s.glbimg.com/es/sde/f/2017/08/24/9ea34016bae7f001bbb849c8d907c1f4_FORMATO.png",82411,37,"SAO","mei","Provável",2.6,10.78,0.59,4.23,27,"São Paulo",7,3,21,8,13,44,3,111,40,NA,1,5,1,NA,NA,NA,NA,NA
"335","Tomas Almino Bastos Silva","Tomas Bastos","https://s.glbimg.com/es/sde/f/2017/05/12/49edceaecc771a87995470ae4d955ddc_FORMATO.png",82817,37,"COR","mei","Nulo",0,11.25,0,2.45,12,"Coritiba",1,2,16,6,8,8,2,28,8,NA,NA,1,NA,NA,NA,NA,NA,NA
"336","Toshiya Tojo","Toshi","https://s.glbimg.com/es/sde/f/2017/04/28/5e3d92955c32b6c74898e471661e6390_FORMATO.png",82791,37,"AVA","ata","Nulo",0,3,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","Marcos Guilherme de Almeida Santos Matos","Marcos Guilherme ","https://s.glbimg.com/es/sde/f/2017/07/26/d3484768bc48ad214ba1ea35149b30ba_FORMATO.png",83266,37,"SAO","mei","Provável",-2.3,9.42,-0.25,3.06,21,"São Paulo",NA,2,20,7,5,7,6,42,15,NA,1,NA,NA,NA,NA,NA,NA,NA
"338","José Henrique da Silva Dourado","Henrique Dourado","https://s.glbimg.com/es/sde/f/2017/07/25/74fe5365c7b46c57003665b15a0d770a_FORMATO.png",81905,37,"FLU","ata","Provável",-1.5,20.31,-2.29,5.29,29,"Fluminense",3,8,80,17,14,61,18,66,10,NA,NA,9,NA,NA,NA,NA,NA,NA
"339","Alexsander Jhonatta de Oliveira Andrade","Alexsander","https://s.glbimg.com/es/sde/f/2017/04/16/574d33cbfe0200e34a998815c6b4ee99_FORMATO.png",99411,37,"ATL","mei","Nulo",0,1,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","Conrado Buchanelli Holz","Conrado","https://s.glbimg.com/es/sde/f/2017/06/07/0367b264f2aa4d386381dc6d9594c5a2_FORMATO.jpeg",99625,37,"GRE","mei","Provável",7.2,3.04,0.24,4.03,4,"Grêmio",NA,NA,3,NA,1,8,NA,12,10,NA,NA,1,NA,NA,NA,NA,NA,NA
"341","Matheus Antunes Ribeiro","Matheus Ribeiro","https://s.glbimg.com/es/sde/f/2017/05/02/3592f0162c6d3041f5e47fca40d7d1a3_FORMATO.png",82943,37,"SAN","lat","Contundido",0,5.76,0,5.2,4,"Santos",NA,1,2,1,1,1,NA,6,2,4,NA,NA,NA,NA,NA,NA,NA,NA
"342","Brenner Souza da Silva","Brenner","https://s.glbimg.com/es/sde/f/2017/08/24/28c4460fcf89a3a9e009784bcdd44b5e_FORMATO.png",99789,37,"SAO","ata","Provável",2,1.07,0.19,1.03,3,"São Paulo",NA,NA,2,1,NA,4,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343","Jadson Ailton Oliveira Da Silva Vale","Jadson","https://s.glbimg.com/es/sde/f/2017/06/07/2e7afba6e715b27222707a3f207ad556_FORMATO.jpeg",99629,37,"GRE","ata","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","Igor Cássio Vieira dos Santos","Igor Cássio",NA,99661,37,"BOT","ata","Contundido",0,1,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","Rómulo Otero Vásquez","Otero","https://s.glbimg.com/es/sde/f/2017/04/03/9fe40eece7847c6e2d8feca1248f43a9_FORMATO.png",83004,37,"ATL","mei","Provável",21,11.18,0.39,4.48,27,"Atlético-MG",2,7,30,15,24,52,6,27,23,NA,1,1,NA,NA,NA,NA,NA,NA
"346","Patrick Bezerra do Nascimento","Patrick","https://s.glbimg.com/es/sde/f/2017/06/07/0219a437ca7aaad582008a68c498172f_FORMATO.png",83433,37,"SPO","mei","Provável",1.1,10.56,-1.08,4.72,30,"Sport",NA,5,52,5,10,56,3,81,84,NA,NA,NA,NA,NA,NA,1,NA,NA
"347","Thiago Martins Bueno","Thiago Martins","https://s.glbimg.com/es/sde/f/2017/09/07/d55c81f15aa3706081ec50077f850588_FORMATO.png",83615,37,"BAH","zag","Provável",0.2,3.9,-0.24,1.25,10,"Bahia",NA,NA,3,NA,NA,2,NA,13,7,1,NA,NA,NA,NA,NA,NA,NA,NA
"348","Gleison Bremer Silva Nascimento","Bremer","https://s.glbimg.com/es/sde/f/2017/07/05/3cdbb709a4c4b26a7debd8d34ab4d855_FORMATO.png",99817,37,"ATL","zag","Provável",0,1.87,0,0.59,11,"Atlético-MG",NA,4,30,2,NA,7,NA,16,14,1,NA,NA,NA,NA,NA,NA,NA,NA
"349","Fagner Ironi Daponte","Fagner Alemão","https://s.glbimg.com/es/sde/f/2017/04/28/d93e226df0beb6346213a1a809c8f7fc_FORMATO.png",83522,37,"AVA","lat","Provável",7.6,10.85,1.13,3.97,33,"Avaí",1,5,20,4,7,34,NA,74,58,10,NA,12,NA,NA,NA,NA,NA,NA
"350","Rafael Thyere Albuquerque Marques","Rafael Thyere","https://s.glbimg.com/es/sde/f/2017/04/23/e94d073bb6cefa100cd1ed8d0f8a6291_FORMATO.png",83048,37,"GRE","zag","Nulo",4.9,6.24,0.55,3.36,15,"Grêmio",NA,1,9,3,1,11,2,20,14,4,NA,NA,NA,NA,NA,NA,NA,1
"351","Elano Blumer","Elano","https://s.glbimg.com/es/sde/f/2017/06/06/ba8d77c52b311fb7f02d09cbf0a70839_FORMATO.png",99669,37,"SAN","tec","Provável",2.84,9.06,-0.56,4.14,8,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","Arthur Henrique Vieira Araujo","Arthur","https://s.glbimg.com/es/sde/f/2017/06/07/41375a4dab9feeadba77a4537ccb2623_FORMATO.png",99670,37,"CRU","zag","Nulo",0,1.39,0,3.2,1,"Cruzeiro",NA,NA,1,NA,1,1,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353","Paulo Henrique Sampaio Filho ","Paulinho","https://s.glbimg.com/es/sde/f/2017/07/27/dd0593566091037ca5dcf0baa4680071_FORMATO.png",99818,37,"VAS","ata","Provável",-1.7,4.19,-0.81,3.92,17,"Vasco",1,1,6,6,8,10,2,46,26,NA,1,NA,NA,NA,NA,NA,NA,NA
"354","Yuri Lima Lara","Yuri","https://s.glbimg.com/es/sde/f/2017/07/28/9faecc1eba5c2827c12fafed4ec43a87_FORMATO.png",83263,37,"BAH","mei","Nulo",0,2,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","Matheus Mascarenhas dos Santos Raimundo","Mascarenhas","https://s.glbimg.com/es/sde/f/2017/07/25/440c5676c1d5aade1bd6ddf33598e814_FORMATO.png",99721,37,"FLU","lat","Nulo",0,4.43,0,4.1,4,"Fluminense",NA,1,5,NA,2,6,1,11,4,1,NA,NA,NA,NA,NA,NA,NA,NA
"356","Douglas Santos da Silva","Douglas","https://s.glbimg.com/es/sde/f/2017/07/04/cdfd325a357ba83ec3a5e51650333b87_FORMATO.png",99824,37,"BAH","ata","Nulo",0,1.11,0,0.7,1,"Bahia",NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357","Leonardo da Silva Simas","Leonardo Simas","https://s.glbimg.com/es/sde/f/2017/06/30/b6c202e020667876c945bb6f672961bb_FORMATO.png",99832,37,"ATL","lat","Nulo",0,1,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358","Neilton Meira Mestzk","Neilton","https://s.glbimg.com/es/sde/f/2017/06/22/68ef88732dd29a754b0a2fb92136a10c_FORMATO.png",83772,37,"VIT","ata","Provável",-0.8,7.13,0.22,3.96,29,"Vitória",6,4,37,11,13,43,7,73,22,NA,1,3,1,NA,NA,NA,NA,NA
"359","Agustín Lionel Allione","Allione","https://s.glbimg.com/es/sde/f/2017/07/28/6812735b40cc133a5014b3d5b57d96c0_FORMATO.png",84585,37,"BAH","mei","Provável",2.5,9.57,0.5,2.28,25,"Bahia",7,5,27,4,3,34,NA,81,27,NA,1,5,NA,NA,NA,NA,NA,NA
"360","Dionathã da Silva","Dionathã","https://s.glbimg.com/es/sde/f/2017/11/21/774a8b64eb973c79466831016c9bf2ad_FORMATO.png",99834,37,"GRE","ata","Provável",3.8,1.66,-0.5,2.74,5,"Grêmio",NA,NA,3,2,1,9,NA,6,4,NA,1,1,NA,NA,NA,NA,NA,NA
"361","Judson Silva Tavares","Judson","https://s.glbimg.com/es/sde/f/2017/04/28/5423c8443b5f4d0ce027e1d31b9aa3ff_FORMATO.png",84691,37,"AVA","mei","Suspenso",3.4,5.21,0.16,2.16,33,"Avaí",1,12,67,3,14,22,NA,65,70,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362","Leonardo Da Silva Passos","Léo Passos","https://s.glbimg.com/es/sde/f/2017/07/11/fbe688c63b6551ed75ef01b265cfa917_FORMATO.png",99878,37,"PAL","ata","Nulo",0,2,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363","Hueglo Neris dos Santos","Neris","https://s.glbimg.com/es/sde/f/2017/05/19/d5efc40b12f0c9d9a37828480a468f75_FORMATO.png",83786,37,"SPO","zag","Nulo",0,2.22,0,-0.8,1,"Sport",NA,1,1,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364","Ezequiel Santos da Silva","Ezequiel","https://s.glbimg.com/es/sde/f/2017/07/27/f13594ddafc08a318b0eb550350de0b4_FORMATO.png",99915,37,"BOT","mei","Dúvida",0,0.79,-0.21,0,1,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365","Clayson Henrique da Silva Vieira","Clayson","https://s.glbimg.com/es/sde/f/2017/05/18/5ec8e0ccfc4a2b49432bdbb44001e999_FORMATO.png",83817,37,"COR","ata","Suspenso",-0.4,14.03,-1.48,3.12,29,"Corinthians",5,5,26,5,9,27,6,71,21,NA,1,4,NA,NA,NA,NA,NA,NA
"366","Patrick Machado Ferreira ","Patrick","https://s.glbimg.com/es/sde/f/2017/08/16/34305aca84639e95caaf29addb016bab_FORMATO.png",99918,37,"GRE","mei","Nulo",-0.1,2.09,-0.14,1.15,12,"Grêmio",NA,NA,5,5,2,8,NA,9,3,NA,1,NA,NA,NA,NA,NA,NA,NA
"367","Júlio César Czarnerski","Júlio César ","https://s.glbimg.com/es/sde/f/2017/08/01/7fd52e821c863a2418597f0e308c8c5d_FORMATO.png",83813,37,"CHA","ata","Nulo",0,2.44,0,0.93,6,"Chapecoense",NA,NA,4,1,2,4,NA,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368","Nilton Soares Rodrigues","Niltinho","https://s.glbimg.com/es/sde/f/2017/07/05/f10b19ee0f7e394c770fa6f2348452e4_FORMATO.png",84703,37,"ATL","ata","Nulo",0,3.69,0,1.4,21,"Atlético-GO",1,1,21,3,8,38,1,31,10,NA,NA,3,NA,NA,NA,1,NA,NA
"369","Khevin Rodrigo Fraga","Khevin",NA,99921,37,"CHA","mei","Nulo",0,1,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
