"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","FC","FD","FF","FS","PE","RB","A","I","CA","SG","DD","GS","FT","G","PP","CV","GC","DP"
"276","Vladimir Javier Hernández Rivero","Vladimir Hernández","https://s.glbimg.com/es/sde/f/2017/02/19/f61c5d8d4580566cb1fa08020d2709ca_FORMATO.png",72879,10,"SAN","ata","Nulo",0.7,8.75,-0.13,1.63,8,"Santos",4,2,1,11,7,2,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
"277","Sherman Andrés Cárdenas Estupiñan","Cárdenas","https://s.glbimg.com/es/sde/f/2017/04/01/7b7ff2b832507542b6305c0425ffc2b7_FORMATO.png",72871,10,"VIT","mei","Nulo",0,6,0,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","Eduardo Alves da Silva","Eduardo da Silva","https://s.glbimg.com/es/sde/f/2017/04/23/c47c6340a7d40ff5085ba517e5dc117d_FORMATO.png",72893,10,"ATL","ata","Nulo",0,7.19,0,2.1,2,"Atlético-PR",2,NA,1,1,2,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","Getterson Alves dos Santos","Getterson","https://s.glbimg.com/es/sde/f/2017/05/12/c2b9040eda92184c6453ef41ede377fd_FORMATO.png",73340,10,"COR","ata","Nulo",-0.5,0.78,0.05,-0.27,3,"Coritiba",4,NA,NA,2,4,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","Rafael Vaz dos Santos","Rafael Vaz","https://s.glbimg.com/es/sde/f/2017/04/24/8665d503716b53b97bdd0f56d8ef0f39_FORMATO.png",73421,10,"FLA","zag","Nulo",5.3,7.78,-0.01,3.88,5,"Flamengo",3,NA,2,1,15,5,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"281","Rildo de Andrade Felicissimo","Rildo","https://s.glbimg.com/es/sde/f/2017/04/24/e5f2da8b1a9007eed27b4e7ae55d64c2_FORMATO.png",73635,10,"COR","ata","Provável",0.4,6.83,-0.87,2.85,8,"Coritiba",7,1,2,18,14,8,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
"282","Frederico Burgel Xavier ","Fred","https://s.glbimg.com/es/sde/f/2017/02/18/25a86aa5d44e9bdbf64ffd3c0f0a0c25_FORMATO.png",72490,10,"VIT","zag","Nulo",7.1,5.5,0.83,2.53,9,"Vitória",8,3,5,2,28,11,NA,NA,2,1,NA,NA,NA,1,NA,NA,NA,NA
"283","Éderson Alves Ribeiro Silva","Éderson","https://s.glbimg.com/es/sde/f/2017/05/26/1055c168d6c49467f567c27a6e48707a_FORMATO.png",73446,10,"ATL","ata","Provável",9.8,5.2,1.74,3.45,4,"Atlético-PR",NA,5,3,2,10,1,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"284","Francinilson Santos Meireles","Maranhão","https://s.glbimg.com/es/sde/f/2016/06/28/5b421dbcedd89d35ab19a538e6c4ab1f_FORMATO.jpeg",73513,10,"FLU","ata","Nulo",0,2.23,0,0,1,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","Douglas Moreira Pires","Douglas Pires","https://s.glbimg.com/es/sde/f/2017/02/21/9cdc2aa37a7bf02a1d821f703b2ca8dd_FORMATO.png",73517,10,"BAH","gol","Nulo",0,4,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","Samuel Xavier Brito","Samuel Xavier","https://s.glbimg.com/es/sde/f/2016/05/01/02f546c1013f3369de8475d0bf247287_FORMATO.png",73384,10,"SPO","lat","Provável",5,3.13,0.62,2.19,8,"Sport",4,1,NA,8,33,7,NA,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA
"287","Rafael Martins Claro","Rafael Martins","https://s.glbimg.com/es/sde/f/2017/04/24/0e99993b292bb541251f236f7827aeec_FORMATO.png",73336,10,"COR","gol","Nulo",0,2,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","Gabriel Santana Pinto","Gabriel","https://s.glbimg.com/es/sde/f/2017/04/24/60215745abe8839e6e6df43fbe447e2c_FORMATO.png",73515,10,"FLA","ata","Contundido",0,3.51,0,-2,1,"Flamengo",1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","Rodrigo Caio Roquette Russo","Rodrigo Caio","https://s.glbimg.com/es/sde/f/2016/05/01/76c4acf534a1a01c922cb927acebb6e7_FORMATO.png",73800,10,"SAO","zag","Provável",1.1,9.14,-0.68,3.02,6,"São Paulo",7,NA,NA,4,16,12,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA
"290","Marcos Vinícius de Jesus Araújo","Marcos Vinícius","https://s.glbimg.com/es/sde/f/2017/06/22/282437e15992b52b48a3afaba944922b_FORMATO.png",73721,10,"BOT","mei","Nulo",0,6,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","Renê dos Santos Júnior","Renê Júnior","https://s.glbimg.com/es/sde/f/2017/02/21/d2e83c4ccb4fc13a49eef483160b96a4_FORMATO.png",73281,10,"BAH","mei","Provável",0,8.53,0,5.78,7,"Bahia",10,2,6,15,16,23,NA,3,2,NA,NA,NA,NA,1,NA,1,NA,NA
"292","José Rogério de Oliveira","Rogério","https://s.glbimg.com/es/sde/f/2016/08/31/6340e77cb18143e838ae03747e59b459_FORMATO.png",73540,10,"SPO","ata","Nulo",0,6.02,0,1.12,6,"Sport",1,4,1,9,18,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","Lucas David Pratto","Lucas Pratto","https://s.glbimg.com/es/sde/f/2017/02/18/2291ee0103b8af06799aee5ab657b149_FORMATO.png",73649,10,"SAO","ata","Provável",3.8,15.89,0.92,4.84,10,"São Paulo",14,8,18,8,31,5,2,1,1,NA,NA,NA,NA,3,NA,NA,NA,NA
"294","Wellington Silva Sanches Aguiar","Wellington Nem","https://s.glbimg.com/es/sde/f/2017/02/18/a23f9ff565dd24baa68eeca4461e1b86_FORMATO.png",73619,10,"SAO","ata","Nulo",0,7.38,0,1.84,5,"São Paulo",4,NA,1,6,3,2,NA,2,1,NA,NA,NA,NA,1,NA,NA,NA,NA
"295","Jomar Herculano Lourenço","Jomar","https://s.glbimg.com/es/sde/f/2017/04/24/75a0f0b187c040aec0d014550c2e765e_FORMATO.png",73876,10,"VAS","zag","Nulo",0,1.67,0,-0.8,2,"Vasco",4,NA,NA,2,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","Jucimar Lima Pacheco","Abuda","https://s.glbimg.com/es/sde/f/2017/04/27/2e749e5bfdd8d0bbc67e5441e8c73ff6_FORMATO.png",79193,10,"ATL","mei","Nulo",0,6,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","John Lennon Silva Santos","Lennon","https://s.glbimg.com/es/sde/f/2017/05/03/d072e8eaeab8333c007a7cfb0af5aef4_FORMATO.png",73869,10,"CRU","lat","Nulo",0,4.03,0,0.53,3,"Cruzeiro",4,NA,NA,1,11,2,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"298","Walisson Moreira Farias Maia","Walisson Maia","https://s.glbimg.com/es/sde/f/2017/04/24/60830998fb2fc54f511a8d2b5c3a6f25_FORMATO.png",73991,10,"COR","zag","Nulo",0,5.31,0,2.1,3,"Coritiba",1,1,NA,NA,3,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"299","Marcos Junio Lima dos Santos","Marcos Junior","https://s.glbimg.com/es/sde/f/2016/04/29/05a4d91c1c469c1d8f7bc682c5eb8e11_FORMATO.png",80188,10,"FLU","ata","Nulo",0,3.02,0,-0.06,5,"Fluminense",2,1,1,3,4,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","Rodinei Marcelo de Almeida","Rodinei","https://s.glbimg.com/es/sde/f/2017/04/24/43537a69f2836d2da77aebc068eacd46_FORMATO.png",73992,10,"FLA","lat","Provável",1.6,9.49,0.37,5.07,6,"Flamengo",10,2,1,4,10,6,1,1,2,3,NA,NA,NA,1,NA,NA,NA,NA
"301","Geuvânio Santos Silva","Geuvânio","https://s.glbimg.com/es/sde/f/2016/01/07/d318a3709843f24d8416ba8795694e8e_FORMATO.png",73896,10,"FLA","ata","Nulo",0,12,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","Roberto Junior Fernández Torres","Gatito Fernández","https://s.glbimg.com/es/sde/f/2017/04/17/f87ed5808d28ef2d0446cae72617f143_FORMATO.png",74061,10,"BOT","gol","Provável",-4,19.2,-0.96,5.34,9,"Botafogo",NA,NA,NA,2,3,NA,NA,NA,1,4,16,9,NA,NA,NA,NA,NA,NA
"303","Adryan Oliveira Tavares","Adryan ","https://s.glbimg.com/es/sde/f/2017/04/24/7f6002ce11349ef6f335b456dd179011_FORMATO.png",74083,10,"FLA","mei","Nulo",0,2,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","Alison Lopes Ferreira","Alison","https://s.glbimg.com/es/sde/f/2016/05/01/5cbe20aa51d06aff64b21ed5d19bf070_FORMATO.png",73974,10,"SAN","mei","Nulo",0,3.75,0,2.1,2,"Santos",2,NA,NA,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","Guilherme Costa Machado Silveira","Guilherme Costa","https://s.glbimg.com/es/sde/f/2017/04/06/ea33443d8c666f61b78424b726238c89_FORMATO.png",74081,10,"VAS","mei","Nulo",0,5.5,0,0.5,1,"Vasco",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","Wallace Oliveira dos Santos","Wallace Oliveira","https://s.glbimg.com/es/sde/f/2017/04/23/2104c1ca7a642cecb433a89a4f335bfa_FORMATO.png",74075,10,"GRE","lat","Nulo",0,5,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","Luiz Antonio de Souza Soares","Luiz Antonio ","https://s.glbimg.com/es/sde/f/2017/04/24/470fd6292588f4385e9c32a3aeef091c_FORMATO.png",74060,10,"CHA","mei","Provável",-2.8,8.22,-0.77,2.49,10,"Chapecoense",13,6,2,3,20,5,1,1,2,NA,NA,NA,1,2,NA,NA,NA,NA
"308","José Élber Pimentel da Silva","Élber","https://s.glbimg.com/es/sde/f/2016/04/29/26c6c8beefa35a5684da137e0e90f6dc_FORMATO.png",74140,10,"CRU","mei","Nulo",0,4.66,0,2.63,3,"Cruzeiro",NA,1,1,2,4,2,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"309","Alejandro Abraham Guerra Morales","Alejandro Guerra","https://s.glbimg.com/es/sde/f/2017/02/19/fa873321a36da270244cf230ac534a50_FORMATO.png",74213,10,"PAL","mei","Suspenso",15.4,15.03,3.58,4.66,8,"Palmeiras",19,7,4,15,39,6,1,NA,3,NA,NA,NA,NA,4,NA,NA,NA,NA
"310","José Paolo Guerrero Gonzales","Paolo Guerrero","https://s.glbimg.com/es/sde/f/2017/04/24/9f5565190d6c37e9959d0747a4ef6ea0_FORMATO.png",75295,10,"FLA","ata","Provável",-1.9,11.13,-5.1,5.92,6,"Flamengo",27,7,8,15,7,5,1,5,2,NA,NA,NA,NA,3,NA,NA,NA,NA
"311","Edigar Junio Teixeira Lima ","Edigar Junio","https://s.glbimg.com/es/sde/f/2017/02/21/707d81e3f025580fbfbb9ef89e2a6c4c_FORMATO.png",74271,10,"BAH","ata","Provável",0.7,9.52,0.06,2.75,10,"Bahia",14,5,2,16,19,4,NA,1,NA,NA,NA,NA,1,2,NA,NA,NA,NA
"312","Jorge de Moura Xavier","Jorginho","https://s.glbimg.com/es/sde/f/2017/04/28/24064c0ab4f724a2a4252d37f02b7223_FORMATO.png",77544,10,"ATL","mei","Provável",2.1,6.1,0.36,2.45,9,"Atlético-GO",13,1,2,18,35,13,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
"313","René Ferreira dos Santos","René","https://s.glbimg.com/es/sde/f/2017/02/20/7d48128069f52815dcd4acb921336cab_FORMATO.png",73978,10,"VIT","zag","Nulo",0,2.15,0,2.05,4,"Vitória",8,NA,NA,3,8,3,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"314","Yago Fernando da Silva","Yago","https://s.glbimg.com/es/sde/f/2017/05/02/30bd8e94c27dbf6a20661d6027251a81_FORMATO.png",77500,10,"PON","zag","Contundido",0,6,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","Bruno Brígido de Oliveira","Bruno Brígido","https://s.glbimg.com/es/sde/f/2017/04/24/9375fdbbdc6ab66a27f8b4860036ebc1_FORMATO.png",77556,10,"COR","gol","Nulo",0,5,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","Leandro da Silva","Leandro Silva","https://s.glbimg.com/es/sde/f/2017/04/28/c86a46095a1f0ab0e29d11fbbb7e80a1_FORMATO.png",77529,10,"AVA","lat","Provável",5.5,7.4,1.24,1.81,9,"Avaí",12,3,4,9,53,12,1,1,1,2,NA,NA,NA,NA,NA,1,NA,NA
"317","Thomás Jaguaribe Bedinelli","Thomás","https://s.glbimg.com/es/sde/f/2017/06/13/bac4f7b0e6270fedb590658d950365b2_FORMATO.png",77551,10,"SPO","mei","Contundido",0,7.18,0,3.08,5,"Sport",6,1,1,9,7,4,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"318","Ricardo César Dantas da Silva","Ricardo Silva","https://s.glbimg.com/es/sde/f/2017/04/27/e409f5c1c4551cf8457b204abc422a73_FORMATO.png",79334,10,"ATL","zag","Nulo",0,2.94,0,0.28,4,"Atlético-GO",8,NA,2,1,11,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","Roger Machado Marques","Roger Machado ","https://s.glbimg.com/es/sde/f/2017/04/28/4f5e786d736c65d7652d3dda5d40a131_FORMATO.png",79437,10,"ATL","tec","Provável",3.19,10.8,0.09,2.95,10,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","Luiz Ricardo Alves","Sassá","https://s.glbimg.com/es/sde/f/2017/06/22/e7d5b223d7908854c81e04f0e7e0fcc0_FORMATO.png",79578,10,"CRU","ata","Nulo",-0.3,5.94,-0.06,-0.55,2,"Cruzeiro",4,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","Dorival Guidoni Júnior","Doriva","https://s.glbimg.com/es/sde/f/2017/06/09/2e158f892e8b9c3d0bb5b489e2cfbc67_FORMATO.png",79343,10,"ATL","tec","Provável",1.68,5.87,0.1,2.23,5,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","Eugenio Esteban Mena Reveco","Mena","https://s.glbimg.com/es/sde/f/2017/05/01/b7a4044c003473042da5143f01b9924e_FORMATO.png",77967,10,"SPO","lat","Nulo",0,2.88,0,-6.7,1,"Sport",6,NA,NA,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"323","Fabiano Leissmann","Fabiano","https://s.glbimg.com/es/sde/f/2017/04/18/ccce9b9aad578e5dc82e1d75b816fa25_FORMATO.png",79887,10,"PAL","lat","Provável",0.9,5.09,-0.26,1.65,4,"Palmeiras",3,1,2,1,5,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"324","Lucas Silva Borges","Lucas Silva","https://s.glbimg.com/es/sde/f/2017/04/06/f4598cc08e1804689d22d338ac6f7d9b_FORMATO.png",79701,10,"CRU","mei","Nulo",0,4.96,0,0.17,3,"Cruzeiro",4,NA,NA,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","Antônio Carlos Cunha Capocasali Júnior","Antônio Carlos ","https://s.glbimg.com/es/sde/f/2017/04/18/5b3fcb4c6c1625d8e38d933619f9e42a_FORMATO.png",79702,10,"PAL","zag","Provável",0,2.66,0,-0.37,3,"Palmeiras",2,NA,NA,4,6,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","Madson Ferreira dos Santos","Madson","https://s.glbimg.com/es/sde/f/2017/04/06/e6c07b2728a78e64ae8c1ed0d4ce9d6a_FORMATO.png",78077,10,"VAS","lat","Nulo",0,3.02,0,-0.3,1,"Vasco",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","João Felipe Schimdt Urbano","João Schmidt ","https://s.glbimg.com/es/sde/f/2016/05/01/5214f931543621b3d23666a103f23d6e_FORMATO.png",77777,10,"SAO","mei","Contundido",0,4.13,0,1,3,"São Paulo",2,NA,NA,2,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","Jonathan Copete Valencia","Copete","https://s.glbimg.com/es/sde/f/2017/05/02/38284b2eba393aa675069aff35def330_FORMATO.png",77959,10,"SAN","ata","Provável",-1.1,4.61,-2.54,1.18,8,"Santos",12,2,3,8,33,4,NA,3,2,NA,NA,NA,NA,2,NA,NA,NA,NA
"329","César Bernardo Dutra","César","https://s.glbimg.com/es/sde/f/2017/04/24/8a28cbc657b6535a81d1cbad583afa48_FORMATO.png",78086,10,"FLA","gol","Nulo",0,3,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","Odair Souza ","Nenén","https://s.glbimg.com/es/sde/f/2017/04/25/cf7dd5cb7c3b2349fc0a5145f894f495_FORMATO.png",79892,10,"CHA","mei","Nulo",1.5,2.45,-0.36,1.37,7,"Chapecoense",2,2,1,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","Helton Brant Aleixo Leite","Helton Leite","https://s.glbimg.com/es/sde/f/2016/05/20/5fd57defcef29c5cd30495ee3eb4e67f_FORMATO.png",79973,10,"BOT","gol","Nulo",0,3.32,0,1,1,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"332","Matheus Mancini","Matheus Mancini","https://s.glbimg.com/es/sde/f/2017/05/19/5bca9708b9e4c88d08f62e3935fe8cb4_FORMATO.png",80124,10,"ATL","zag","Nulo",4.2,2.47,0.47,4.2,1,"Atlético-MG",1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"333","Everaldo Stum","Everaldo","https://s.glbimg.com/es/sde/f/2017/04/27/85ec84d7e2ba8d7f658cb59fefc7d400_FORMATO.png",78117,10,"ATL","ata","Provável",0.2,9.58,0.08,4.83,10,"Atlético-GO",13,10,8,15,24,2,1,3,NA,NA,NA,NA,1,4,1,NA,NA,NA
"334","Jadson Alves dos Santos","Jadson","https://s.glbimg.com/es/sde/f/2017/05/02/e17a729351ce9e086c7f6fdaf907c355_FORMATO.png",80129,10,"PON","mei","Nulo",0,3.68,0,0.98,6,"Ponte Preta",5,NA,1,5,11,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","Nadson da Silva Almeida","Nadson","https://s.glbimg.com/es/sde/f/2017/04/25/9c0263cf980f89da4cca8b6bc120585f_FORMATO.png",80140,10,"CHA","mei","Contundido",0,0.76,0,-0.07,3,"Chapecoense",1,NA,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","Miller Alejandro Bolaños Reasco","Miller Bolaños","https://s.glbimg.com/es/sde/f/2016/05/10/e06dcc7c5fd2af9342d95cf318b5f431_FORMATO.png",78371,10,"GRE","ata","Provável",0,14,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","Gustavo Henrique Vernes","Gustavo Henrique","https://s.glbimg.com/es/sde/f/2017/05/02/ebaacf4dc046774b9b9f3003c35ba254_FORMATO.png",78248,10,"SAN","zag","Contundido",0,6,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","Renê Rodrigues Martins","Renê","https://s.glbimg.com/es/sde/f/2017/04/24/bff75e6319bfeb83e043d1949b127c6e_FORMATO.png",78445,10,"FLA","lat","Nulo",0,6.79,0,3.18,5,"Flamengo",7,NA,1,7,17,9,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"339","Douglas Ricardo Grolli","Douglas Grolli","https://s.glbimg.com/es/sde/f/2017/04/24/ef04c0af64af6a9173d17eb922ff55e4_FORMATO.png",78407,10,"CHA","zag","Nulo",0,6.53,0,4.5,2,"Chapecoense",4,NA,NA,NA,5,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA
"340","Lucas Fonseca da Silva","Lucas Fonseca","https://s.glbimg.com/es/sde/f/2017/02/21/c4e0a739ae5673d20c609ad14289c7e9_FORMATO.png",80189,10,"BAH","zag","Suspenso",-2.3,4.11,-1.52,2.71,7,"Bahia",3,1,NA,8,10,5,NA,NA,NA,3,NA,NA,NA,NA,NA,1,NA,NA
"341","Fábio Farroco Braga","Fábio Braga","https://s.glbimg.com/es/sde/f/2017/05/02/1b7b5c48a104e1244f38059d6b4e63a3_FORMATO.png",78464,10,"PON","mei","Nulo",0,1.74,0,-0.45,2,"Ponte Preta",NA,NA,NA,NA,2,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","Glaybson Yago Souza Lisboa","Yago Pikachu","https://s.glbimg.com/es/sde/f/2017/04/24/3021726139e41d1a3fe9ada22058c738_FORMATO.png",80196,10,"VAS","lat","Provável",8,10.34,1.63,5.09,7,"Vasco",6,2,1,7,18,4,1,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA
"343","Willian Souza Arão da Silva","Willian Arão","https://s.glbimg.com/es/sde/f/2017/04/24/afcab1eabef219480495acfdf11be8c3_FORMATO.png",78478,10,"FLA","mei","Provável",0.7,8.51,-1.07,2.34,9,"Flamengo",10,3,1,7,33,14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","Cleberson Martins de Souza","Cleberson","https://s.glbimg.com/es/sde/f/2017/04/23/91e18bf15401259ce1466dbccb56d6ae_FORMATO.png",80281,10,"ATL","zag","Nulo",0,2.69,0,-1.2,1,"Atlético-PR",NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","Gilberto Moraes Júnior","Gilberto ","https://s.glbimg.com/es/sde/f/2017/02/18/0b1f3092508c1455fe24a4049fd3b32b_FORMATO.png",80313,10,"VAS","lat","Provável",9.9,12.42,1.26,5.17,10,"Vasco",13,1,3,13,49,29,1,1,2,2,NA,NA,1,NA,NA,NA,NA,NA
"346","Ricardo de Oliveira","Ricardo Oliveira","https://s.glbimg.com/es/sde/f/2016/05/01/04f2207e667b88e15a5ccdc893894a1f_FORMATO.png",38910,10,"SAN","ata","Contundido",0,11.4,0,1.25,4,"Santos",7,2,6,5,4,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA
"347","Matheus Caldeira Vidotto de Oliveira","Matheus Vidotto","https://s.glbimg.com/es/sde/f/2017/04/23/0469f80ea84703c3178371ab0fa1dd2f_FORMATO.png",80286,10,"COR","gol","Nulo",0,3,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348","Arnaldo Manoel de Almeida","Arnaldo","https://s.glbimg.com/es/sde/f/2017/05/19/ff6d87578b92fff5c4d0ff68a60fc859_FORMATO.png",78497,10,"BOT","lat","Provável",2.3,8.8,0.15,4.94,9,"Botafogo",15,1,NA,11,27,18,1,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA
"349","Anderson Luiz de Carvalho","Nenê","https://s.glbimg.com/es/sde/f/2017/04/24/45951f5edf6777703717a335e5bffc58_FORMATO.png",38913,10,"VAS","mei","Provável",12.9,15.55,2.94,4.44,9,"Vasco",7,2,6,22,39,7,3,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA
"350","Marcos de Paula Dutra","Marcos","https://s.glbimg.com/es/sde/f/2017/04/27/f3d654b20ab83c212a2a18dab411b2e0_FORMATO.png",78495,10,"ATL","gol","Nulo",0,1,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","Yuri Lima Lara","Yuri","https://s.glbimg.com/es/sde/f/2017/02/21/fb41de8e36f93cc383e07d8120865724_FORMATO.png",83263,10,"BAH","mei","Contundido",0,2,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","Clayson Henrique da Silva Vieira","Clayson","https://s.glbimg.com/es/sde/f/2017/05/18/5ec8e0ccfc4a2b49432bdbb44001e999_FORMATO.png",83817,10,"COR","ata","Nulo",0,15.87,-0.7,3.74,8,"Corinthians",5,2,NA,3,9,8,1,2,1,NA,NA,NA,NA,2,NA,NA,NA,NA
"353","Antônio Filipe Gonzaga de Aquino","Feijão","https://s.glbimg.com/es/sde/f/2017/02/21/1838c850cdc3128d9f6db4d6c5738379_FORMATO.png",84313,10,"BAH","mei","Nulo",0,2.06,0,0.05,2,"Bahia",2,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354","Danilo Carvalho Barcelos","Danilo Barcelos","https://s.glbimg.com/es/sde/f/2017/04/03/2a2a95819ab1b1761209cd81f0eae360_FORMATO.png",84382,10,"ATL","mei","Nulo",0,5.3,0,-0.2,1,"Atlético-MG",NA,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","Diego Barbosa Tavares","Diego Tavares","https://s.glbimg.com/es/sde/f/2017/05/17/c261da9d51b45bfbc208b291429eb1f8_FORMATO.png",83869,10,"AVA","lat","Nulo",3.9,6.58,0.43,2.77,8,"Avaí",7,NA,4,11,13,4,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"356","Maximiliano Rodríguez Maeso","Maxi Rodríguez","https://s.glbimg.com/es/sde/f/2017/04/23/d7025b3e29cac01ee4e1cc1bf4b3efcb_FORMATO.png",84530,10,"GRE","mei","Nulo",0,6,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
