,atletas.apelido,atletas.rodada_id,atletas.variacao_num,atletas.nome,atletas.minimo_para_valorizar,atletas.posicao_id,atletas.clube_id,atletas.media_num,atletas.pontos_num,atletas.clube.id.full.name,atletas.jogos_num,atletas.preco_num,atletas.atleta_id,atletas.slug,atletas.apelido_abreviado,atletas.status_id,atletas.foto,atletas.entrou_em_campo,CA,DS,FC,FF,FS,SG,DE,DP,GS,FD,G,I,A,V,CV,FT,PP,PS,PC,GC
319,Diego,5,0.65,Jackson Diego Ibraim Fagundes - Ibrahim,,2,354,7.75,6.2,CEA,4,9.98,101027,diego,Diego,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,True,,10.0,1.0,1.0,11.0,1.0,,,,,,,1.0,,,,,,,
320,Ferreira,5,0.95,Aldemir dos Santos Ferreira,,5,276,9.14,12.4,SAO,5,11.33,101290,ferreira,Ferreira,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,True,2.0,7.0,4.0,5.0,11.0,,,,,,3.0,1.0,1.0,,,,,,,
321,Ademir,5,0.42,Ademir da Silva Santos Júnior,,5,265,2.26,3.7,BAH,5,4.84,101314,ademir,Ademir,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,True,1.0,3.0,5.0,2.0,13.0,,,,,1.0,,,,,,,,,,
322,Guga,5,0.0,Cláudio Rodrigues Gomes,,2,266,4.25,0.0,FLU,2,7.25,101319,guga,Guga,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,False,,5.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
323,Danilo Boza,5,0.0,Danilo Boza Júnior,,3,286,0.0,0.0,JUV,0,4.0,101431,danilo-boza,D. Boza,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
324,Marcelo Pitaluga,5,0.0,Marcelo de Araújo Pitaluga Filho,,1,266,0.0,0.0,FLU,0,3.0,101478,marcelo-pitaluga,M. Pitaluga,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
325,Pepê,5,0.0,João Pedro Vilardi Pinto,,4,287,2.53,0.0,VIT,3,5.65,101573,pepe,Pepê,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,False,,4.0,3.0,,5.0,,,,,,,,,,,,,,,
326,Hugo Souza,5,0.0,Hugo de Souza Nogueira,,1,264,0.0,0.0,COR,0,12.0,101574,hugo-souza,H. Souza,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
327,Hugo Moura,5,1.75,Hugo Moura Arruda da Silva,,4,267,2.75,7.9,VAS,4,6.19,101594,hugo-moura,H. Moura,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,True,1.0,9.0,7.0,2.0,4.0,,,,,,,,,,,,,,,1.0
328,Ramon,5,-0.21,Ramon Ramos Lima,,2,285,3.85,2.0,INT,2,6.24,101597,ramon,Ramon,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,True,1.0,2.0,1.0,,2.0,1.0,,,,,,,,,,,,,,
329,Peixoto,5,0.0,Daniel Nascimento Peixoto dos Santos,,4,286,0.0,0.0,JUV,0,3.0,101651,peixoto,Peixoto,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
330,Felipe Jonatan,5,0.0,Felipe Jonatan Rocha Andrade,,2,356,0.0,0.0,FOR,0,6.0,101708,felipe-jonatan,F. Jonatan,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
331,Matheuzinho,5,0.0,Matheus França Silva,,2,264,6.2,0.0,COR,3,10.4,101727,matheuzinho,Matheuzinho,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,False,3.0,11.0,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,
332,Claudinho,5,-0.8,Claudio Coelho Salvático,,2,287,1.48,-1.3,VIT,5,4.35,101752,claudinho,Claudinho,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,True,1.0,5.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
333,Jean David,5,0.0,Jean David Meneses Villarroel,,4,267,0.0,0.0,VAS,0,3.0,101768,jean-david,J. David,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
334,Mayk,5,0.0,Mayksilvan da Silva Ferreira,,2,284,0.0,0.0,GRE,0,2.0,101820,mayk,Mayk,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
335,Willian Machado,5,-0.15,Willian Estefani Machado,,3,354,2.42,1.5,CEA,4,3.47,101908,willian-machado,W. Machado,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,True,,3.0,1.0,,1.0,1.0,,,,,,,,,,,,,,
336,Vitinho,5,-0.44,Vitor Hugo Naum dos Santos,,5,285,1.7,1.2,INT,5,4.93,101960,vitinho,Vitinho,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,True,2.0,6.0,10.0,2.0,6.0,,,,,,,1.0,,,,,,,,
337,Brítez,5,0.0,Emanuel Fermín Brítez,,3,356,0.0,0.0,FOR,0,7.0,101995,britez,Brítez,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
338,Piquerez,5,-1.4,Joaquín Piquerez Moreira,,2,275,8.4,2.8,PAL,5,12.87,102130,piquerez,Piquerez,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,True,,4.0,3.0,4.0,3.0,3.0,,,,1.0,2.0,,,,,,,,,
339,Vitor Eudes,5,0.0,Vitor Eudes de Souza Costa,,1,266,0.0,0.0,FLU,0,2.0,102137,vitor-eudes,V. Eudes,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
340,Lucas Halter,5,-0.45,Lucas Halter,,3,287,1.56,-0.3,VIT,5,2.89,102253,lucas-halter,L. Halter,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,True,1.0,1.0,2.0,,,,,,,,1.0,1.0,,,,,,,,
341,Rollheiser,5,-0.52,Benjamín Rollheiser,,4,277,1.34,1.2,SAN,5,6.92,102256,rollheiser,Rollheiser,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,True,1.0,4.0,1.0,,4.0,,,,,,,,,,,,,,,
342,Caio Paulista,5,0.71,Caio Fernando de Oliveira,,2,282,3.57,6.2,CAM,3,7.24,102318,caio-paulista,C. Paulista,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,True,1.0,4.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,
343,Cacá,5,0.0,Carlos de Menezes Júnior,,3,264,1.95,0.0,COR,2,5.48,102340,caca,Cacá,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,False,,2.0,2.0,,3.0,,,,,,,,,,,,,,,
344,Mastriani,5,0.0,Gonzalo Mathías Mastriani Borges,,5,263,0.57,0.0,BOT,3,5.49,102561,mastriani,Mastriani,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,False,,,1.0,2.0,1.0,,,,,,,1.0,,,,,,,,
345,Thiaguinho,5,0.0,Thiago Beserra dos Santos Conti,,4,287,0.0,0.0,VIT,0,3.0,102599,thiaguinho,Thiaguinho,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
346,Luan Vinícius,5,0.0,Luan Vinícius da Silva Santos,,4,276,0.0,0.0,SAO,0,5.0,102909,luan-vinicius,L. Vinícius,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
347,Canobbio,5,-0.23,Agustín Canobbio Graviz,,5,266,2.08,2.7,FLU,5,6.24,102928,canobbio,Canobbio,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,True,1.0,6.0,7.0,2.0,6.0,,,,,,,1.0,,,,,,,,
348,Facundo Torres,5,0.57,Facundo Daniel Torres Pérez,,5,275,7.68,11.2,PAL,5,12.92,102950,facundo-torres,F. Torres,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,True,1.0,7.0,3.0,1.0,3.0,,,,,3.0,2.0,1.0,1.0,,,1.0,,,,
349,Escobar,5,1.18,Gonzalo Daniel Escobar,,2,277,9.56,11.4,SAN,5,11.07,102975,escobar,Escobar,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,True,,28.0,9.0,,7.0,1.0,,,,,,,,,,,,,,
350,Laquintana,5,0.0,Ignacio Jesús Laquintana Marsico - Nacho,,5,280,5.45,0.0,RBB,2,4.5,103014,laquintana,Laquintana,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,False,,1.0,,2.0,,,,,,,1.0,2.0,,,,,,,,
351,Gabriel Brazão,5,-1.18,Gabriel Nascimento Rezende Brazão - Resende,,1,277,3.02,0.8,SAN,5,4.68,103056,gabriel-brazao,G. Brazão,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,True,,1.0,,,,1.0,12.0,,7.0,,,,,,,,,,,
352,Eric Ramires,5,1.15,Eric dos Santos Rodrigues,,4,280,4.52,8.2,RBB,5,7.34,103295,eric-ramires,E. Ramires,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,True,,8.0,4.0,2.0,2.0,,,,,1.0,1.0,,,,,,,,,
353,Matheus Alexandre,5,0.0,Matheus Alexandre Anastácio de Souza,,2,292,2.1,0.0,SPT,3,4.91,103347,matheus-alexandre,M. Alexandre,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,False,3.0,4.0,4.0,,1.0,1.0,,,,,,,,,,,,,1.0,
354,Emmanuel Martínez,5,0.0,Leandro Emmanuel Martínez,,4,356,3.83,0.0,FOR,4,6.14,103388,emmanuel-martinez,E. Martínez,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,False,3.0,5.0,7.0,,5.0,,,,,2.0,1.0,,,,,,,,,
355,Kaio Jorge,5,-0.79,Kaio Jorge Pinto Ramos,,5,283,10.38,6.5,CRU,4,13.14,103445,kaio-jorge,K. Jorge,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,True,2.0,10.0,3.0,4.0,8.0,,,,,1.0,3.0,,,,,,1.0,1.0,,
356,Ignácio,5,0.99,Ignácio da Silva Oliveira,,3,266,5.75,6.4,FLU,2,8.09,103523,ignacio,Ignácio,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,True,,3.0,4.0,,4.0,1.0,,,,1.0,,,,,,,,,,
357,Dênis Júnior,5,0.0,Dênis de Oliveira Aguiar Júnior,,1,265,0.0,0.0,BAH,0,3.0,103662,denis-junior,D. Júnior,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
358,Gabriel Fuentes,5,0.0,Gabriel Rafael Fuentes Gómez,,2,266,0.0,0.0,FLU,0,6.0,103672,gabriel-fuentes,G. Fuentes,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
359,Kaíque Rocha,5,0.0,Kaíque Rocha Lima,,3,285,0.0,0.0,INT,0,5.0,103684,kaique-rocha,K. Rocha,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
360,Gabriel Veron,5,-0.26,Gabriel Veron Fonseca de Souza,,5,277,0.97,0.8,SAN,4,4.36,103764,gabriel-veron,G. Veron,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,True,,2.0,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,
361,Gabriel Menino,5,0.79,Gabriel Vinícius Menino,,4,282,2.38,6.4,CAM,5,6.31,103767,gabriel-menino,G. Menino,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,True,,1.0,1.0,1.0,5.0,,,,,2.0,,,1.0,,,,,,,
362,Rafael Guanaes,5,0.22,Rafael Silva Guanaes,,6,2305,4.63,5.09,MIR,5,5.7,104027,rafael-guanaes,R. Guanaes,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,True,,,,,,,,,,,,,,1.0,,,,,,
363,Sabino,5,-0.91,José Sabino Chagas Monteiro,,3,276,3.2,-0.9,SAO,2,5.74,104075,sabino,Sabino,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,True,1.0,,5.0,,3.0,1.0,,,,2.0,,,,,,,,,,
364,Bruno Fuchs,5,0.0,Bruno de Lara Fuchs,,3,275,3.83,0.0,PAL,4,6.67,104085,bruno-fuchs,B. Fuchs,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,False,2.0,2.0,4.0,,1.0,3.0,,,,,,,,,,,,,,
365,Lucas Arcanjo,5,0.27,Lucas Willians Assis Arcanjo,,1,287,5.32,4.2,VIT,4,7.97,104118,lucas-arcanjo,L. Arcanjo,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,True,,,,,,,21.0,,6.0,,,,,,,,,,,
366,Fabri,5,1.04,Fabrício do Rosário dos Santos,,5,287,3.33,7.1,VIT,4,5.04,104134,fabri,Fabri,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,True,,4.0,5.0,2.0,2.0,,,,,1.0,,,1.0,,,,,,,
367,Raul,5,0.0,Raul Jonas Steffens,,1,263,0.0,0.0,BOT,0,2.0,104191,raul,Raul,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
368,Edson Carioca,5,1.18,Edson Guilherme Mendes dos Santos,,5,2305,4.5,8.3,MIR,4,6.27,104204,edson-carioca,E. Carioca,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,True,1.0,3.0,3.0,4.0,2.0,,,,,1.0,,,2.0,,,,,,,
369,João Victor,5,1.16,João Victor da Silva Marcelino,,3,267,3.5,8.5,VAS,4,6.98,104250,joao-victor,J. Victor,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,True,1.0,6.0,1.0,2.0,3.0,1.0,,,,1.0,,,,,,,,,,1.0
370,Adriano Martins,5,0.0,Adriano Martins da Fonseca,,3,286,2.8,0.0,JUV,4,6.04,104253,adriano-martins,A. Martins,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,False,1.0,4.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,
371,João Lucas,5,0.0,João Lucas de Almeida Carvalho,,2,284,3.0,0.0,GRE,1,5.14,104257,joao-lucas,J. Lucas,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,False,,2.0,,,,,,,,,,,,,,,,,,
372,Hereda,5,1.94,Diogo Hereda da Silva,,2,292,5.06,10.7,SPT,5,6.5,104271,hereda,Hereda,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,True,,6.0,4.0,3.0,8.0,1.0,,,,1.0,,1.0,1.0,,,,,,,
373,Christian,5,-0.69,Christian Roberto Alves Cardoso,,4,283,3.9,1.9,CRU,3,6.59,104502,christian,Christian,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,True,1.0,4.0,6.0,1.0,3.0,,,,,1.0,,,1.0,,,,,,,
374,Camilo,5,-0.15,Camilo Reijers de Oliveira,,4,284,2.04,1.2,GRE,5,3.79,104519,camilo,Camilo,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,True,,7.0,8.0,2.0,1.0,,,,,,,,,,,,,,,
375,Igor Jesus,5,-1.71,Igor Jesus Maciel da Cruz,,5,263,7.84,2.3,BOT,5,13.04,104528,igor-jesus,I. Jesus,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,True,,1.0,5.0,8.0,11.0,,,,,7.0,2.0,1.0,,,,1.0,,,,
376,Fabrício,5,0.0,Fabrício Oliveira de Souza,,1,280,0.0,0.0,RBB,0,2.0,104588,fabricio,Fabrício,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
377,Matheus Bianqui,5,0.0,Matheus Henrique Bianqui,,4,2305,0.0,0.0,MIR,0,5.0,104640,matheus-bianqui,M. Bianqui,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
378,Moisés,5,0.0,Moisés Vieira da Veiga,,5,356,3.53,0.0,FOR,3,11.49,104666,moises,Moisés,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,False,1.0,2.0,1.0,3.0,1.0,,,,,1.0,,2.0,1.0,,,,,,,
379,Newton,5,0.0,Newton Araújo da Costa Júnior,,4,263,0.6,0.0,BOT,2,3.14,104693,newton,Newton,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,False,,1.0,1.0,,,,,,,,,,,,,,,,,
380,Juan Vojvoda,5,-0.39,Juan Pablo Vojvoda Rizzo,,6,356,5.19,3.62,FOR,5,10.35,104754,juan-vojvoda,J. Vojvoda,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,True,,,,,,,,,,,,,,1.0,,,,,,
381,Enzo Díaz,5,0.01,Enzo Hernán Díaz,,2,276,4.4,3.1,SAO,5,7.89,104758,enzo-diaz,E. Díaz,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,True,2.0,9.0,6.0,3.0,2.0,2.0,,,,,,1.0,,,,,,,1.0,
382,Leo Godoy,5,-0.26,Leonardo Ezequiel Godoy,,2,277,4.0,2.7,SAN,3,5.38,104759,leo-godoy,L. Godoy,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,True,1.0,5.0,5.0,,4.0,1.0,,,,,,,,,,,,,,
383,Acevedo,5,1.52,Nicolás Brian Acevedo Tabárez,,4,265,3.2,6.4,BAH,2,5.61,104783,acevedo,Acevedo,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,True,,4.0,2.0,,2.0,,,,,,,,,,,,,,,
384,Arezo,5,0.0,Douglas Matías Arezo Martínez,,5,284,5.3,0.0,GRE,3,6.65,104849,arezo,Arezo,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,False,1.0,,1.0,1.0,,,,,,3.0,1.0,2.0,1.0,,,,,,,
385,Jorge Meurer,5,0.0,Jorge Meurer Bartholdy,,1,284,0.0,0.0,GRE,0,2.0,104933,jorge-meurer,J. Meurer,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
386,Wagner Leonardo,5,-1.08,Wagner Leonardo Calvelo de Souza,,3,284,1.78,-0.3,GRE,5,5.77,104994,wagner-leonardo,W. Leonardo,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,True,1.0,8.0,7.0,,,,,,,,,,,,,,,,,
387,João Marcelo,5,0.0,João Marcelo Messias Ferreira,,3,283,0.0,0.0,CRU,0,7.0,105047,joao-marcelo,J. Marcelo,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
388,Fabrício Daniel,5,-0.03,Fabrício Daniel de Souza,,5,2305,1.05,2.2,MIR,4,3.57,105171,fabricio-daniel,F. Daniel,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,True,,,3.0,3.0,3.0,,,,,1.0,,,,,,,,,,
389,Sant'Anna,5,2.53,Ariel Agustín Sant'Anna Quintero,,2,280,7.7,7.7,RBB,1,6.53,105213,sant-anna,Sant'Anna,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,True,,,1.0,,,1.0,,,,,,,,,,1.0,,,,
390,Santiago Rodríguez,5,0.0,Santiago Mariano Rodríguez Molina,,4,263,2.4,0.0,BOT,3,5.96,105214,santiago-rodriguez,S. Rodríguez,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,False,,2.0,1.0,2.0,1.0,,,,,2.0,,,,,,,,,,
391,Gastón Ávila,5,0.0,Gastón Luciano Ávila,,3,356,0.0,0.0,FOR,0,7.0,105258,gaston-avila,G. Ávila,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
392,Ferraresi,5,-0.73,Nahuel Adolfo Ferraresi Hernández,,3,276,3.97,-0.3,SAO,3,7.31,105300,ferraresi,Ferraresi,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,True,,4.0,2.0,,3.0,1.0,,,,,,,,,,,,,,
393,Lucas Lima,5,-0.28,Lucas Eduardo Lima da Silva,,4,354,0.25,0.0,CEA,2,3.17,105337,lucas-lima,L. Lima,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,True,,,,,1.0,,,,,,,,,,,,,,,
394,Gabriel Xavier,5,0.0,Gabriel Lheman Xavier - Lhman,,3,265,-0.1,0.0,BAH,1,5.69,105373,gabriel-xavier,G. Xavier,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,False,1.0,1.0,2.0,,,,,,,,,,,,,,,,,
395,Matheus Bidu,5,0.0,Matheus Lima Beltrão Oliveira Valin,,2,264,5.45,0.0,COR,2,8.35,105531,matheus-bidu,M. Bidu,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,False,,4.0,2.0,,1.0,1.0,,,,,,,,,,,,,,
396,Davó,5,0.0,Matheus Alvarenga de Oliveira,,5,2305,4.3,0.0,MIR,2,4.46,105533,davo,Davó,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,False,,1.0,,2.0,1.0,,,,,,,,1.0,,,,,,,
397,Lucero,5,-1.32,Juan Martín Lucero,,5,356,2.04,-1.6,FOR,5,7.66,105568,lucero,Lucero,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,True,,3.0,3.0,,3.0,,,,,1.0,1.0,1.0,,,,,1.0,,,
