,atletas.apelido_abreviado,atletas.preco_num,atletas.status_id,atletas.foto,atletas.apelido,atletas.rodada_id,atletas.posicao_id,atletas.slug,atletas.clube.id.full.name,atletas.variacao_num,atletas.atleta_id,atletas.clube_id,atletas.pontos_num,atletas.media_num,atletas.jogos_num,atletas.entrou_em_campo,atletas.nome,CA,DS,FC,FD,FS,SG,FF,A,G,I,PC,V,FT,DE,DP,GS,CV,PS,PP,GC
266,Alesson,5.44,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,Alesson,20,5,alesson,MIR,-0.01,97321,2305,1.5,3.24,7,True,Alesson dos Santos Batista,,4.0,8.0,,3.0,,,2.0,1.0,4.0,,,,,,,,,,
267,R. Ceni,9.15,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,Rogério Ceni,20,6,rogerio-ceni,BAH,0.09,97341,265,5.01,5.55,18,True,Rogério Mücke Ceni,,,,,,,,,,,,9.0,,,,,,,,
268,J. Victor,2.64,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,João Victor,20,3,joao-victor,MIR,0.0,97460,2305,0.0,2.15,15,False,João Victor Carroll Santana,3.0,10.0,13.0,1.0,7.0,3.0,3.0,1.0,,1.0,,,,,,,1.0,,,
269,Marçal,10.39,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,Marçal,20,2,marcal,BOT,-1.07,97468,263,6.8,9.33,4,True,Fernando Marçal de Oliveira,2.0,5.0,5.0,,1.0,3.0,1.0,,2.0,,,,,,,,,,,
270,F. Torres,6.3,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,Félix Torres,20,3,felix-torres,COR,0.0,97642,264,0.0,3.62,8,False,Félix Eduardo Torres Caicedo,1.0,11.0,12.0,,1.0,3.0,2.0,,,,,,,,,,,,,
271,T. Couto,3.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Thiago Couto,20,1,thiago-couto,VIT,0.0,97645,287,0.0,0.0,0,False,Thiago Couto Wenceslau,,,,,,,,,,,,,,,,,,,,
272,Murilo,8.76,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,Murilo,20,3,murilo,PAL,1.04,97653,275,7.8,3.82,5,True,Murilo Cerqueira Paim,4.0,4.0,8.0,1.0,1.0,2.0,1.0,,1.0,,1.0,,,,,,,,,
273,Erick,6.57,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Erick,20,5,erick,VIT,-0.9,97810,287,2.6,4.6,14,True,Erick de Arruda Serafim,4.0,8.0,10.0,5.0,33.0,,10.0,2.0,2.0,,,,1.0,,,,,,,
274,L. Ortiz,7.52,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Léo Ortiz,20,3,leo-ortiz,FLA,0.03,97867,262,2.3,5.75,18,True,Leonardo Rech Ortiz,2.0,17.0,14.0,3.0,2.0,10.0,7.0,2.0,1.0,1.0,,,2.0,,,,,,,
275,Iago,5.4,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,Iago,20,2,iago,BAH,0.0,97868,265,0.0,3.18,6,False,Iago Amaral Borduchi,,4.0,2.0,1.0,2.0,2.0,2.0,,,1.0,,,,,,,,,,
276,M. Bahia,7.98,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,Matheus Bahia,20,2,matheus-bahia,CEA,0.0,97899,354,0.0,5.25,12,False,Matheus Bahia Santos,3.0,19.0,10.0,2.0,13.0,5.0,2.0,1.0,,,,,,,,,,,,
277,Vitão,7.26,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Vitão,20,3,vitao,INT,0.0,97900,285,0.0,3.38,13,False,Vitor Eduardo da Silva Matos,3.0,16.0,8.0,1.0,1.0,4.0,2.0,1.0,,,,,,,,,,,,1.0
278,Erick,8.32,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,Erick,20,4,erick,BAH,0.0,98022,265,0.0,3.53,8,False,Erick Luis Conrado de Carvalho,3.0,14.0,12.0,,3.0,,2.0,,1.0,2.0,,,1.0,,,,,,,
279,P. Raul,7.52,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,Pedro Raul,20,5,pedro-raul,CEA,-0.57,98225,354,0.3,3.68,16,True,Pedro Raul Garay da Silva,3.0,4.0,29.0,11.0,20.0,,17.0,,3.0,23.0,,,2.0,,,,,,,
280,Bastos,11.0,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,Bastos,20,3,bastos,BOT,0.0,98280,263,0.0,0.0,0,False,Bartolomeu Jacinto Quissanga,,,,,,,,,,,,,,,,,,,,
281,V. Soares,3.0,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Val Soares,20,4,val-soares,VIT,0.0,98306,287,0.0,0.0,0,False,Valdemir de Oliveira Soares,,,,,,,,,,,,,,,,,,,,
282,Negueba,5.51,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,Negueba,20,5,negueba,MIR,1.01,98384,2305,9.3,3.82,14,True,Luiz Henrique Soares Firmino,2.0,10.0,9.0,2.0,26.0,,5.0,,3.0,2.0,,,,,,,,,,
283,Kanu,4.58,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,Kanu,20,3,kanu,BAH,0.0,98484,265,0.0,2.85,2,False,Victor Hugo Soares dos Santos,,4.0,1.0,,,,,,,,,,,,,,,,,
284,J. Lucas,6.03,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,Jean Lucas,20,4,jean-lucas,BAH,0.05,98517,265,1.7,3.87,16,True,Jean Lucas de Souza Oliveira,2.0,24.0,18.0,3.0,17.0,,8.0,,2.0,1.0,1.0,,1.0,,,,1.0,,,
285,Kuscevic,6.58,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Kuscevic,20,3,kuscevic,FOR,0.0,98619,356,0.0,4.0,15,False,Benjamín Kuščević Jaramillo,1.0,22.0,13.0,,3.0,4.0,3.0,,1.0,,,,,,,,,,,
286,Savarino,9.7,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,Savarino,20,4,savarino,BOT,-0.62,98672,263,2.4,4.46,13,True,Jefferson David Savarino Quintero,1.0,5.0,7.0,10.0,8.0,,11.0,2.0,2.0,2.0,,,1.0,,,,,,,
287,Angileri,4.38,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,Angileri,20,2,angileri,COR,0.0,98720,264,0.0,2.47,13,False,Fabrizio Germán Angileri - Fabricio,3.0,13.0,8.0,1.0,3.0,2.0,3.0,,,1.0,,,1.0,,,,,,,
288,S. Lino,14.91,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Samuel Lino,20,5,samuel-lino,FLA,-2.51,98873,262,0.8,6.2,3,True,Samuel Dias Lino,,4.0,2.0,1.0,3.0,,7.0,1.0,,1.0,,,,,,,,,,
289,Cuello,7.12,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,Cuello,20,5,cuello,CAM,-1.74,98909,282,-2.0,3.84,13,True,Tomás Esteban Cuello,3.0,10.0,16.0,9.0,19.0,,13.0,1.0,1.0,,1.0,,1.0,,,,1.0,,,
290,Viña,8.79,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Viña,20,2,vina,FLA,0.0,98974,262,0.0,4.02,4,False,Matías Nicolás Viña Susperreguy,1.0,2.0,3.0,,,3.0,,,,,,,,,,,,,,
291,Lourenço,5.01,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,Lourenço,20,4,lourenco,CEA,-1.42,99032,354,3.9,3.24,15,True,João Paulo Ferreira Lourenço,,19.0,16.0,4.0,11.0,,2.0,1.0,1.0,,,,,,,,,,,
292,L. Braga,5.21,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Lucas Braga,20,5,lucas-braga,VIT,-0.53,99119,287,2.9,2.36,13,True,Lucas Braga Ribeiro,1.0,9.0,12.0,2.0,19.0,,3.0,,1.0,3.0,,,,,,,,,,
293,Vegetti,15.9,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,Vegetti,20,5,vegetti,VAS,0.0,99198,267,0.0,7.63,15,False,Pablo Vegetti,2.0,7.0,18.0,5.0,18.0,,21.0,1.0,9.0,4.0,,,2.0,,,,,,,1.0
294,P. Rodríguez,6.02,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,Puma Rodríguez,20,2,puma-rodriguez,VAS,1.14,99213,267,8.0,3.69,8,True,José Luis Rodríguez Bebanz,,4.0,4.0,,1.0,1.0,4.0,1.0,1.0,,,,1.0,,,,,,,
295,I. Ramírez,2.89,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,Ignacio Ramírez,20,5,ignacio-ramirez,SPT,0.0,99221,292,0.0,1.3,4,False,Juan Ignacio Ramírez Polero,,,2.0,2.0,2.0,,3.0,,,,,,,,,,,,,
296,D. Cruz,7.88,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,De la Cruz,20,4,de-la-cruz,FLA,-0.33,99228,262,0.8,2.1,10,True,Diego Nicolás de la Cruz Arcosa,3.0,9.0,11.0,3.0,19.0,,1.0,,,,,,,,,,,,,
297,Bareiro,5.15,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Bareiro,20,5,bareiro,FOR,-0.36,99248,356,1.7,1.0,4,True,Adam Fernando Bareiro Gamarra,1.0,1.0,4.0,2.0,3.0,,1.0,,,,,,,,,,,,,
298,Pochettino,12.16,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Pochettino,20,4,pochettino,FOR,0.0,99267,356,0.0,6.14,9,False,Tomás Pochettino,,15.0,4.0,6.0,5.0,,8.0,2.0,1.0,1.0,,,,,,,,,,
299,A. Barboza,9.79,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,Alexander Barboza,20,3,alexander-barboza,BOT,-0.29,99274,263,0.5,5.56,11,True,Alexander Nahuel Barboza Ullúa,6.0,24.0,19.0,2.0,1.0,6.0,5.0,,,,,,,,,,,,,
300,Dinenno,4.68,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Dinenno,20,5,dinenno,SAO,-0.56,99316,276,1.3,0.55,4,True,Juan Ignacio Dinenno de Cara,1.0,1.0,3.0,,2.0,,2.0,,,,,,,,,,,,,
301,Michael,8.08,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Michael,20,5,michael,FLA,0.0,99392,262,0.0,3.89,10,False,Michael Richard Delgado de Oliveira,,7.0,1.0,2.0,2.0,,3.0,3.0,1.0,1.0,,,,,,,,,,
302,Baralhas,7.24,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Baralhas,20,4,baralhas,VIT,0.0,99440,287,0.0,3.72,15,False,Gabriel Baralhas dos Santos,4.0,25.0,23.0,2.0,9.0,,9.0,1.0,1.0,,1.0,,1.0,,,,,,,
303,Rossi,9.71,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Rossi,20,1,rossi,FLA,-0.06,99552,262,4.2,6.21,19,True,Agustín Daniel Rossi,1.0,,,,4.0,11.0,,,,,,,,44.0,2.0,9.0,,,,
304,Paulinho,5.0,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,Paulinho,20,5,paulinho,PAL,0.0,99818,275,0.0,1.03,7,False,Paulo Henrique Sampaio Filho,,2.0,1.0,1.0,2.0,,3.0,,,1.0,,,,,,,,,,
305,A. Franco,5.8,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Alan Franco,20,3,alan-franco,SAO,-0.46,99889,276,2.2,2.29,14,True,Alan Javier Franco,4.0,12.0,15.0,,5.0,4.0,,,,1.0,,,,,,,,,,
306,I. Gomes,5.24,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,Igor Gomes,20,4,igor-gomes,CAM,-0.13,100084,282,0.0,2.99,16,True,Igor Silveira Gomes,,9.0,9.0,2.0,5.0,,4.0,1.0,3.0,1.0,,,,,,,,,,
307,P. Augusto,1.79,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,Pedro Augusto,20,4,pedro-augusto,SPT,0.23,100085,292,1.5,0.63,6,True,Pedro Augusto Borges da Costa,1.0,5.0,5.0,,2.0,,1.0,,,,,,,,,,1.0,,,
308,Y. Alberto,11.44,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,Yuri Alberto,20,5,yuri-alberto,COR,0.0,100652,264,0.0,5.24,13,False,Yuri Alberto Monteiro da Silva,2.0,1.0,13.0,7.0,12.0,,17.0,1.0,5.0,3.0,,,,,,,,,,
309,Fernando,5.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Fernando,20,5,fernando,RBB,0.0,100695,280,0.0,0.0,0,False,Fernando dos Santos Pedro,,,,,,,,,,,,,,,,,,,,
310,M. Henrique,5.45,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,Matheus Henrique,20,4,matheus-henrique,CRU,-0.35,100742,283,0.0,0.52,6,True,Matheus Henrique de Souza,1.0,2.0,3.0,,4.0,,,,,,,,,,,,,,,
311,Brenno,4.83,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Brenno,20,1,brenno,FOR,0.0,100830,356,0.0,0.8,1,False,Brenno Oliveira Fraga Costa,,,,,1.0,,,,,,,,,1.0,,1.0,1.0,,,
312,L. Esteves,4.65,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Lucas Esteves,20,2,lucas-esteves,GRE,0.0,100846,284,0.0,1.83,6,False,Lucas Esteves de Souza,1.0,7.0,7.0,1.0,2.0,,3.0,,,,1.0,,,,,,,,,
313,L. Cândido,7.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Luan Cândido,20,2,luan-candido,GRE,0.0,100848,284,0.0,0.0,0,False,Luan Cândido de Almeida,,,,,,,,,,,,,,,,,,,,
314,Vitinho,9.45,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,Vitinho,20,2,vitinho,BOT,-1.18,100898,263,0.0,6.21,17,True,Victor Alexander da Silva,1.0,30.0,12.0,1.0,6.0,10.0,4.0,,1.0,2.0,,,,,,,,,,
315,R. Lopes,4.24,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Ronald Lopes,20,4,ronald-lopes,VIT,0.0,100969,287,0.0,2.66,17,False,Ronald dos Santos Lopes,3.0,21.0,21.0,3.0,14.0,,3.0,2.0,,2.0,,,,,,,,,,
316,Nonato,5.81,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Nonato,20,4,nonato,FLU,0.0,100987,266,0.0,2.62,11,False,Gustavo Nonato Santana,3.0,12.0,10.0,1.0,12.0,,2.0,,1.0,,,,,,,,,,,
317,J. Santos,6.29,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,Júnior Santos,20,5,junior-santos,CAM,-0.05,101002,282,0.7,2.2,13,True,José Antonio dos Santos Júnior,1.0,3.0,3.0,2.0,9.0,,4.0,,2.0,2.0,,,,,,,,,,
318,Diego,10.52,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,Diego,20,2,diego,CEA,1.02,101027,354,10.2,5.78,17,True,Jackson Diego Ibraim Fagundes - Ibrahim,2.0,25.0,15.0,1.0,44.0,6.0,5.0,2.0,,,,,,,,,,,,
319,Ferreira,8.83,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Ferreira,20,5,ferreira,SAO,-0.35,101290,276,1.4,5.21,14,True,Aldemir dos Santos Ferreira,3.0,10.0,7.0,3.0,22.0,,8.0,2.0,4.0,1.0,,,,,,,,,,
320,Ademir,6.14,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,Ademir,20,5,ademir,BAH,-0.01,101314,265,6.3,3.94,15,True,Ademir da Silva Santos Júnior,2.0,22.0,15.0,7.0,25.0,,9.0,1.0,,4.0,,,,,,,,,,
321,Guga,7.93,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Guga,20,2,guga,FLU,0.0,101319,266,0.0,5.49,9,False,Cláudio Rodrigues Gomes,1.0,15.0,4.0,,9.0,2.0,2.0,1.0,1.0,,,,,,,,,,,
322,M. Pitaluga,3.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Marcelo Pitaluga,20,1,marcelo-pitaluga,FLU,0.0,101478,266,0.0,0.0,0,False,Marcelo de Araújo Pitaluga Filho,,,,,,,,,,,,,,,,,,,,
323,Pepê,5.58,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Pepê,20,4,pepe,VIT,0.63,101573,287,8.6,2.11,10,True,João Pedro Vilardi Pinto,2.0,15.0,17.0,1.0,15.0,,,,,,,,,,,,1.0,,,
324,H. Souza,7.83,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,Hugo Souza,20,1,hugo-souza,COR,0.2,101574,264,1.9,3.45,15,True,Hugo de Souza Nogueira,1.0,,,,,5.0,,,,,,,,36.0,,19.0,,,,
325,H. Moura,4.73,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,Hugo Moura,20,4,hugo-moura,VAS,-1.17,101594,267,-1.3,2.42,16,True,Hugo Moura Arruda da Silva,4.0,23.0,26.0,5.0,8.0,,5.0,1.0,,,,,,,,,,,,1.0
326,Ramon,5.43,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Ramon,20,2,ramon,VIT,-0.35,101597,287,0.5,2.77,7,True,Ramon Ramos Lima,2.0,9.0,6.0,1.0,4.0,1.0,2.0,,,1.0,,,,,,,,,,
327,Peixoto,3.54,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Peixoto,20,4,peixoto,JUV,0.0,101651,286,0.0,2.0,2,False,Daniel Nascimento Peixoto dos Santos,,2.0,,,2.0,,,,,,,,,,,,,,,
328,F. Jonatan,5.24,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,Felipe Jonatan,20,2,felipe-jonatan,MIR,0.0,101708,2305,0.0,-0.6,1,False,Felipe Jonatan Rocha Andrade,,,2.0,,,,,,,,,,,,,,,,,
329,Matheuzinho,9.3,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,Matheuzinho,20,2,matheuzinho,COR,-2.44,101727,264,-1.2,5.34,16,True,Matheus França Silva,6.0,36.0,13.0,1.0,10.0,5.0,4.0,,1.0,1.0,1.0,,,,,,,,,
330,Claudinho,4.89,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Claudinho,20,2,claudinho,VIT,0.0,101752,287,0.0,2.14,12,False,Claudio Coelho Salvático,5.0,11.0,10.0,1.0,7.0,2.0,3.0,,,,,,,,,,,,,
331,J. David,3.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,Jean David,20,4,jean-david,VAS,0.0,101768,267,0.0,0.0,0,False,Jean David Meneses Villarroel,,,,,,,,,,,,,,,,,,,,
332,W. Machado,5.72,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,Willian Machado,20,3,willian-machado,CEA,0.75,101908,354,6.7,3.84,17,True,Willian Estefani Machado,1.0,16.0,7.0,5.0,8.0,6.0,3.0,,,,1.0,,1.0,,,,,,,
333,Vitinho,4.59,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Vitinho,20,5,vitinho,INT,-0.37,101960,285,0.3,1.88,11,True,Vitor Hugo Naum dos Santos,3.0,12.0,15.0,1.0,12.0,,4.0,,,3.0,,,,,,,,,,
334,Brítez,4.06,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Brítez,20,3,britez,FOR,-1.07,101995,356,-1.1,-0.1,4,True,Emanuel Fermín Brítez,3.0,2.0,8.0,,4.0,,,,,,,,,,,,,,,
335,Piquerez,12.49,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,Piquerez,20,2,piquerez,PAL,0.36,102130,275,9.5,6.31,17,True,Joaquín Piquerez Moreira,2.0,23.0,6.0,3.0,8.0,7.0,11.0,1.0,3.0,,,,,,,,,,1.0,
336,V. Eudes,2.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Vitor Eudes,20,1,vitor-eudes,FLU,0.0,102137,266,0.0,0.0,0,False,Vitor Eudes de Souza Costa,,,,,,,,,,,,,,,,,,,,
337,L. Halter,3.85,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Lucas Halter,20,3,lucas-halter,VIT,-0.11,102253,287,1.9,2.47,18,True,Lucas Halter,5.0,16.0,12.0,2.0,5.0,2.0,4.0,,1.0,1.0,,,1.0,,,,,,,
338,Rollheiser,5.62,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,Rollheiser,20,4,rollheiser,SAN,-0.19,102256,277,0.0,1.92,18,True,Benjamín Rollheiser,4.0,10.0,16.0,2.0,16.0,,9.0,1.0,,1.0,,,2.0,,,,,,,
339,C. Paulista,6.35,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,Caio Paulista,20,2,caio-paulista,CAM,0.0,102318,282,0.0,3.5,7,False,Caio Fernando de Oliveira,1.0,5.0,4.0,1.0,3.0,3.0,2.0,,,1.0,,,,,,,,,,
340,Cacá,6.2,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,Cacá,20,3,caca,COR,0.0,102340,264,0.0,4.1,13,False,Carlos de Menezes Júnior,3.0,11.0,13.0,1.0,12.0,4.0,2.0,,2.0,,1.0,,,,,,,,,
341,Mastriani,4.2,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,Mastriani,20,5,mastriani,BOT,0.0,102561,263,0.0,0.84,7,False,Gonzalo Mathías Mastriani Borges,1.0,2.0,4.0,1.0,2.0,,4.0,,,3.0,,,,,,,,,,
342,L. Vinícius,3.72,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Luan Vinícius,20,4,luan-vinicius,SAO,-0.04,102909,276,2.2,0.78,4,True,Luan Vinícius da Silva Santos,,2.0,4.0,,1.0,,1.0,,,,,,,,,,,,,
