,atletas.apelido_abreviado,atletas.foto,atletas.pontos_num,atletas.jogos_num,atletas.variacao_num,atletas.rodada_id,atletas.status_id,atletas.preco_num,atletas.atleta_id,atletas.clube.id.full.name,atletas.entrou_em_campo,atletas.slug,atletas.clube_id,atletas.apelido,atletas.nome,atletas.media_num,atletas.posicao_id,A,CA,DS,FC,FD,FF,FS,G,I,SG,FT,PS,DE,GS,CV,V,PP,DP,PC,GC
460,Plata,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,1.5,21,-1.32,29,6,6.73,109096,FLA,True,plata,262,Plata,Gonzalo Jordy Plata Jiménez,4.04,5,1.0,,24.0,17.0,6.0,5.0,12.0,4.0,2.0,,,,,,,,,,,
461,K. Saverio,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0.0,0,0.0,29,6,5.0,109138,VIT,False,kike-saverio,287,Kike Saverio,Javier Enrique Delgado Saverio,0.0,5,,,,,,,,,,,,,,,,,,,,
462,E. Pulga,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,0.0,16,0.0,29,5,8.61,109401,BAH,False,erick-pulga,265,Erick Pulga,Erick da Costa Farias,6.08,5,3.0,3.0,24.0,12.0,5.0,19.0,32.0,2.0,3.0,,,,,,,,,,,
463,Weverson,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,0.0,3,0.0,29,6,2.29,109426,FOR,False,weverson,356,Weverson,Weverson Moreira da Costa,0.43,2,,,1.0,5.0,,1.0,1.0,,,,,,,,,,,,,
464,Martinelli,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,2.3,24,-0.22,29,7,6.39,109573,FLU,True,martinelli,266,Martinelli,Matheus Martinelli Lima,2.8,4,2.0,4.0,27.0,35.0,2.0,5.0,30.0,1.0,1.0,,1.0,,,,,,,,1.0,
465,Batalla,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,0.0,21,0.0,29,6,6.5,109899,JUV,False,batalla,286,Batalla,Emerson Geovanny Batalla Martínez - Enmerson,4.01,5,1.0,4.0,17.0,15.0,8.0,8.0,29.0,4.0,1.0,,,,,,,,,,,
466,Monsalve,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,0.0,8,0.0,29,6,3.55,109966,GRE,False,monsalve,284,Monsalve,Miguel Ángel Monsalve Gonzáles - González,1.41,4,1.0,2.0,3.0,9.0,1.0,1.0,9.0,,,,,,,,,,,,,
467,J. Neto,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0.0,0,0.0,29,6,1.0,110062,RBB,False,joao-neto,280,João Neto,João Roberto Rota Neto,0.0,4,,,,,,,,,,,,,,,,,,,,
468,J. Martínez,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,0.0,18,0.0,29,6,4.02,110311,COR,False,jose-martinez,264,José Martínez,José Andrés Martínez Torres,2.2,4,1.0,8.0,19.0,14.0,2.0,5.0,26.0,,1.0,,,,,,,,,,1.0,
469,Bernabéi,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,14.1,21,1.36,29,7,13.98,110426,INT,True,bernabei,285,Bernabéi,Alexandro Ezequiel Bernabéi,5.84,2,4.0,5.0,51.0,40.0,6.0,10.0,20.0,,1.0,4.0,,1.0,,,1.0,,,,,
470,A. Ferreira,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,5.64,27,-0.7,29,7,12.37,110506,PAL,True,abel-ferreira,275,Abel Ferreira,Abel Fernando Moreira Ferreira,6.76,6,,,,,,,,,,,,,,,,18.0,,,,
471,Aguirre,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,7.4,25,0.45,29,7,8.39,110510,INT,True,aguirre,285,Aguirre,Braian Aguirre Nahuel,4.83,2,,4.0,55.0,35.0,2.0,5.0,3.0,1.0,3.0,6.0,2.0,1.0,,,,,,,,
472,Y. Guzmán,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,0.0,4,0.0,29,6,4.07,110542,FOR,False,yeison-guzman,356,Yeison Guzmán,Yeison Estiven Guzmán Gómez,1.47,4,,,3.0,2.0,,,4.0,,,,,,,,,,,,,
473,A. Hurtado,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,2.6,22,-0.14,29,7,6.74,110715,RBB,True,andres-hurtado,280,Andrés Hurtado,José Andrés Hurtado Cheme,3.86,2,,2.0,31.0,23.0,1.0,5.0,5.0,1.0,,7.0,,,,,1.0,,,,,
474,G. Marques,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,1.0,7,-0.13,29,6,3.92,110750,RBB,True,gustavo-marques,280,Gustavo Marques,Gustavo Marques Alves dos Santos,1.63,3,,,4.0,4.0,1.0,3.0,8.0,,,,,,,,,,,,1.0,
475,J. Kennedy,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,2.7,8,0.19,29,6,6.38,110759,FLU,True,john-kennedy,266,John Kennedy,John Kennedy Batista de Souza,2.67,5,1.0,1.0,1.0,4.0,3.0,2.0,8.0,1.0,2.0,,,,,,,,,,,
476,Biel,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,1.8,11,-0.19,29,7,6.06,110760,CAM,True,biel,282,Biel,Gabriel Teixeira Aragão,2.41,5,1.0,1.0,7.0,4.0,3.0,7.0,8.0,,,,,,,,,,,,,
477,G. Lopes,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0.0,9,0.0,29,6,6.37,110909,RBB,False,guilherme-lopes,280,Guilherme Lopes,Guilherme Lopes de Almeida,3.82,2,1.0,2.0,10.0,6.0,,2.0,3.0,1.0,,2.0,,,,,,,,,,1.0
478,R. Santos,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,1.7,6,0.09,29,7,1.93,111156,FOR,True,rodrigo-santos,356,Rodrigo Santos,Rodrigo Oliveira dos Santos,1.37,4,,1.0,5.0,6.0,1.0,1.0,3.0,,,,,,,,,,,,,
479,A. Vinicius,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0.1,3,-0.4,29,7,2.84,111246,RBB,True,alix-vinicius,280,Alix Vinicius,Alix Vinicius de Souza Sampaio,0.03,3,,,,3.0,,,2.0,,,,,,,,,,,,,
480,G. Martins,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,2.8,12,-0.43,29,7,8.2,111309,GRE,True,gustavo-martins,284,Gustavo Martins,Gustavo Martins de Souza Santos,4.37,3,,2.0,18.0,15.0,5.0,3.0,1.0,1.0,1.0,3.0,,,,,,,,,,
481,L. Mandaca,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,0.0,24,0.0,29,3,6.72,111407,JUV,False,luis-mandaca,286,Luis Mandaca,Luis Gustavo da Silva Machado Duarte,4.32,4,,2.0,41.0,40.0,8.0,15.0,38.0,2.0,2.0,,1.0,,,,1.0,,,,,
482,Renzo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0.0,0,0.0,29,6,3.0,111465,SPT,False,renzo,292,Renzo,Renzo Azevedo Pimentel de Moura,0.0,3,,,,,,,,,,,,,,,,,,,,
483,V. Gabriel,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,0.0,12,0.0,29,6,9.15,111466,INT,False,victor-gabriel,285,Victor Gabriel,Victor Gabriel da Conceição Ribeiro,5.1,3,,1.0,21.0,17.0,1.0,2.0,4.0,2.0,,3.0,,,,,,,,,,
484,G. Átila,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,0.0,0,0.0,29,6,1.0,111582,CAM,False,gabriel-atila,282,Gabriel Átila,Gabriel Átila Cardoso da Silva,0.0,1,,,,,,,,,,,,,,,,,,,,
485,Micael,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,0.0,11,0.0,29,6,6.42,111594,PAL,False,micael,275,Micael,Micael dos Santos Silva,3.3,3,1.0,3.0,13.0,18.0,1.0,,2.0,,,3.0,1.0,,,,,,,,,
486,Adson,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0.0,9,0.0,29,5,3.01,111682,VAS,False,adson,267,Adson,Adson Ferreira Soares,0.85,4,,,3.0,1.0,2.0,,2.0,,,,,,,,,,,,,
487,Anthoni,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,0.0,17,0.0,29,6,3.72,111683,INT,False,anthoni,285,Anthoni,Anthoni Spier Souza,1.7,1,,,,,,,2.0,,,3.0,,,30.0,26.0,,,,,,
488,M. Cunha,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0.0,0,0.0,29,6,5.0,111690,FLA,False,matheus-cunha,262,Matheus Cunha,Matheus Cunha Queiroz,0.0,1,,,,,,,,,,,,,,,,,,,,
489,R. Guilherme,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,0.0,1,0.0,29,6,4.43,111757,CRU,False,ryan-guilherme,283,Ryan Guilherme,Ryan Guilherme da Silva Pae,4.5,4,,,3.0,,,,,,,,,,,,,,,,,
490,Fabinho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0.0,22,0.0,29,6,2.94,111760,RBB,False,fabinho,280,Fabinho,Fábio Silva de Freitas,1.67,4,1.0,3.0,19.0,21.0,2.0,5.0,12.0,,,,,,,,,,,,,
491,Kayky,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,5.0,22,0.63,29,6,3.92,111829,BAH,True,kayky,265,Kayky,Kayky da Silva Chagas,2.28,5,2.0,2.0,15.0,8.0,5.0,2.0,9.0,1.0,1.0,,,2.0,,,,,,,,
492,M. Martins,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,0.0,13,-0.36,29,7,5.11,111831,BOT,True,matheus-martins,263,Matheus Martins,Matheus Martins Silva dos Santos,2.59,5,,2.0,7.0,8.0,8.0,3.0,15.0,1.0,,,,,,,,,,,,
493,Jefté,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,0.0,4,0.0,29,6,5.92,111832,PAL,False,jefte,275,Jefté,Jefté Vital da Silva Dias,3.05,2,1.0,,1.0,2.0,,1.0,1.0,,,1.0,,,,,,,,,,
494,R. López,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,1.4,14,-0.11,29,7,4.8,111951,VIT,True,renzo-lopez,287,Renzo López,Renzo López Patrón,2.0,5,,4.0,7.0,12.0,4.0,4.0,11.0,1.0,3.0,,1.0,1.0,,,,,,,,
495,G. Grando,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,4.3,5,-0.29,29,7,7.78,112616,GRE,True,gabriel-grando,284,Gabriel Grando,Gabriel Hamester Grando,5.62,1,,,,,,,3.0,,,1.0,,,22.0,7.0,1.0,,,,,
496,K. Bruno,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,0.0,26,0.0,29,3,10.64,112709,CRU,False,kaiki-bruno,283,Kaiki Bruno,Kaiki Bruno da Silva,7.64,2,3.0,9.0,74.0,49.0,7.0,14.0,27.0,1.0,,11.0,,,,,,,,,,
497,R. Sosa,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,2.7,15,0.25,29,6,6.36,112863,PAL,True,ramon-sosa,275,Ramón Sosa,Ramón Sosa Acosta,2.89,5,2.0,,1.0,4.0,2.0,9.0,7.0,2.0,2.0,,1.0,1.0,,,,,,,,
498,A. Moreno,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,2.0,21,0.0,29,7,4.91,112869,PAL,True,anibal-moreno,275,Aníbal Moreno,Aníbal Ismael Moreno,2.88,4,1.0,5.0,36.0,15.0,2.0,6.0,7.0,,,,,,,,,,,,,
499,L. Barbosa,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0.0,25,0.0,29,3,7.88,112886,RBB,False,lucas-barbosa,280,Lucas Barbosa,Lucas Henrique Barbosa,5.02,5,2.0,6.0,50.0,43.0,11.0,16.0,30.0,2.0,6.0,,2.0,,,,1.0,,,,,
500,Sforza,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,0.0,5,0.0,29,6,3.91,112906,JUV,False,sforza,286,Sforza,Juan Sebastián Sforza,1.22,4,,,4.0,4.0,,1.0,1.0,,,,,,,,,,,,,
501,Freytes,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,-1.9,23,-1.22,29,7,3.92,113034,FLU,True,freytes,266,Freytes,Juan Pablo Freytes,2.87,3,,5.0,15.0,15.0,3.0,9.0,13.0,,1.0,7.0,1.0,1.0,,,1.0,,,,,
502,Mancuso,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,0.7,18,-0.69,29,7,7.57,113078,FOR,True,mancuso,356,Mancuso,Eros Nazareno Mancuso,4.81,2,2.0,4.0,25.0,17.0,6.0,7.0,15.0,1.0,2.0,4.0,,,,,,,,,,
503,F. López,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,6.6,25,-0.53,29,7,10.62,113103,PAL,True,flaco-lopez,275,Flaco López,José Manuel Alberto López,6.85,5,1.0,4.0,26.0,38.0,14.0,30.0,41.0,10.0,7.0,,,2.0,,,,,,,,
504,N. Mendes,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0.0,15,0.0,29,6,4.96,113157,RBB,False,nathan-mendes,280,Nathan Mendes,Nathan Gabriel de Souza Mendes,2.38,2,1.0,3.0,11.0,8.0,,1.0,16.0,,1.0,2.0,,1.0,,,,,,,,
505,Marquinhos,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,0.0,17,0.0,29,6,3.51,113158,CRU,False,marquinhos,283,Marquinhos,Marcus Vinícius Oliveira Alencar,1.25,5,,1.0,7.0,4.0,2.0,8.0,8.0,,,,,,,,,,,,,
506,P. Maia,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,1.4,17,-0.01,29,7,4.63,113359,SAO,True,pablo-maia,276,Pablo Maia,Pablo Gonçalves Maia Fortunato,1.96,4,,3.0,15.0,22.0,,3.0,16.0,1.0,,,1.0,,,,,,,,1.0,
507,C. Olivera,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,2.0,18,-0.17,29,6,8.63,113397,GRE,True,cristian-olivera,284,Cristian Olivera,Cristian Gonzalo Olivera Ibarra,4.49,5,,2.0,24.0,19.0,8.0,9.0,24.0,3.0,3.0,,,,,,,,,,,
508,Diógenes,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,0.0,1,0.0,29,6,3.3,113690,SAN,False,diogenes,277,Diógenes,Diógenes Vinícius da Silva,3.9,1,,,,,,,,,,,,,3.0,,,,,,,
509,Gamarra,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,0.0,2,0.0,29,6,4.83,114334,CRU,False,gamarra,283,Gamarra,Mateo Gamarra González,2.35,3,,,4.0,1.0,,,,,,,,,,,,,,,1.0,
510,Brahimi,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,0.0,1,0.0,29,6,4.99,114400,SAN,False,brahimi,277,Brahimi,Billal Brahimi - Bilal,1.2,5,,,,,1.0,,,,,,,,,,,,,,,
511,Sinisterra,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,0.0,4,0.0,29,5,7.75,114405,CRU,False,sinisterra,283,Sinisterra,Luis Fernando Sinisterra Lucumí,3.65,5,,,3.0,1.0,2.0,,,1.0,,,,,,,,,,,,
512,Cleiton,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0.0,2,0.0,29,6,5.96,114790,FLA,False,cleiton,262,Cleiton,Cleiton Santana dos Santos,5.85,3,,,4.0,1.0,,,2.0,,,1.0,,,,,,,,,,
513,V. Roque,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,12.9,26,-1.62,29,7,13.86,114802,PAL,True,vitor-roque,275,Vitor Roque,Vitor Hugo Roque Ferreira,8.24,5,3.0,3.0,26.0,27.0,18.0,14.0,66.0,13.0,15.0,,1.0,,,,,,,,,
514,M. França,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,1.1,6,-0.12,29,6,5.74,115100,VAS,True,matheus-franca,267,Matheus França,Matheus França de Oliveira,1.17,5,,,3.0,4.0,2.0,1.0,1.0,,,,,,,,,,,,,
515,L. Freitas,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0.0,16,0.0,29,6,3.75,115141,VAS,False,lucas-freitas,267,Lucas Freitas,Lucas de Freitas Molarinho Chagas,2.24,3,,2.0,11.0,13.0,,3.0,10.0,1.0,,2.0,,1.0,,,,,,,1.0,
516,J. Jhon,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,3.2,26,-0.68,29,7,8.11,115248,RBB,True,jhon-jhon,280,Jhon Jhon,Jhonatan dos Santos Rosa,5.24,4,4.0,8.0,21.0,28.0,9.0,11.0,46.0,7.0,2.0,,1.0,,,,,,,,,
517,M. Victor,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,0.0,7,0.0,29,6,5.87,115537,CEA,False,marcos-victor,354,Marcos Victor,Marcos Victor Ferreira da Silva,3.9,3,,,7.0,3.0,,1.0,4.0,,1.0,3.0,,,,,,,,,,
518,Rodriguinho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,0.0,4,0.0,29,6,1.58,115563,CEA,False,rodriguinho,354,Rodriguinho,Rodrigo Henrique Santos de Souza,-0.65,4,,,,3.0,,1.0,1.0,,,,,,,,1.0,,,,,
519,E. Galego,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,0.0,2,0.0,29,6,3.01,115586,JUV,False,emerson-galego,286,Emerson Galego,Emerson Mendes de Carvalho,1.25,5,,,1.0,,,,2.0,,,,,,,,,,,,,
520,M. Paulo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,5.8,12,0.9,29,7,4.03,115594,JUV,True,marcos-paulo,286,Marcos Paulo,Marcos Paulo Lima Batista Silva,2.21,2,,5.0,14.0,15.0,2.0,2.0,4.0,,,2.0,,,,,,,,,1.0,
521,G. Delfim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,0.0,1,0.0,29,6,2.55,115674,CAM,False,gabriel-delfim,282,Gabriel Delfim,Gabriel Delfim Ferreira,1.9,1,,,,,,,,,,,,,3.0,2.0,,,,,,
522,E. Araújo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0.0,12,0.0,29,6,4.75,115914,FLA,False,evertton-araujo,262,Evertton Araújo,Everton Gustavo Fernandes Araújo,2.7,4,,2.0,14.0,14.0,4.0,1.0,8.0,1.0,,,,,,,,,,,,
523,V. Hugo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,0.0,5,-0.68,29,6,3.38,116034,SAN,True,victor-hugo,277,Victor Hugo,Victor Hugo Gomes Silva,1.34,4,,,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
524,Cuiabano,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,3.4,19,0.05,29,7,9.56,116065,BOT,True,cuiabano,263,Cuiabano,Luís Eduardo Soares da Silva,5.81,2,2.0,4.0,19.0,18.0,4.0,7.0,14.0,2.0,1.0,9.0,1.0,,,,,,,,,
525,T. Beltrame,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,0.0,0,0.0,29,6,1.0,116067,GRE,False,thiago-beltrame,284,Thiago Beltrame,Thiago Beltrame Stallbaum,0.0,1,,,,,,,,,,,,,,,,,,,,
526,Hércules,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,2.2,23,-0.56,29,7,6.14,116447,FLU,True,hercules,266,Hércules,Hércules Pereira do Nascimento,3.24,4,,1.0,26.0,27.0,4.0,9.0,11.0,3.0,,,1.0,,,,,,,,,
527,Jamerson,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0.0,12,0.0,29,5,7.87,116461,VIT,False,jamerson,287,Jamerson,Jamerson Santos de Jesus,5.15,2,2.0,,20.0,8.0,5.0,6.0,7.0,,1.0,2.0,,,,,,,,,,
528,L. Gazal,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,3.0,3,0.28,29,7,4.94,116589,FOR,True,lucas-gazal,356,Lucas Gazal,Lucas Xavier Gazal,3.37,3,,2.0,3.0,5.0,1.0,3.0,1.0,,,1.0,,,,,,,,,,
529,A. Gómez,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,4.8,8,0.56,29,7,7.57,116706,VAS,True,andres-gomez,267,Andrés Gómez,Carlos Andrés Gómez Hinestroza,3.33,5,3.0,1.0,4.0,12.0,5.0,3.0,4.0,,2.0,,,,,,,,,,,
530,G. Knesowitsch,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,0.0,4,0.0,29,6,5.95,117061,MIR,False,gabriel-knesowitsch,2305,Gabriel Knesowitsch,Gabriel Knesowitsch,4.72,3,,,3.0,1.0,2.0,1.0,3.0,,,2.0,,,,,,,,,,
531,T. Borbas,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,-0.3,16,-0.07,29,2,2.3,117314,RBB,True,thiago-borbas,280,Thiago Borbas,Thiago Nicolás Borbas Silva,1.73,5,1.0,4.0,8.0,15.0,3.0,5.0,7.0,1.0,,,,,,,,,,,,
532,R. Renan,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,8.0,7,0.6,29,7,7.21,117330,VAS,True,robert-renan,267,Robert Renan,Robert Renan Alves Barbosa,3.5,3,,1.0,7.0,7.0,,2.0,1.0,,,3.0,,,,,,,,,,
533,Cipriano,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,0.0,2,0.0,29,6,1.82,117336,JUV,False,cipriano,286,Cipriano,João Luiz da Silva Cipriano,-2.3,3,,1.0,,2.0,,,,,,,,,,,1.0,,,,,
534,R. Marques,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,2.2,1,0.58,29,6,3.58,117403,MIR,True,renato-marques,2305,Renato Marques,Renato Marques de Oliveira Júnior,2.2,5,,,,,1.0,,2.0,,,,,,,,,,,,,
535,Otávio,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,0.0,0,0.0,29,6,1.0,117404,CRU,False,otavio,283,Otávio,Otávio Eleodoro Rezende Costa,0.0,1,,,,,,,,,,,,,,,,,,,,
536,Garro,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,6.7,13,0.79,29,7,13.44,117632,COR,True,garro,264,Garro,Rodrigo Garro,3.71,4,2.0,4.0,7.0,15.0,6.0,5.0,38.0,,,,2.0,,,,,,,,,
