"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","A","CA","FC","FF","FS","I","PE","RB","FD","FT","G","DD","GS","SG","CV","GC","PP","DP"
"281","Adryan Oliveira Tavares","Adryan ","https://s.glbimg.com/es/sde/f/2011/08/10/831f0216772c8719784cc6dcb86f64d9_FORMATO.jpeg",74083,14,"FLA","mei","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","Douglas Ricardo Grolli","Douglas Grolli","https://s.glbimg.com/es/sde/f/2016/05/01/85751bb6bf154f66767689168ed965aa_FORMATO.png",78407,14,"PON","zag","Provável",6.5,9.28,-0.08,4.52,6,NA,1,7,1,5,NA,7,5,NA,NA,1,NA,NA,3,NA,NA,NA,NA
"283","Fábio Gonçalves","Fabinho","https://s.glbimg.com/es/sde/f/2016/05/10/41bf16a10372662163a828bfbe7880d6_FORMATO.png",80393,14,"INT","mei","Nulo",2.4,7.36,0.06,3.09,12,NA,NA,17,2,24,2,19,24,3,NA,NA,NA,NA,NA,1,NA,NA,NA
"284","Victor Vinícius Coelho dos Santos","Vitinho","https://s.glbimg.com/es/sde/f/2016/04/30/3d3d6c56c09cbb3c5faabff10e811d39_FORMATO.png",78435,14,"INT","ata","Provável",3.6,12.23,0.28,4.63,13,2,4,23,14,27,5,48,14,4,1,4,NA,NA,NA,NA,NA,NA,NA
"285","Ezequiel Jacinto de Biasi","Ezequiel ","https://s.glbimg.com/es/sde/f/2016/07/13/bbcda37d72af6ba8a2fe9aed4dc99c23_FORMATO.png",80318,14,"CRU","lat","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","Miller Alejandro Bolaños Reasco","Miller Bolaños","https://s.glbimg.com/es/sde/f/2016/05/10/e06dcc7c5fd2af9342d95cf318b5f431_FORMATO.png",78371,14,"GRE","ata","Nulo",-1.1,5.46,-0.17,-1.48,4,NA,NA,6,NA,2,7,8,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","Oswaldo Alfredo de Lima Gonçalves","Oswaldo","https://s.glbimg.com/es/sde/f/2016/07/08/6a5e9c99f9352d4d5f9780bf0a4b7293_FORMATO.png",78422,14,"SPO","zag","Nulo",0,0.96,0,-1.55,2,NA,1,2,NA,NA,NA,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","Fábio Braga","Fábio Braga","https://s.glbimg.com/es/sde/f/2016/07/08/255edaf9c9f0cd9f9fb3d7be25c967fa_FORMATO.png",78464,14,"COR","mei","Nulo",0,2.05,0,1.23,3,NA,NA,3,NA,2,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","Maurides Roque Júnior","Maurides","https://s.glbimg.com/es/sde/f/2015/05/05/cb30d22508a590d66b9f0be9fbde0c83_FORMATO.jpeg",80403,14,"INT","ata","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","Róger Krug Guedes","Róger Guedes","https://s.glbimg.com/es/sde/f/2016/05/01/50ba5f59e410f0d4a635357cb29bcdb8_FORMATO.jpeg",89898,14,"PAL","ata","Provável",0,10.56,0,4.17,13,2,3,14,12,23,2,38,11,7,NA,3,NA,NA,NA,NA,NA,NA,NA
"291","Matheus Francisco Inácio","Matheus Inácio","https://s.glbimg.com/es/sde/f/2016/05/01/30cf7f0a43eef63c3dbb3271836e65c7_FORMATO.png",80394,14,"PON","gol","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","Renê Rodrigues Martins","Renê","https://s.glbimg.com/es/sde/f/2016/05/01/1eac9f5c4053080a4a2e6359bd545014_FORMATO.png",78445,14,"SPO","lat","Provável",3.8,11.62,-0.4,3.02,10,1,3,7,2,14,NA,45,24,NA,NA,NA,NA,NA,1,NA,1,NA,NA
"293","Bruno Edgar Silva Almeida","Bruno Ramires","https://s.glbimg.com/es/sde/f/2016/05/25/d404224a3a10f045f7b5ac26ba1630d7_FORMATO.png",89924,14,"CRU","mei","Provável",0,3.78,0,1.49,11,NA,2,10,3,7,2,28,16,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","Sérgio Manoel Barbosa Santos","Sérgio Manoel","https://s.glbimg.com/es/sde/f/2016/06/30/82e5c4d82372ce11ed6dd7810894679f_FORMATO.png",78500,14,"CHA","mei","Provável",0.6,3.18,-0.88,2.43,7,NA,3,13,1,10,NA,21,13,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"295","Willian Souza Arão da Silva","Willian Arão","https://s.glbimg.com/es/sde/f/2016/04/20/03bb5324d5512b7697e1020d78d05d2f_FORMATO.png",78478,14,"FLA","mei","Provável",8.7,17.45,0.44,5.92,14,2,1,14,14,16,NA,57,39,5,NA,2,NA,NA,NA,NA,1,NA,NA
"296","Gerferson Cerqueira Teles","Geferson","https://s.glbimg.com/es/sde/f/2016/04/30/35ea819f3d48c22459067c2265b46039_FORMATO.png",89976,14,"INT","lat","Nulo",0,2.51,0,1.47,4,NA,1,4,NA,2,NA,4,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"297","Bruno Antonio dos Santos","Bruno Santos","https://s.glbimg.com/es/sde/f/2016/04/29/c90440a9112852ec2d98e4d2186485d3_FORMATO.png",89977,14,"FIG","lat","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","Andrigo Oliveira de Araujo","Andrigo","https://s.glbimg.com/es/sde/f/2016/05/03/3ebd9ed86862cc224d7f138b75e64119_FORMATO.png",89930,14,"INT","mei","Provável",0,4.24,0,0.86,8,1,2,19,6,8,NA,18,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","Jean Mota Oliveira de Sousa","Jean Mota","https://s.glbimg.com/es/sde/f/2016/06/28/314666b22831271d8ff5b2aab8e93ec2_FORMATO.jpeg",78548,14,"SAN","mei","Nulo",0,2.15,0,-0.3,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","Paulo Luiz Beraldo Santos","Paulinho","https://s.glbimg.com/es/sde/f/2016/05/01/f0e73e5e5dedab47653f0d447756e4f4_FORMATO.png",78578,14,"SAN","ata","Nulo",0,3.3,0,1.64,9,NA,2,5,4,9,3,27,8,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"301","Tiago da Rocha Vieira","Tiaguinho","https://s.glbimg.com/es/sde/f/2016/06/15/e40d8343ec816a07f175770503c369fb_FORMATO.jpeg",90265,14,"CHA","ata","Nulo",0,1.38,0,-0.4,1,NA,NA,3,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","Jaílson Marques Siqueira","Jailson","https://s.glbimg.com/es/sde/f/2016/04/27/3e188c20efad841496876cbe0bf752bb_FORMATO.jpeg",90290,14,"GRE","mei","Provável",3.4,4.03,-0.71,3.82,8,NA,1,9,NA,10,NA,17,16,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"303","Pedro Rocha Neves","Pedro Rocha","https://s.glbimg.com/es/sde/f/2016/04/30/0d21af8fa9b92cb5a7bcbc1b174a8b2e_FORMATO.png",90302,14,"GRE","ata","Nulo",5.7,5.52,0.97,2.83,4,1,NA,NA,1,NA,NA,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"304","Douglas Alan Schuck Friedrich","Douglas Friedrich","https://s.glbimg.com/es/sde/f/2016/04/01/1485ccf7bc8648ce9459935173d1d942_FORMATO.png",78584,14,"COR","gol","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","Gabriel Girotto Franco","Gabriel","https://s.glbimg.com/es/sde/f/2016/05/01/77d478fc6384356d3c3869a3d5688c99_FORMATO.png",78605,14,"PAL","mei","Nulo",0,16,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","Lincoln Henrique Oliveira dos Santos","Lincoln","https://s.glbimg.com/es/sde/f/2016/04/30/896250a6a797bd9a6c4699f9bd5cba0c_FORMATO.png",90303,14,"GRE","mei","Nulo",0,5.03,0,-0.8,4,1,1,4,1,2,NA,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"307","Olávio Vieira dos Santos Júnior","Juninho","https://s.glbimg.com/es/sde/f/2015/01/27/c47682726055ef01d0306e13fcdb5b0b_FORMATO.png",90307,14,"ATL","ata","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","Bryan Silva Garcia","Bryan","https://s.glbimg.com/es/sde/f/2016/05/25/5b9b24c19e03fc40d70c6a4523ef44ae_FORMATO.png",78632,14,"CRU","lat","Nulo",0,6.03,0,1.37,8,NA,2,6,2,6,NA,37,11,1,NA,NA,NA,NA,2,1,NA,NA,NA
"309","Thiago dos Santos","Thiago Santos","https://s.glbimg.com/es/sde/f/2016/05/01/a0829f0801ed8f6ec3f080d37c905d4f_FORMATO.png",78855,14,"PAL","mei","Provável",0,5.89,0,3.36,7,1,3,16,1,7,NA,6,13,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"310","Ramiro Moschen Benetti","Ramiro","https://s.glbimg.com/es/sde/f/2016/04/30/77a813684c8bec870853e82a9e5d8c78_FORMATO.png",78715,14,"GRE","mei","Nulo",0,5.73,0,-0.17,7,NA,2,12,2,9,NA,17,10,1,NA,NA,NA,NA,NA,2,NA,NA,NA
"311","Alan Cassio da Cruz","Alan Mineiro","https://s.glbimg.com/es/sde/f/2016/07/13/ccbfbe0c1a0bfbdb6f7efe9c3bc4a27e_FORMATO.png",78765,14,"AME","mei","Provável",2.5,6.31,0.54,0.6,9,NA,NA,5,3,5,NA,24,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","David Correa da Fonseca","David","https://s.glbimg.com/es/sde/f/2016/05/01/f0a005c33b60cc205cdc6bd87876db75_FORMATO.png",90309,14,"VIT","mei","Nulo",-0.3,1.19,-0.23,0.28,4,NA,NA,1,1,2,NA,7,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","Reinaldo Manoel da Silva","Reinaldo","https://s.glbimg.com/es/sde/f/2016/05/01/9fcbafd898a27f7ee27ac9c658b79f4e_FORMATO.png",78850,14,"PON","lat","Provável",0.5,14.54,-1.65,4.68,14,3,2,14,5,14,1,57,23,3,1,1,NA,NA,3,NA,NA,NA,NA
"314","Bryan Olivera Calvo","Bryan Olivera","https://s.glbimg.com/es/sde/f/2015/01/15/36ca70d6a800ae5a7b33483691bae83a_FORMATO.jpeg",90311,14,"FLU","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","Igor da Silva Candiota","Igor","https://s.glbimg.com/es/sde/f/2016/07/12/42a9d76c711334654d1d1e5325792f16_FORMATO.png",90320,14,"FLA","zag","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","Gabriel Bordinhão Gasparotto","Gabriel Gasparotto","https://s.glbimg.com/es/sde/f/2016/06/28/e51699e690f5560939a50fdbb0077328_FORMATO.jpeg",78839,14,"SAN","gol","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","Jeferson Carvalho dos Santos","Jeferson Negueba","https://s.glbimg.com/es/sde/f/2016/06/15/b3dfa367e6778d82e1587a4de440fd12_FORMATO.jpeg",90335,14,"GRE","mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","Teodoro Junio Barbosa de Araújo","Araújo","https://s.glbimg.com/es/sde/f/2016/04/30/8da3cdd181e04b0c114f91c721ad89b1_FORMATO.png",90334,14,"GRE","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","Rodrigo Dourado Cunha","Rodrigo Dourado","https://s.glbimg.com/es/sde/f/2016/04/30/125a07d72be4705ac75309652609a92e_FORMATO.png",78865,14,"INT","mei","Provável",4.4,9.95,-0.46,3.89,7,NA,2,15,2,7,1,16,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","Raphael David Thomaz","Raphinha","https://s.glbimg.com/es/sde/f/2016/05/30/d1ded0ddc810e7ee6c8579efdbaa1e42_FORMATO.png",78868,14,"INT","lat","Provável",-0.1,1.56,-0.44,-0.1,1,NA,1,3,NA,2,NA,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","Moisés Ribeiro Santos","Moisés","https://s.glbimg.com/es/sde/f/2016/04/27/23000de814513259c7b14080e5957a10_FORMATO.png",78991,14,"CHA","mei","Contundido",0,3.41,0,0.9,4,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","Raul José Cardoso","Raul","https://s.glbimg.com/es/sde/f/2016/04/30/20baeb0768cee2ef5e7e760abad4ddfa_FORMATO.png",90531,14,"GRE","lat","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","Alex Sandro dos Santos Apolinario","Alex","https://s.glbimg.com/es/sde/f/2016/04/28/f00d8093b5e7456cf5ee94161c8b7bda_FORMATO.png",90535,14,"CRU","mei","Contundido",0,1.79,0,1.97,3,NA,NA,1,1,3,NA,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","Alisson Alves Farias","Alisson Farias","https://s.glbimg.com/es/sde/f/2016/04/30/d4033d2d070ff7793784fbb3ce12f678_FORMATO.png",90481,14,"INT","mei","Nulo",0,3.68,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","Eduardo Henrique da Silva","Eduardo","https://s.glbimg.com/es/sde/f/2016/05/09/87e35bd6199717635fc3e63b529f9977_FORMATO.png",78994,14,"ATL","mei","Provável",0,6.4,0,2.64,5,NA,2,7,NA,13,NA,7,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","Leandro Marcos Pereira","Leandro Pereira","https://s.glbimg.com/es/sde/f/2015/07/22/3eb98a31a7a37b5944e10c1042eab5c9_FORMATO.jpeg",78968,14,"PAL","ata","Nulo",2.2,6.96,-1.04,2.2,1,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","Jonathan da Silveira Fernandes Reis","Fernandes","https://s.glbimg.com/es/sde/f/2016/05/20/02861c5449623b3038673b374f31d53e_FORMATO.png",90399,14,"BOT","mei","Nulo",-2.3,9.87,-0.81,4.24,13,1,2,17,5,11,3,34,24,5,1,2,NA,NA,NA,NA,NA,NA,NA
"328","Marcelo Augusto Mathias da Silva","Marcelo","https://s.glbimg.com/es/sde/f/2016/04/27/2ff3f8fd47b927f6e7aaefc9020fd98c_FORMATO.png",78895,14,"CHA","zag","Contundido",0,7.33,0,2.52,12,1,2,11,3,10,1,10,9,1,NA,NA,NA,NA,3,NA,NA,NA,NA
"329","Arthur Henrique Ramos de Oliveira Melo","Arthur","https://s.glbimg.com/es/sde/f/2016/04/30/c66920f75ffae5c4ae70d98ce74fc92e_FORMATO.png",90532,14,"GRE","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","Edson Kölln","Edson Kölln","https://s.glbimg.com/es/sde/f/2016/05/01/c36af0e7ee65907c7419352b5fbc6679_FORMATO.png",78979,14,"STC","gol","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","Yuri Oliveira Lima","Yuri","https://s.glbimg.com/es/sde/f/2016/07/05/6918c687f15258af809e99a14e04318e_FORMATO.png",90569,14,"SAN","mei","Nulo",0,2.68,-1.21,1.3,7,NA,1,3,NA,2,NA,5,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"332","Luiz Felipe do Nascimento dos Santos","Luiz Felipe","https://s.glbimg.com/es/sde/f/2016/05/01/219ecaef93bd80a39957849e5c00a8ca_FORMATO.png",79035,14,"SAN","zag","Provável",-1.5,5.34,-1.77,3.69,10,NA,2,8,NA,6,NA,25,12,1,NA,1,NA,NA,4,NA,NA,NA,NA
"333","Tiago Pagnussat","Tiago ","https://s.glbimg.com/es/sde/f/2016/04/26/334b3b9b8036a87dfc2b71286be6e15e_FORMATO.png",79042,14,"ATL","zag","Nulo",0,10.03,0,4.42,5,NA,NA,4,2,3,NA,18,8,NA,NA,1,NA,NA,1,NA,NA,NA,NA
"334","Lucas da Silva Izidoro","Lucas Mineiro","https://s.glbimg.com/es/sde/f/2016/04/27/f1da8b58208c0cf5e99aa6d98bd681a7_FORMATO.png",90634,14,"CHA","mei","Nulo",0,0.88,0,0.35,2,NA,1,5,NA,2,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","Marcos Rogério Ricci Lopes","Pará","https://s.glbimg.com/es/sde/f/2016/04/20/5d1ebbea8911da836ce3d8d5750ed585_FORMATO.png",62086,14,"FLA","lat","Provável",5.9,5.45,0.07,5.85,4,NA,1,1,NA,7,1,2,5,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
"336","Guilherme Xavier de Oliveira","Guilherme Xavier","https://s.glbimg.com/es/sde/f/2016/05/09/8107ae25a5591cc30dac164e0330ce30_FORMATO.png",90635,14,"AME","mei","Nulo",0,2.56,0,1.78,4,NA,NA,4,2,8,NA,8,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","Maicon da Silva Macedo","Maicon Silva","https://s.glbimg.com/es/sde/f/2016/05/01/7ba6e1abd795a473cd928b489b23352a_FORMATO.png",80431,14,"VIT","lat","Contundido",0,2.03,0,1.3,4,NA,1,3,NA,2,NA,8,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"338","Róbson Michael Signorini","Robinho","https://s.glbimg.com/es/sde/f/2016/05/12/bca701933eaad8640785a2a634d5edf4_FORMATO.png",62104,14,"CRU","mei","Nulo",1.3,6.3,-0.35,3.42,4,2,NA,1,NA,6,NA,14,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","Elisson Aparecido Rosa","Elisson","https://s.glbimg.com/es/sde/f/2016/05/25/3554792f7d6370422f0d6500155cbe09_FORMATO.jpeg",79048,14,"COR","gol","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","Alex Roberto Santana Rafael ","Alex Muralha","https://s.glbimg.com/es/sde/f/2016/07/12/23d3349f5e728db41d6ec8c7584ff0dd_FORMATO.png",79066,14,"FLA","gol","Provável",11,9.01,2.03,4.81,11,NA,NA,NA,NA,4,NA,4,NA,NA,NA,NA,17,12,5,NA,NA,NA,NA
"341","Vanderlei Farias da Silva","Vanderlei","https://s.glbimg.com/es/sde/f/2016/05/01/82e0b04b2f7623a1d61ffaff2e36a59c_FORMATO.png",62121,14,"SAN","gol","Provável",1,13.08,-1.09,5.29,14,NA,NA,NA,NA,8,NA,3,NA,NA,NA,NA,24,13,5,NA,NA,NA,NA
"342","Douglas dos Santos Justino de Melo","Douglas Santos","https://s.glbimg.com/es/sde/f/2016/05/09/9f0bdd83abab57f4975c9902282e8a0a_FORMATO.png",79826,14,"ATL","lat","Provável",1.4,11.61,-0.56,3.6,8,1,1,13,2,6,1,27,15,1,NA,NA,NA,NA,2,NA,NA,NA,NA
"343","Marcos Garbellotto Pedroso","Marquinhos Pedroso","https://s.glbimg.com/es/sde/f/2016/04/29/37de3a15f91ef726f1204ad48c4d31c4_FORMATO.png",80552,14,"FIG","lat","Provável",2.6,7.87,0.18,2.64,14,2,2,31,1,17,NA,42,14,1,NA,NA,NA,NA,5,NA,NA,NA,NA
"344","Rodrigo Luis Ramallo Cornejo","Rodrigo Ramallo","https://s.glbimg.com/es/sde/f/2015/10/08/9cd53013924c3978fcb2f6b9aa9fb4a4_FORMATO.jpeg",79170,14,"VIT","ata","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","Renato Augusto Santos Junior","Renato","https://s.glbimg.com/es/sde/f/2016/07/13/bd54216efc31c2f3e48e38ae68a2b107_FORMATO.png",80576,14,"FIG","mei","Nulo",0,3.32,0,-0.95,2,NA,1,4,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346","Wellington Aparecido Martins","Wellington","https://s.glbimg.com/es/sde/f/2016/05/01/a116ae1e36ff02160719ea8f1160f811_FORMATO.png",62129,14,"SAO","mei","Contundido",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","Nery Bareiro","Nery Bareiro","https://s.glbimg.com/es/sde/f/2016/07/08/ea216cdd248ee475633584202148f7bf_FORMATO.png",79276,14,"COR","zag","Nulo",0,2.99,0,2.9,1,NA,NA,2,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA
"348","Walter Henrique da Silva","Walter","https://s.glbimg.com/es/sde/f/2016/04/26/a7c5e9f33d2d3830a07c35ba1ce1b902_FORMATO.png",62128,14,"ATL","ata","Provável",2.1,7.59,-0.26,0.87,14,1,2,26,6,10,7,40,7,7,1,1,NA,NA,NA,NA,NA,NA,NA
"349","Fabrício Bruno Soares de Faria","Fabrício Bruno","https://s.glbimg.com/es/sde/f/2016/04/29/7faaf4f3b3e2ff7e8f761a1e33e7223c_FORMATO.png",90768,14,"CRU","zag","Nulo",0,2.8,0,2.5,7,NA,1,NA,1,1,NA,5,4,NA,NA,1,NA,NA,1,NA,NA,NA,NA
"350","Roger Machado Marques","Roger Machado ","https://s.glbimg.com/es/sde/f/2016/04/30/fc8bf97ea73c1e25340aab3eea55ab35_FORMATO.png",79437,14,"GRE","tec","Provável",4.95,14.6,0.06,4.33,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","Renato Bruno Vieira Gomes","Renato Bruno","https://s.glbimg.com/es/sde/f/2016/05/09/0e935a35d387a89b9fb03da1981a4faf_FORMATO.png",90637,14,"AME","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","Rodrigo Gomes dos Santos","Rodrigão","https://s.glbimg.com/es/sde/f/2016/06/28/9c44ed90c5f62aba040b5beb817a9a63_FORMATO.jpeg",90651,14,"SAN","ata","Nulo",5,10.62,-0.12,8.4,5,2,NA,5,6,5,NA,19,5,1,NA,3,NA,NA,NA,NA,NA,NA,NA
"353","Wallyson Ricardo Maciel Monteiro","Wallyson","https://s.glbimg.com/es/sde/f/2016/05/01/34369068ebb6def83baf9b6dad8c09d3_FORMATO.png",62127,14,"STC","ata","Nulo",0,1.06,0,0.14,12,1,2,8,1,5,1,26,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354","William Matheus da Silva","William Matheus","https://s.glbimg.com/es/sde/f/2016/05/30/c305f57716ad3736b7ff1a84ee695ab2_FORMATO.png",62130,14,"FLU","lat","Provável",2.9,5.73,-0.31,4.45,2,NA,1,3,NA,3,2,5,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
"355","Fabiano Leissmann","Fabiano","https://s.glbimg.com/es/sde/f/2016/05/20/f4c81ee7ed80519ab5b636ea49368e6a_FORMATO.jpeg",79887,14,"PAL","lat","Nulo",0,5.49,0,5.4,2,NA,NA,3,NA,NA,NA,5,4,2,NA,NA,NA,NA,1,NA,NA,NA,NA
"356","Odair Souza ","Nenén","https://s.glbimg.com/es/sde/f/2016/04/27/67be98e46866be3009b7b0f33ec4222e_FORMATO.png",79892,14,"CHA","mei","Contundido",0,3.94,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357","Michel Carlos Gilioli","Caixinha","https://s.glbimg.com/es/sde/f/2016/05/09/30b330fcd4d1abc4cdd04d21895cea03_FORMATO.jpeg",90777,14,"CHA","lat","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358","Joeliton Lima Santos","Mansur","https://s.glbimg.com/es/sde/f/2016/07/05/885bc2c7afe242e7ce810bccdccd27cc_FORMATO.png",79553,14,"SPO","lat","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","Marion Silva Fernandes","Marion","https://s.glbimg.com/es/sde/f/2016/06/28/3d4140b1fbb536f00a8563db1dc349d9_FORMATO.png",79947,14,"STC","ata","Nulo",5.8,3.82,0.82,5.8,1,NA,NA,4,NA,5,NA,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360","Walter Guimarães","Walter Guimarães","https://s.glbimg.com/es/sde/f/2016/05/01/69434d017d491957ec4dac9c8e885c72_FORMATO.png",90942,14,"STC","zag","Nulo",0,2.19,0,3,1,NA,NA,NA,NA,1,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361","Evandro Lima de Oliveira Filho","Evandro","https://s.glbimg.com/es/sde/f/2016/05/13/4b42ff4913c31881ab2b59613f9274cf_FORMATO.png",91001,14,"SPO","lat","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362","Wallace Ribeiro Barato","Wallace","https://s.glbimg.com/es/sde/f/2016/05/01/79d6ae58ba05540b9539eae16e7c6da8_FORMATO.png",90892,14,"VIT","gol","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363","Luiz Ricardo Alves","Sassá","https://s.glbimg.com/es/sde/f/2016/05/20/5c565cea17e3c15bc1b3b52893f19c4f_FORMATO.png",79578,14,"BOT","ata","Provável",0.5,7.67,-1.22,5.95,10,NA,1,9,2,9,4,7,4,6,1,6,NA,NA,NA,NA,NA,NA,NA
"364","Helton Brant Aleixo Leite","Helton Leite","https://s.glbimg.com/es/sde/f/2016/05/20/5fd57defcef29c5cd30495ee3eb4e67f_FORMATO.png",79973,14,"BOT","gol","Nulo",0,6.22,0,2.33,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,8,NA,NA,NA,NA,NA
"365","Marlon Bruno Mariano de Souza","Marlon","https://s.glbimg.com/es/sde/f/2016/07/13/9d19d17bb358bdbbd024c1a886535a55_FORMATO.png",90679,14,"FIG","lat","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
