,atletas.slug,atletas.nome,atletas.pontos_num,atletas.variacao_num,atletas.minimo_para_valorizar,atletas.apelido,atletas.entrou_em_campo,atletas.media_num,atletas.preco_num,atletas.atleta_id,atletas.posicao_id,atletas.clube.id.full.name,atletas.jogos_num,atletas.status_id,atletas.foto,atletas.rodada_id,atletas.clube_id,atletas.apelido_abreviado,V,CA,DE,FS,GS,SG,A,DS,FC,FD,FF,G,I,CV,FT,PC,PS,PP,DP,GC
426,bruno-gomes,Bruno Gomes da Silva Clevelário,13.0,1.71,,Bruno Gomes,True,2.99,5.14,106202,4,Internacional,15,7,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_sq3mb5j.png,27,285,B. Gomes,,1.0,,16.0,,,1.0,19.0,15.0,2.0,5.0,1.0,,,,,,,,
427,marcos-antonio,Marcos Antônio Silva Santos,1.7,-0.59,,Marcos Antônio,True,1.04,4.27,106294,4,São Paulo,5,6,https://s.sde.globo.com/media/person_role/2024/07/23/photo_FORMATO_1CIojRS.png,27,276,M. Antônio,,,,5.0,,,,3.0,3.0,,,,,,,,,,,
428,caio-alexandre,Caio Alexandre Souza e Silva,0.5,-0.85,,Caio Alexandre,True,2.22,4.75,106323,4,Bahia,24,7,https://s.sde.globo.com/media/person_role/2024/02/15/photo_FORMATO_jiBs4Bk.png,27,265,C. Alexandre,,4.0,,38.0,,,,26.0,29.0,2.0,5.0,1.0,2.0,,1.0,1.0,,,,
429,wesley-gasolina,Wesley David de Oliveira Andrade,0.0,0.0,,Wesley Gasolina,False,3.35,3.69,106327,2,Cruzeiro,2,6,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_p7fftOF.png,27,283,W. Gasolina,,,,1.0,,1.0,,1.0,,,,,,,,,,,,
430,jhonata-robert,Jhonata Robert Alves da Silva,3.0,0.88,,Jhonata Robert,True,3.0,2.88,106371,5,Criciúma,1,6,https://s.sde.globo.com/media/person_role/2024/08/28/photo_FORMATO_V4UkXLF.png,27,288,J. Robert,,,,2.0,,,,,,1.0,1.0,,,,,,,,,
431,eduardo-santos,Eduardo Gonzaga Mendes Santos,-1.3,-0.5,,Eduardo Santos,True,1.96,3.28,106434,3,Bragantino,13,6,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_wPSGjby.png,27,280,E. Santos,,3.0,,4.0,,2.0,,13.0,3.0,,2.0,,,,,,,,,
432,villalba,Lucas Hernán Villalba,5.9,0.76,,Villalba,True,3.49,5.68,106593,3,Cruzeiro,14,7,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_mqCHNug.png,27,283,Villalba,,1.0,,2.0,,8.0,,9.0,10.0,,1.0,,,,,,,,,
433,carlos-alberto,Carlos Alberto Gomes da Silva Filho,1.2,-0.12,,Carlos Alberto,True,3.1,5.49,106704,5,Botafogo,6,6,https://s.sde.globo.com/media/person_role/2023/03/07/photo_220x220_DgukYrK.png,27,263,C. Alberto,,,,3.0,,,,5.0,3.0,2.0,2.0,1.0,,,,,,,,
434,rodrigo-nestor,Rodrigo Nestor Bertalia,-0.4,0.12,,Rodrigo Nestor,True,1.27,3.7,106822,4,São Paulo,19,3,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_LPbAkh9.png,27,276,R. Nestor,,3.0,,7.0,,,2.0,6.0,11.0,8.0,3.0,,4.0,1.0,,,1.0,,,
435,welington,Welington Damascena Santos,0.0,0.0,,Welington,False,4.15,7.2,106824,2,São Paulo,20,7,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Z3aNUXx.png,27,276,Welington,,5.0,,21.0,,7.0,1.0,31.0,20.0,2.0,6.0,,,,,1.0,,,,
436,patryck,Patryck Lanza dos Reis,0.0,0.0,,Patryck,False,3.13,3.87,106829,2,São Paulo,7,5,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_mCvHWjt.png,27,276,Patryck,,1.0,,4.0,,2.0,,10.0,6.0,,1.0,,1.0,,,,,,,
437,luan-patrick,Luan Patrick Wiedthauper,0.0,0.0,,Luan Patrick,False,0.0,5.0,106835,3,Athlético-PR,0,6,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_AUtEehU.png,27,293,L. Patrick,,,,,,,,,,,,,,,,,,,,
438,fernando,Fernando Augusto Pereira Bueno Júnior,5.0,0.88,,Fernando,True,2.48,5.02,106950,2,Athlético-PR,9,6,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_qx7ZU51.png,27,293,Fernando,,2.0,,7.0,,2.0,1.0,9.0,9.0,,1.0,,,1.0,,,,,,
439,yuri-sena,Yuri Sena dos Reis Batista,0.0,0.0,,Yuri Sena,False,0.0,1.0,107075,1,Vitória,0,6,https://s.sde.globo.com/media/person_role/2024/09/21/photo_FORMATO.png,27,287,Y. Sena,,,,,,,,,,,,,,,,,,,,
440,gabriel-santiago,Gabriel Santiago Oliveira,0.0,0.0,,Gabriel Santiago,False,0.0,3.0,107078,4,Vitória,0,6,https://s.sde.globo.com/media/person_role/2024/09/06/photo_220x220_qdw6hw3.png,27,287,G. Santiago,,,,,,,,,,,,,,,,,,,,
441,luciano-juba,Luciano Batista da Silva Júnior,6.5,-0.11,,Luciano Juba,True,4.67,6.85,107093,2,Bahia,24,7,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_rR1yZyw.png,27,265,L. Juba,,1.0,,10.0,,8.0,1.0,29.0,6.0,3.0,3.0,3.0,1.0,,,,,,,
442,richard-rios,Richard Ríos Montoya,-0.2,-0.73,,Richard Ríos,True,4.2,6.74,107111,4,Palmeiras,15,3,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_PkMn7XO.png,27,275,R. Ríos,,3.0,,22.0,,,2.0,24.0,23.0,3.0,7.0,1.0,1.0,,2.0,,,,,
443,jeffinho,Jefferson Ruan Pereira dos Santos,0.0,0.0,,Jeffinho,False,3.92,6.73,107170,5,Botafogo,6,5,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_jfNtXEg.png,27,263,Jeffinho,,2.0,,6.0,,,1.0,3.0,7.0,4.0,4.0,1.0,,,,,,,,
444,patrick-de-paula,Patrick de Paula Carreiro,0.0,0.0,,Patrick de Paula,False,1.17,2.69,107172,4,Criciúma,6,7,https://s.sde.globo.com/media/person_role/2024/08/22/photo_FORMATO_V6Ybl3p.png,27,288,P. Paula,,2.0,,2.0,,,,3.0,4.0,2.0,4.0,,,,,,,,,
445,michel-araujo,Michel Daryl Araújo Villar,4.1,0.37,,Michel Araújo,True,1.83,4.3,107173,4,São Paulo,18,6,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_498ez5E.png,27,276,M. Araújo,,4.0,,14.0,,,1.0,19.0,15.0,3.0,4.0,,,,,,,,,
446,bruno-tabata,Bruno Vinícius Souza Ramos,0.0,0.0,,Bruno Tabata,False,5.1,7.01,107174,4,Internacional,3,5,https://s.sde.globo.com/media/person_role/2024/08/11/photo_FORMATO_QXYKRgQ.png,27,285,B. Tabata,,,,4.0,,,2.0,,1.0,3.0,,,,,,,,,,
447,matheus-donelli,Matheus Planelles Donelli,0.0,0.0,,Matheus Donelli,False,3.43,4.59,107179,1,Corinthians,7,6,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_9utJF4u.png,27,264,M. Donelli,,,29.0,,12.0,,,,,,,,,,,,,,1.0,
448,leo-linck,Leonardo Matias Baiersdorf Linck,0.0,0.0,,Léo Linck,False,2.03,3.63,107183,1,Athlético-PR,14,6,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_bL4Rm1s.png,27,293,L. Linck,,1.0,48.0,1.0,21.0,1.0,,,,,,,,1.0,,,,,,
449,leonardo-ataide,Leonardo Ataíde de Oliveira Siqueira,0.0,0.0,,Leonardo Ataíde,False,0.0,2.0,107191,2,Athlético-PR,0,6,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_4kdpe6Z.png,27,293,L. Ataíde,,,,,,,,,,,,,,,,,,,,
450,max,Max Alves da Silva,0.0,-0.42,,Max,True,2.07,2.71,107203,4,Cuiabá,14,6,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_tZvTg6Z.png,27,1371,Max,,1.0,,8.0,,,,9.0,2.0,4.0,10.0,,,,1.0,,,,,
451,magrao,Audenirton Soares da Silva,0.0,0.0,,Magrão,False,0.0,2.0,107221,1,Fortaleza,0,6,https://s.sde.globo.com/media/person_role/2024/08/07/photo_220x220_H5QTCcN.png,27,356,Magrão,,,,,,,,,,,,,,,,,,,,
452,vanderlan,Vanderlan Barbosa da Silva,6.7,0.02,,Vanderlan,True,3.92,6.91,107236,2,Palmeiras,18,6,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_JhaBedf.png,27,275,Vanderlan,,,,4.0,,9.0,1.0,18.0,14.0,,3.0,,,,,1.0,,,,
453,marcelinho,Marcelo José de Lima Filho,2.5,-0.65,,Marcelinho,True,4.08,4.95,107238,5,Juventude,14,7,https://s.sde.globo.com/media/person_role/2024/04/26/photo_FORMATO_1GgfZEe.png,27,286,Marcelinho,,2.0,,20.0,,,3.0,6.0,5.0,6.0,7.0,2.0,5.0,,,,,,,
454,ze-vitor,Jose Vitor Silva Neves,0.0,0.0,,Zé Vitor,False,0.35,1.52,107256,4,Athlético-PR,9,6,https://s.sde.globo.com/media/person_role/2024/04/13/photo_220x220_dAbIrS8.png,27,293,Z. Vitor,,2.0,,2.0,,,,3.0,5.0,1.0,1.0,,,,,,,,,
455,thayllon,Thayllon Lopes Medeiros,0.0,0.0,,Thayllon,False,0.0,2.0,107664,5,Atlético-GO,0,6,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_UGtlqUd.png,27,373,Thayllon,,,,,,,,,,,,,,,,,,,,
456,nathan,Nathan Santos de Araújo,0.0,0.0,,Nathan,False,-0.3,2.55,107676,2,Internacional,1,6,https://s.sde.globo.com/media/person_role/2024/08/27/photo_FORMATO_pKQqZoC.png,27,285,Nathan,,,,,,,,,1.0,,,,,,,,,,,
457,eduardo-melo,Eduardo de Queiroz Melo,0.0,0.0,,Eduardo Melo,False,0.0,3.0,107700,5,Criciúma,0,6,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_9c3cd5s.png,27,288,E. Melo,,,,,,,,,,,,,,,,,,,,
458,emerson-junior,Emerson Fabiano Kerber Júnior,0.0,0.0,,Emerson Júnior,False,0.0,2.0,107740,1,Atlético-GO,0,6,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO.png,27,373,E. Júnior,,,,,,,,,,,,,,,,,,,,
459,praxedes,Bruno Conceição Praxedes,3.2,0.42,,Praxedes,True,1.02,3.12,107744,4,Athlético-PR,9,6,https://s.sde.globo.com/media/person_role/2024/08/24/photo_FORMATO_Jq0f2vP.png,27,293,Praxedes,,2.0,,6.0,,,,6.0,10.0,2.0,2.0,,,,,,,,,
460,adriel,Adriel Vasconcelos Ramos,0.0,0.0,,Adriel,False,0.0,4.0,107748,1,Bahia,0,6,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_0qGGyWx.png,27,265,Adriel,,,,,,,,,,,,,,,,,,,,
461,nata,Natã Felipe de Amorim Santos,0.0,0.0,,Natã,False,3.09,4.06,107801,3,Grêmio,11,6,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_Kjugdhc.png,27,284,Natã,,1.0,,2.0,,5.0,,7.0,2.0,1.0,,,,,,,,,,
462,fintelman,Alexandre Fintelman de Mello Ribeiro da Silva,0.0,0.0,,Fintelman,False,0.0,2.0,107859,1,Vitória,0,6,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_C8LyEyp.png,27,287,Fintelman,,,,,,,,,,,,,,,,,,,,
463,bobadilla,Damián Josué Bobadilla Benítez,7.1,1.07,,Bobadilla,True,2.54,4.78,107873,4,São Paulo,15,7,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_BoNwEka.png,27,276,Bobadilla,,3.0,,2.0,,,,22.0,22.0,1.0,6.0,1.0,,,2.0,,,,,
464,hugo,Hugo Ferreira de Farias,0.0,0.0,,Hugo,False,4.37,7.35,107908,2,Corinthians,22,7,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_h4IhTE1.png,27,264,Hugo,,2.0,,10.0,,5.0,4.0,38.0,36.0,1.0,9.0,,1.0,,2.0,1.0,,,,
465,fausto-vera,Fausto Mariano Vera,6.4,0.92,,Fausto Vera,True,2.33,4.71,107950,4,Atlético-MG,15,7,https://s.sde.globo.com/media/person_role/2024/07/16/photo_FORMATO_hfXkP4H.png,27,282,F. Vera,,,,7.0,,,,16.0,18.0,6.0,13.0,,,,,,,,,
466,isidro-pitta,Isidro Miguel Pitta Saldívar,0.0,0.0,,Isidro Pitta,False,3.27,4.75,108133,5,Cuiabá,21,7,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_VmtW8Bv.png,27,1371,I. Pitta,,3.0,,17.0,,,,4.0,19.0,15.0,18.0,4.0,15.0,,1.0,,2.0,1.0,,
467,almada,Thiago Ezequiel Almada,-0.3,-2.08,,Almada,True,2.7,7.05,108358,4,Botafogo,6,7,https://s.sde.globo.com/media/person_role/2024/07/08/photo_220x220_Hm0Qmc9.png,27,263,Almada,,,,4.0,,,,3.0,2.0,4.0,3.0,1.0,,,,,,1.0,,
468,aravena,Alexander Ernesto Aravena Guzmán,0.8,-0.67,,Aravena,True,1.32,2.48,108548,5,Grêmio,5,6,https://s.sde.globo.com/media/person_role/2024/08/21/photo_FORMATO_fKAXShu.png,27,284,Aravena,,,,2.0,,,1.0,,,,1.0,,2.0,,,,,,,
469,arriagada,Luciano Daniel Arriagada García,0.0,0.0,,Arriagada,False,0.0,3.0,108624,5,Athlético-PR,0,6,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_9Gl7lZe.png,27,293,Arriagada,,,,,,,,,,,,,,,,,,,,
470,alcaraz,Carlos Jonás Alcaráz,10.9,2.24,,Alcaraz,True,4.5,8.62,108670,4,Flamengo,2,6,https://s.sde.globo.com/media/person_role/2024/08/28/photo_FORMATO_mwFvf2J.png,27,262,Alcaraz,,,,3.0,,,1.0,3.0,3.0,1.0,2.0,,,1.0,,,,,,
471,david,David da Hora da Conceição,0.0,-0.49,,David,True,0.85,2.84,108752,5,Juventude,2,6,https://s.sde.globo.com/media/person_role/2024/07/15/photo_220x220_ASdR4hr.png,27,286,David,,,,1.0,,,,1.0,,,,,,,,,,,,
472,plata,Gonzalo Jordy Plata Jiménez,0.0,0.0,,Plata,False,0.6,6.48,109096,5,Flamengo,1,7,https://s.sde.globo.com/media/person_role/2024/08/30/photo_FORMATO_vozSOzp.png,27,262,Plata,,,,,,,,,3.0,,2.0,,1.0,,,,,,,
473,matheus-nascimento,Matheus Nascimento de Paula,0.0,0.0,,Matheus Nascimento,False,1.7,2.16,109114,5,Botafogo,1,6,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_g47taLF.png,27,263,M. Nascimento,,,,1.0,,,,1.0,,,,,,,,,,,,
474,luiz-henrique,Luiz Henrique André Rosa da Silva,11.8,0.12,,Luiz Henrique,True,5.63,11.47,109282,5,Botafogo,25,7,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_f3wPomL.png,27,263,L. Henrique,,3.0,,41.0,,,3.0,33.0,24.0,9.0,18.0,6.0,7.0,,,,3.0,,,
475,calebe,Calebe Gonçalves Ferreira da Silva,0.0,0.0,,Calebe,False,0.45,5.82,109461,4,Fortaleza,2,6,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_zjAtk2u.png,27,356,Calebe,,1.0,,1.0,,,,1.0,2.0,,1.0,,,,,,,,,
476,martinelli,Matheus Martinelli Lima,4.1,0.07,,Martinelli,True,2.38,5.23,109573,4,Fluminense,21,7,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_DxKpmdn.png,27,266,Martinelli,,5.0,,16.0,,,1.0,31.0,26.0,1.0,3.0,1.0,,,,,1.0,,,
477,hugo,Hugo Gonçalves Ferreira Neto,0.0,0.0,,Hugo,False,4.55,7.47,109668,2,Botafogo,9,6,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_SUeVFmE.png,27,263,Hugo,,,,7.0,,4.0,1.0,12.0,6.0,,1.0,,,,,1.0,,,,
478,monsalve,Miguel Ángel Monsalve Gonzáles - González,2.9,-0.94,,Monsalve,True,6.99,8.63,109966,4,Grêmio,7,7,https://s.sde.globo.com/media/person_role/2024/08/05/photo_FORMATO_HikzJDy.png,27,284,Monsalve,,,,15.0,,,1.0,7.0,8.0,2.0,5.0,3.0,,,,,,,,
479,joao-neto,João Roberto Rota Neto,0.0,0.0,,João Neto,False,0.0,3.0,110062,4,Bragantino,0,6,https://s.sde.globo.com/media/person_role/2024/09/02/photo_220x220_sgZqIl3.png,27,280,J. Neto,,,,,,,,,,,,,,,,,,,,
480,lazaro,Lázaro Vinicius Marques,0.8,-0.14,,Lázaro,True,3.04,4.94,110193,5,Palmeiras,16,6,https://s.sde.globo.com/media/person_role/2024/02/07/photo_FORMATO.png,27,275,Lázaro,,,,13.0,,,,4.0,9.0,9.0,13.0,2.0,1.0,,1.0,,,,,
481,jhonatan,Jhonatan Paulo da Silva,0.0,0.0,,Jhonatan,False,0.0,1.0,110208,3,Fortaleza,0,6,,27,356,Jhonatan,,,,,,,,,,,,,,,,,,,,
482,palacios,Diego José Palacios Espinoza,0.0,0.0,,Palacios,False,0.0,5.0,110260,2,Corinthians,0,5,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_ykV382s.png,27,264,Palacios,,,,,,,,,,,,,,,,,,,,
483,jose-martinez,José Andrés Martínez Torres,5.6,0.65,,José Martínez,True,1.47,4.93,110311,4,Corinthians,3,6,https://s.sde.globo.com/media/person_role/2024/08/26/photo_220x220_jzQXggE.png,27,264,J. Martínez,,2.0,,1.0,,,,7.0,5.0,,,,,,,1.0,,,,
484,bernabei,Alexandro Ezequiel Bernabéi,7.6,-0.42,,Bernabéi,True,6.17,7.11,110426,2,Internacional,8,7,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_muBtltt.png,27,285,Bernabéi,,,,6.0,,2.0,,20.0,14.0,2.0,4.0,1.0,1.0,,1.0,,,,,
485,abel-ferreira,Abel Fernando Moreira Ferreira,6.76,-0.61,,Abel Ferreira,True,6.47,11.54,110506,6,Palmeiras,27,7,https://s.sde.globo.com/media/person_role/2021/04/27/574e87d52be9d06fd03fa69fefb60255_FORMATO.png,27,275,A. Ferreira,16.0,,,,,,,,,,,,,,,,,,,
486,aguirre,Braian Aguirre Nahuel,0.0,0.0,,Aguirre,False,0.0,5.0,110510,2,Internacional,0,6,https://s.sde.globo.com/media/person_role/2024/09/07/photo_FORMATO_JMSY4Ia.png,27,285,Aguirre,,,,,,,,,,,,,,,,,,,,
487,mateus,Mateus Oliveira Mendes,0.0,0.0,,Mateus,False,0.0,2.0,110624,1,Palmeiras,0,6,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_Jhyg9Yk.png,27,275,Mateus,,,,,,,,,,,,,,,,,,,,
488,machuca,Imanol Machuca,0.0,0.0,,Machuca,False,1.53,3.62,110667,5,Fortaleza,13,6,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_aKgahZX.png,27,356,Machuca,,,,6.0,,,1.0,1.0,4.0,2.0,2.0,1.0,,,,,,,,
489,esquivel,Lucas Ángel Esquivel,7.3,0.61,,Esquivel,True,4.6,8.23,110668,2,Athlético-PR,21,7,https://s.sde.globo.com/media/person_role/2023/05/31/photo_FORMATO_DlnAHYU.png,27,293,Esquivel,,3.0,,16.0,,6.0,3.0,39.0,22.0,4.0,6.0,,,1.0,,,,,,
490,mycael,Mycael Pontes Moreira,12.0,2.21,,Mycael,True,3.5,4.66,110698,1,Athlético-PR,6,7,https://s.sde.globo.com/media/person_role/2024/03/05/photo_FORMATO_1naIetc.png,27,293,Mycael,,,20.0,,4.0,1.0,,,,,,,,1.0,,,,,,
491,pedro-rangel,Pedro Felipe de Faria Rangel,0.0,-0.61,,Pedro Rangel,True,2.6,3.85,110708,1,Atlético-GO,5,6,https://s.sde.globo.com/media/person_role/2024/04/11/photo_FORMATO_HAuwqG4.png,27,373,P. Rangel,,2.0,19.0,,10.0,1.0,,,,,,,,,,,,,,
492,andres-hurtado,José Andrés Hurtado Cheme,0.0,-0.21,,Andrés Hurtado,True,1.75,3.83,110715,2,Bragantino,8,6,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_VE4habv.png,27,280,A. Hurtado,,1.0,,2.0,,1.0,,6.0,7.0,2.0,2.0,,1.0,,,,,,,
493,rubens,Rubens Antônio Dias,13.7,1.64,,Rubens,True,5.18,7.52,110727,2,Atlético-MG,8,6,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_mGd1yDc.png,27,282,Rubens,,1.0,,5.0,,2.0,1.0,19.0,5.0,,5.0,,4.0,,,,,,,
494,john-kennedy,John Kennedy Batista de Souza,0.0,0.0,,John Kennedy,False,0.98,4.14,110759,5,Fluminense,18,6,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_XO4700O.png,27,266,J. Kennedy,,,,16.0,,,,4.0,12.0,4.0,5.0,,3.0,,,,,,,
495,biel,Gabriel Teixeira Aragão,0.0,0.0,,Biel,False,4.5,8.21,110760,5,Bahia,18,6,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_549ojOA.png,27,265,Biel,,3.0,,16.0,,,4.0,8.0,6.0,4.0,7.0,4.0,2.0,,2.0,,,,,
496,guilherme-lopes,Guilherme Lopes de Almeida,0.0,-0.45,,Guilherme Lopes,True,1.34,2.56,110909,2,Bragantino,8,7,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_wfa8twq.png,27,280,G. Lopes,,1.0,,2.0,,,,8.0,4.0,,3.0,,1.0,,,,,,,
497,leo-naldi,Leonardo Naldi de Matos,0.0,0.0,,Léo Naldi,False,2.47,4.27,111005,4,Vitória,16,6,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_mVG5FsO.png,27,287,L. Naldi,,5.0,,15.0,,,,32.0,20.0,2.0,3.0,,,,,,,,,
498,romulo,Rômulo Azevedo Simão,0.0,-0.36,,Rômulo,True,1.15,3.66,111166,4,Palmeiras,8,6,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_HI2kx56.png,27,275,Rômulo,,,,4.0,,,,5.0,4.0,,3.0,,,,,,,,,
499,alix-vinicius,Alix Vinicius de Souza Sampaio,0.8,-0.08,,Alix Vinicius,True,0.54,1.46,111246,3,Atlético-GO,15,6,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_lm7UgU1.png,27,373,A. Vinicius,,1.0,,3.0,,1.0,,10.0,16.0,3.0,5.0,,2.0,2.0,,,,,,2.0
500,gustavo-martins,Gustavo Martins de Souza Santos,2.1,0.57,,Gustavo Martins,True,2.84,5.47,111309,3,Grêmio,15,6,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_0UAzL2e.png,27,284,G. Martins,,1.0,,5.0,,4.0,,10.0,16.0,2.0,2.0,2.0,1.0,1.0,,,,,,1.0
501,kelvi-gomes,Kelvi Chiesa Gomes,0.0,0.0,,Kelvi Gomes,False,0.0,2.0,111332,4,Juventude,0,6,https://s.sde.globo.com/media/person_role/2024/08/11/photo_FORMATO.png,27,286,K. Gomes,,,,,,,,,,,,,,,,,,,,
502,eliel,Eliel Felisbino Costa,0.0,0.0,,Eliel,False,0.0,2.0,111363,4,Criciúma,0,6,https://s.sde.globo.com/media/person_role/2024/03/15/photo_FORMATO_LMEmI4h.png,27,288,Eliel,,,,,,,,,,,,,,,,,,,,
503,weverton,Weverton Silva de Andrade,0.0,0.0,,Weverton,False,0.0,1.0,111392,3,Cruzeiro,0,6,,27,283,Weverton,,,,,,,,,,,,,,,,,,,,
504,luis-mandaca,Luis Gustavo da Silva Machado Duarte,0.5,0.07,,Luis Mandaca,True,1.99,3.25,111407,4,Juventude,18,6,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_ZNLvDib.png,27,286,L. Mandaca,,4.0,,8.0,,,,9.0,12.0,5.0,5.0,2.0,1.0,,1.0,,,,,
505,gabriel-atila,Gabriel Átila Cardoso da Silva,0.0,0.0,,Gabriel Átila,False,0.0,1.0,111582,1,Atlético-MG,0,6,https://s.sde.globo.com/media/person_role/2024/03/06/photo_FORMATO_MZjZBke.png,27,282,G. Átila,,,,,,,,,,,,,,,,,,,,
506,adson,Adson Ferreira Soares,0.0,0.0,,Adson,False,3.96,5.46,111682,4,Vasco,20,5,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_FdRiLgH.png,27,267,Adson,,2.0,,18.0,,,1.0,28.0,7.0,9.0,11.0,2.0,,,,,,,,
507,anthoni,Anthoni Spier Souza,0.0,0.0,,Anthoni,False,-1.0,3.48,111683,1,Internacional,0,6,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_IeLrq8d.png,27,285,Anthoni,,1.0,,,,,,,,,,,,,,,,,,
508,matheus-cunha,Matheus Cunha Queiroz,-2.0,-1.63,,Matheus Cunha,True,3.0,5.02,111690,1,Flamengo,2,6,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_fcLIvEj.png,27,262,M. Cunha,,,4.0,,3.0,1.0,,,,,,,,,,,,,,
509,lucas-mezenga,Lucas de Souza Mombra Rosa,0.0,0.0,,Lucas Mezenga,False,0.0,2.0,111713,3,Botafogo,0,6,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_BuH7iqi.png,27,263,L. Mezenga,,,,,,,,,,,,,,,,,,,,
510,fabinho,Fábio Silva de Freitas,0.2,-0.06,,Fabinho,True,1.14,2.06,111760,4,Palmeiras,15,7,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_jLmJElM.png,27,275,Fabinho,,1.0,,6.0,,,,5.0,4.0,,3.0,1.0,,,,,,,,
511,matheus-martins,Matheus Martins Silva dos Santos,6.0,0.51,,Matheus Martins,True,5.3,8.28,111831,5,Botafogo,6,6,https://s.sde.globo.com/media/person_role/2024/07/30/photo_220x220.png,27,263,M. Martins,,,,13.0,,,,2.0,3.0,6.0,1.0,2.0,2.0,,,,,,,
512,joao-neto,João Batista da Cruz Santos Neto,0.0,0.0,,João Neto,False,0.0,1.0,111834,5,Fluminense,0,6,https://s.sde.globo.com/media/person_role/2024/02/02/photo_FORMATO_1xJnj6p.png,27,266,J. Neto,,,,,,,,,,,,,,,,,,,,
513,gustavo-ramalho,Gustavo Ramalho Bremer Pinto,0.0,0.0,,Gustavo Ramalho,False,0.0,1.0,111837,1,Fluminense,0,6,https://s.sde.globo.com/media/person_role/2021/03/11/93f569dba64ea879ba52b815372f17f4_FORMATO.png,27,266,G. Ramalho,,,,,,,,,,,,,,,,,,,,
514,felipe-andrade,Felipe de Andrade Vieira,0.0,0.0,,Felipe Andrade,False,2.18,3.56,111839,3,Fluminense,6,6,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_D9UhaMY.png,27,266,F. Andrade,,,,2.0,,1.0,,6.0,3.0,,1.0,,,,,,,,,
515,felipinho,Antonio Feliphe Costa Silva,1.1,-0.04,,Felipinho,True,1.63,2.67,112017,4,Athlético-PR,9,6,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_WNPv1gX.png,27,293,Felipinho,,2.0,,7.0,,,,11.0,4.0,1.0,,,,,,,,,,
