,atletas.apelido,atletas.clube.id.full.name,atletas.foto,atletas.slug,atletas.jogos_num,atletas.apelido_abreviado,atletas.rodada_id,atletas.clube_id,atletas.pontos_num,atletas.status_id,atletas.media_num,atletas.minimo_para_valorizar,atletas.preco_num,atletas.variacao_num,atletas.posicao_id,atletas.atleta_id,atletas.entrou_em_campo,atletas.nome,DE,GS,CA,FS,SG,G,DS,FC,FF,V,I,FD,PC,PS,A,CV,FT,PP,PI
675,Jan Lucumí,Fluminense,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_ewdHwK6.png,jan-lucumi,0,J. Lucumí,1,266,0.0,6,0.0,,2.0,0.0,5,130398,False,Jan Fanc Lucumií González,,,,,,,,,,,,,,,,,,,
676,Robert Santos,Atlético-MG,https://s.sde.globo.com/media/person_role/2024/03/27/photo_FORMATO_nXUDlTZ.png,robert-santos,0,R. Santos,1,282,0.0,6,0.0,,3.0,0.0,4,130414,False,Robert dos Santos Conceição,,,,,,,,,,,,,,,,,,,
677,Marlon,Juventude,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_eUWGUfv.png,marlon,0,Marlon,1,286,0.0,6,0.0,,2.0,0.0,5,130507,False,Marlon Santos Teodoro,,,,,,,,,,,,,,,,,,,
678,Walace,Athlético-PR,https://s.sde.globo.com/media/person_role/2024/03/05/photo_FORMATO_bCOkSpK.png,walace,0,Walace,1,293,0.0,6,0.0,,1.0,0.0,5,130844,False,Walace dos Santos França,,,,,,,,,,,,,,,,,,,
679,Igor,Grêmio,,igor,0,Igor,1,284,0.0,6,0.0,,1.0,0.0,2,130884,False,Igor Eduardo Schlemper,,,,,,,,,,,,,,,,,,,
680,Cheron,Grêmio,,cheron,0,Cheron,1,284,0.0,6,0.0,,1.0,0.0,4,130888,False,Bruno Fortuna Cheron,,,,,,,,,,,,,,,,,,,
681,Rodallega,Atlético-GO,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_RJIqsMI.png,rodallega,0,Rodallega,1,373,0.0,6,0.0,,2.0,0.0,2,130905,False,Yeferson Andrés Rodallega Paz,,,,,,,,,,,,,,,,,,,
682,Riquelme,Athlético-PR,https://s.sde.globo.com/media/person_role/2024/03/05/photo_FORMATO_JsnDwam.png,riquelme,0,Riquelme,1,293,0.0,6,0.0,,1.0,0.0,4,130906,False,Diogo Riquelme Rivas do Nascimento,,,,,,,,,,,,,,,,,,,
683,Marcão,Atlético-GO,,marcao,0,Marcão,1,373,0.0,6,0.0,,1.0,0.0,3,130951,False,Marcos Vinicius Carvalho dos Reis,,,,,,,,,,,,,,,,,,,
684,Jardiel,Grêmio,,jardiel,0,Jardiel,1,284,0.0,6,0.0,,1.0,0.0,5,131455,False,Jardiel Maciel Libertino da Silva,,,,,,,,,,,,,,,,,,,
685,Yarlen,Botafogo,,yarlen,0,Yarlen,1,263,0.0,6,0.0,,2.0,0.0,5,131512,False,Yarlen Faustino Augusto,,,,,,,,,,,,,,,,,,,
686,André Silva,São Paulo,https://s.sde.globo.com/media/person_role/2024/04/04/photo_FORMATO_E0Q8gBr.png,andre-silva,1,A. Silva,1,276,8.0,6,8.0,,7.75,1.75,5,131617,True,André Oliveira e Silva,,,,,,1.0,,,,,,,,,,,,,
687,Felipe Longo,Corinthians,https://s.sde.globo.com/media/person_role/2024/03/10/photo_220x220.png,felipe-longo,0,F. Longo,1,264,0.0,6,0.0,,1.0,0.0,1,131753,False,Felipe Longo Fernandes da Silva,,,,,,,,,,,,,,,,,,,
688,Gabriel Lopes,Bragantino,https://s.sde.globo.com/media/person_role/2024/03/10/photo_220x220_532yNFc.png,gabriel-lopes,0,G. Lopes,1,280,0.0,6,0.0,,1.0,0.0,4,131758,False,Gabriel da Silva Lopes,,,,,,,,,,,,,,,,,,,
689,João Lima,Grêmio,https://s.sde.globo.com/media/person_role/2024/04/02/photo_220x220_TAVxUY5.png,joao-lima,0,J. Lima,1,284,0.0,6,0.0,,1.0,0.0,3,132344,False,João Vitor Lima Nogueira da Silva,,,,,,,,,,,,,,,,,,,
690,Kelvin,Bragantino,,kelvin,0,Kelvin,1,280,0.0,6,0.0,,1.0,0.0,5,132524,False,Kelvin Javier Flórez Mosquera,,,,,,,,,,,,,,,,,,,
