,atletas.slug,atletas.foto,atletas.variacao_num,atletas.pontos_num,atletas.apelido,atletas.atleta_id,atletas.clube_id,atletas.nome,atletas.status_id,atletas.media_num,atletas.preco_num,atletas.rodada_id,atletas.clube.id.full.name,atletas.posicao_id,atletas.apelido_abreviado,atletas.entrou_em_campo,atletas.jogos_num,atletas.minimo_para_valorizar,DS,FC,FD,FF,FS,FT,G,I,CA,A,SG,DE,DP,GS,PC,CV,PP,PS,GC,V
523,jader,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_WH7teaH.png,0.0,0.0,Jader,114335,293,Jader Barbosa da Silva Gentil,6,0.0,3.0,14,Athlético-PR,4,Jader,False,0,,,,,,,,,,,,,,,,,,,,,
524,juan-tavares,https://s.sde.globo.com/media/person_role/2024/05/02/photo_220x220.png,0.0,0.0,Juan Tavares,114497,1371,Juan Pablo Vilela Tavares,6,0.0,1.0,14,Cuiabá,2,J. Tavares,False,0,,,,,,,,,,,,,,,,,,,,,
525,cleiton,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_TNiLoQL.png,0.0,0.0,Cleiton,114790,262,Cleiton Santana dos Santos,6,0.8,2.13,14,Flamengo,3,Cleiton,False,1,,,,,1.0,,,,,,,,,,,,,,,,
526,thauan-lara,https://s.sde.globo.com/media/person_role/2024/03/07/photo_FORMATO_zPksBsJ.png,0.0,0.0,Thauan Lara,115061,356,Thauan Lara dos Santos,6,0.0,3.0,14,Fortaleza,2,T. Lara,False,0,,,,,,,,,,,,,,,,,,,,,
527,lucas-freitas,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_JGN1KdH.png,0.0,0.0,Lucas Freitas,115141,286,Lucas de Freitas Molarinho Chagas,6,-0.75,1.04,14,Juventude,3,L. Freitas,False,2,,2.0,2.0,,1.0,,,,1.0,,,,,,,1.0,1.0,,,,
528,caio-matheus,https://s.sde.globo.com/media/person_role/2022/04/06/c624743dce9149ef9c0122f7eabd3337_FORMATO.png,0.0,0.0,Caio Matheus,115227,276,Caio Matheus da Silva,6,0.0,2.0,14,São Paulo,5,C. Matheus,False,0,,,,,,,,,,,,,,,,,,,,,
529,wesley,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_zY4BtV3.png,-0.19,4.9,Wesley,115239,262,Wesley Vinícius França Lima,7,4.46,5.55,14,Flamengo,2,Wesley,True,10,,21.0,10.0,,2.0,18.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,,,
530,naves,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_SDs96Yd.png,-1.48,-0.7,Naves,115246,275,Kaiky Marques Naves,7,4.0,5.85,14,Palmeiras,3,Naves,True,8,,13.0,13.0,,1.0,1.0,,,,1.0,,4.0,,,,,,,,,
531,jhon-jhon,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_VLklPue.png,2.41,11.9,Jhon Jhon,115248,275,Jhonatan dos Santos Rosa,6,4.77,6.31,14,Palmeiras,4,J. Jhon,True,3,,5.0,,1.0,2.0,1.0,,,,,1.0,,,,,,,,,,
532,renan-viana,https://s.sde.globo.com/media/person_role/2024/03/05/photo_FORMATO_pf3ihrT.png,0.0,0.0,Renan Viana,115266,293,Renan Rodrigues Fonseca Viana,6,0.0,1.0,14,Athlético-PR,5,R. Viana,False,0,,,,,,,,,,,,,,,,,,,,,
533,romulo,https://s.sde.globo.com/media/person_role/2024/04/13/photo_FORMATO_MSj6UGK.png,-0.9,-1.6,Rômulo,115268,282,Rômulo Helberte Pereira Junior,3,2.36,2.28,14,Atlético-MG,3,Rômulo,True,8,,13.0,9.0,,3.0,1.0,,1.0,,2.0,,,,,,,1.0,,,,
534,emersonn,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_8cy9qvA.png,-0.2,-0.3,Emersonn,115273,293,Emersonn Correia da Silva,6,-0.15,0.7,14,Athlético-PR,5,Emersonn,True,2,,,1.0,,,,,,,,,,,,,,,,,,
535,iarley,,0.0,0.0,Iarley,115524,356,Iarley Gilberto de Barros Leal,6,0.0,1.0,14,Fortaleza,5,Iarley,False,0,,,,,,,,,,,,,,,,,,,,,
536,marcos-victor,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_Cxk2KLL.png,0.0,0.0,Marcos Victor,115537,265,Marcos Victor Ferreira da Silva,6,0.0,3.0,14,Bahia,3,M. Victor,False,0,,,,,,,,,,,,,,,,,,,,,
537,mila,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_9SO9AOT.png,0.0,0.0,Mila,115671,284,Lucas Eduardo Müller - Milla,6,0.0,3.0,14,Grêmio,4,Mila,False,0,,,,,,,,,,,,,,,,,,,,,
538,gabriel-delfim,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_ke74jzP.png,0.0,0.0,Gabriel Delfim,115674,282,Gabriel Delfim Ferreira,6,0.0,2.0,14,Atlético-MG,1,G. Delfim,False,0,,,,,,,,,,,,,,,,,,,,,
539,evertton-araujo,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_TQMbzmd.png,0.0,0.0,Evertton Araújo,115914,262,Everton Gustavo Fernandes Araújo,6,2.22,2.93,14,Flamengo,4,E. Araújo,False,4,,1.0,1.0,,,2.0,,1.0,,1.0,,,,,,,,,,,
540,lele,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_rQc4WPL.png,0.0,0.0,Lelê,115915,266,Leanderson da Silva Genésio,5,0.0,4.0,14,Fluminense,5,Lelê,False,0,,,,,,,,,,,,,,,,,,,,,
541,endrick,https://s.sde.globo.com/media/person_role/2024/06/05/photo_FORMATO_IXK3ihA.png,0.0,0.0,Endrick,115959,275,Endrick Felipe Moreira de Sousa,6,3.02,9.4,14,Palmeiras,5,Endrick,False,6,,6.0,13.0,2.0,8.0,16.0,,,,3.0,,,,,,,,,1.0,,
542,denilson,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_dCrOJqx.png,-0.12,1.0,Denilson,115986,1371,Denilson Alves Borges,7,1.18,2.32,14,Cuiabá,4,Denilson,True,11,,8.0,6.0,3.0,2.0,8.0,,,,3.0,,,,,,1.0,,,,,
543,matheus-goncalves,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_LLLLcT1.png,0.0,0.0,Matheus Gonçalves,116012,262,Matheus Gonçalves Martins,6,0.0,4.0,14,Flamengo,4,M. Gonçalves,False,0,,,,,,,,,,,,,,,,,,,,,
544,igor-jesus,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_dY49V4i.png,0.0,0.0,Igor Jesus,116013,262,Igor Jesus Lima,5,1.9,3.9,14,Flamengo,4,I. Jesus,False,3,,5.0,1.0,,,2.0,,,,1.0,,,,,,,,,,,
545,petterson,https://s.sde.globo.com/media/person_role/2024/03/05/photo_FORMATO_x9GN6Vh.png,0.0,0.0,Petterson,116025,293,Petterson Novaes Reis,6,0.0,2.0,14,Athlético-PR,5,Petterson,False,0,,,,,,,,,,,,,,,,,,,,,
546,victor-hugo,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_tzeghN4.png,0.13,1.2,Victor Hugo,116034,262,Victor Hugo Gomes Silva,6,0.44,2.54,14,Flamengo,4,V. Hugo,True,8,,2.0,1.0,2.0,,,,,,1.0,,,,,,,,,,,
547,ze-hugo,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_csNTrnu.png,0.03,1.7,Zé Hugo,116056,287,José Hugo Sousa dos Santos,2,2.4,3.81,14,Vitória,5,Z. Hugo,True,7,,7.0,7.0,2.0,2.0,5.0,,,,1.0,1.0,,,,,,,,,,
548,cuiabano,https://s.sde.globo.com/media/person_role/2024/06/11/photo_FORMATO_EU50mMf.png,-0.33,3.4,Cuiabano,116065,263,Luís Eduardo Soares da Silva,7,5.77,8.01,14,Botafogo,2,Cuiabano,True,12,,19.0,13.0,4.0,5.0,19.0,,1.0,,1.0,2.0,3.0,,,,,,,,,
549,thiago-beltrame,,0.0,0.0,Thiago Beltrame,116067,284,Thiago Beltrame Stallbaum,6,0.0,1.0,14,Grêmio,1,T. Beltrame,False,0,,,,,,,,,,,,,,,,,,,,,
550,joao-moreira,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_1S7B5MC.png,0.0,0.0,João Moreira,116137,276,João Moreira Sanmartin Souza,6,7.1,6.33,14,São Paulo,2,J. Moreira,False,1,,2.0,1.0,,,,,,,,,1.0,,,,,,,,,
551,daniel-junior,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_P6qw5Xf.png,0.0,0.0,Daniel Júnior,116432,287,Daniel de Melo Araújo Junior,6,1.5,3.05,14,Vitória,4,D. Júnior,False,3,,,,1.0,1.0,5.0,,,,,,,,,,,,,,,
552,hercules,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_THe8tWf.png,-1.06,-2.1,Hércules,116447,356,Hércules Pereira do Nascimento,3,2.34,4.2,14,Fortaleza,4,Hércules,True,13,,22.0,18.0,2.0,2.0,3.0,,1.0,,1.0,,,,,,,1.0,,,,
553,di-yorio,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_EU2wJae.png,-0.45,0.0,Di Yorio,116655,293,Lucas Gabriel Di Yorio,6,0.1,2.45,14,Athlético-PR,5,D. Yorio,True,4,,1.0,3.0,,1.0,1.0,,,2.0,1.0,,,,,,,,,,,
554,kaua-moroso,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_gRwmtlH.png,0.0,0.0,Kauã Moroso,116937,288,Kauã Inacio Moroso,6,0.0,1.0,14,Criciúma,1,K. Moroso,False,0,,,,,,,,,,,,,,,,,,,,,
555,guilherme-silva,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_225vQMn.png,0.0,0.0,Guilherme Silva,116939,288,Guilherme Silva,6,0.0,1.0,14,Criciúma,2,G. Silva,False,0,,,,,,,,,,,,,,,,,,,,,
556,popo,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_EiH3NWS.png,0.0,0.0,Popó,116994,286,Werik Silva Pinto,6,-0.44,0.64,14,Juventude,5,Popó,False,5,,1.0,4.0,,1.0,,,,,,,,,,,,1.0,,,,
557,gabriel,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_vJGFbMn.png,0.0,0.0,Gabriel,117061,1371,Gabriel Knesowitsch,6,1.95,2.32,14,Cuiabá,3,Gabriel,False,2,,2.0,,,,3.0,,,,,,,,,,,,,,,
558,thiago-borbas,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_B328S5W.png,-0.07,1.7,Thiago Borbas,117314,280,Thiago Nicolás Borbas Silva,6,1.23,4.29,14,Bragantino,5,T. Borbas,True,13,,4.0,16.0,5.0,2.0,5.0,,1.0,1.0,2.0,,,,,,,,,,,
559,robert-renan,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_cScwdGd.png,-0.72,-0.1,Robert Renan,117330,285,Robert Renan Alves Barbosa,6,4.98,7.36,14,Internacional,3,R. Renan,True,7,,14.0,9.0,1.0,2.0,,,,,2.0,1.0,3.0,,,,,,,,,
560,gabriel-souza,,0.0,0.0,Gabriel Souza,117339,265,Gabriel Gonçalves de Souza,6,0.0,1.0,14,Bahia,1,G. Souza,False,0,,,,,,,,,,,,,,,,,,,,,
561,kawan,https://s.sde.globo.com/media/person_role/2022/05/04/53923487da15da09cccfd077e342fab3_FORMATO.png,0.0,0.0,Kawan,117343,263,Kawan Thomaz Reis de Moraes,6,0.0,1.0,14,Botafogo,3,Kawan,False,0,,,,,,,,,,,,,,,,,,,,,
562,jhosefer,,0.0,0.0,Jhosefer,117350,283,Jhosefer Raphael Januário,6,0.0,1.0,14,Cruzeiro,5,Jhosefer,False,0,,,,,,,,,,,,,,,,,,,,,
563,otavio,,0.0,0.0,Otávio,117404,283,Otávio Eleodoro Rezende Costa,6,0.0,1.0,14,Cruzeiro,1,Otávio,False,0,,,,,,,,,,,,,,,,,,,,,
564,leo-mana,https://s.sde.globo.com/media/person_role/2022/07/02/5c3199a34de47846ae66a0560d4e7417_FORMATO.png,-0.64,-1.0,Léo Maná,117459,264,Leonardo Mana Hernandes,7,0.24,1.11,14,Corinthians,2,L. Maná,True,5,,3.0,3.0,,,1.0,,,,1.0,,,,,,1.0,,,,,
565,galoppo,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_EntLJJn.png,0.0,0.0,Galoppo,117579,276,Giuliano Galoppo,6,1.4,4.36,14,São Paulo,4,Galoppo,False,8,,4.0,7.0,4.0,4.0,5.0,,,,2.0,,,,,,,,,,,
566,alejo-cruz,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_4JP0Dfv.png,0.61,3.8,Alejo Cruz,117622,373,Alejo Cruz Techera,7,1.08,2.68,14,Atlético-GO,5,A. Cruz,True,12,,8.0,10.0,1.0,2.0,11.0,,,,2.0,,,,,,,,,,,
567,garro,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_5Gp0vVv.png,2.18,17.4,Garro,117632,264,Rodrigo Garro,7,6.09,10.09,14,Corinthians,4,Garro,True,13,,19.0,16.0,9.0,10.0,37.0,1.0,2.0,1.0,5.0,2.0,,,,,,,,,,
568,pedro-caixinha,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_LvzP4JH.png,0.29,6.45,Pedro Caixinha,117711,280,Pedro Miguel Faria Caixinha,7,4.69,8.98,14,Bragantino,6,P. Caixinha,True,14,,,,,,,,,,,,,,,,,,,,,6.0
569,young,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Qtf8rgq.png,0.0,0.0,Young,117818,276,Young Navarro Moraes,6,-1.0,0.64,14,São Paulo,1,Young,False,0,,,,,,,,,,1.0,,,,,,,,,,,
570,vitinho,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_bhMj4uh.png,0.69,4.3,Vitinho,117842,283,Vitor Hugo Amorim de Assis,6,1.95,3.13,14,Cruzeiro,4,Vitinho,True,9,,2.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
571,giovane,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_XV66WsM.png,1.75,8.2,Giovane,117849,264,Giovane Santana do Nascimento,6,2.33,3.49,14,Corinthians,5,Giovane,True,4,,,3.0,1.0,,2.0,,1.0,,,,,,,,,,,,,
572,wesley,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_KAHpgBA.png,-0.18,4.9,Wesley,117909,264,Wesley Gassova Ribeiro Teixeira,7,4.23,6.73,14,Corinthians,5,Wesley,True,14,,19.0,10.0,8.0,5.0,24.0,,2.0,2.0,2.0,,,,,,,,,,,
573,breno-bidon,https://s.sde.globo.com/media/person_role/2022/07/02/7c27a7fcaaaccdedd144a0e9af0c0e2d_FORMATO.png,0.0,0.0,Breno Bidon,117910,264,Breno de Souza Bidon,6,2.58,3.27,14,Corinthians,4,B. Bidon,False,11,,18.0,14.0,4.0,1.0,17.0,,,1.0,3.0,,,,,,,,,,,
574,iago,,0.0,0.0,Iago,118090,262,Iago Teodoro da Silva Nogueira,6,0.0,1.0,14,Flamengo,3,Iago,False,0,,,,,,,,,,,,,,,,,,,,,
575,nathan-camargo,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_6uXqvAE.png,0.0,0.0,Nathan Camargo,118175,280,Nathan Camargo dos Santos,6,0.0,3.0,14,Bragantino,4,N. Camargo,False,0,,,,,,,,,,,,,,,,,,,,,
576,ronald,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_KF8k6Z6.png,0.0,0.0,Ronald,118238,284,Ronald Cardoso Falkoski,6,0.0,3.22,14,Grêmio,4,Ronald,False,1,,,,,,,,,,,,,,,,,,,,,
577,pedrao,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_lueB4Je.png,0.0,0.0,Pedrão,118293,283,Pedro Henrique Franklim da Silva,6,0.0,2.0,14,Cruzeiro,3,Pedrão,False,0,,,,,,,,,,,,,,,,,,,,,
578,eliedson,https://s.sde.globo.com/media/person_role/2024/03/15/photo_FORMATO_Y7jZjrx.png,0.0,0.0,Eliédson,118305,288,Eliédson Pereira de Souza,6,-0.3,2.27,14,Criciúma,4,Eliédson,False,1,,,1.0,,,,,,,,,,,,,,,,,,
579,weliton,https://s.sde.globo.com/media/person_role/2024/04/24/photo_FORMATO_Evh0gJv.png,0.0,0.0,Weliton,118433,262,Weliton Santos do Amaral,6,0.0,1.0,14,Flamengo,5,Weliton,False,0,,,,,,,,,,,,,,,,,,,,,
580,ze-welinton,https://s.sde.globo.com/media/person_role/2022/06/29/eb9c2188bfd2d30e670faa55785ea3f2_FORMATO.png,0.0,0.0,Zé Welinton,118501,262,José Welinton Campos Menezes,6,0.0,1.0,14,Flamengo,2,Z. Welinton,False,0,,,,,,,,,,,,,,,,,,,,,
581,rodriguinho,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_TBiswrq.png,0.0,0.0,Rodriguinho,118563,276,Rodrigo Huendra Almeida Mendonça,6,2.7,3.13,14,São Paulo,4,Rodriguinho,False,2,,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,
582,eliel,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_t0Fw29t.png,0.0,0.0,Eliel,118745,1371,Eliel Chrytian Pereira Silva,6,3.07,4.66,14,Cuiabá,5,Eliel,False,7,,4.0,2.0,2.0,3.0,11.0,,1.0,,1.0,,,,,,,,,,,
583,mateus-carvalho,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_JfIekB6.png,1.97,11.0,Mateus Carvalho,118752,267,Mateus Carvalho dos Santos,7,3.59,6.69,14,Vasco,4,M. Carvalho,True,11,,18.0,14.0,2.0,1.0,12.0,,2.0,1.0,3.0,,,,,,,,,,,
584,alexsander,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_35s5NpC.png,-0.27,2.4,Alexsander,118774,266,Alexsander Christian Gomes da Costa - Cristhian,7,3.21,6.03,14,Fluminense,4,Alexsander,True,8,,14.0,9.0,1.0,3.0,10.0,,,,2.0,1.0,,,,,,,,,,
585,jacob-montes,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_m1vIram.png,0.0,0.0,Jacob Montes,118843,263,Jacob Christian Montes,6,7.7,3.47,14,Botafogo,4,J. Montes,False,1,,,1.0,,,,,1.0,,,,,,,,,,,,,
586,ruan,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_FNxwSO0.png,0.19,1.3,Ruan,120444,286,Ruan Pereira Duarte,6,1.12,1.59,14,Juventude,5,Ruan,True,6,,3.0,5.0,2.0,1.0,3.0,,,1.0,,,,,,,,,,,,
587,arthur-sousa,https://s.sde.globo.com/media/person_role/2024/03/15/photo_FORMATO_pbRL2zS.png,0.0,0.0,Arthur Sousa,120856,264,Arthur Sousa Araújo,6,0.5,1.99,14,Corinthians,5,A. Sousa,False,1,,,,,,1.0,,,,,,,,,,,,,,,
588,erick-marcus,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_NNvdTOg.png,-0.02,1.2,Erick Marcus,121184,267,Erick Marcus dos Santos Oliveira do Carmo,2,1.07,2.87,14,Vasco,5,E. Marcus,True,4,,2.0,2.0,1.0,1.0,3.0,,,,1.0,,,,,,,,,,,
589,dija,https://s.sde.globo.com/media/person_role/2022/10/22/photo_220x220.png,0.0,0.0,Dija,121220,280,Diego Kauan Silva Santos,6,0.0,1.0,14,Bragantino,2,Dija,False,0,,,,,,,,,,,,,,,,,,,,,
590,kauan,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_g8uOoWo.png,0.24,1.7,Kauan,121237,356,Kauan Rodrigues da Silva,6,1.1,2.23,14,Fortaleza,4,Kauan,True,2,,1.0,,,,2.0,,,,,,,,,,,,,,,
591,da-rocha,,0.0,0.0,Da Rocha,121397,286,Cauê Pereira da Rocha,6,0.0,1.0,14,Juventude,2,D. Rocha,False,0,,,,,,,,,,,,,,,,,,,,,
592,guilherme-madruga,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_sRg7Zjl.png,0.0,0.0,Guilherme Madruga,121762,1371,Guilherme Miranda Madruga Gomes,6,0.2,2.83,14,Cuiabá,4,G. Madruga,False,3,,,2.0,1.0,,,,,,,,,,,,,,,,,
593,andre,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_AwvmyTT.png,0.0,0.0,André,121792,284,André Henrique da Silva Martins,5,0.0,4.0,14,Grêmio,5,André,False,0,,,,,,,,,,,,,,,,,,,,,
594,kayke,,0.0,0.0,Kayke,121824,264,Kayke Ferrari Guimarães,6,0.0,0.79,14,Corinthians,4,Kayke,False,2,,,,,,,,,,,,,,,,,,,,,
595,kaue,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_zW6WD4H.png,2.13,7.7,Kauê,121827,263,Kauê Rodrigues Pessanha,6,3.7,2.92,14,Botafogo,4,Kauê,True,2,,,2.0,,,,,1.0,,,,,,,,,,,,,
596,janderson,https://s.sde.globo.com/media/person_role/2024/04/23/photo_FORMATO.png,0.26,3.2,Janderson,121830,287,Janderson de Carvalho Costa,2,3.29,4.64,14,Vitória,5,Janderson,True,7,,6.0,5.0,2.0,5.0,6.0,,1.0,1.0,,,,,,,,,,,,
597,ryan,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_2ivgpWa.png,0.0,0.0,Ryan,122300,265,Ryan Carlos Santos de Sousa,6,0.0,3.0,14,Bahia,2,Ryan,False,0,,,,,,,,,,,,,,,,,,,,,
598,kennedy,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_nXCTAYa.png,0.0,0.0,Kennedy,122301,265,Kennedy Anderson Gomes Ferreira,6,0.0,1.0,14,Bahia,5,Kennedy,False,0,,,,,,,,,,,,,,,,,,,,,
599,mateus-macedo,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_3LMCTRH.png,0.0,0.0,Mateus Macedo,122317,373,Matheus Macedo dos Santos,6,0.0,1.0,14,Atlético-GO,3,M. Macedo,False,0,,,,,,,,,,,,,,,,,,,,,
600,dyogo-alves,,0.0,0.0,Dyogo Alves,122318,262,Francisco Dyogo Bento Alves,6,0.0,1.0,14,Flamengo,1,D. Alves,False,0,,,,,,,,,,,,,,,,,,,,,
601,daniel-sales,,0.0,0.0,Daniel Sales,122320,262,Daniel dos Santos Sales,6,0.0,1.0,14,Flamengo,2,D. Sales,False,0,,,,,,,,,,,,,,,,,,,,,
602,lorran,https://s.sde.globo.com/media/person_role/2024/06/21/photo_FORMATO_hV943L9.png,-0.16,0.0,Lorran,122321,262,Lorran Lucas Pereira de Sousa,7,3.15,3.9,14,Flamengo,4,Lorran,True,11,,8.0,9.0,6.0,6.0,6.0,,1.0,2.0,,1.0,,,,,,,,,,
603,lyncon,https://s.sde.globo.com/media/person_role/2023/06/06/photo_FORMATO.png,0.0,0.0,Lyncon,122378,267,Lyncon Correa Gonçalves,6,0.0,1.0,14,Vasco,3,Lyncon,False,0,,,,,,,,,,,,,,,,,,,,,
604,juliao,https://s.sde.globo.com/media/person_role/2024/05/09/photo_FORMATO_7dRSlSv.png,0.0,0.0,Julião,122380,267,Matheus Gabriel Julião Damasceno,6,0.0,1.0,14,Vasco,2,Julião,False,0,,,,,,,,,,,,,,,,,,,,,
605,talisson,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_HTUJbDI.png,0.0,0.0,Talisson,122393,280,Talisson de Almeida,7,0.97,2.47,14,Bragantino,5,Talisson,False,4,,1.0,4.0,2.0,,3.0,,,,,,,,,,,,,,,
606,gustavinho,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_ayQ4fZH.png,0.24,2.4,Gustavinho,122394,280,Gustavo Ribeiro Neves,6,1.63,3.23,14,Bragantino,4,Gustavinho,True,13,,7.0,8.0,1.0,2.0,5.0,,,,,2.0,,,,,,,,,,
607,ryan,,0.36,1.2,Ryan,122396,264,Ryan Gustavo de Lima,6,1.2,1.36,14,Corinthians,4,Ryan,True,1,,1.0,,,,,,,,,,,,,,,,,,,
608,pablo-baianinho,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_58gJ7zZ.png,0.0,0.0,Pablo Baianinho,122413,287,Pablo Santos de Alcantara,6,-0.3,0.79,14,Vitória,4,P. Baianinho,False,1,,,1.0,,,,,,,,,,,,,,,,,,
609,lucca,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Ki8AphB.png,0.0,0.0,Lucca,122420,285,Lucca Holanda Sampaio Tavares,5,0.68,1.95,14,Internacional,5,Lucca,False,6,,2.0,5.0,,1.0,5.0,,,1.0,,,,,,,,,,,,
610,isaac,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_Lguei9P.png,0.0,0.0,Isaac,122439,266,Isaac Rodrigues de Lima,6,1.1,2.3,14,Fluminense,5,Isaac,False,2,,1.0,,,,2.0,,,,,,,,,,,,,,,
611,rayan,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_DAjK7yT.png,0.0,0.0,Rayan,122486,267,Rayan Vitor Simplício Rocha,6,1.61,3.05,14,Vasco,5,Rayan,False,9,,4.0,1.0,2.0,7.0,4.0,,,,,,,,,,,,,,,
612,lucas-furtado,,0.0,0.0,Lucas Furtado,122575,262,Lucas Furtado dos Santos,6,0.0,1.0,14,Flamengo,1,L. Furtado,False,0,,,,,,,,,,,,,,,,,,,,,
613,amorim,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_tKEntj2.png,0.0,0.0,Amorim,122598,356,Alexsandro Amorim de Freitas Filho,6,0.0,1.0,14,Fortaleza,4,Amorim,False,0,,,,,,,,,,,,,,,,,,,,,
614,matheus-belem,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_kBJ7dRJ.png,0.0,0.0,Matheus Belém,122602,276,Matheus José Belém de Souza,6,0.0,2.0,14,São Paulo,3,M. Belém,False,0,,,,,,,,,,,,,,,,,,,,,
615,japa,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_7IIL65y.png,0.0,0.0,Japa,122660,283,João Wellington Gadelha Melo de Oliveira,6,0.45,1.75,14,Cruzeiro,4,Japa,False,4,,2.0,2.0,,,,,,,,,,,,,,,,,,
616,lucas-cunha,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_bGdGTnU.png,0.0,0.0,Lucas Cunha,122755,280,Lucas de Souza Cunha,6,2.6,6.38,14,Bragantino,3,L. Cunha,False,2,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,
617,jadson,https://s.sde.globo.com/media/person_role/2024/07/03/photo_FORMATO_FIHzuX5.png,0.36,1.2,Jadson,122797,1371,Jadson Alves de Lima,6,1.2,1.36,14,Cuiabá,5,Jadson,True,1,,,,1.0,,,,,,,,,,,,,,,,,
618,gustavo-daniel,https://s.sde.globo.com/media/person_role/2024/04/11/photo_FORMATO_y7ZiXUn.png,0.0,0.0,Gustavo Daniel,122819,373,Gustavo Daniel da Silva Gonçalves,6,0.0,1.0,14,Atlético-GO,2,G. Daniel,False,0,,,,,,,,,,,,,,,,,,,,,
619,abner,,0.0,0.0,Abner,122861,286,Abner Salles da Silva,6,0.0,0.81,14,Juventude,3,Abner,False,1,,,,,,,,,,,,,,,,,,,,,
