,atletas.apelido,atletas.clube.id.full.name,atletas.foto,atletas.slug,atletas.jogos_num,atletas.apelido_abreviado,atletas.rodada_id,atletas.clube_id,atletas.pontos_num,atletas.status_id,atletas.media_num,atletas.minimo_para_valorizar,atletas.preco_num,atletas.variacao_num,atletas.posicao_id,atletas.atleta_id,atletas.entrou_em_campo,atletas.nome,CA,DS,FC,FD,FF,FS,G,DE,GS,SG,I,A,V,PC,FT,PS,CV,PP
458,Fintelman,Vitória,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_C8LyEyp.png,fintelman,0,Fintelman,3,287,0.0,6,0.0,,2.0,0.0,1,107859,False,Alexandre Fintelman de Mello Ribeiro da Silva,,,,,,,,,,,,,,,,,,
459,Bobadilla,São Paulo,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_BoNwEka.png,bobadilla,1,Bobadilla,3,276,-0.6,6,-0.6,,3.82,-1.18,4,107873,True,Damián Josué Bobadilla Benítez,,,2.0,,,,,,,,,,,,,,,
460,Hugo,Corinthians,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_h4IhTE1.png,hugo,3,Hugo,3,264,2.4,2,3.6,,6.09,-0.36,2,107908,True,Hugo Ferreira de Farias,1.0,4.0,4.0,,4.0,,,,,1.0,,,,,,,,
461,Fausto Vera,Corinthians,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_qmsceut.png,fausto-vera,3,F. Vera,3,264,4.2,6,1.63,,4.5,0.41,4,107950,True,Fausto Mariano Vera,,1.0,2.0,1.0,2.0,3.0,,,,,,,,,,,,
462,Isidro Pitta,Cuiabá,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_VmtW8Bv.png,isidro-pitta,2,I. Pitta,3,1371,1.3,7,0.65,,4.43,-0.5,5,108133,True,Isidro Miguel Pitta Saldívar,,,,,1.0,1.0,,,,,,,,,,,,
463,Gabriel Barros,Atlético-GO,https://s.sde.globo.com/media/person_role/2024/03/22/photo_FORMATO_FfX4EYz.png,gabriel-barros,1,G. Barros,3,373,-3.6,3,-3.6,,1.17,-1.83,5,108352,True,Gabriel de Sousa Barros,,,2.0,,,,,,,,,,,,,,1.0,
464,Arriagada,Athlético-PR,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_9Gl7lZe.png,arriagada,0,Arriagada,3,293,0.0,6,0.0,,3.0,0.0,5,108624,False,Luciano Daniel Arriagada García,,,,,,,,,,,,,,,,,,
465,Matheus Nascimento,Botafogo,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_g47taLF.png,matheus-nascimento,1,M. Nascimento,3,263,0.0,5,1.7,,2.16,0.0,5,109114,False,Matheus Nascimento de Paula,,1.0,,,,1.0,,,,,,,,,,,,
466,Luiz Henrique,Botafogo,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_f3wPomL.png,luiz-henrique,2,L. Henrique,3,263,0.0,7,4.2,,13.11,0.0,5,109282,False,Luiz Henrique André Rosa da Silva,,,,,3.0,2.0,,,,,,1.0,,,,,,
467,Raul Gustavo,Corinthians,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_6EPA4gp.png,raul-gustavo,1,R. Gustavo,3,264,1.2,6,1.2,,3.64,-0.36,3,109389,True,Raul Gustavo Pereira Bicalho,,1.0,,,,,,,,,,,,,,,,
468,Calebe,Fortaleza,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_zjAtk2u.png,calebe,0,Calebe,3,356,0.0,6,0.0,,7.0,0.0,4,109461,False,Calebe Gonçalves Ferreira da Silva,,,,,,,,,,,,,,,,,,
469,Martinelli,Fluminense,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_DxKpmdn.png,martinelli,2,Martinelli,3,266,11.3,7,6.3,,7.56,2.17,4,109573,True,Matheus Martinelli Lima,,3.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,
470,Hugo,Botafogo,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_SUeVFmE.png,hugo,3,Hugo,3,263,5.3,7,5.8,,7.44,0.29,2,109668,True,Hugo Gonçalves Ferreira Neto,,5.0,3.0,,1.0,3.0,,,,1.0,,1.0,,,,,,
471,Lázaro,Palmeiras,https://s.sde.globo.com/media/person_role/2024/02/07/photo_FORMATO.png,lazaro,3,Lázaro,3,275,0.5,6,2.37,,4.6,-0.54,5,110193,True,Lázaro Vinicius Marques,,3.0,2.0,,2.0,5.0,,,,,,,,,,,,
472,Gabriel Pereira,Athlético-PR,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_YcSgOGr.png,gabriel-pereira,0,G. Pereira,3,293,0.0,6,0.0,,1.0,0.0,1,110251,False,Gabriel Roberto Pereira,,,,,,,,,,,,,,,,,,
473,Palacios,Corinthians,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_ykV382s.png,palacios,0,Palacios,3,264,0.0,5,0.0,,5.0,0.0,2,110260,False,Diego José Palacios Espinoza,,,,,,,,,,,,,,,,,,
474,Bernabéi,Internacional,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_muBtltt.png,bernabei,0,Bernabéi,3,285,0.0,6,0.0,,4.0,0.0,2,110426,False,Alexandro Ezequiel Bernabei,,,,,,,,,,,,,,,,,,
475,Abel Ferreira,Palmeiras,https://s.sde.globo.com/media/person_role/2021/04/27/574e87d52be9d06fd03fa69fefb60255_FORMATO.png,abel-ferreira,3,A. Ferreira,3,275,5.58,7,5.41,,12.11,-0.49,6,110506,True,Abel Fernando Moreira Ferreira,,,,,,,,,,,,,1.0,,,,,
476,Lucas Besozzi,Grêmio,https://s.sde.globo.com/media/person_role/2023/10/18/photo_FORMATO_XvOUlVF.png,lucas-besozzi,0,L. Besozzi,3,284,0.0,6,0.0,,3.0,0.0,5,110512,False,Lucas Agustín Besozzi,,,,,,,,,,,,,,,,,,
477,Caetano,Bragantino,https://s.sde.globo.com/media/person_role/2022/11/02/photo_FORMATO.png,caetano,0,Caetano,3,280,0.0,6,0.0,,2.0,0.0,4,110587,False,Gabriel Caetano Godoy de Andrade,,,,,,,,,,,,,,,,,,
478,Mateus,Palmeiras,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_Jhyg9Yk.png,mateus,0,Mateus,3,275,0.0,6,0.0,,2.0,0.0,1,110624,False,Mateus Oliveira Mendes,,,,,,,,,,,,,,,,,,
479,Machuca,Fortaleza,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_aKgahZX.png,machuca,2,Machuca,3,356,0.0,6,4.25,,5.5,0.0,5,110667,False,Imanol Machuca,,,1.0,,1.0,,1.0,,,,,,,,,,,
480,Esquivel,Athlético-PR,https://s.sde.globo.com/media/person_role/2023/05/31/photo_FORMATO_DlnAHYU.png,esquivel,3,Esquivel,3,293,6.0,7,5.23,,7.61,0.31,2,110668,True,Lucas Ángel Esquivel,1.0,4.0,3.0,,1.0,4.0,,,,2.0,,,,,,,,
481,Mycael,Athlético-PR,https://s.sde.globo.com/media/person_role/2024/03/05/photo_FORMATO_1naIetc.png,mycael,0,Mycael,3,293,0.0,6,0.0,,2.0,0.0,1,110698,False,Mycael Pontes Moreira,,,,,,,,,,,,,,,,,,
482,Pedro Rangel,Atlético-GO,https://s.sde.globo.com/media/person_role/2024/04/11/photo_FORMATO_HAuwqG4.png,pedro-rangel,0,P. Rangel,3,373,0.0,6,0.0,,2.0,0.0,1,110708,False,Pedro Felipe de Faria Rangel,,,,,,,,,,,,,,,,,,
483,Andrés Hurtado,Bragantino,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_VE4habv.png,andres-hurtado,3,A. Hurtado,3,280,5.5,6,4.0,,5.63,0.55,2,110715,True,José Andrés Hurtado Cheme,,4.0,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,
484,Rubens,Atlético-MG,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_mGd1yDc.png,rubens,1,Rubens,3,282,0.0,5,1.2,,4.36,0.0,2,110727,False,Rubens Antônio Dias,,1.0,,,,,,,,,,,,,,,,
485,John Kennedy,Fluminense,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_XO4700O.png,john-kennedy,2,J. Kennedy,3,266,-0.1,6,1.45,,7.37,-1.09,5,110759,True,John Kennedy Batista de Souza,,1.0,,,1.0,2.0,,,,,1.0,,,,,,,
486,Biel,Bahia,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_549ojOA.png,biel,2,Biel,3,265,17.2,2,13.05,,12.28,4.21,5,110760,True,Gabriel Teixeira Aragão,,1.0,,,,2.0,2.0,,,,1.0,1.0,,,1.0,,,
487,Guilherme Lopes,Bragantino,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_wfa8twq.png,guilherme-lopes,2,G. Lopes,3,280,0.0,6,2.25,,3.4,0.0,2,110909,False,Guilherme Lopes de Almeida,,2.0,,,2.0,1.0,,,,,,,,,,,,
488,Léo Naldi,Vitória,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_mVG5FsO.png,leo-naldi,1,L. Naldi,3,287,3.1,7,3.1,,4.29,0.29,4,111005,True,Leonardo Naldi de Matos,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,
489,Rômulo,Palmeiras,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_HI2kx56.png,romulo,1,Rômulo,3,275,0.0,6,2.0,,5.42,0.0,4,111166,False,Rômulo Azevedo Simão,,1.0,,,1.0,,,,,,,,,,,,,
490,Alix Vinicius,Atlético-GO,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_lm7UgU1.png,alix-vinicius,2,A. Vinicius,3,373,0.5,7,-1.15,,1.0,-0.48,3,111246,True,Alix Vinicius de Souza Sampaio,,,3.0,,2.0,,,,,,,,,,,,1.0,
491,Gustavo Martins,Grêmio,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_0UAzL2e.png,gustavo-martins,3,G. Martins,3,284,4.4,6,5.93,,7.43,-0.02,3,111309,True,Gustavo Martins de Souza Santos,,,4.0,,,2.0,1.0,,,2.0,,,,,,,,
492,Kelvi Gomes,Juventude,https://s.sde.globo.com/media/person_role/2022/03/03/d27c52d692c0df1d01ecb1f7a298b40a_FORMATO.png,kelvi-gomes,0,K. Gomes,3,286,0.0,6,0.0,,2.0,0.0,4,111332,False,Kelvi Chiesa Gomes,,,,,,,,,,,,,,,,,,
493,Eliel,Criciúma,https://s.sde.globo.com/media/person_role/2024/03/15/photo_FORMATO_LMEmI4h.png,eliel,0,Eliel,3,288,0.0,6,0.0,,2.0,0.0,4,111363,False,Eliel Felisbino Costa,,,,,,,,,,,,,,,,,,
494,Luis Mandaca,Juventude,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_ZNLvDib.png,luis-mandaca,2,L. Mandaca,3,286,2.9,6,1.9,,3.13,0.46,4,111407,True,Luis Gustavo da Silva Machado Duarte,,3.0,1.0,,,1.0,,,,,,,,,,,,
495,Léo Gonçalves,Criciúma,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_iJzv5fI.png,leo-goncalves,0,L. Gonçalves,3,288,0.0,6,0.0,,3.0,0.0,4,111518,False,Leonardo Gonçalves dos Santos,,,,,,,,,,,,,,,,,,
496,Luiz Fernando Iubel,Cuiabá,https://s.sde.globo.com/media/person_role/2023/05/12/photo_FORMATO_L8wPsE2.png,luiz-fernando-iubel,2,L. Iubel,3,1371,2.74,7,2.18,,3.44,0.4,6,111547,True,Luiz Fernando Iubel,,,,,,,,,,,,,,,,,,
497,António Oliveira,Corinthians,https://s.sde.globo.com/media/person_role/2021/04/27/21a131dcff78d521da3297e98526ce48_FORMATO.png,antonio-oliveira,3,A. Oliveira,3,264,3.08,7,3.54,,9.32,-0.7,6,111578,True,António José Cardoso de Oliveira,,,,,,,,,,,,,,,,,,
498,Adson,Vasco,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_FdRiLgH.png,adson,2,Adson,3,267,0.0,6,0.45,,4.38,0.0,4,111682,False,Adson Ferreira Soares,,1.0,1.0,,,,,,,,,,,,,,,
499,Anthoni,Internacional,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_IeLrq8d.png,anthoni,0,Anthoni,3,285,0.0,6,0.0,,4.0,0.0,1,111683,False,Anthoni Spier Souza,,,,,,,,,,,,,,,,,,
500,Matheus Cunha,Flamengo,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_fcLIvEj.png,matheus-cunha,0,M. Cunha,3,262,0.0,6,0.0,,4.0,0.0,1,111690,False,Matheus Cunha Queiroz,,,,,,,,,,,,,,,,,,
501,Lucas Mezenga,Botafogo,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_BuH7iqi.png,lucas-mezenga,0,L. Mezenga,3,263,0.0,6,0.0,,2.0,0.0,3,111713,False,Lucas de Souza Mombra Rosa,,,,,,,,,,,,,,,,,,
502,Fabinho,Palmeiras,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_jLmJElM.png,fabinho,1,Fabinho,3,275,0.0,6,0.0,,2.47,0.0,4,111760,False,Fábio Silva de Freitas,,,,,,,,,,,,,,,,,,
503,Rodrigo,Vasco,https://s.sde.globo.com/media/person_role/2023/09/01/photo_FORMATO_W0WhUm7.png,rodrigo,0,Rodrigo,3,267,0.0,6,0.0,,2.0,0.0,4,111766,False,Rodrigo Alves de Holanda Santos,,,,,,,,,,,,,,,,,,
504,Felipe Andrade,Fluminense,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_D9UhaMY.png,felipe-andrade,1,F. Andrade,3,266,0.0,6,0.0,,2.47,0.0,3,111839,False,Felipe de Andrade Vieira,,,,,,,,,,,,,,,,,,
505,Arthur,Fluminense,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_wVzBSeW.png,arthur,0,Arthur,3,266,0.0,6,0.0,,1.0,0.0,4,111841,False,Arthur Wenderrosky Sanches - Wenderroscky,,,,,,,,,,,,,,,,,,
506,Guilherme Biro,Corinthians,https://s.sde.globo.com/media/person_role/2022/07/02/ea53a64347e60658cdcbd15ba83320ba_FORMATO.png,guilherme-biro,0,G. Biro,3,264,0.0,6,0.0,,3.0,0.0,4,111891,False,Guilherme Sucigan Mafra Cunha,,,,,,,,,,,,,,,,,,
507,Diego Hernández,Botafogo,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_A2or1Su.png,diego-hernandez,1,D. Hernández,3,263,4.0,6,4.0,,4.6,0.6,4,111945,True,Diego Manuel Hernández González,1.0,1.0,4.0,,,,,,,,,1.0,,,,,,
508,Felipinho,Athlético-PR,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_WNPv1gX.png,felipinho,2,Felipinho,3,293,0.0,6,0.25,,2.25,-0.39,4,112017,True,Antonio Feliphe Costa Silva,,,,,,1.0,,,,,,,,,,,,
509,Adriano,Criciúma,https://s.sde.globo.com/media/person_role/2024/03/15/photo_FORMATO_nohrP8R.png,adriano,0,Adriano,3,288,0.0,6,0.0,,1.0,0.0,5,112020,False,Adriano Silveira Borges Filho,,,,,,,,,,,,,,,,,,
510,Gabriel Grando,Cruzeiro,https://s.sde.globo.com/media/person_role/2024/04/25/photo_FORMATO_2UrGVBG.png,gabriel-grando,0,G. Grando,3,283,0.0,6,0.0,,4.0,0.0,1,112616,False,Gabriel Hamester Grando,,,,,,,,,,,,,,,,,,
511,Kaiki Bruno,Cruzeiro,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_vh3WAlQ.png,kaiki-bruno,0,K. Bruno,3,283,0.0,6,0.0,,3.0,0.0,2,112709,False,Kaiki Bruno da Silva,,,,,,,,,,,,,,,,,,
512,Aníbal Moreno,Palmeiras,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_exCTW9r.png,anibal-moreno,2,A. Moreno,3,275,3.2,7,1.5,,4.76,0.09,4,112869,True,Aníbal Ismael Moreno,1.0,3.0,4.0,1.0,,1.0,,,,,1.0,,,,,,,
513,Lucas Barbosa,Juventude,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_v69l3WS.png,lucas-barbosa,3,L. Barbosa,3,286,3.2,7,8.97,,9.26,-0.44,5,112886,True,Lucas Henrique Barbosa,,11.0,5.0,1.0,5.0,4.0,1.0,,,,,,,,,,,
514,Sforza,Vasco,https://s.sde.globo.com/media/person_role/2024/02/19/photo_FORMATO.png,sforza,3,Sforza,3,267,4.2,7,2.63,,4.68,0.41,4,112906,True,Juan Sebastián Sforza,1.0,5.0,3.0,,1.0,6.0,,,,,,,,,,,,
515,Werton,Flamengo,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_b5lT2QZ.png,werton,0,Werton,3,262,0.0,6,0.0,,2.0,0.0,5,112984,False,Werton de Almeida Rêgo,,,,,,,,,,,,,,,,,,
516,Lucas Wingert,Juventude,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_wdQRVkb.png,lucas-wingert,0,L. Wingert,3,286,0.0,6,0.0,,3.0,0.0,1,113014,False,Lucas Leandro Wingert,,,,,,,,,,,,,,,,,,
517,Kervin Andrade,Fortaleza,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_AOrvNkN.png,kervin-andrade,0,K. Andrade,3,356,0.0,6,0.0,,4.0,0.0,4,113073,False,Kervin Mario Andrade Navarro,,,,,,,,,,,,,,,,,,
518,Flaco López,Palmeiras,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_leI4Pi1.png,flaco-lopez,3,F. López,3,275,2.3,2,0.33,,5.87,-0.36,5,113103,True,José Manuel Alberto López,2.0,,5.0,1.0,4.0,1.0,,,,,4.0,,,,,,,
519,Nathan Mendes,Bragantino,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_avgtjrS.png,nathan-mendes,0,N. Mendes,3,280,0.0,7,0.0,,5.0,0.0,2,113157,False,Nathan Gabriel de Souza Mendes,,,,,,,,,,,,,,,,,,
520,Marquinhos,Fluminense,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_aBFrEHr.png,marquinhos,2,Marquinhos,3,266,7.1,2,6.35,,8.28,1.37,5,113158,True,Marcus Vinícius Oliveira Alencar,1.0,2.0,3.0,2.0,1.0,6.0,,,,,,,,,2.0,,,
521,Michel,Palmeiras,https://s.sde.globo.com/media/person_role/2022/04/06/2e58e6fda93f2529e843b6dacea39be3_FORMATO.png,michel,0,Michel,3,275,0.0,6,0.0,,2.0,0.0,3,113159,False,Michel Augusto Modesto Rafael dos Santos,,,,,,,,,,,,,,,,,,
522,Baltasar Barcia,Criciúma,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_vAZLl3s.png,baltasar-barcia,1,B. Barcia,3,288,0.0,6,6.2,,3.68,0.0,4,113311,False,Mateo Baltasar Barcia Fernández,,1.0,,,,,,,,,,1.0,,,,,,
523,Pablo Maia,São Paulo,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_h3xykq1.png,pablo-maia,3,P. Maia,3,276,2.7,7,2.73,,6.49,-0.37,4,113359,True,Pablo Gonçalves Maia Fortunato,,4.0,6.0,,4.0,4.0,,,,,,,,,,,,
524,Bruninho,Bragantino,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_UGZcauV.png,bruninho,2,Bruninho,3,280,6.0,6,4.3,,5.31,1.27,4,113558,True,Bruno Gonçalves de Jesus,,,,,2.0,4.0,,,,,,1.0,,,,,,
525,Du Queiroz,Grêmio,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_XOn9XLw.png,du-queiroz,3,D. Queiroz,3,284,-0.1,6,1.33,,4.85,-0.85,4,113687,True,Eduardo Santos Queiroz,1.0,4.0,1.0,,,1.0,,,,,,,,,,,,
526,Douglas Mendes,Bragantino,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_DOCYU5o.png,douglas-mendes,3,D. Mendes,3,280,3.7,2,1.67,,2.87,0.53,3,114311,True,Douglas Mendes Moreira,1.0,,2.0,,2.0,,,,,1.0,,,,,,,,
527,Gamarra,Athlético-PR,https://s.sde.globo.com/media/person_role/2024/01/10/photo_FORMATO_IjL8XS2.png,gamarra,0,Gamarra,3,293,0.0,7,0.0,,5.0,0.0,3,114334,False,Mateo Gamarra González,,,,,,,,,,,,,,,,,,
528,Jader,Athlético-PR,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_WH7teaH.png,jader,0,Jader,3,293,0.0,6,0.0,,3.0,0.0,4,114335,False,Jader Barbosa da Silva Gentil,,,,,,,,,,,,,,,,,,
529,Cleiton,Flamengo,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_TNiLoQL.png,cleiton,0,Cleiton,3,262,0.0,6,0.0,,2.0,0.0,3,114790,False,Cleiton Santana dos Santos,,,,,,,,,,,,,,,,,,
530,Thauan Lara,Fortaleza,https://s.sde.globo.com/media/person_role/2024/03/07/photo_FORMATO_zPksBsJ.png,thauan-lara,0,T. Lara,3,356,0.0,6,0.0,,3.0,0.0,2,115061,False,Thauan Lara dos Santos,,,,,,,,,,,,,,,,,,
531,Lucas Freitas,Juventude,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_JGN1KdH.png,lucas-freitas,1,L. Freitas,3,286,-1.9,3,-1.9,,0.96,-1.04,3,115141,True,Lucas de Freitas Molarinho Chagas,,2.0,1.0,,,,,,,,,,,1.0,,,1.0,
532,Caio Matheus,São Paulo,https://s.sde.globo.com/media/person_role/2022/04/06/c624743dce9149ef9c0122f7eabd3337_FORMATO.png,caio-matheus,0,C. Matheus,3,276,0.0,6,0.0,,2.0,0.0,5,115227,False,Caio Matheus da Silva,,,,,,,,,,,,,,,,,,
533,Wesley,Flamengo,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_zY4BtV3.png,wesley,0,Wesley,3,262,0.0,5,0.0,,3.0,0.0,2,115239,False,Wesley Vinícius França Lima,,,,,,,,,,,,,,,,,,
534,Naves,Palmeiras,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_SDs96Yd.png,naves,1,Naves,3,275,0.0,6,5.0,,5.05,0.0,3,115246,False,Kaiky Marques Naves,,,,,,,,,,1.0,,,,,,,,
535,Jhon Jhon,Palmeiras,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_VLklPue.png,jhon-jhon,0,J. Jhon,3,275,0.0,6,0.0,,4.0,0.0,4,115248,False,Jhonatan dos Santos Rosa,,,,,,,,,,,,,,,,,,
536,Renan Viana,Athlético-PR,https://s.sde.globo.com/media/person_role/2024/03/05/photo_FORMATO_pf3ihrT.png,renan-viana,0,R. Viana,3,293,0.0,6,0.0,,1.0,0.0,5,115266,False,Renan Rodrigues Fonseca Viana,,,,,,,,,,,,,,,,,,
537,Rômulo,Atlético-MG,https://s.sde.globo.com/media/person_role/2024/04/13/photo_FORMATO_MSj6UGK.png,romulo,0,Rômulo,3,282,0.0,6,0.0,,1.0,0.0,3,115268,False,Rômulo Helberte Pereira Junior,,,,,,,,,,,,,,,,,,
538,Marcos Victor,Bahia,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_Cxk2KLL.png,marcos-victor,0,M. Victor,3,265,0.0,6,0.0,,3.0,0.0,3,115537,False,Marcos Victor Ferreira da Silva,,,,,,,,,,,,,,,,,,
539,Mila,Grêmio,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_9SO9AOT.png,mila,0,Mila,3,284,0.0,6,0.0,,3.0,0.0,4,115671,False,Lucas Eduardo Müller - Milla,,,,,,,,,,,,,,,,,,
540,Gabriel Delfim,Atlético-MG,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_ke74jzP.png,gabriel-delfim,0,G. Delfim,3,282,0.0,6,0.0,,2.0,0.0,1,115674,False,Gabriel Delfim Ferreira,,,,,,,,,,,,,,,,,,
541,Evertton Araújo,Flamengo,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_TQMbzmd.png,evertton-araujo,0,E. Araújo,3,262,0.0,6,0.0,,2.0,0.0,4,115914,False,Everton Gustavo Fernandes Araújo,,,,,,,,,,,,,,,,,,
542,Lelê,Fluminense,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_rQc4WPL.png,lele,0,Lelê,3,266,0.0,5,0.0,,4.0,0.0,5,115915,False,Leanderson da Silva Genésio,,,,,,,,,,,,,,,,,,
543,Endrick,Palmeiras,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_dWD6Bmq.png,endrick,3,Endrick,3,275,4.4,7,4.6,,11.85,-0.74,5,115959,True,Endrick Felipe Moreira de Sousa,1.0,5.0,6.0,,7.0,10.0,,,,,,,,,,,,
544,Denilson,Cuiabá,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_dCrOJqx.png,denilson,1,Denilson,3,1371,-1.0,7,-1.0,,2.88,-1.12,4,115986,True,Denilson Alves Borges,1.0,,,,,,,,,,,,,,,,,
545,Matheus Gonçalves,Flamengo,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_LLLLcT1.png,matheus-goncalves,0,M. Gonçalves,3,262,0.0,6,0.0,,4.0,0.0,4,116012,False,Matheus Gonçalves Martins,,,,,,,,,,,,,,,,,,
546,Igor Jesus,Flamengo,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_dY49V4i.png,igor-jesus,1,I. Jesus,3,262,0.0,6,0.0,,3.16,0.0,4,116013,False,Igor Jesus Lima,,,,,,,,,,,,,,,,,,
547,Petterson,Athlético-PR,https://s.sde.globo.com/media/person_role/2024/03/05/photo_FORMATO_x9GN6Vh.png,petterson,0,Petterson,3,293,0.0,6,0.0,,2.0,0.0,5,116025,False,Petterson Novaes Reis,,,,,,,,,,,,,,,,,,
548,Victor Hugo,Flamengo,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_tzeghN4.png,victor-hugo,2,V. Hugo,3,262,0.0,6,0.6,,3.65,0.0,4,116034,False,Victor Hugo Gomes Silva,,1.0,,,,,,,,,,,,,,,,
549,Zé Hugo,Vitória,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_csNTrnu.png,ze-hugo,1,Z. Hugo,3,287,0.0,6,0.0,,3.29,0.0,5,116056,False,José Hugo Sousa dos Santos,,,,,,,,,,,,,,,,,,
550,Cuiabano,Botafogo,https://s.sde.globo.com/media/person_role/2024/04/22/photo_FORMATO_Zc2OfZT.png,cuiabano,2,Cuiabano,3,263,0.0,6,6.5,,6.28,0.0,2,116065,False,Luís Eduardo Soares da Silva,,,1.0,,1.0,5.0,,,,1.0,,1.0,,,,,,
551,Thiago Beltrame,Grêmio,,thiago-beltrame,0,T. Beltrame,3,284,0.0,6,0.0,,1.0,0.0,1,116067,False,Thiago Beltrame Stallbaum,,,,,,,,,,,,,,,,,,
552,João Moreira,São Paulo,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_1S7B5MC.png,joao-moreira,0,J. Moreira,3,276,0.0,5,0.0,,4.0,0.0,2,116137,False,João Moreira Sanmartin Souza,,,,,,,,,,,,,,,,,,
553,Daniel Júnior,Vitória,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_P6qw5Xf.png,daniel-junior,0,D. Júnior,3,287,0.0,6,0.0,,3.0,0.0,4,116432,False,Daniel de Melo Araújo Junior,,,,,,,,,,,,,,,,,,
