,atletas.slug,atletas.posicao_id,atletas.rodada_id,atletas.entrou_em_campo,atletas.clube_id,atletas.atleta_id,atletas.media_num,atletas.apelido,atletas.clube.id.full.name,atletas.pontos_num,atletas.status_id,atletas.variacao_num,atletas.foto,atletas.apelido_abreviado,atletas.preco_num,atletas.nome,atletas.minimo_para_valorizar,atletas.jogos_num,CA,DS,FC,FD,FF,FS,SG,V,G,I,CV,A,FT,PS,DE,GS,PP,PC,DP,GC
272,dudu,2,38,True,288,97133,2.52,Dudu,Criciúma,2.4,6,-0.14,https://s.sde.globo.com/media/person_role/2024/08/15/photo_FORMATO_k6f9iFp.png,Dudu,3.66,Luís Eduardo Marques dos Santos,,15,1.0,12.0,7.0,3.0,2.0,3.0,3.0,,,1.0,,1.0,,,,,,,,
273,villasanti,4,38,True,284,97145,4.55,Villasanti,Grêmio,1.4,7,-0.54,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_hHpUtkJ.png,Villasanti,8.43,Mathías Adalberto Villasanti Rolón,,23,3.0,66.0,38.0,3.0,2.0,27.0,,,2.0,,,1.0,,,,,,,,
274,janderson,5,38,True,373,97245,2.69,Janderson,Atlético-GO,3.9,6,-0.48,https://s.sde.globo.com/media/person_role/2024/07/16/photo_FORMATO_QgbA4mS.png,Janderson,4.71,Janderson Santos de Souza,,19,3.0,11.0,17.0,5.0,8.0,25.0,,,3.0,1.0,1.0,,,,,,,,,
275,rogerio-ceni,6,38,True,265,97341,5.02,Rogério Ceni,Bahia,7.59,7,0.26,https://s.sde.globo.com/media/person_role/2022/03/01/e6fac1f227854170a80b2cf3234bfa1d_FORMATO.png,R. Ceni,9.61,Rogério Mücke Ceni,,35,,,,,,,,14.0,,,,,,,,,,,,
276,gustavo-mosquito,5,38,True,287,97450,2.54,Gustavo Mosquito,Vitória,0.5,7,-0.45,https://s.sde.globo.com/media/person_role/2024/08/28/photo_FORMATO_t7r0bPE.png,G. Mosquito,4.28,Gustavo Henric da Silva,,23,4.0,11.0,12.0,1.0,7.0,24.0,,,2.0,1.0,,3.0,1.0,,,,,,,
277,felipe-loureiro,6,38,True,267,97466,6.44,Felipe Loureiro,Vasco,6.0,7,-0.11,https://s.sde.globo.com/media/person_role/2024/11/25/photo_FORMATO.png,F. Loureiro,10.5,Felipe Jorge Loureiro,,3,,,,,,,,2.0,,,,,,,,,,,,
278,marcal,2,38,True,263,97468,4.82,Marçal,Botafogo,1.3,7,-0.85,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_nKRokLk.png,Marçal,6.57,Fernando Marçal de Oliveira,,15,5.0,26.0,24.0,1.0,4.0,14.0,7.0,,1.0,1.0,,,,,,,,1.0,,
279,shaylon,4,38,True,373,97520,2.16,Shaylon,Atlético-GO,1.2,7,-0.37,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_6COfCnm.png,Shaylon,4.38,Shaylon Kallyson Cardozo - Cardoso,,34,3.0,19.0,14.0,11.0,21.0,5.0,,,2.0,1.0,,2.0,1.0,,,,1.0,,,
280,willean-lepo,2,38,True,287,97522,2.86,Willean Lepo,Vitória,0.8,6,0.06,https://s.sde.globo.com/media/person_role/2024/06/26/photo_FORMATO.png,W. Lepo,4.59,William Bernardo Willemen - Willeam Lepu,,27,4.0,47.0,17.0,3.0,4.0,17.0,3.0,,,2.0,,,,,,,,,,
281,felix-torres,3,38,False,264,97642,2.79,Félix Torres,Corinthians,0.0,5,0.0,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_ZA5gyHo.png,F. Torres,5.97,Félix Eduardo Torres Caicedo,,22,3.0,25.0,25.0,1.0,1.0,4.0,7.0,,,2.0,,,1.0,,,,,,,
282,murilo,3,38,True,275,97653,3.82,Murilo,Palmeiras,4.8,7,0.66,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_YJUCJBH.png,Murilo,9.55,Murilo Cerqueira Paim,,24,4.0,23.0,30.0,3.0,8.0,5.0,12.0,,1.0,1.0,1.0,,,,,,,,,
283,erick,5,38,False,276,97810,1.87,Erick,São Paulo,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_l7c3hxY.png,Erick,3.98,Erick de Arruda Serafim,,19,3.0,8.0,10.0,3.0,5.0,15.0,,,1.0,,,2.0,,,,,,1.0,,
284,leo-ortiz,3,38,True,262,97867,3.67,Léo Ortiz,Flamengo,2.4,7,-1.13,https://s.sde.globo.com/media/person_role/2024/05/13/photo_FORMATO_Nw5qKTd.png,L. Ortiz,7.4,Leonardo Rech Ortiz,,24,2.0,28.0,11.0,2.0,5.0,5.0,6.0,,1.0,,,2.0,1.0,,,,,,,
285,iago,2,38,False,265,97868,2.8,Iago,Bahia,0.0,5,0.0,https://s.sde.globo.com/media/person_role/2024/07/01/photo_220x220_XqRTvwK.png,Iago,5.12,Iago Amaral Borduchi,,12,,6.0,4.0,2.0,2.0,7.0,4.0,,,,,,,,,,,,,
286,vitao,3,38,True,285,97900,3.07,Vitão,Internacional,1.2,7,-0.2,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_cgStWK5.png,Vitão,5.09,Vitor Eduardo da Silva Matos,,25,3.0,21.0,18.0,4.0,8.0,8.0,9.0,,,,,,,,,,,,,
287,luis-oyama,4,38,False,286,97908,2.27,Luís Oyama,Juventude,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_b9ZdFP4.png,L. Oyama,3.95,Luís Felipe Oyama,,14,1.0,10.0,6.0,2.0,2.0,5.0,,,2.0,,,,,,,,,,,
288,erick,4,38,True,293,98022,4.21,Erick,Athlético-PR,-0.1,7,-1.44,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_PzrcPox.png,Erick,7.02,Erick Luis Conrado de Carvalho,,32,2.0,62.0,33.0,7.0,22.0,24.0,,,3.0,1.0,,1.0,2.0,,,,,1.0,,
289,pedro-raul,5,38,False,264,98225,1.23,Pedro Raul,Corinthians,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_btuS15d.png,P. Raul,2.61,Pedro Raul Garay da Silva,,19,2.0,14.0,12.0,4.0,4.0,9.0,,,,2.0,,,,,,,,,,
290,bastos,3,38,False,263,98280,4.26,Bastos,Botafogo,0.0,5,0.0,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_sq29S9f.png,Bastos,6.32,Bartolomeu Jacinto Quissanga,,31,6.0,30.0,33.0,1.0,12.0,7.0,15.0,,3.0,2.0,,,,,,,,1.0,,
291,kanu,3,38,True,265,98484,1.95,Kanu,Bahia,7.6,7,0.97,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_OKP0vwQ.png,Kanu,4.08,Victor Hugo Soares dos Santos,,28,12.0,15.0,32.0,1.0,,26.0,9.0,,,,,,,,,,,1.0,,
292,jean-lucas,4,38,True,265,98517,4.11,Jean Lucas,Bahia,-0.6,7,-1.01,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_Lb03bwo.png,J. Lucas,6.68,Jean Lucas de Souza Oliveira,,33,6.0,39.0,45.0,17.0,33.0,42.0,,,2.0,3.0,,5.0,,,,,,,,
293,kuscevic,3,38,False,356,98619,3.56,Kuscevic,Fortaleza,0.0,3,0.0,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_XpAwacz.png,Kuscevic,5.23,Benjamín Kuščević Jaramillo,,21,5.0,18.0,16.0,3.0,4.0,7.0,8.0,,2.0,2.0,1.0,,,,,,,,,
294,savarino,5,38,True,263,98672,4.64,Savarino,Botafogo,10.4,7,0.47,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_KxKxL8O.png,Savarino,8.37,Jefferson David Savarino Quintero,,27,3.0,3.0,9.0,20.0,15.0,6.0,,,7.0,5.0,,6.0,1.0,,,,,,,
295,cuello,5,38,True,293,98909,4.07,Cuello,Athlético-PR,3.2,7,-0.56,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_JnDE8PH.png,Cuello,6.26,Tomás Esteban Cuello,,30,3.0,29.0,23.0,19.0,19.0,36.0,,,2.0,7.0,,4.0,2.0,,,,,,,
296,vina,2,38,False,262,98974,1.39,Viña,Flamengo,0.0,5,0.0,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_Y6GueeQ.png,Viña,4.63,Matías Nicolás Viña Susperreguy,,9,1.0,5.0,4.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,
297,rogel,3,38,False,285,98975,3.07,Rogel,Internacional,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/09/10/photo_FORMATO_RuLD9HB.png,Rogel,4.77,Agustín Maximiliano Rogel Paita,,10,,5.0,11.0,3.0,3.0,4.0,3.0,,,,,1.0,,,,,,,,
298,vegetti,5,38,True,267,99198,5.94,Vegetti,Vasco,15.9,7,1.05,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_fK3iFMZ.png,Vegetti,13.05,Pablo Vegetti,,34,6.0,16.0,33.0,23.0,38.0,69.0,,,12.0,28.0,,2.0,3.0,2.0,,,2.0,,,
299,puma-rodriguez,2,38,True,267,99213,2.94,Puma Rodríguez,Vasco,7.5,7,0.63,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_WaoVDSt.png,P. Rodríguez,5.02,José Luis Rodríguez Bebanz,,21,1.0,19.0,5.0,2.0,10.0,6.0,2.0,,1.0,1.0,,2.0,,,,,,,,
300,de-la-cruz,4,38,True,262,99228,5.62,De la Cruz,Flamengo,1.0,6,-0.75,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_c5iH0Ku.png,D. Cruz,11.19,Diego Nicolás de la Cruz Arcosa,,15,3.0,23.0,19.0,5.0,8.0,38.0,,,2.0,,,3.0,1.0,,,,,,,
301,gonzalo-freitas,4,38,True,373,99234,1.49,Gonzalo Freitas,Atlético-GO,-2.2,7,-0.56,https://s.sde.globo.com/media/person_role/2024/07/29/photo_FORMATO_uebM1kx.png,G. Freitas,3.64,Gonzalo Gastón Freitas Silva,,14,7.0,17.0,19.0,6.0,7.0,7.0,,,,1.0,,,,,,,,3.0,,
302,pochettino,4,38,True,356,99267,3.92,Pochettino,Fortaleza,2.6,7,0.3,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_up62cTi.png,Pochettino,7.41,Tomás Pochettino,,30,4.0,27.0,18.0,5.0,11.0,18.0,,,5.0,4.0,,7.0,,1.0,,,1.0,1.0,,
303,alexander-barboza,3,38,False,263,99274,4.55,Alexander Barboza,Botafogo,0.0,3,0.0,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_9Ge6HYf.png,A. Barboza,6.31,Alexander Nahuel Barboza Ullúa,,25,8.0,34.0,39.0,7.0,11.0,5.0,15.0,,,1.0,2.0,1.0,,,,,,1.0,,
304,dinenno,5,38,False,283,99316,4.95,Dinenno,Cruzeiro,0.0,5,0.0,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_2S2h9nH.png,Dinenno,7.98,Juan Ignacio Dinenno de Cara,,6,1.0,1.0,1.0,3.0,1.0,3.0,,,3.0,1.0,,,,,,,,,,
305,luis-zubeldia,6,38,True,276,99366,5.02,Luis Zubeldía,São Paulo,3.59,7,0.08,https://s.sde.globo.com/media/person_role/2024/08/09/photo_FORMATO_FZ4aNBC.png,L. Zubeldía,9.37,Luis Francisco Zubeldía,,35,,,,,,,,16.0,,,,,,,,,,,,
306,robert-rojas,3,38,False,267,99387,1.53,Robert Rojas,Vasco,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_oeaxG9n.png,R. Rojas,2.85,Robert Samuel Rojas Chávez,,6,,4.0,2.0,,,,1.0,,,,,,,,,,,,,
307,michael,5,38,True,262,99392,5.75,Michael,Flamengo,0.5,6,-0.27,https://s.sde.globo.com/media/person_role/2024/08/22/photo_FORMATO_iwCejip.png,Michael,10.0,Michael Richard Delgado de Oliveira,,10,,5.0,,4.0,4.0,5.0,,,4.0,1.0,,1.0,1.0,1.0,,,,,,
308,baralhas,4,38,False,373,99440,4.25,Baralhas,Atlético-GO,0.0,3,0.0,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_5FJVKbT.png,Baralhas,6.15,Gabriel Baralhas dos Santos,,31,9.0,64.0,26.0,14.0,19.0,32.0,,,1.0,2.0,,3.0,,1.0,,,,,,
309,rossi,1,38,True,262,99552,2.83,Rossi,Flamengo,1.0,7,-0.26,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_sM4o3AF.png,Rossi,5.42,Agustín Daniel Rossi,,33,1.0,,,,,6.0,7.0,,,,,,,,80.0,38.0,,,2.0,
310,guilherme-romao,2,38,True,373,99623,3.31,Guilherme Romão,Atlético-GO,0.2,7,-0.59,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_uJhNaxu.png,G. Romão,4.54,Guilherme Kennedy Romão,,30,5.0,19.0,22.0,11.0,15.0,47.0,4.0,,1.0,4.0,1.0,3.0,,,,,,,,
311,arias,4,38,True,266,99815,6.66,Arias,Fluminense,6.5,7,0.65,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_RYUmTsY.png,Arias,13.11,Jhon Adolfo Arias Andrade,,23,4.0,45.0,24.0,16.0,21.0,54.0,,,6.0,3.0,,1.0,1.0,,,,2.0,,,
312,paulinho,5,38,False,282,99818,4.9,Paulinho,Atlético-MG,0.0,5,0.0,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_XppRgGL.png,Paulinho,12.75,Paulo Henrique Sampaio Filho,,23,3.0,21.0,10.0,11.0,8.0,15.0,,,8.0,9.0,1.0,1.0,,1.0,,,,,,
313,alan-franco,3,38,True,276,99889,2.54,Alan Franco,São Paulo,1.7,7,0.08,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Oa1eUuU.png,A. Franco,5.79,Alan Javier Franco,,27,6.0,23.0,18.0,,6.0,7.0,9.0,,,1.0,1.0,1.0,,,,,,,,1.0
314,carrillo,5,38,True,286,100076,2.09,Carrillo,Juventude,0.0,6,-0.13,https://s.sde.globo.com/media/person_role/2024/07/12/photo_FORMATO_lgqGgyh.png,Carrillo,4.02,Ronie Edmundo Carrillo Morales,,11,,7.0,6.0,2.0,4.0,6.0,,,1.0,2.0,,,,,,,,,,
315,zaracho,4,38,False,282,100079,2.81,Zaracho,Atlético-MG,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_wjGLEpf.png,Zaracho,6.88,Federico Matías Javier Zaracho,,16,2.0,17.0,12.0,2.0,6.0,14.0,,,2.0,1.0,,,,,,,,,,
316,igor-gomes,4,38,True,282,100084,2.9,Igor Gomes,Atlético-MG,0.4,6,-0.24,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_UzfIqe6.png,I. Gomes,5.07,Igor Silveira Gomes,,20,7.0,19.0,19.0,3.0,5.0,25.0,,,1.0,,,3.0,2.0,,,,,1.0,,
317,pedro-augusto,4,38,False,356,100085,1.47,Pedro Augusto,Fortaleza,0.0,5,0.0,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_omYwNQA.png,P. Augusto,2.78,Pedro Augusto Borges da Costa,,26,8.0,31.0,29.0,2.0,1.0,21.0,,,,,,1.0,,,,,,1.0,,
318,yuri-alberto,5,38,True,264,100652,7.24,Yuri Alberto,Corinthians,15.4,7,-0.64,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_wt9arbZ.png,Y. Alberto,10.82,Yuri Alberto Monteiro da Silva,,28,6.0,16.0,30.0,21.0,24.0,40.0,,,14.0,16.0,1.0,4.0,2.0,1.0,,,,,,
319,matheus-henrique,4,38,False,283,100742,3.89,Matheus Henrique,Cruzeiro,0.0,5,0.0,https://s.sde.globo.com/media/person_role/2024/06/25/photo_FORMATO_gfmexdE.png,M. Henrique,6.49,Matheus Henrique de Souza,,15,4.0,22.0,15.0,4.0,12.0,20.0,,,2.0,1.0,,,,,,,,,,
320,liziero,4,38,False,276,100761,2.75,Liziero,São Paulo,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/07/15/photo_220x220_823HKPQ.png,Liziero,4.4,Igor Matheus Liziero Pereira,,9,1.0,13.0,9.0,1.0,2.0,4.0,,,1.0,,,,,,,,,,,
321,brenno,1,38,False,284,100830,0.0,Brenno,Grêmio,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_hWYsgxj.png,Brenno,4.0,Brenno Oliveira Fraga Costa,,0,,,,,,,,,,,,,,,,,,,,
322,ruan,3,38,True,276,100842,1.87,Ruan,São Paulo,0.9,7,0.23,https://s.sde.globo.com/media/person_role/2024/08/20/photo_FORMATO_S9vlZEa.png,Ruan,5.71,Ruan Tressoldi Netto,,8,1.0,8.0,9.0,,2.0,1.0,2.0,,,,,,,,,,,,,1.0
323,lucas-esteves,2,38,True,287,100846,4.02,Lucas Esteves,Vitória,2.3,7,-0.17,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_Oqbbci1.png,L. Esteves,4.81,Lucas Esteves de Souza,,33,11.0,47.0,36.0,5.0,19.0,25.0,6.0,,1.0,11.0,,4.0,2.0,1.0,,,,,,
324,luan-candido,3,38,False,280,100848,2.55,Luan Cândido,Bragantino,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_DTpZOty.png,L. Cândido,4.66,Luan Cândido de Almeida,,24,4.0,29.0,33.0,4.0,12.0,6.0,3.0,,1.0,2.0,,,,,,,,,,
325,vitinho,2,38,False,263,100898,5.92,Vitinho,Botafogo,0.0,5,0.0,https://s.sde.globo.com/media/person_role/2024/08/30/photo_FORMATO_DbahnIn.png,Vitinho,9.25,Victor Alexander da Silva,,10,,14.0,6.0,1.0,2.0,7.0,7.0,,,1.0,,,1.0,,,,,,,
326,ronald-lopes,4,38,True,288,100969,2.49,Ronald Lopes,Criciúma,2.1,7,-0.38,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_Nhk7IV4.png,R. Lopes,4.2,Ronald dos Santos Lopes,,27,3.0,44.0,35.0,2.0,7.0,20.0,,,,,,2.0,,,,,,,,
327,derek,5,38,True,373,100976,2.28,Derek,Atlético-GO,2.5,7,-0.98,https://s.sde.globo.com/media/person_role/2023/07/21/photo_220x220_Rr5xK7r.png,Derek,3.72,Derek Freitas Ribeiro,,25,2.0,15.0,23.0,5.0,11.0,16.0,,,3.0,2.0,1.0,1.0,1.0,,,,1.0,,,
328,nonato,4,38,True,266,100987,1.38,Nonato,Fluminense,6.8,7,1.13,https://s.sde.globo.com/media/person_role/2024/07/18/photo_FORMATO.png,Nonato,3.98,Gustavo Nonato Santana,,9,1.0,5.0,3.0,,1.0,5.0,,,,,,1.0,,,,,,,,
329,junior-santos,5,38,False,263,101002,3.6,Júnior Santos,Botafogo,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_GZeQZHl.png,J. Santos,7.16,José Antonio dos Santos Júnior,,23,2.0,8.0,16.0,14.0,16.0,15.0,,,4.0,20.0,,2.0,1.0,,,,,,,
330,jamal-lewis,2,38,False,276,101130,2.95,Jamal Lewis,São Paulo,0.0,5,0.0,https://s.sde.globo.com/media/person_role/2024/09/02/photo_220x220_bRSIQCY.png,J. Lewis,6.12,Jamal Piaras Lewis,,6,,3.0,3.0,,,,2.0,,,,,1.0,,,,,,,,
331,ferreira,5,38,False,276,101290,3.63,Ferreira,São Paulo,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_nPg7koa.png,Ferreira,7.42,Aldemir dos Santos Ferreira,,26,4.0,17.0,15.0,7.0,9.0,41.0,,,5.0,1.0,,1.0,,1.0,,,,,,
332,ademir,5,38,True,265,101314,3.88,Ademir,Bahia,10.7,7,0.17,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_IWREALz.png,Ademir,6.38,Ademir da Silva Santos Júnior,,28,1.0,29.0,12.0,10.0,12.0,21.0,,,3.0,6.0,,4.0,1.0,,,,,,,
333,guga,2,38,False,266,101319,3.04,Guga,Fluminense,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_k1fivRS.png,Guga,5.03,Cláudio Rodrigues Gomes,,9,3.0,6.0,7.0,,1.0,3.0,4.0,,,,1.0,1.0,,,,,,,,
334,danilo-boza,3,38,True,286,101431,3.33,Danilo Boza,Juventude,1.4,7,-0.22,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_b7q5w0V.png,D. Boza,5.68,Danilo Boza Júnior,,27,1.0,17.0,4.0,5.0,12.0,13.0,3.0,,3.0,1.0,,1.0,2.0,,,,,,,
335,pepe,4,38,True,284,101573,2.47,Pepê,Grêmio,1.6,6,-0.01,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_eQw4wlK.png,Pepê,4.71,João Pedro Vilardi Pinto,,24,2.0,33.0,23.0,2.0,5.0,35.0,,,1.0,1.0,1.0,,,,,,,,,
336,hugo-souza,1,38,True,264,101574,3.58,Hugo Souza,Corinthians,9.0,7,1.34,https://s.sde.globo.com/media/person_role/2024/07/03/photo_FORMATO.png,H. Souza,7.66,Hugo de Souza Nogueira,,21,3.0,1.0,,,,2.0,6.0,,,,,,,,69.0,23.0,,,,
337,hugo-moura,4,38,True,267,101594,3.09,Hugo Moura,Vasco,4.4,7,0.29,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_jLwJb5G.png,H. Moura,5.77,Hugo Moura Arruda da Silva,,29,7.0,58.0,44.0,5.0,14.0,12.0,,,,,1.0,4.0,,,,,,,,
338,ramon,2,38,False,1371,101597,3.89,Ramon,Cuiabá,0.0,3,0.0,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_j3eOqDC.png,Ramon,5.79,Ramon Ramos Lima,,25,9.0,38.0,28.0,3.0,10.0,19.0,7.0,,1.0,2.0,,1.0,,,,,,,,
339,caio-vinicius,4,38,True,287,101601,0.7,Caio Vinícius,Vitória,0.0,6,-0.19,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_fCg7WfQ.png,C. Vinícius,1.93,Caio Vinicius da Conceição,,10,5.0,9.0,7.0,,1.0,5.0,,,,,,,,,,,,,,
340,peixoto,4,38,False,286,101651,0.55,Peixoto,Juventude,0.0,5,0.0,https://s.sde.globo.com/media/person_role/2024/04/28/photo_220x220_WXuSK4t.png,Peixoto,1.94,Daniel Nascimento Peixoto dos Santos,,2,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
341,rhaldney,4,38,True,373,101666,2.85,Rhaldney,Atlético-GO,5.2,7,0.23,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_VWBr2KD.png,Rhaldney,4.27,Rhaldney Norberto Simião Gomes,,30,8.0,58.0,53.0,4.0,6.0,38.0,,,,1.0,,1.0,2.0,,,,,,,
342,felipe-jonatan,2,38,True,356,101708,3.66,Felipe Jonatan,Fortaleza,6.7,6,0.93,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_ZDljmkA.png,F. Jonatan,6.71,Felipe Jonatan Rocha Andrade,,20,,17.0,12.0,5.0,4.0,24.0,7.0,,,,,,,,,,,,,
343,alerrandro,5,38,True,287,101715,6.68,Alerrandro,Vitória,11.0,7,0.18,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_v6x7rRS.png,Alerrandro,9.78,Alerrandro Barra Mansa Realino de Souza,,33,4.0,30.0,26.0,17.0,19.0,43.0,,,15.0,5.0,,4.0,,,,,,1.0,,
344,railan,2,38,True,1371,101726,3.38,Railan,Cuiabá,3.9,7,0.01,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_glaRaXf.png,Railan,5.24,Railan Reis Ferreira - Raylan,,20,3.0,22.0,12.0,3.0,4.0,14.0,4.0,,,1.0,,3.0,,,,,,1.0,,
345,matheuzinho,2,38,True,264,101727,4.29,Matheuzinho,Corinthians,6.6,7,0.82,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_Mq6sxK4.png,Matheuzinho,7.24,Matheus França Silva,,30,4.0,53.0,18.0,5.0,8.0,17.0,8.0,,1.0,2.0,,1.0,,1.0,,,,,,
346,claudinho,2,38,False,288,101752,3.76,Claudinho,Criciúma,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_6lSysiX.png,Claudinho,5.44,Claudio Coelho Salvático,,31,3.0,49.0,13.0,3.0,8.0,8.0,4.0,,2.0,4.0,1.0,3.0,1.0,,,,,,,
347,jean-david,5,38,False,267,101768,1.34,Jean David,Vasco,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/08/27/photo_FORMATO_NK98RBN.png,J. David,4.32,Jean David Meneses Villarroel,,5,,3.0,,,2.0,3.0,,,,,,,,,,,,,,
348,mayk,2,38,False,284,101820,2.38,Mayk,Grêmio,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_i2B5PuQ.png,Mayk,3.67,Mayksilvan da Silva Ferreira,,5,,6.0,1.0,,,,1.0,,,,,,,,,,,,,
349,vitinho,5,38,True,280,101960,3.19,Vitinho,Bragantino,2.0,6,0.14,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_fcyTaPY.png,Vitinho,7.66,Vitor Hugo Naum dos Santos,,30,6.0,24.0,26.0,11.0,23.0,19.0,,,2.0,3.0,,3.0,3.0,,,,,,,
350,britez,3,38,True,356,101995,3.76,Brítez,Fortaleza,7.6,7,1.1,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_HXZBgqO.png,Brítez,5.42,Emanuel Fermín Brítez,,27,11.0,36.0,26.0,2.0,8.0,12.0,11.0,,,2.0,1.0,2.0,,,,,,,,
351,piquerez,2,38,False,275,102130,6.23,Piquerez,Palmeiras,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_loXGEPe.png,Piquerez,11.15,Joaquín Piquerez Moreira,,16,2.0,22.0,10.0,5.0,15.0,19.0,7.0,,2.0,,,,,,,,,,,
352,vitor-eudes,1,38,False,266,102137,0.0,Vitor Eudes,Fluminense,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_SYE5Cts.png,V. Eudes,1.0,Vitor Eudes de Souza Costa,,0,,,,,,,,,,,,,,,,,,,,
353,lucas-halter,3,38,False,263,102253,3.05,Lucas Halter,Botafogo,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_SVv6kJE.png,L. Halter,6.22,Lucas Halter,,17,4.0,11.0,18.0,2.0,7.0,6.0,6.0,,1.0,,,,,,,,,1.0,,
354,caio-paulista,2,38,True,275,102318,3.01,Caio Paulista,Palmeiras,2.1,6,0.09,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_nZ3jBWs.png,C. Paulista,5.17,Caio Fernando de Oliveira,,22,1.0,17.0,14.0,4.0,3.0,14.0,8.0,,,3.0,1.0,,,,,,,,,
355,caca,3,38,True,264,102340,3.58,Cacá,Corinthians,6.7,7,0.15,https://s.sde.globo.com/media/person_role/2024/03/07/photo_FORMATO.png,Cacá,8.14,Carlos de Menezes Júnior,,26,5.0,21.0,28.0,2.0,14.0,12.0,7.0,,4.0,,1.0,1.0,,,,,,1.0,,2.0
356,araos,4,38,False,373,102352,0.0,Araos,Atlético-GO,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_nBCEEhL.png,Araos,3.0,Ángelo Giovanni Araos Llanos,,0,,,,,,,,,,,,,,,,,,,,
